doc_id,conf_journal,pub_year_val,researchers
7007,,2003.0,jl voecks
7008,,2001.0,o sigmund
7009,"journal of emergency medicine ,",2000.0,"al weiner , l vieira , ca mckay jr , mj bayer"
7010,proceedings of acm,,"v kanodia , c li , a sabharwal , b sadeghi , e"
7011,"ieee computer ,",,"m flickner , h sawhney , w niblack , j ashley , q"
7012,"acm transactions on database systems ,",2005.0,"g gottlob , c koch , r pichler"
7013,"computer networks ,",,sr hiltz
7014,"the histochemical journal ,",1992.0,"t kazama , m takagi , t ishii , y toda"
7015,"new directions for adult and continuing education ,",1991.0,rd fulton
7016,,1975.0,"jw newton , pg zimbardo"
7017,"bt technology journal ,",1997.0,"rw picard , g cosier"
7018,"journal of range management ,",2001.0,"ws waichler , rf miller , ps doescher"
7019,"see meskell ,",,afh naccache
7020,,,m pipher
7021,,,ms waterman
7022,"proc . 29th ieee syrup . on foundations of computer science ,",,la levin
7023,"information & software technology ,",2003.0,z maamar
7024,,,d toxicity
7025,"sigmod record ,",2003.0,"tpdpv kalogeraki , d gunopulos"
7026,"proc . iccad ,",,"d bostick , gd hachtel , r jacoby , mr lightner , p"
7027,"proc vldb ,",,jb bbi
7028,,,m hegland
7029,"santa barbara , california : pillsbury foundation for & hellip ; ,",,pf studies
7030,"new directions for teaching and learning ,",2001.0,r cannon
7031,,,"l carraro , m finkenthal , k fournier , l gabellieri ,"
7032,,,"j phillips , c chen"
7033,,2003.0,y zhao
7034,"computerworld ,",,rb patrick
7035,"electronic library ,",1998.0,d schoonbaert
7036,"computer networks ,",2003.0,"bg jozsa , m makai"
7037,"cochrane database syst rev ,",2004.0,"li watson , mp armon"
7038,"social studies and the young learner ,",1999.0,d lerner
7039,,,"f casati , d georgakopoulos"
7040,"journal of personality and social psychology ,",,sl bem
7041,"sigmod record ,",1982.0,"acms record , s record"
7042,"ph. d. thesis california univ. , santa barbara. ,",1978.0,ca venanzi
7043,"cochrane database syst rev ,",2000.0,"mw van tulder , rj scholten , bw koes , ra deyo"
7044,"sigmod conference ,",2002.0,p kalnis
7045,"new directions for teaching and learning ,",1996.0,"h smith , b walvoord"
7046,"proceedings of international conference on very large & hellip ; ,",,"r meo , g psaila , s ceri , a new"
7047,"proc . intl. conf . computer vision iccv98 , bombay , india , jan ,",,"g kamberova , r bajcsy"
7048,"psychopharmacology ,",1995.0,"i white , j christensen , g flory , d miller , g rebec"
7049,"proceedings of the 25 thaas guidance and control conf. , & hellip ; ,",,sp hughes
7050,"proceedings of the i mech e part d journal of automobile & hellip ; ,",2002.0,"ws hwang , dh lee"
7051,"proc . acm urban syrup ,",,sj bernstein
7052,demonstration,,"g abowd , j brotherton , j bhalodia"
7053,,1988.0,p cook
7054,"popular music and society ,",2001.0,a farmelo
7055,"journal of emergency medicine ,",1996.0,"l freeman , rw wolford"
7056,"proceedings-ieee ,",2000.0,"jc haartsen , s mattisson"
7057,"proceedings of acm chi ,",,"f viegas , j donath"
7058,proceedings of the 23rd iasted international conference on,,m hashim
7059,"journal of personality and social psychology ,",1997.0,"ll martin , t abend , c sedikides , jd green"
7060,"acm transactions on internet technology ,",2004.0,"d boneh , x ding , g tsudik"
7061,,,"cl cook-glenn , s keyhani-rofagha"
7062,"journal of emergency medicine ,",2000.0,"d bar-or , e lau , jv winkler"
7063,,,"m abadi , j jurjens"
7064,"proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,",1996.0,"hv jagadish , ao mendelzon , is mumick"
7065,"sigmod conference ,",1997.0,eh hanâ ? ¦
7066,"proc . of acmsigmod 2000 international conference on & hellip ; ,",,"a gionis , m garofalakis , r rastogi , s seshadri , k"
7067,"acm transactions on database systems ,",1976.0,wc mcgee
7068,,,a bahnasawi
7069,"proc . acm symposium on applied computing ,",,"ch jo , cj lee , j son"
7070,"proc . acm urban symposium ,",,me mccombs
7071,"vldb ,",2003.0,f leymann
7072,"electronic design ,",,ras is
7073,"sigmod record ,",1996.0,c ahlberg
7074,"proc . of sigmod ,",,"d draper , ay halevy , ds weld"
7075,"information and software technology ,",1991.0,"ra volz , p krishnan , r theriault"
7076,,,"cs iacono , m subramani"
7077,"proc . acm symp ,",,"mg luby , m mitzenmacher , ma shokrollahi , da"
7078,"acm transactions on database systems ,",,"m mannino , p chu , t sager"
7079,"electronic letters ,",,"da johns , dm lewis"
7080,,,s tilley
7081,"der chirurg ,",1999.0,"hd rã ¶ her , pe goretzki , p hellmann , j witte"
7082,"proc . of acm siggraph ,",,"m garland , p heckbert"
7083,,1990.0,"i moerdijk , ge reyes"
7084,"bull . geol . soc . greece , athens ,",,"i sharp , ahf robertson"
7085,"new directions for teaching and learning ,",1994.0,ml otto
7086,,,"m jarke , t rose"
7087,"report submitted to region ,",,"g berkey , r crawford , s galipeau , d johnson , d"
7088,"tropical geography ,",2001.0,"m rong-hua , h meng-chun"
7089,"the proceedings of the 22th very large database ( vldb ) & hellip ; ,",,"m staudy , m jarke"
7090,"pc magazine ,",1993.0,j prosise
7091,"bt technology journal ,",2004.0,j maeda
7092,"lecture notes in computer science ,",2001.0,"l cardelli , g ghelli"
7093,"acm trans . database syst . ( to appear ) ,",,"p fraternali , l tanca"
7094,sigmod,,p seshadri
7095,"computer networks ,",2001.0,"g doerries , l zier"
7096,"journal of machine learning research ,",,"k crammer , y singer"
7097,"proc . icann ,",,h ritter
7098,"data engineering , 2004 . proceedings . 20th international",,"a deutsch , y papakonstantinou , y xu"
7099,,2000.0,w cui
7100,"computerworld ,",,c jones
7101,csp demonstration,,m hopper
7102,"academy of management journal ,",2000.0,"aj kinicki , ge prussia , fm mckee-ryan"
7103,,,twd kossmann
7104,"see ref ,",,af brading
7105,"proc . of 14th vldb conference ,",,"m stonebraker , r katz , d patterson"
7106,"computerworld ,",,t hoffman
7107,submitted for,,"a iera , a molinaro , s marano"
7108,"procs . of the conf.â ?? logic , mathematics and computer",,"ma borges-trenard , h perez-roses , m borges -"
7109,"electronic products ,",,p benneff
7110,,,"es husebye , yv fedorenko"
7111,"san diego ,",,m simulations
7112,"pflã 1/4 gers archiv european journal of physiology ,",1961.0,"p deetjen , k kramer"
7113,"submitted for publication ,",,"ab meriin , x zhang , nb miliarasâ ? ¦"
7114,"proc . of the acm sigmod conf . on management of data ,",,"a kemper , g moerkotte , k peithner , m steinbrunn"
7115,"ieee transactions on knowledge and data engineering ,",2002.0,"a datta , sh son"
7116,"proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0,s kundu
7117,proceedings of,,ce dyreson
7118,"new directions for teaching and learning ,",2003.0,mi taniguchi
7119,"phil . mag ,",,"ewb gill , rh donaldson"
7120,"proceedings of acm sigcomm ,",,"a kuzmanovic , ew knightly , tcp low-rate"
7121,"proc . acm/ieee design automution conf ,",,ja rowson
7122,"proceedings of the 21st international conference on very & hellip ; ,",,lgh garcia-molina
7123,"information and software technology ,",1994.0,"s king , r galliers"
7124,"cochrane database syst rev ,",2000.0,"pj sharek , da bergman"
7125,"proceedings of the 12th annual acm international conference & hellip ; ,",2004.0,"m bã ¶ hlen , jt rinker"
7126,"proc . 29th annual meeting of jsce , part ,",,"s ogawa , s mitsui , o takemure"
7127,"information and software technology ,",1990.0,g tate
7128,"acm trans . database systems ,",,"vc storey , rc goldstein"
7129,"procs . jssst03 ,",,"d tepeneu , t ida"
7130,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"tt ng , sf chang , j hsu , l xie , mp tsui"
7131,"management decision ,",2000.0,"c andriopoulos , a lowe"
7132,"sigmod record ,",2004.0,"t hara , n murakami , s nishio"
7133,"proc . very large data bases , cannes ,",,ra yost
7134,"journal of emergency medicine ,",1996.0,"s hohnloser , t meinertz , p stubbs"
7135,"proc . spie ,",1999.0,"j stumpe , t fischer , m rutloh , r rosenhauer , jg"
7136,"no to hattatsu ,",2001.0,"w akamatsu , h okano"
7137,"acm sigmod record ,",,"g wiederhold , j kaplan , d sagalowicz"
7138,"proceedings of 2003 international conference on management & hellip ; ,",,"c jiayu , c xueguang , s ling"
7139,"manuscript , university of california , santa barbara ,",,e raposo
7140,"new directions for higher education ,",1986.0,lh litten
7141,"j. phys . i ( france ) ,",1993.0,h kinzelbach
7142,,,e gervilla
7143,"proceedings of the international conference on very large & hellip ; ,",2004.0,"s mayer , t grust , m van keulen , j teubner"
7144,"phil . mag ,",,b mclennan
7145,"technical university berlin , ilr ,",,hh koelle
7146,"computerworld. ,",1990.0,m johnson
7147,,,h foucault
7148,"cochrane database syst rev ,",2000.0,"k karjalainen , a malmivaara , m van tulder , r roine"
7149,,,h sunami
7150,proc . int . carnahan conf . security,,ty hwang
7151,"acm sigmod ,",,"e nardelli , m schneider , l forlizzi , rh gã 1/4 ting"
7152,"& hellip ; engineering international , iabse , zurich , switzerland ,",,"mh korniyiv , gb fuks"
7153,"lecture notes in computer science ,",2000.0,"js foster , m fahndrich , a aiken"
7154,"proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0,"epf chan , ao mendelzon"
7155,"new directions for higher education ,",1993.0,ja hyatt
7156,"intergenerational innovations , seattle , washington ,",,c chambers
7157,"geography ,",,d hilling
7158,"pc magazine ,",,g venditto
7159,"data engineering , 2004 . proceedings . 20th international",,"b zeller , a kemper"
7160,"transplantation proceedings ,",1996.0,jw streilein
7161,,,ja garfinkel
7162,"political geography ,",1996.0,j agnew
7163,"proc . acm sigmod conference ,",,t nguyenandv
7164,,2002.0,y wang
7165,"technical university munich , munich ,",,"g horton-smith , j atwell , rd mckeown , p vogel"
7166,"sigmod record ,",2005.0,r snodgrass
7167,"cochrane database syst rev ,",2000.0,"j langham , c goldfrad , g teasdale , d shaw , k rowan"
7168,,1999.0,ds platt
7169,proceedings of the seventeenth acm sigact-sigmod-sigart,,"d hasan , k michael"
7170,"area ,",2001.0,"rl escobar , d party , p radical"
7171,"acm transactions on database systems ,",1989.0,"r ramesh , ajg babu , jp kincaid"
7172,"md ,",2000.0,"gkh eyrich , e bruder , p hilfiker , b dubno , hh"
7173,,,"pr cohen , l chen , j clow , m johnston , d mcgee , j"
7174,"proc . lee ,",,"pe wellstead , d prager , p zanker"
7175,"cochrane database syst rev ,",2001.0,"b van pinxteren , me numans , pa bonis , j lau"
7176,"bt technology journal ,",2000.0,a steventon
7177,,,"r yavatkar , l manoj"
7178,"proceedings of the international conference on very large & hellip ; ,",2004.0,"s guha , c kim , k shim"
7179,"sigmod conference ,",2002.0,j rao
7180,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0,g krã 1/4 ger
7181,"computer networks ,",,k maruyama
7182,,,"ma roth , hf korth"
7183,"j. phys . i france ,",1991.0,"b widom , jl viovy , ad defontaines"
7184,,,i approach
7185,,,", s wrobel"
7186,"isbn ,",,"b clark , g neave"
7187,"proceedings of 2001 international conference on management & hellip ; ,",2001.0,"gai chun-ying , pei yu-long"
7188,"proc . int . symp . eurock â ?? 92 ,",,e hoek
7189,,,ja stankovic
7190,"proc . 29th eur . solid-state device research conf ,",,"rfm roes , a van brandenburg , ah montree , ph"
7191,,,"y wu , r jia , q li"
7192,"acm sigmod , etats-unis , juin ,",,"r agrawal , n gehani"
7193,"new directions for higher education ,",2000.0,vj rosser
7194,"proceedings of the i mech e part d journal of automobile & hellip ; ,",2000.0,"hw wang , zh huang , lb zhou , dm jiang , zl yang"
7195,,,g pang
7196,"acc . chem . res ,",2005.0,"mh bartl , sw boettcher , kl frindell , gd stucky"
7197,,1998.0,m lundin
7198,proceedings of 27th international conference on very large,,"g dong , j han , j lam , j pei , k wang"
7199,acm transactions on database systems,,k wk
7200,"lecture notes in computer science ,",2002.0,"m correia , p verissimo , nf neves"
7201,"history of programming languages ,",1978.0,re griswold
7202,"& hellip ; journal of intelligent information processing systems ,",,"s kaski , j venna , t kohonen"
7203,"proceedings of the 12th annual acm international conference & hellip ; ,",2004.0,"d schonberg , d kirovski"
7204,"the academy of management review ,",1987.0,gw florkowski
7205,"proc . acm multimedia ,",,"h wynne , ts chua , hk pung"
7206,"vldb ,",1998.0,"bc ooi , ch goh , kl tan"
7207,"san diego : lucent ,",,gb stewart
7208,"proceedings of sigmod ,",,"r avnur , j hellerstein"
7209,"proceedings of the 23rd symposium on naval hydrodynamicsâ ?? , & hellip ; ,",,"m beddhu , r pankajakshan , my jiang , m remotigue , c"
7210,"computerworld ,",,b stahl
7211,"proceedings of the 17th vldb conference ,",,"s ceri , j widom"
7212,"computerworld. ,",1981.0,r shoor
7213,"computer networks ,",2005.0,"m ylianttila , j mã $ kelã $ , k pahlavan"
7214,"journal of personality and social psychology ,",1988.0,"la clark , d watson"
7215,"acm sigplan notices ,",1992.0,"b liu , yw ku"
7216,,,"ba myers , da giuse , rb dannenberg , ds kosbie , e"
7217,,,f heider
7218,"proceedings of acm multimedia ,",,"s rainer , y jie , w alex"
7219,"sigmod record ,",1996.0,x qian
7220,"ibm research division almaden research center , juin ,",,c ho
7221,"master &#39; s thesis , mit laboratory for computer science ,",,ea brewer
7222,"sigmod conference ,",1995.0,m freeston
7223,"history of programming languages . academic press , new york ,",,gm hopper
7224,"proc . acm sigmod conf . on management of data ,",,"if cruz , ao mendelzon , pt wood"
7225,"journal of the acm ( jacm ) ,",1965.0,pw broome
7226,"ieee computer ,",,hv jagadish
7227,"proceedings of the 23rd annual conference of the mathematics & hellip ; ,",,r spanneberg
7228,"j. phys . i ,",,"g roth , p adelmann , g heger , r knitter , t wolf"
7229,"new directions in higher education ,",1975.0,bj sloan
7230,proceedings of acm,,"wb croft , r howard"
7231,at .,,"yv sivintsev , vl vysotskii , va danilyan"
7232,,,m wagner
7233,"information and software technology ,",,"m roper , m wood , j miller"
7234,"proceedings of the 1991 acm sigmod international conference & hellip ; ,",1991.0,mh eich
7235,,,s sarawagi
7236,"proc . int . omithol . congr ,",,jm cullen
7237,"proceedings of the 28th vldb confrerence ,",,"m hammad , w aref , k elmagarmid"
7238,,,"jm danskin , gm davis , x song"
7239,"virology-new york - ,",1996.0,"o yamada , g kraus , b sargueil , q yu , jm burke , f"
7240,"new directions for teaching and learning ,",1998.0,jpf howard
7241,"lecture notes in computer science ,",2002.0,"pl bartlett , o bousquet , s mendelson"
7242,"journal of emergency medicine ,",1993.0,"s kumar , s thomas , s lehri"
7243,"new directions for higher education ,",1981.0,gs schiff
7244,"technical university of denmark ,",,k thomsen
7245,,2002.0,"j feng , p williams"
7246,"journal of web semantics ,",2003.0,"r guha , r mccool"
7247,,,"hf krug , p herrlich"
7248,"new directions for teaching and learning ,",1999.0,llb border
7249,"the academy of management journal ,",1996.0,"kr xin , jl pearce"
7250,"athens , greece : software engineering laboratory , national & hellip ; ,",,e skordalakis
7251,"advances in soil science-new york - ,",1992.0,"mg wallis , dj horne"
7252,"computer networks ,",,j schoenwaelder
7253,,,"l seligman , a rosenthal"
7254,"acm sigmod record ,",,bjdd is really
7255,,1990.0,bp buttenfield
7256,,,k bajpai
7257,"journal of personality and social psychology ,",1985.0,"s folkman , rs lazarus"
7258,"transplant proc ,",1990.0,"pd greig , j forster , ra superina , sm strasberg , m"
7259,,,"ml littman , ar cassandra , lp kaelbling"
7260,"dallas , tx , may ,",,"mm breunig , hp kriegel , rt ng , j sander"
7261,submitted for,,"j liu , j wu , dk panda , c shamir"
7262,,1985.0,if rockman
7263,"proceedings of the 13th annual acm international conference & hellip ; ,",2005.0,"m bertini , a del bimbo , c torniai"
7264,"ieee , proceedings ,",1984.0,"sw golomb , h taylor"
7265,"proceedings of the international conference on very large & hellip ; ,",2003.0,"g luo , jf naughton , cj ellmann , mw watzke"
7266,"at kerney ,",,at kearney
7267,"association of american geographers annual conference , new & hellip ; ,",,"r gill , ac pratt"
7268,"proceedings of the acm sigmod conference on management of & hellip ; ,",1995.0,s stolfo
7269,,,"jj la scala , rp wool"
7270,"pc-magazine , russian",,s boris
7271,"isbn ,",,"wm dear , y webb"
7272,"proceedings of the international conference on very large & hellip ; ,",2004.0,"k wu , e otoo , a shoshani"
7273,"computer networks ,",1984.0,g andreoni
7274,"proceedings of the international conference on very large & hellip ; ,",1994.0,"e baralis , j widom"
7275,"international conference ecological technology and & hellip ; ,",,l kliucininkas
7276,"new directions for higher education ,",1997.0,jr hurtgen
7277,,2002.0,m halvorson
7278,"geography ,",,ap wood
7279,"journal of emergency medicine ,",1992.0,"e larson , l bobo"
7280,"& hellip ; analysis products division , mathsoft , seattle , washington ,",,i mathsoft
7281,,1988.0,ss augustithis
7282,proc . of acm,,m gleisher
7283,,,"jp lewis , fi parke"
7284,"proceedings of the 4th international workshop on computer & hellip ; ,",,"f makedon , c heckmanâ ? ¦"
7285,proceedings of the international conference on very large,,"ag adhw , dj ailamaki , md dewitt"
7286,"journal of personality and social psychology ,",,"b stephenson , ra wicklund"
7287,"proc . 29th ann . meeting , aquatic plant control research & hellip ; ,",,"md netherland , eg turner"
7288,"deixis consultants , seattle , washington ,",,"tj frest , ej johannes"
7289,"see ref ,",,"ai mandell , sm podos"
7290,"bt technology journal ,",1999.0,"ma oliver , iw phillips , dj parish , kr bharadia"
7291,"electronic ceramics ,",1991.0,w wersing
7292,"proceedings of the 25th international conference on very & hellip ; ,",1999.0,u dayal
7293,proc . int . symp .,,"jc wang , cw wu"
7294,"sigmod record ,",2004.0,"m mesiti , b catania , g guerrini , a chaudhri"
7295,,2000.0,"jh gruzelier , f smith , a nagy , d henderson"
7296,"proceedings of anlp-2000 , seattle , washington ,",2000.0,"g neumann , c braun , j piskorski"
7297,"hamilton publishing , santa barbara ,",,"rj kochenburger , cj turcio"
7298,"cochrane database syst rev ,",2002.0,"lp brion , ra primhak"
7299,"& hellip ; symposium proceedings . athens , greece : university of athens ,",,"h cremer , d gore , h kirkup , a mc minn , m melles , d"
7300,"vldb ,",1985.0,"a klausner , n goodman"
7301,"sigmod conference ,",1998.0,", d florescu , j kang"
7302,"new directions for teaching and learning ,",2004.0,"m zolan , s strome , r innes"
7303,,2002.0,"k suganami , m takeuchi , t oguchi"
7304,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,",1976.0,"g dodel , j krautter , h haeglsperger"
7305,acm sigmod international conference on management of,,"m stonebraker , j frew , k gardels , j meredith"
7306,"proc . int . computer music conf ,",,"g borin , d rocchesso , f scalcon"
7307,"sigmod record ,",1999.0,acms anthology
7308,"the california islands : proceedings of a multidisciplinary & hellip ; ,",1980.0,ba wilcox
7309,"& hellip ; of international conference on mobile data management , jan ,",,"c ying , rao fangyan , yu xiulan , liu dong"
7310,,1986.0,pt christianity
7311,,,m meehan
7312,"new directions for program evaluation ,",,gt henry
7313,,2000.0,"h hoppe , s marschner"
7314,"proceedings of the 5th annul acm workshop on computational & hellip ; ,",1992.0,"b boser , i guyon , v vapnik"
7315,"acm transactions on database systems ,",1980.0,"ht kung , pl lehman"
7316,"proc . int . workshop wave ,",,"g pflanz , j garcia , g schmid"
7317,"bt technology journal ,",2000.0,n milway
7318,"unpublished manuscript ,",,"j simonson , r wienk"
7319,"msc thesis , department of computer science , cardiff university (",,ab earls
7320,"computerworld ,",,rl mitchell
7321,"proceedings of the ninth workshop on vitamin d. walter de - & hellip ; ,",,"j welsh , m simboli-campbell , m tenniswood"
7322,,2003.0,dd turner
7323,"annual conference of the association of american geographers & hellip ; ,",,dm theobald
7324,"md ,",,"ma jenks , sd eigenbrode , b lemieux"
7325,"proc . acm multimedia ,",,"r malpani , l rowe"
7326,"grape and wine centennial symposium proceedingsâ ?? . ed . d. & hellip ; ,",,nj shaulis
7327,"wccfl , san diego ,",,a mahajan
7328,proceedings of the 7th vldb,,"v de antonellis , b zonta"
7329,"san diego ,",,"m reed , b simon"
7330,"social studies and the young learner ,",1990.0,"rf allen , jd hoge"
7331,proceedings of the 23rd international conference on,,"d sole , m huysman"
7332,,,"o shmueh , a ira"
7333,"md ,",,"cj conway , jp gibbs"
7334,"neuropsychopharmacology-san diego - ,",1993.0,"st cain , d griff , cm joyner , eh ellinwood"
7335,,1989.0,hn le houã © rou
7336,"bt technology journal ,",1995.0,"pc hershey , cb silio , jg waclawsky"
7337,"phil . mag. ,",1974.0,"p fazekas , pw anderson"
7338,"annals-new york academy of sciences ,",2001.0,"m reyes , cm verfaillie"
7339,"journal of emergency medicine ,",1994.0,rf edlich
7340,"the histochemical journal ,",1988.0,"r businaro , e fioretti , l fumagalli , g citro , g de"
7341,"fed proc ,",1984.0,"hr zielke , cl zielke , pt ozand"
7342,"unpublished manuscript ,",,"f larraãn , a velasco"
7343,"annual conference of the american association of geographers & hellip ; ,",,ac pratt
7344,"journal of emergency medicine ,",1994.0,"am herd , ng crofts , lm lee , jvj girard"
7345,"bt technology journal ,",2002.0,"mj whitehead , pm williams"
7346,"bust to boom ,",,"b nolan , b maitre"
7347,"new directions for program evaluation ,",,ma scheirer
7348,"at . spectrosc ,",,"me soares , ml bastos , f carvalho , m ferreira"
7349,,1967.0,le lunden
7350,"acm sigplan notices ,",1986.0,r mã $ nner
7351,pc,,mp graven
7352,,1989.0,ks balasubramaniam
7353,"acm transactions on database systems ,",,rt snodgrass
7354,"computer networks ,",2003.0,"sk tan , g mohan , kc chua"
7355,"acm transactions on database systems ,",2003.0,"j lechtenborger , g vossen"
7356,submitted for,,"m loner , am hirsch"
7357,,1988.0,sr goldman
7358,"shrimp news international ,",2000.0,b rosenberry
7359,,2003.0,"gj szekely , ml rizzo"
7360,"msc thesis , department of computer science , university of durham",,rd gregson
7361,,1983.0,"aj wyner , de mann"
7362,"proc . spie ,",1996.0,"g torelli , l gonzo , m gottardi , f maloberti , a"
7363,"sigmod record ,",1994.0,"r jain , a hampapur"
7364,,,"ch bruneau , m saad"
7365,,,"r cohen , v godin"
7366,"bt technology journal ,",1999.0,"z cui , vam tamma , f bellifemine"
7367,"bt technology journal ,",2000.0,"d attwater , l mcgrail , n sargent"
7368,,1994.0,e amsler
7369,"proceedings of the journã `` es d &#39; informatique musicale caen ed & hellip ; ,",,"m leman , f carreras"
7370,"unpublished manuscript ,",,"s micali , p rogaway"
7371,"proceedings of the tenth acm sigact-sigmod-sigart symposium & hellip ; ,",1991.0,"gg hillebrand , pc kanellakis , hg mairson , my vardi"
7372,"management science ,",1970.0,"re bellman , la zadeh"
7373,,,"q jiang , s chakravarthy"
7374,"proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",,"p seshadri , m livny , r ramakrishnan"
7375,"computer networks ,",1999.0,"g ateniese , a herzberg , h krawczyk , g tsudik"
7376,,,ds arnon
7377,computer,,"at campbell , j vicente , v dam"
7378,"geography ,",2005.0,"p geographer , t geography"
7379,,,"h hermansky , s sharma"
7380,,,"av arhangel ` skii , w just"
7381,submitted for,,"fa casiello , ka loparo"
7382,"lancet i ,",1984.0,am parfitt
7383,"cochrane database syst rev ,",2003.0,"j birks , l flicker"
7384,"proc . ire ,",,m wolf
7385,"new directions for teaching and learning ,",1989.0,jm foster
7386,,,rgg cattell
7387,"lecture notes in computer science ,",1996.0,dg feitelson
7388,"pc magazine , enterprise computing ,",,w fastie
7389,"acm press , new",,"j launchbury , a sabry"
7390,"conference proceedings of vldb , zurich , switzerland , sept ,",,a belussi
7391,"journal of emergency medicine ,",2001.0,"bw frazee , er snoey , a levitt"
7392,"computerworld ,",,gh anthes
7393,,,"b omelayenko , d fensel"
7394,"technical report , ibm almaden research center , 1997 . in",,s sarawagi
7395,"isbn ,",,"sa nancarrow , g mountain"
7396,,,cg bell
7397,"sigmod conference ,",2000.0,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal"
7398,"technical report , stanford university ,",,"b murtagh , m saunders"
7399,"new directions for teaching and learning ,",2004.0,md svinicki
7400,,,a anonymous
7401,,,kas abdel-ghaffar
7402,"proceedings of the 23rd environmental symposium ,",,"wd burrows , ja valcik , a seitzinger"
7403,unpublished manuscript available at www . cs . bgu . ac . il /,,"a beimel , y ishai , e kushilevitz"
7404,mit laboratory for computer science . ( status :,,rfc ietf
7405,"proceedings of the second acm international conference on & hellip ; ,",1994.0,"b nardi , s bly , e isaacs , sx wei , s whittaker"
7406,proc . 29th eur . conf . optical communication,,"k akimoto , j kani , m teshima , k iwatsuki"
7407,"cochrane database syst rev ,",2002.0,"hh handoll , r madhok , te howe"
7408,,1991.0,"a kleinman , y moscowitz , a pnueli , e shapiro"
7409,"journal of emergency medicine ,",1989.0,m tenenbein
7410,"vldb ,",,bc housel
7411,"computer networks ,",2002.0,"f dietrich , jp hubaux"
7412,,,p moss
7413,"journal of personality and social psychology ,",1994.0,"st allison , nl kerr"
7414,"urban geography ,",1997.0,e talen
7415,,,t hoffman
7416,"social studies and the young learner ,",1999.0,"s czartoski , mg hickey"
7417,,,ds brown
7418,,,zfzfuu subject
7419,,,"a pellenkoft1t2 , ca galindo-legaria , m kersten"
7420,,,s report
7421,"phil . mag ,",,w thomson
7422,"san diego law review ,",2000.0,db rodriguez
7423,"barnes , jim d. , and heflin , thomas l. , proceedings and",,rd vonriesen
7424,"proceedings of the international conference on very large & hellip ; ,",1995.0,g fecteau
7425,"the california islands : proceedings of a multidisciplinary & hellip ; ,",1980.0,kp yanev
7426,"technical report , microsoft corporation ,",,m kirtland
7427,"journal of emergency medicine ,",1996.0,"j crespo , s keteyian , g heath"
7428,,,cj anderson
7429,"proceedings of the 14th acm international conference on & hellip ; ,",2005.0,"v mihajloviä ? , he blok , d hiemstra , pmg apers"
7430,"comm . acm ,",1997.0,"a peleg , u weiser"
7431,"acm trans . on database systems ,",,"j nievergelt , h hinterberger , kc sevcik"
7432,"the academy of management review ,",1998.0,"dh mcknight , ll cummings , nl chervany"
7433,"acc . chem . res ,",,"o nmr , m spectrometry"
7434,,,y yaacoby
7435,,,"wm washington , cl parkinson"
7436,"technical report naic0103 , massachusetts water resources",,i hydroqual
7437,"1 steuropean conference on steel structures , athens , greece , & hellip ; ,",,"c bernuzzi , f gadotti , r zandonini"
7438,"proc acm sigact sigmod sigart symp princ database syst ,",1999.0,"n alon , pb gibbons , y matias , m szegedy"
7439,"proc . spie ,",,"e pfeffermann , ug briel , h hippmann , g kettenring ,"
7440,,,t fout
7441,"genes to cells ,",2000.0,"h akazawa , i komuro , y sugitani , y yazaki , r nagai"
7442,"computerworld ,",,j champy
7443,"contributions to human development ,",,"al brown , jc campione"
7444,,,", jd choi"
7445,"genes to cells ,",1999.0,"m nishita , n ueno , h shibuya"
7446,"contributions to nephrology ,",1994.0,"t shinzato , k fujisawa , s nakai , m miwa"
7447,"new directions for program evaluation ,",1992.0,d jordan
7448,lancet,,"gv foster , gf joplin , i macintyre , ke melvin , e"
7449,"lecture notes in computer science ,",1997.0,"cp gomes , b selman , n crato"
7450,"acm sigmod record ,",1993.0,"m nyanchama , s osborn"
7451,,,"c schwaiger , t sauter"
7452,"journal of emergency medicine ,",1991.0,"ds cooling , p viccellio"
7453,,,"a kemper , g moerkotte , m steinbrunn"
7454,,1980.0,t tally
7455,,1993.0,tcr white
7456,"proceedings of the 23rd ieee conference on decision and & hellip ; ,",,kj astrom
7457,"lecture notes in computer science ,",1994.0,x huang
7458,"proceedings of acm chi ,",,c karat
7459,"sigmod record ,",1998.0,s kennamer
7460,,1996.0,mw craven
7461,"acm transactions on database systems ( tods ) ,",1983.0,h garcia-molina
7462,,,"hh chang , sp chen , si liu"
7463,,,"a chan , f dehne , a rau-chaplin"
7464,,,"m jaeger , h mannila , e weydert"
7465,"xi bot . congr . abstr . seattle , washington ,",,s vogel
7466,"new directions for higher education ,",1997.0,gw matkin
7467,,1983.0,wt conelly
7468,"economic geography ,",1997.0,hwc yeung
7469,"oceanography-washington dc-oceanography society - ,",1999.0,tj lassen
7470,proceedings of acm chi96,,"gh hofmeester , jah kemp , a blankendaal"
7471,"lecture notes in computer science ,",1998.0,b selic
