item_id,paper_name,author_team,series_name,doc_year
17950,domain data typing,d livingstone,"information and software technology ,",1995.0
17951,refining the level for anticipated hepatotoxicity in acetaminophen poisoning,"el brandwene , sr williams , c tunget-johnson , sg","journal of emergency medicine ,",1996.0
17952,a survey of schema versioning issues for database systems,jf roddick,,
17953,an environment for management of end-to-end qos over ip-based heterogeneous networks,"jpr costa , ab de lima , cr barra , jra amazonas",,
17954,ultrastructural localization of epididymal secretory proteins associated with the surface of,"c garcãa , f regalado , ms lã ³ pez de haro , a nieto","the histochemical journal ,",1988.0
17955,measuring multiethnic spatial segregation,dws wong,"urban geography ,",1998.0
17956,ifq : a visual query interface and query generator for object-based media retrieval,ws li,,
17957,morphometrical changes in eggs of rhodnius prolixus ( heteroptera : reduviidae ) during development,"lf chaves , p ramoni-perazzi , e lizano , n aã ± ez",,
17958,sec,"a boiler , pv code","viii , div .",
17959,a multimediaenhanced cscw teleservice for wide area cooperative authoring of multimediadocuments,h thimm,"acm sigois bulletin ,",1994.0
17960,of the sixth east-european conference on advances in databases and information systems adbis ' 2002,"sa stupnikov , la kalinichenko , d jin song",,2002.0
17961,planning concurrency and managing iteration in projects,"s denker , d steward , t browning","project management journal ,",2001.0
17962,partial match retrieval of multidimensional data,"p flajolet , c puech","journal of the acm ( jacm ) ,",1986.0
17963,colonization patterns by the bacterial flora of young pigs,"c pijoan , m torremorell , g solano","proc . 28th annual meeting aasp , quebec city , canada ,",
17964,a similarity-aware approach to testing based fault localization,"d hao , y pan , l zhang , w zhao , h mei , j sun","proceedings of the 20th ieee/acm international conference on & hellip ; ,",2005.0
17965,peoplesoft acts on dip in user satisfaction,c stedman,"computerworld ,",
17966,the role of information systems in informationâ ?? level security management,c lueg,,
17967,back-propagation fuzzy system as nonlinear dynamic system identifiers .,"lx wang , jm mendel",,
17968,designing buffers for router line cards,"s iyer , rr kompella , n mckeown","stanford university hpng technical report-tr02-hpng-031001 ,",
17969,a rationale for modeling dynamic ecological systems,ne kowal,"see ref ,",
17970,ingestion of antacid tablets ( rennie ) and acute confusion,"d vanpee , e delgrange , jb gillet , j donckier","journal of emergency medicine ,",2000.0
17971,the faculty supervisor .,tr baines,"new directions for higher education ,",1974.0
17972,environment models and information assimilation,r jam,"ibm almaden research lab . tech . report ,",
17973,"flowback : providing backward recovery for workflow management systems , distributed systems","b kiepuszewski , r muhlberger , m orlowska","technical report , dstc-tr-9840 , 1998 , http://www . dstc . edu . au /",
17974,using quantitative information for efficient association rule generation,"b pã ´ ssas , w meira jr , m carvalho , r resende","j. braz . comp . soc ,",2000.0
17975,ieee-p1451 . 2 smart transducer interface module,s woodsâ ? ¦,"proceedings sensors expo philadelphia ,",
17976,declarative specification of data-intensive web sites,m fernandez,,
17977,contention over space and place,c tilly,"mobilization-san diego - ,",2003.0
17978,"a simulation study of simultaneous vector prefetch performance in multiprocessor memory subsystems , ''","ww hwu , tm conte",proc . acm,
17979,p ^ * time : highly scalable oltp dbms for managing update-intensive stream workload,"sk cha , c song","proceedings of the international conference on very large & hellip ; ,",2004.0
17980,connectionist learning in backgammon,jr bachrach,"coins technical report , university of massachusetts , amherst , ma",
17981,"yang. , b. integrating vertical and horizontal partitioning into automated physical database design","s agrawal , v narasayya","proceedings of acm sigmod ,",
17982,comparative studies of lithosphere flexure on earth and venus,r mettier,,2002.0
17983,multiâ ?? level transaction mangement for complex objects : implementation,"g weikum , c hasse","performance , parallelism , to appear in : vldb journal ,",
17984,latency-sensitive hashing for collaborative web caching,"kl wu , ps yu","www9 / computer networks ,",2000.0
17985,new linear parameterisation of all stabilising compensators for single-input/single-output plants,"g celentano , g de maria",,
17986,the effectiveness of gloss for the text database recovery problem,"l gravano , h garcia-molina , a tomasic","proc . of the acm sigmod conference , minneapolis , minnesota ,",
17987,new histogram techniques for selectivity estimation,"x yu , awc fu , nt shatin , h kong",,
17988,primary care physician and patient factors that result in patients seeking emergency care in a,"d boushy , i dubinsky","journal of emergency medicine ,",1999.0
17989,database repairing using updates,jef wijsen,"acm transactions on database systems ,",2005.0
17990,susan budassi sheehy : emergency nursing 's renaissance woman .,sb sheehy,"journal of emergency nursing ,",1989.0
17991,narses : a scalable flow-based network simulator,"m baker , t giuli","technical report , department of computer science , stanford",
17992,technology 's contribution to higher education productivity,"wf massy , ak wilger","new directions for higher education ,",1998.0
17993,mural : a formal development support system,cb jonesâ ? ¦,,1991.0
17994,synthesis of carbon nanotubes with the easy tube system,a note,"firstnano , santa barbara ,",
17995,discriminant analysis of principal components for face recognition,"w zhao , a krishnaswamy , r chellappa , dl swets , j","nato asi series f computer and systems sciences ,",1998.0
17996,exceptions in sgml document grammars,"p kilpelainen , d wood","submitted for publication ,",
17997,radiofrequency denervation for neck and back pain . a systematic review of randomized controlled,"l niemisto , e kalso , a malmivaara , s seitsalo , h","cochrane database syst rev ,",2003.0
17998,antiphase boundary energies in iron-aluminium alloys,"rc crawford , ilf ray","phil . mag ,",
17999,deriving production rules for constraint maintenance,"j widom , s ceri","proc . 16th conf . on vldb ,",
18000,prehistoric archaeology and american society,bg trigger,"see ref ,",
18001,bridging practice and theory for womenâ ?? s adult development,"k taylor , c marienau","new directions for adult and continuing education ,",1995.0
18002,"acm portal google , inc.","tm vijayaraman , ap buchmann , c mohan , nl sarda","proceedings of the 22th international conference on very & hellip ; ,",1996.0
18003,selectivity estimation for spatial joins,"n an , zy yang , a sivasubramaniam",,
18004,relaxing the universal relation scheme assumption,"j stein , d maier","proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0
18005,practical dependence testing,"g goff , k kennedy , cw tseng","proceedings of the acm sigplan 1991 conference on & hellip ; ,",1991.0
18006,testing for cointegration with transaction costs : the case of the law of one price,"t mastroyiannis , je pippenger",,
18007,time domain investigations of trapatt diode oscillator circuits,ml ryken jr,"ph. d. thesis california univ. , santa barbara. ,",1976.0
18008,overstocking the range : a critical analysis of the environmental science of sahelian pastoralism,m turner,"economic geography ,",1993.0
18009,range-max/min query in olap data cube,"hg li , tw ling , sy lee","proceedings of the 11th international conference on database & hellip ; ,",2000.0
18010,update : metlife outsources network management to at & t,j cope,"computerworld ,",
18011,the information theoretical significance of spatial and temporal masking in video signals,b girod,"proc . spie ,",1989.0
18012,teaching from notes : some cognitive consequences .,rs day,"new directions for teaching and learning : learning , & hellip ; ,",
18013,discovery web services : an overview,v draluk,"apers p. proc of international conf vldb ,",2001.0
18014,milan : a model based integrated simulation framework for design of embedded systems,"a bakshi , vk prasanna , a ledecziâ ? ¦",,
18015,minority gains essential to us technology future,r bruner,"electronic news ,",
18016,"the marian , czech repulic",m kominek,struct . engrg . int . zurich .,
18017,an enhanced realtime multitasking basic interpreter .,pp dasiewicz,"information and software technology ,",1988.0
18018,o @ rnization of nested sql queries revisited,"ra ganski , hkt wung","proc . 1987 sigmod , may ,",
18019,media objects in time - a multimedia streaming system - work in progress paper v 1.5,"b feustel , tc schmidt","computer networks ,",2001.0
18020,an overview of the versioning problem,w kent,,
18021,protocols are programs too : the meta-heuristic search for security protocols,"ja clark , jl jacob",,
18022,real-time control of the cmu direct drive arm ti using customized inverse dynamics,"t kanade , pk klnosla , n tanaka",proceedings of the 23rd ieee conference on decision and,
18023,the oo7 bechmark,"m carey , d dewitt , j naughton","acm sigmod ,",
18024,an sql-based query language for networks of relations,a basu,"sigmod record ,",1990.0
18025,the surface texture of human skin .,ta quilliam,"j audiov media med ,",1978.0
18026,quickly generating billion-record synthetic databases,"j gray , p sundaresan , s englert","sigmod conference ,",1994.0
18027,designing collaborative learning places : psychological foundations and new frontiers,"ka graetz , mj goliber","new directions for teaching and learning ,",2002.0
18028,mude ( demonstration ) : a multimedia database engine for content-based retrieval,"jk wu , ad narasimhalu , yh ang , cp lam , hh loh , b","proceedings of the second acm international conference on & hellip ; ,",1994.0
18029,alasvegasalgorithmforlinearprogrammingwhenthedimensionissmall,kl clarkson,"proc . 29th annu . ieee sympos . found . comput . sci ,",
18030,survey results of women who have been strangled while in an abusive relationship,"l wilbur , m higley , j hatfield , z surprenant , e","journal of emergency medicine ,",2001.0
18031,"e-cient incremental garbage collection for client server object database systems , in â ?? vldb95â ??","l amsaleg , m franklin , o gruber","zurich , switzerland ,",
18032,the dis-diseasing of mental health,h goolishian,"unpublished manuscript ,",
18033,packing of three copies of a digraph into the transitive tournament,m pilsniak,,
18034,wolfe . boundingdelaysinpacketrouting networks,m harchol-balterandd,"proc . 27th acm stoc ,",
18035,genie : a generalized array optimizer for vlsi synthesis,"s devadas , ar newton","proceedings of the 23rd acm/ieee conference on design & hellip ; ,",1986.0
18036,rule learning events in the acquisition of a complex skill,k vanlehn,"submitted for publication ,",
18037,magnesium supplementation in pregnancy,"m makrides , ca crowther","cochrane database syst rev ,",2001.0
18038,stream query processing for healthcare bio-sensor applications,"cm chen , h agrawal , m cochinwala , d rosenbluth","data engineering , 2004 . proceedings . 20th international",
18039,the interlace polynomial : a new graph polynomial,r arratia,,
18040,the us federal pki and the federal bridge certification authority,p alterman,"computer networks ,",2001.0
18041,cleaning and querying noisy sensors,"e elnahrawy , b nath","proceedings of acm wsnaâ ?? 03 ,",2003.0
18042,individual and collective processes in the construction of the self : self-enhancement in the united,"s kitayama , hr markus , h matsumoto , v","journal of personality and social psychology ,",1997.0
18043,referee : trust management for web applications,"yh chu , j feigenbaum , ba lamacchia , p resnick , m","www6 / computer networks ,",1997.0
18044,detecting change in data streams,"s ben-david , j gehrke , d kifer",,
18045,grassrooting the space of flows,m castells,"urban geography ,",1999.0
18046,aboriginal rugby league players : maximising participation and minimising involvement,c hallinan,"proceedings of the 25 thanniversary bicentennial conference & hellip ; ,",
18047,digital coach : a computerized exercise system,"f hoffman , p jennings , f vogt","technical paper , ibm almaden research center : not published ,",
18048,fig working week,"je stoter , pjm van oosterom , hd ploeger , h aalders","athens , greece , may ,",
18049,geometric poisson density estimation of the number of software failures,m sahinoglu,"ieee proc . 28th annual reliability , spring seminar of the",
18050,godesberg 1994-ergã $ nzt 1996,bnbb seiten,,
18051,unlocking knowledge assets,"s conway , c sligar",,2002.0
18052,parallel similarity search and alignment with the dynamic programming method,"ar galper , dl brutlag",,
18053,problem corner : an experiment with grauâ ?? s ternary boolean algebra,j christian,,
18054,an efficient cost model for optimization of nearest neighbor search in low and medium dimensional,"y tao , j zhang , d papadias , n mamoulis","ieee transactions on knowledge and data engineering ,",2004.0
18055,causal models of adolescent substance use : an examination of gender differences using distribution -,"m windle , gm barnes , j welte","journal of personality and social psychology ,",1989.0
18056,varieties of investigative evaluation .,nl smithâ ? ¦,"new directions for program evaluation ,",1992.0
18057,estimating the selectivity of spatial queries using the â ?? correlationâ ??,fc belussia,"proc . 21st international conference on very large data bases & hellip ; ,",
18058,checking the congruence between a program and its organizational environment,"c roberts-gray , ma scheirer","new directions for program evaluation ,",
18059,comparison of two path restoration schemes in self-healing networks,"y xiong , l mason","computer networks ,",2002.0
18060,simon 's rock : meeting the developmental needs of the early college student .,n goldberger,"new directions for higher education ,",1980.0
18061,drainable pavement systemsâ ?? participant notebook,fh administration,"demonstration project ,",
18062,progressive multilevel meshes from octree particles,"y yemez , f schmitt","3-d digital imaging and modeling , 1999 . proceedings . second & hellip ; ,",1999.0
18063,the aeroelastic code hawcã?model and comparisons ',jt petersen,"proc . 28th meet . of experts , iea annex xi ,",
18064,intelligence and mobility for btâ ?? s next generation networks,mi wardlaw,"bt technology journal ,",2005.0
18065,communalities & disparities : findings of the mufon abduction transcription project,d wright,"& hellip ; international symposium proceedings . seattle/washington ,",
18066,time series characterisation schemes for the modified probabilistic neural network,"a zaknich , c desilva , y attikiouzel","& hellip ; journal of intelligent information processing systems ( & hellip ; ,",
18067,confinement of metal complexes within porous hosts : development of functional materials for gas,"ll welbes , as borovik","acc . chem . res ,",2005.0
18068,squeezer : an efficient algorithm for clustering categorical data,"h zengyou , x xiaofei , d shengchun","journal of computer science and technology ,",2002.0
18069,tangible program histories,"ta proebsting , bg zorn",,
18070,the unique influence of lower hunter coal measures on reactive soil phenomena in the newcastle area .,"sg fityus , md delaney","proc. , 28th symp . on advances in the study of the sydney & hellip ; ,",
18071,discrete positive-real functions and their application to system stability,"l hitz , bdo anderson","proc . iee ,",
18072,â ?? improving round-trip estimates in reliable transport protocols,"p karn , c partridge","proceedings of acm sigcomm ,",
18073,catalytic asymmetric synthesis .,"se denmark , en jacobsen","acc chem res ,",2000.0
18074,conformations of linear chains . systematics and suggestions for nomenclature,"j michl , r west","acc . chem . res ,",2000.0
18075,isolation of protoplast in citrus,a vardi,"proc . int . soc . citriculture ,",
18076,extended ephemeral logging : log storage management for applications with long-lived transactions,"js keen , wj dally","acm transactions on database systems ,",1997.0
18077,"marylandâ ?? s forests : a health report . maryland department of natural resourcesâ ?? forest service ,","ec schwaab , l alban , j riley , r rabaglia , ke","md ,",
18078,queueing model based network server performance control,"l sha , x liu , y lu , t abdelzaher","proceedings of the 23rd ieee real-time systems symposium ( & hellip ; ,",2002.0
18079,parametric trajectory models for speech recognition,"h gish , k ng",,
18080,the cytochemistry of glycoconjugates in the planum nasolabial gland of the goat as studied by,"a tsukise , w meyer , o fujimori , k yamada","the histochemical journal ,",1988.0
18081,sizing buffer strips to maintain water quality,jm broderson,,1973.0
18082,"a query language for manipulating object-oriented databases , ''","am alashqur , syw su , h lam","proceedings of the fifth international conference on vldb , & hellip ; ,",
18083,query by image and video content : the qbic system,"q huang , b dom , m gorkani , j hafner , d lee , d","ieee computer ,",
18084,"this work was partially sponsored by the european communities , as an esprit project ( p-530 epsilon )",bonp evaluation,"sigmod record ,",1990.0
18085,path rewriting in semistructured data,"d debarbieux , y roos , s tison , y andre , ac caron",,
18086,distributing many points on a sphere,"eb saff , abj kuijlaars","mathematical intelligencer ,",1997.0
18087,"try , try again","k nash , m songini","computerworld ,",
18088,preparing for the centennial of the pledge of allegiance : an annotated bibliography .,mt williams,"social studies and the young learner ,",1992.0
18089,programas de educaciã ³ n para la tolerancia y prevenciã ³ n de la violencia en los jã ³ venes,mj diaz-aguadoâ ? ¦,"tomo i ,",
18090,the canonical almost complex structure on the manifold of 1-jets of pseudo-holomorphic mappings,p gauduchon,appendix,
18091,foote hospital emergency department : shattering a paradigm,m jezierski,"journal of emergency nursing ,",1993.0
18092,isomorphisms and traversability of directed path graphs,"h broersma , x li",,
18093,a novel method for video tracking performance evaluation,"j black , t ellis , p rosin",,
18094,"interaction between strains of pseudomonas solanacearum , its hosts and the environment",er french,"see ref ,",
18095,embedding data mappers with distributed memory machine compilers,"r ponnusamy , j saltz , r das , c koelbel , a","acm sigplan notices ,",1993.0
18096,exemplar-based likelihoods using the pdf projection theorem,t minka,,
18097,interfacing a query language to a codasyl dbms .,rm tagg,"sigmod record ,",1983.0
18098,ibm soa â ?? on the edgeâ ??,gj cuomo,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
18099,graphicacy,wgv balchin,"geography ,",
18100,overt visual attention for a humanoid robot,"s vijayakumar , j conradt , t shibata , s schaal",,
18101,"xcpath , the first order complete xpath dialect",m marx,"proc . of the 23rd acm sigact-sigmod-sigart symposium on & hellip ; ,",2004.0
18102,controlling information exchange in distributed bayesian networks,"j shen , v lesser , n carver",,
18103,up against authentic history : helping teachers make the most of primary source materials on-line,b tally,"electronic learning ,",
18104,automatic extraction of motion trajectories in compressed sports videos,"h yi , d rajan , lt chia","proceedings of the 12th annual acm international conference & hellip ; ,",2004.0
18105,evaluating effectiveness in computing centers,a varanelli,"new directions for program evaluation ,",1981.0
18106,little planning goes a long way : needs analysis .,s abraham,"computerworld. ,",1982.0
18107,heterogeneous database query optimization in db2 universal datajoiner 24th conf . on very large,"s venkataraman , t zhang","new york ,",
18108,recombinant growth hormone in children and adolescents with turner syndrome,"cb cave , j bryant , r milne","cochrane database syst rev ,",2003.0
18109,mechanism for synergistic antitumor effect in the combination of 5-fluorouracil with cisplatin in,"t shirasaka , y shimamoto , h ohshimo , a kimura , m","gan to kagaku ryoho ,",1991.0
18110,heroism as a nursing virtue,v lanara,,1996.0
18111,focusing criterion,"m charfi , a nyeck , a tosser",electronic,
18112,â ?? a 13.5-bit cost optimized multi-bit delta-sigma adc for adslâ ??,"a wiesbauer , h weinberger , m clara , j hauptmann","proceedings of the 25 thesscirc , september ,",
18113,improving sna response time .,k gell,"computerworld. ,",1982.0
18114,a vaccine purchase commitment : cost-effectiveness estimates and pricing guidelines .,"r glennerster , m kremer","unpublished manuscript ,",
18115,introduction to the theory of cognitive grammar,rw langacker,"university of california , santa barbara ,",
18116,proactive re-optimization,"s babu , p bizarro , d dewitt",,
18117,"reconstruction : america 's unfinished revolution , 1863-1877",e foner,,
18118,false sharing and its effect on shared memory performance,"ml scott , wj bolosky","technical report msr-tr-93-01 , microsoft research , one microsoft",
18119,an overview of the stanford real-time information processor,"b adelberg , b kao , h garcia-molina","acm sigmod record ,",
18120,brief psychosesâ ?? the acute and transient psychotic disorders,"a marneros , f pillmann",,2002.0
18121,b culshaw proc spie smart structures and materials,"g thursby , b sorazu , f dong , d betz","san diego ,",
18122,relational computation for mining association rules from xml data,"hc liu , j zeleznikow","proceedings of the 14th acm international conference on & hellip ; ,",2005.0
18123,remos : a portable object oriented environment for multiprocessor real time applications,"g carnevale , j panman , f riccardi",procs . of,
18124,toxicologic evaluation of fk 506 .,"k ohara , r billington , rw james , ga dean , m","transplantation proceedings ,",1990.0
18125,a region based representation for image and video retrieval,y deng,,1999.0
18126,influence of overlap on the convergence rate of waveform relaxation,"mj gander , am stuart",,1996.0
18127,a syntax-directed approach to inverse compilation,cr hollander,proc .,
18128,endogenous tourist development . articulated or disarticulated tourist development,pt st,,1999.0
18129,boolean query mapping across heterogeneous information sources,kcc chang,,
18130,schumpeter 's theory of economic evolution : a darwinian interpretation,m kelm,"journal of evolutionary economics ,",1997.0
18131,nonlinear phenomena and intermittency in ion bernstein wave heating plasma,y baoâ ? ¦,"proc . 28th eps conference on controlled fusion and plasma & hellip ; ,",
18132,differential files : their application to the maintenance of large databases,"dg severance , gm lohman","acm transactions on database systems ,",1976.0
18133,peer to peer data management : introduction to a special issue,k aberer,"sigmod record ,",
18134,boston architects cited for use of cad tools .,k hafner,"computerworld. ,",1983.0
18135,surgical management of pelvic organ prolapse in women,"c maher , k baessler , cma glazener , e adams , s","cochrane database syst rev ,",2004.0
18136,sleepers andworkaholicscaching strategiesinmobile environments,"d barbara , t imielinski",proc . of acm sigmod int . conf . on management of,
18137,a hard-headed look at labour standards,r freeman,"& hellip ; labor , bureau of international labor affairs , international & hellip ; ,",
18138,effective assessment and institutional change,"cb cote , m jordan","new directions for higher education ,",2002.0
18139,amord explicit control of reasoning,"j de kleer , j doyle , gl steele jr , gj sussman","acm sigart bulletin ,",1977.0
18140,general match : a subsequence matching method in time-series databases based on generalized windows,"ys moon , ky whang , ws han","sigmod conference ,",2002.0
18141,"the damped double inverted pendulum : poles , zeros and symbolic controllability","pj larcombe , fj brufton , dg sbarbaro","systems science-wroclaw - ,",1996.0
18142,semi-materialized view approach for route guidance in intelligence vehicle highway systems,"y huang , n jing , e rundensteiner","proc acm gis workshop ,",
18143,diffraction gratings with controlled groove form and abnormal distribution of intensity,rw wood,"phil . mag ,",
18144,xsn nmr studies of biological systems,"k kanamori , jd roberts","acc . chem . res ,",
18145,dispositional emotionality and regulation : their role in predicting quality of social functioning,"n eisenberg , ra fabes , ik guthrie , m reiser","journal of personality and social psychology ,",2000.0
18146,"supporting similarity queries in mars , ''","yr michaelortega , sm kaushikchakrabarti , sh thomas","proc . of acm conf . on multimedia ,",
18147,"unipotent hecke algebras : the structure , representation theory , and combinatorics",fne thiem,,2004.0
18148,predicated register allocation,"ae eichenberger , es davidson",,
18149,a metadatabase system for semantic image search by a mathematical model of meaning,"y kiyoki , t kitagawa , t hayama","sigmod record ,",1994.0
18150,wavelength converter sharing in a wdm optical packet switch : dimensioning and performance issues,"v eramo , m listanti","computer networks ,",2000.0
18151,on the exact security of full domain hash,js coron,"lecture notes in computer science ,",2000.0
18152,"gielen , â ?? simulation-based automatic generation of signomial and posynomial performance models for",w daems,"proc . acm/ieee iccad ,",
18153,"data modelling versus ontology engineering , acm sigmod studer , r. , vr benjamins , et al. ( 1998 ) . ''","p spyns , r meersmanâ ? ¦","data and knowledge engineering ,",
18154,improving teaching : how a clearinghouse helps .,ca kirkendall,"new directions for teaching and learning ,",1984.0
18155,pathfinder : xqueryâ ?? the relational way,"p boncz , t grust , m van keulen , s manegold , j","proc . vldb conf ,",2005.0
18156,civil forfeiture and the war on drugs : lessons from economics and history,"dj boudreaux , ac pritchard","san diego law review ,",1996.0
18157,easy estimation of normalizing constants and bayes factors from posterior simulation : stabilizing,"jm satagopan , ma newton , ae raftery","unpublished manuscript ,",2000.0
18158,"transplantation of heart , pancreas , spleen , and kidney to the neck in rats","m olaussen , l mjoerstedt , b frisk , h bryunger , l","proc int microsurg soc ,",
18159,a framework for linking culture and improvement initiatives in organizations,"jr detert , rg schroeder , jj mauriel","academy of management review ,",2000.0
18160,protection in programming-language translations,m abadi,"lecture notes in computer science ,",1998.0
18161,"the rationalization of the organizational meeting : implications of group support systems for power ,","d clapper , p prasad","proceedings of the international conference on information & hellip ; ,",1993.0
18162,an analyzable annotation language,"s khurshid , d marinov , d jackson",,
18163,superinfection and the evolution of parasite virulence,"ma nowak , rm may","proceedings : biological sciences ,",1994.0
18164,the escalation of commitment to a course of action,bm staw,"the academy of management review ,",1981.0
18165,experimental determination of the fluid-absent melting relations in the pelitic system,"d vielzeuf , jr holloway","contributions to mineralogy and petrology ,",1988.0
18166,is policies target e-mail harassment .,"m bette , j maglitta",,
18167,clearing a path through the management fashion jungle : some preliminary trailblazing,"pp carson , pa lanier , kd carson , bn guidry",,
18168,an object-oriented sgml/hytime compliant multimedia database management system,"mt oezsu , p iglinski , d szafron , s el-medani , m",,
18169,is environmental degradation causing drought in the sahel ? an assessment from recent empirical,m hulme,"geography ,",
18170,"computer im deutschunterricht , fernstudieneinheit 14 , langenscheidt , mã 1/4 nchen , 2000","m grã?ner , t hassert",,
18171,"are shame , guilt , and embarrassment distinct emotions ?","jp tangney , rs miller , l flicker , dh barrow","journal of personality and social psychology ,",1996.0
18172,on the estimation of the number of desired records wrh respect to a given query,"ct ytr , ws luk , mk sitr","acm trans database syst ,",
18173,design and performance tools for data base systems,"pp chen , sb yao","vldb ,",1977.0
18174,an efficient domain-independent algorithm for detecting approximately duplicate database records [ c ],"em alvaro , e charles",proceedings of the acm-sigmod workshop on research issues on,
18175,omt distinguished scholar lecture,m tushman,"academy of management annual meeting , seattle , washington ,",
18176,agent-based semantic interoperability in infosleuth,"t austin , b bargmeyer , ep agency","sigmod record ,",1999.0
18177,cã ³ digo de planeamiento urbano ambiental de la ciudad de resistencia,der municipalidad,"tomo i ,",
18178,a kif proposal,mr genesereth,"technical report , stanford university ,",
18179,"acm portal google , inc.","a el abbadi , ml brodie , s chakravarthy , u dayal , n","proceedings of the 26th international conference on very & hellip ; ,",2000.0
18180,capturing the '' economic imagination '' : a treasury of children 's books to meet content standards,a kehler,"social studies and the young learner ,",1998.0
18181,fuzzy functional dependencies and lossless join decomposition of fuzzy relational database systems,"k raju , ak majumdar","acm transactions on database systems ,",1988.0
18182,a single glycosylation site within the receptor-binding domain of the avian sarcoma/leukosis virus,"se delos , mj burdick , jm white","virology-new york - ,",2002.0
18183,determination of air brake adjustment from air pressure data,"ld kandt , pg reinhall , rr scheibe","proceedings of the i mech e part d journal of automobile & hellip ; ,",2001.0
18184,worldwide geothermal resources,jc rowley,"see ref ,",
18185,r-trees : a dynamic index for geometric data,a guttman,"proceedings of the acm sigmod international conference on & hellip ; ,",
18186,sturmâ ?? s theorem for hyperelliptic integrals,ab givental,"algebra i analiz ,",
18187,large shareholders of banks : shareholder activism and the impact of the regulatory environment,"ka kim , sg rhee","unpublished manuscript ,",
18188,set theory,f hausdorff,,
18189,lie groups and algebraic groups,"al onishchik , eb vinberg",,1990.0
18190,"business behavior , value and growth",wj baumol,,1959.0
18191,two studies show students gain when teaming up .,gw bracey,"electronic learning ,",1988.0
18192,review of research on ta training .,rd abbott,"new directions for teaching and learning ,",1989.0
18193,convexication rate in minkowski averaging processes,"n dyn , e farkhi",,
18194,an extended owner-coupled set data model and predicate calculus for database management,j bradley,"acm transactions on database systems ,",1978.0
18195,the kulturarw project-the swedish royal web archive,a arvidson,"electronic library ,",1998.0
18196,advances in program theory,"nl smith , l bickman",new directions for program evaluation,
18197,modelling human power and endurance,rh morton,"journal of mathematical biology ,",1990.0
18198,link-based and content-based evidential information in a belief network model,"i silva , b ribeiro-neto , p calado , e moura , n","proceedings of the 23rd annual international acm sigir & hellip ; ,",2000.0
18199,â ?? effi crently updatrng materlalrzed views,"ja blakeley , p larson , fw tompa","proceedings of the 1986 acm-sigmod international conference & hellip ; ,",
18200,microsoft excel 3 companion,df cobb,,1991.0
18201,optimal horn antenna design to excite high purity gaussian beam using overmoded waveguides,"r gonzalo , c del rão , j teniente , m sorolla",proc . 21st int . conf . infrared and millimeter,
18202,infrasound monitoring of atmospheric events,"he bass , ma garces , ma hedlin , gl dâ ?? spain , jv",,
18203,national marine fisheries service,v tuttle,"northwest fisheries science center , seattle ,",
18204,programming visual c++,jk davidâ ? ¦,,1998.0
18205,"rudy setiiono , huan liu , a connectionist approach to data mining",h lu,"proceedings of the 21st vldb , zurish , swizerland ,",
18206,normal forms and relational database operators,r fagin,,
18207,comparative study of two congestion pricing schemes : auction and tatonnement,"x wang , h schulzrinne","computer networks ,",2004.0
18208,effect of dose on the pharmacokinetics of intravenous nicotine in the rat,"rp miller , ks rotenberg , j adir",,
18209,autofocus : a tool for automatic traffic analysis,"c estan , g varghese",proceedings of acm sigcomm,
18210,discovering marketing-driven navigation patterns,"ag bã 1/4 chner , m baumgarten , md mulvenna , ss anand ,","submitted for publication ,",
18211,empowering women 's citizenship,"la staeheli , ms cope","political geography ,",1994.0
18212,ws-gaf : a grid application framework based on web services specifications and practices .,"s parastatidis , j webber , p watson , t rischbeck","submitted for publication ,",
18213,et alii ( 1999 ) . â ?? ipchinook : an integrated ip-based design framework for distributed embedded,p chou,"proceedings , acm press ,",
18214,users remaining loyal despite frame-relay hype,kx girard,"computerworld ,",
18215,communication complexity of secure computation,m franklin,,
18216,traffic scenarios for the 21st century,"mh lyons , ko jensen , i hakwer","bt technology journal ,",1993.0
18217,the discre'e geodesic problem,"m mitchell , dm mount , ch papadimitriou","technical report , department of operations research , stanford",
18218,le laurium antique et la technique grecque de la production de lâ ?? argent,ec konofagos,,1980.0
18219,national rural services survey 2000,c agency,"isbn ,",
18220,"andj . yen , â ?? comparisonofteleworkintheusandjapan : aculturalcontingency model , â ??","k higa , v sivakumar","proc . of acm sigcpr/sigmis conf ,",
18221,intra-transaction concurrency control and the nt/pv model,"hf korth , gd speegle",,1990.0
18222,instantaneous frequency and amplitude of vibrato in singing voice,ieeexplore.ieee.org,,
18223,variation in extinction risk among birds : chance or evolutionary predisposition ?,"pm bennett , ipf owens","proceedings : biological sciences ,",1997.0
18224,"unsteady phenomena , hypersonic flows and co-operative flow visualization in aerospace research",hg pagendarm,,
18225,the software concordance : a new software document management environment,"tn nguyen , ev munson","proceedings of acm conf . on comp . documentation ,",2003.0
18226,the automatic classification of modulation types by pattern recognition,"cs weaver , ca cole , rb krumland , ml miller","& hellip ; laboratories , stanford university , technical report ,",
18227,modeling of workload in mpps,"j jann , p pattnaik , h franke , f wang , j skovira , j","lecture notes in computer science ,",1997.0
18228,the distributed human neural system for face perception,"jv haxby , ea hoffman , mi gobbini",,
18229,peersdi : a peer-to-peer information dissemination system,"k zhao , s zhou , l xu , w cai , a zhou",,
