item_id,item_code,list_price,cat,b_name
19912,,83.66,binding machine supplies,vanguard
19913,9uub .052.08,19.47,vehicle mounts,tomtom
19914,95001,5.69,clips,universal
19915,,47.0,,universal
19916,p606-015,11.88,parallel cables,tripp lite
19917,te100-s5,12.79,switches,trendnet
19918,tk-207k,21.15,kvm switches,trendnet
19919,,11.49,usb network adapters,tp-link
19920,pa3603u-1prp,49.99,docking stations,toshiba
19921,pa3745u-1etb,44.27,mice,toshiba
19922,,52.99,keyboards mice input devices,lenovo
19923,a4022,11.96,cpu cooling fans,thermaltake
19924,,86.69,,targus
19925,,18.26,mice,syba
19926,64115,87.97,controllers,steelseries
19927,,,,steelmaster by mmf industries
19928,icusb2321f,18.86,i o port cards,startech
19929,pex16riser,19.8,computer components,startech
19930,41s,16.16,cover stock,southworth
19931,lcseml1a/b,39.79,lens accessories,sony
19932,bdps380,,blu-ray disc players,sony
19933,dm-btxf1,49.99,office electronics,solidtek
19934,smcwpci-g,13.9,computers accessories,smc
19935,smcwpci-g eu,17.99,computers accessories,smc
19936,cf-7059-cp,11.75,filters,slik
19937,dla4232/17,10.16,,philips
19938,17-70mm f/2 .8 -4 nikon,,camera lenses,sigma
19939,,59.99,cases,sgp
19940,mx 270,9.69,headphones,sennheiser
19941,slp-tray,,laminating supplies,seiko instruments
19942,st320005lsa10g-rk,199.99,network attached storage,seagate
19943,sn1527b,11.68,audio video accessories,scosche
19944,ht-c6600,299.99,speaker systems,samsung
19945,tl210be,205.01,point shoot digital cameras,samsung
19946,sbt-usc6m,12.49,accessories supplies,sabrent
19947,,20.2,shredders,royal
19948,,9.37,printer accessories,rolodex
19949,,14.39,f-pin-coaxial tip,riteav
19950,fax575,39.99,fax machines,brother
19951,,22.0,networking products,quartet
19952,,,projector accessories,projector screens
19953,p1450sxxb9,56.04,computers accessories,xfx
19954,,139.0,projection screens,elite
19955,v11h367420,,video projectors,epson
19956,ud-160-a,89.95,docking stations,plugable technologies
19957,adt-va133,35.04,dash mounting kits,pioneer
19958,pineapple monki earphone,17.0,headphones,pineapple
19959,,21.6,headphones,pineapple
19960,sdv2210/17,13.66,hdtv antennas,philips
19961,sglb01,258.99,television stands entertainment centers,peerless
19962,pm-47s,19.99,,peerless
19963,07228,14.65,mice,pc treasures
19964,07230,16.69,mice,pc treasures
19965,,40.73,computers accessories,paper mate
19966,dmcts3rb1,344.95,point shoot digital camera bundles,panasonic
19967,ant-omni-15dbi,69.88,networking products,premiertek
19968,sphere1,,speakers,osd audio
19969,pk100,217.99,video projectors,optoma
19970,fe25 silver,107.38,point shoot digital cameras,olympus
19971,lt4730b,35.59,laser printer toner,nukote
19972,,6.07,chargers,nugiant
19973,c2-01,79.0,unlocked phones,nokia
19974,s6100 red,,point shoot digital cameras,nikon
19975,26195,236.94,point shoot digital cameras,nikon
19976,cam-cm01-245,39.99,bullet cameras,night owl optics
19977,cam-4pk-cm115,99.99,surveillance cameras,night owl optics
19978,,70.42,storage presentation materials,national
19979,,70.4,mice,united states postal scales
19980,,18.07,shredders,swingline
19981,,29.27,laminating supplies,smead
19982,,52.4,calculator accessories,royal
19983,ips226v-pn,219.99,monitors,lg
19984,55lw5600,,tvs,lg
19985,,83.0,coaxial speakers,kenwood
19986,pwrd14500,59.01,speaker wire,install bay
19987,g6-1a60us,429.0,laptops,hp
19988,010-00810-28,176.93,portable vehicle gps,garmin
19989,fi8918w,89.0,camera photo,foscam
19990,,8.14,accessories supplies,macbeth
19991,,1.89,,smartbuy
19992,next5,,tablets,efun
19993,i14r-1181mrb,,laptops,dell
19994,gpv1000 .4,103.09,multichannel amplifiers,crunch
19995,pts-u,359.2,selector boxes,chief
19996,iep205pur,6.28,office electronics,iluv
19997,bali,,pdas handhelds,boost mobile
19998,,31.81,laminating supplies,bond street ltd. .
19999,,194.99,disc jewel cases,square deal recordings supplies
20000,05453,6.16,all-purpose labels,avery
20001,dnh-pch11b-wb,72.92,,aiptek
20002,birdhouse - tony hawk - birdman crest,11.5,usb flash drives,add on
20003,,7.65,cases sleeves,acase
20004,cg3460,45.0,inkjet printer paper,3m
20005,edgdm-214968-pe,22.98,,edge
20006,es1100-16,57.05,switches,zyxel
20007,1000cdpapersleeve,16.99,media storage organization,americopy
20008,19av600u,,televisions,toshiba
20009,nvr46s,1530.99,networking products,thecus
20010,tss207us,34.16,bags cases,targus
20011,113r00722,89.85,printer ink toner,xerox
20012,xl-2400,69.53,lamps,sony
20013,,7.44,audio video accessories,smead
20014,,4.99,cases bags,kroo
20015,,22.35,distribution,sharpie
20016,pl100/m/bk,49.99,tv mounts,salamander designs
20017,ah16100sn,12.98,speaker cables,terk
20018,,6.99,aaa,rayovac
20019,,,photo studio,sunpak
20020,,33.95,inkjet printer ink,primera technology
20021,,79.0,office electronics,pioneer
20022,ts-sw251,140.0,accessories supplies,pioneer
20023,15936,,point shoot digital cameras,pentax
20024,dmp-bd75,,blu-ray disc players,panasonic
20025,42918103,175.35,laser printer toner,oki data
20026,nx1800 .1,86.66,mono amplifiers,boss
20027,ed8890a,123.54,portable dvd players,noah company
20028,pv40-avt,,computers accessories,nec
20029,cpm-acp,,video projector accessories,da-lite
20030,dr510,113.55,laser printer toner,brother
20031,tz231,11.55,labeling tapes,brother
20032,q1,20.49,bluetooth headsets,blueant
20033,a3l980v50-blk-s,13.78,ethernet cables,belkin
20034,gsmgap18-blk,5.39,bags cases,bic
20035,,,laminating supplies,bic
20036,f8b023tan,10.99,power strips,belkin
20037,xhd2h1,45.03,radio antennas,sirius satellite radio
20038,,,binding machine supplies,boise cascade
20039,oe-4011,17.17,cases,amazonbasics
20040,27021,18.53,monitor arms stands,allsop
20041,zac-std-5,16.29,,aiptek
20042,,43.99,routers,cisco
20043,66-070252,78.5,filters,b w
20044,27s2100,287.83,printer drawers,lexmark
20045,,10.99,audio video accessories,3m
20046,,3.99,rca cables,comprehensive
20047,pe18245802,100.29,,edge
20048,26695,11.98,headsets microphones,general electric
20049,26693,9.98,headsets microphones,general electric
20050,23278,8.99,f-pin-coaxial tip,general electric
20051,jj-pcm012-s3,50.15,computers accessories,siig
20052,ce-vg0b11-s1,27.48,faceplates,siig
20053,aa36c128r72-pc133,42.5,memory,memory upgrades
20054,,,printer accessories,swingline
20055,cb-dp0211-s1,20.5,video cables,siig
20056,,,inkjet printer ink,dax
20057,da-dp1-01gc5-r,40.0,electronic white boards,dane-elec
20058,,37.25,laser printer toner,panasonic
20059,ct2cp25672af667,122.0,memory,crucial
20060,cr6007a-ma,105.54,turntables,crosley
20061,cl-uc-200,18.29,memory card readers,cp technology
20062,bci-3em,1.86,inkjet printer ink,canon
20063,mp610-4g blu,24.95,mp3 players,coby
20064,dvd938,96.0,dvd home theater,coby
20065,,4.99,inkjet printer ink,4inkjets
20066,usb200m,,usb network adapters,cisco
20067,,,projection screens,da-lite
20068,8gbsdhc6,17.99,memory cards,centon
20069,tr-18bk,6.98,impact dot matrix printer ribbons,casio
20070,dcb-304,12.4,cases bags,case logic
20071,4205b002,74.94,inkjet all-in-one printers,canon
20072,0615b013,36.23,inkjet printer ink,canon
20073,e20,76.89,laser printer toner,canon
20074,2975b001,24.42,inkjet printer ink,canon
20075,,144.95,printing,victor
20076,aud-1200-25,4.85,rca cables,cables unlimited
20077,27225,6.95,connectors adapters,cables to go
20078,hd-cxt1 .0 tu2,91.0,external hard drives,buffalo technology
20079,,105.75,radios,quartet
20080,,32.59,printer staples,paperpro
20081,,42.99,computer accessories,oki
20082,,48.61,,hp
20083,,370.94,laminating supplies,hon
20084,,401.13,laminating supplies,hon
20085,,34.9,complete tripod units,griffin technology
20086,,16.0,coin button cell,griffin technology
20087,,19.32,laminating supplies,globe weis
20088,,25.95,computer accessories,epson
20089,cd5100,269.99,digital media receivers,- na -
20090,,24.89,other office equipment,dymo
20091,,77.57,label makers,dymo
20092,,193.32,basic,canon
20093,,16.0,headphones,maxell
20094,,103.9,storage presentation materials,avery
20095,,77.36,kick-panel enclosures,atrend
20096,,128.7,accessories,astra
20097,,19.95,office electronics,arkon
20098,,36.18,cables interconnects,cables unlimited
20099,,40.3,storage presentation materials,ampad
20100,,20.55,accessory kits,sunpak
20101,,27.15,accessory kits,sunpak
20102,wndr3700,,routers,netgear
20103,,57.99,film processing equipment,sse
20104,necnp64g,,video projectors,nec
20105,vf-wd,43.99,mounts,atdec
20106,,406.52,office electronics accessories,alera
20107,3da-1,96.85,televisions video,mitsubishi
20108,26426,79.99,gaming mice,mionix
20109,904-rj,177.52,keyboards mice input devices,genovation
20110,pd-920r-ns,170.25,pdus,middle atlantic
20111,uqfp-4dra,372.42,home audio theater,middle atlantic
20112,d66-00069,8.45,mice,microsoft
20113,70-2003,0.01,wiring harnesses,metra
20114,32023415,6.99,disc jewel cases,memorex
20115,,9.09,,memorex
20116,cx21p-bk,25.18,headphones,meelectonics
20117,630020,2.3,cd-rw discs,maxell
20118,mb sm390-5bb,89.89,cases bags,manfrotto
20119,910-000153,11.55,computers accessories,logitech
20120,lg10w,24.21,,atek electronics
20121,23179,11772.99,projection screens,da-lite
20122,jumbo laser pointer,,audio video accessories,da-lite
20123,,244.5,projection screens,da-lite
20124,,,projection screens,da-lite
20125,,,projection screens,da-lite
20126,ld-dvi15hdmi,4.16,,link depot
20127,,5.95,usb cables,linkdepot
20128,sd8gb-711,19.99,blank media,lexar
20129,43r2478,70.17,batteries,lenovo
20130,,17.8,cases sleeves,premiertek
20131,80037,6.0,memory card readers,kodak
20132,70554,16.99,disc storage wallets,kodak
20133,1147925,345.0,scanners,kodak
20134,kth-xw4300 / 2g,28.27,memory,kingston
20135,ktd-ws667 / 4g,99.99,memory,kingston
20136,,,,kingston
20137,kov-gtm-r,40.22,keyboards,goldtouch
20138,,,printer accessories,lexar
20139,nav102,197.67,in-dash navigation,jensen
20140,,31.2,printer accessories,i-tec
20141,34571,159.98,external data storage,iomega
20142,34794,104.98,external hard drives,iomega
20143,gcs24u,,kvm switches,iogear
20144,fuza118,20.84,,wacom
20145,,13.17,wrist rests,innovera
20146,,8.38,usb flash drives,innovera
20147,1325,8.99,headphone accessories,innovelis
20148,hpi-5075c,14.75,inkjet printer ink,4inkjets
20149,ip4gll-tea,17.92,cases,ifrogz
20150,q1422a,85.68,floppy diskettes,hp
20151,cb543a,,printer ink toner,hp
20152,c6614d,27.52,inkjet printer ink,hp
20153,,14.94,power cables,khoi1971 custom made
20154,89767,21.99,lamps,da-lite
20155,cpx9,669.08,video projectors,hitachi
20156,b-966-az35461,25.95,camcorder batteries,battery-biz
20157,aa-c15-az6692,69.95,chargers adapters,battery-biz
20158,c9734b,202.3,cleaning repair,hp
20159,,312.99,media storage organization,platt
20160,howabn1,219.99,network systems,hawking technology
20161,na16029,32.99,cables interconnects,griffin technology
20162,rt-ipadcsl02bl,42.99,cases sleeves,green
20163,,17.96,accessories supplies,gpx
20164,gtu-0033,92.41,keyboard mouse combos,goldtouch
20165,0957-2269,9.99,ac adapters,hp
20166,,2.97,hdmi cables,general electric
20167,av24108,14.57,audio-video kits,general electric
20168,awc2t,43.6,cases bags,flip video
20169,4431he1,157.46,monitors,lenovo
20170,ds-3,74.54,shredders,fellowes
20171,,24.85,,fellowes
20172,fn-gd4540,14.99,speakers,fashionations
20173,20371,9.16,audio video accessories,encore
20174,108r00657,154.84,printer accessories,tektronix
20175,,119.95,flashes,sse
20176,,34.63,inkjet printer ink,epson
20177,s041667,26.95,storage presentation materials,epson
20178,s015337,10.21,impact dot matrix printer ribbons,epson
20179,epclw/32gb -2.0,53.77,usb flash drives,ep memory
20180,nozas40kit,,cleaning repair,endust
20181,m120xwv2-srm,167.49,projection screens,elite
20182,edgdm-225766-pe,13.55,memory cards,edge
20183,gp-160pb,27.99,touch pads,adesso
20184,,135.72,monitor arms stands,balt
20185,p576-001,17.96,,tripp lite
20186,hd695xznfc,239.99,,xfx
20187,113r00670,272.0,laser printer toner,xerox
20188,789-44,27.32,connecting blocks,xantech
20189,jk-wr0612-s1,25.85,car audio video,siig
20190,3fmnk1210umg-r,13.99,keyboards,wintec
20191,3fmsp01u2pu-8g-r,13.99,usb flash drives,wintec
20192,,18.16,,wilson jones
20193,952320,,accessories,wilson
20194,pro-78se,149.99,radar detectors,whistler radar
20195,viv-msb-2,3.99,,vivitar
20196,wp-012-s-e,30.34,,acp
20197,v7-vga025-06,2.69,cables interconnects,v7
20198,,189.99,,luxor
20199,d1680-4xt,92.95,cordless telephones,uniden
20200,p560-006,10.88,cables interconnects,tripp lite
20201,tl-wr740n,28.99,routers,tp-link
20202,tl-wr543g,26.9,routers,tp-link
20203,ht-isu005ebbl,35.33,headphones,thermaltake
20204,akp01us,6.81,controllers,targus
20205,pacd010u,84.24,computers accessories,targus
20206,bus0263,73.69,keyboard mouse combos,targus
20207,,6.9,inkjet printer ink,compatible
20208,ga-7424-02f00,60.67,bags cases,wenger
20209,61001,96.73,headsets,steelseries
20210,uusbmusbmf,2.69,connectors adapters,startech
20211,ps23n1thin6,12.99,kvm switches,startech
20212,pex1p,26.99,memory card adapters,startech
20213,evo 4g,299.99,unlocked phones,htc
20214,,24.99,faceplates,speck
20215,alcsh110,49.75,lens accessories,sony
20216,,,battery chargers,smead
20217,,14.23,accessory kits,smead
20218,,34.34,,smead
20219,,24.78,memory card readers,smead
20220,tr-shcsipd2-bk / en,29.99,cases sleeves,simplism japan
20221,a96f camcorder interface,64.94,microphone cables,shure
20222,xr55xl,646.01,video projectors,sharp
20223,,2.93,,sf cable
20224,,22.34,microphones accessories,sharpie
20225,wr-11,80.99,radios,sangean
20226,,2.68,printer ink toner,sanford
20227,ec-pl210zbpuus,,point shoot digital cameras,samsung
20228,,,footrests,safco
20229,sbt-sp6c,9.88,internal sound cards,sabrent
20230,112mx,63.05,shredders,royal
20231,atb4 audio bible,30.34,electronic dictionaries thesauri translators,royal
20232,,10.97,hard drive bags,roocase
20233,wc4500afw,21.99,webcams,gear head
20234,mr-l3mqn-01,24.84,accessories supplies,quantum
20235,432302,43.96,data cartridges,tandberg
20236,qspmic,26.41,microphones,q-see
20237,lpws200,71.39,tv mounts,premier mounts
20238,,,computers accessories,post-it
20239,aupc100f,29.99,computers accessories,aluratek
20240,,,printer accessories,avery
20241,vcggt4301xpb,67.44,computers accessories,pny
20242,dla1209/17,29.34,digital media devices,philips
20243,0904b001aa,289.99,computers accessories,canon
20244,80-914w04090-000v1 .0,39.99,graphics tablets,vistablet
20245,plcm-1,122.03,tv mounts,peerless
20246,pcr-t48s,149.02,,casio
20247,kx-tg6644b,120.32,cordless telephones,panasonic
20248,,,printer accessories,oxford
20249,,26.95,,karendeals
20250,bc-bbidmja,32.55,mp3 player accessories,optoma
20251,bl-fp200c,219.39,lamps,optoma
20252,4n1-l,119.97,tv mounts,omnimount
20253,t100 silver,64.95,point shoot digital cameras,olympus
20254,228065,149.95,point shoot digital cameras,olympus
20255,ocz2g8002gk,63.99,memory,ocz
20256,ac-lk0112-s1,31.03,computers accessories,siig
20257,td120,8.86,complete tripod units,victory
20258,jelpad-cl,20.36,cases sleeves,nextware
20259,scrn-ipad,18.24,laptop netbook computer accessories,nextware
20260,,22.79,storage presentation materials,tops
20261,,71.95,laminating supplies,tarifold
20262,,36.87,storage presentation materials,tops
20263,,26.7,staples,swingline
20264,,100.0,computers accessories,srs
20265,n2a2dd2,249.99,networking products,lg
20266,e2370v-bf,,monitors,lg
20267,,3.44,cases,reiko
20268,kv-m700,,,jvc
20269,45577,8.95,data cartridges,imation
20270,lw261ua #aba,529.99,laptops,hp
20271,52322,2.99,binding machine supplies,fellowes
20272,,24.47,,go write blazer technology
20273,dzp905,238.0,dvd players,dp audio video
20274,028661,24.99,office electronics,disney
20275,,,,comprehensive
20276,,57.53,printer ink toner,dixie
20277,apmp101f,99.99,mp3 players,aluratek
20278,msb-ub universal interface bracket,71.35,,chief
20279,ktp445b,303.97,monitor arms stands,chief
20280,ve-5m,129.0,home audio theater,cerwin-vega
20281,vt6500,73.79,complete tripod units,bower
20282,9167101,13.29,cases,body glove
20283,f8n049-br,24.99,laptop netbook computer accessories,belkin
20284,f8n277tt,21.35,cases sleeves,belkin
20285,vh232h,166.99,monitors,asus
20286,ipm-tab1,13.04,chargers adapters,arkon
20287,mc916ll/a,,tablets,apple
20288,2236vw,129.0,monitors,aoc
20289,s231hl,159.99,monitors,acer
20290,hsb100satbk,18.98,computer components,startech
20291,ze-ca48b,7.13,cases bags,zeikos
20292,06-ce-usb4000,31.95,headsets microphones,amp
20293,ts320gsj25c,84.99,computers accessories,transcend
20294,m03862,507.49,,seh
20295,20102,14.99,,tagan
20296,sa9769 gray black,59.99,laptop netbook computer accessories,swiss gear
20297,,,no-contract phones,samsung
20298,icdpx312,47.59,digital voice recorders,sony
20299,pir617m,19.87,outdoor lighting,general electric
20300,,4.55,headphones,sentry
20301,k-61579-13,49.95,lenses,precision design
20302,ts-g6843r,,coaxial speakers,pioneer
20303,22pfl4505d/f7,236.17,tvs,philips
20304,07323,19.05,bags cases,pc treasures
20305,tc-l32c3,,tvs,panasonic
20306,rp-hv21-w,5.28,headphones,panasonic
20307,72550,27.99,matting mounting materials,pacon corporation
20308,,18.38,computer components,encore
20309,no-8lcd,99.94,security monitors displays,night owl optics
20310,,9.93,cables interconnects,zax
20311,,66.0,storage presentation materials,saunders
20312,,46.0,laminating supplies,hon
20313,,5.88,other office equipment,avery
20314,gs108e,77.18,switches,netgear
20315,gs105,33.88,switches,netgear
20316,m-pekc10,13.54,accessories supplies,unknown
20317,mp av 800,28.33,audio video accessories,monster
20318,pv110,25.55,storage presentation materials,matsunichi
20319,rw18bk500z,19.99,power ground cable,phoenix
20320,sgey0007302,5.97,wired headsets,lg
20321,pc3,97.22,,bravo view
20322,ss2477bk,5.99,binocular accessories,bower
20323,brh10,13.23,accessories supplies,blue star
20324,106r01163,129.0,printer ink toner,xerox
20325,9h . j4k77 .33 a,641.72,video projectors,benq
20326,f3x1427-06,21.99,usb cables,belkin
20327,b-5863,53.8,batteries,battery-biz
20328,esl122b-t,45.01,tv mounts,avf
20329,18939,3.99,permanent markers marker pens,avery
20330,,139.6,office electronics,atrend
20331,vf-wd,34.98,tv mounts,atdec
20332,m8943ll/a,77.26,chargers adapters,apple
20333,amz89964,8.75,cases,amzer
20334,,,storage presentation materials,ampad
20335,,,laminating supplies,ampad
20336,sl1233,17.99,dvd r discs,amazonbasics
20337,230116,66.87,dvd-r discs,aleratec
20338,zcb-hdv-v,,,aiptek
20339,usb/16gb -2.0,23.94,usb flash drives,acp
20340,,99.0,projection screens,elite
20341,g222m2-01,158.94,computers accessories,rocstorage
20342,73342,15.99,f-pin-coaxial tip,general electric
20343,,,binocular accessories,imation
20344,45131,14.97,home security systems,general electric
20345,,,,3m
20346,ma220mb,220.99,monitor arms stands,3m
20347,,1.44,mp3 player accessories,eforcity
20348,mp2275red,12.0,mice,gear head
20349,23269,3.0,f-pin-coaxial tip,general electric
20350,sls200ps20-01,239.99,,lantronix
20351,usbiac-10,38.99,usb cables,avocent
20352,45305,34.18,,lap desk
20353,"switch by design studio , fire red - 15 ''",29.99,cleaning repair,dell
20354,da-zmp-08g-ca-n4-c,13.71,usb flash drives,dane-elec
20355,p1-600 .4,77.34,multichannel amplifiers,crunch
20356,ct6464x335,22.35,memory,crucial
20357,,103.6,binding machine supplies,crosley
20358,cc-cs1b,,tv mounts,creative
20359,cmpsu-850ax,183.99,power supplies,corsair
20360,ca-hs1na,74.0,headsets microphones,corsair
20361,rc-500-kkr3-gp,118.2,cpu processors,coolermaster
20362,cl-spk20063,12.99,computer speakers,connectland
20363,,12.9,modems,importer520
20364,,,audio cables,comprehensive
20365,,,cables interconnects,comprehensive
20366,,63.4,laser printer toner,moon tech
20367,mp201-2gblk,14.81,mp3 players,coby
20368,910-156-251-00,326.49,voip,clearone
20369,wrt320n-rm,73.75,routers,cisco
20370,wec600n,34.95,laptop network adapters,cisco
20371,,195.29,headsets microphones,razer
20372,dstc4gb-uga,23.1,usb flash drives,centon
20373,ex-z800vp,94.95,point shoot digital cameras,casio
20374,msec-2camo,14.39,cases bags,case logic
20375,,17.89,bags cases,casecrown
20376,brtm2312pk,13.99,labeling tapes,brother
20377,kp-al,17.88,computers accessories,sonnet technologies
20378,,4.65,camera batteries,bargaincell
20379,mf8450c,,laser printers,canon
20380,zippwrdca,4.49,,cables unlimited
20381,c544x1kg,125.17,printer ink toner,lexmark
20382,wli-uc-g300n,38.3,usb network adapters,buffalo technology
20383,,211.81,audio video accessories,basyx
20384,,10.29,labeling tapes,brother p-touch
20385,,426.29,radios,quartet
20386,,89.57,tripods,sunpak
20387,,36.0,mice,dust-off
20388,,95.15,computers accessories,safco
20389,,32.3,binoculars,midland
20390,,32.3,binoculars,midland
20391,,495.0,laminating supplies,mayline
20392,,744.1,fishfinders,lowrance
20393,,518.37,printers,lexmark
20394,,256.0,printers,hp
20395,,48.1,,hp
20396,,42.0,mice,heatshift
20397,,,internal hard drives,haier
20398,,34.9,complete tripod units,griffin technology
20399,,22.94,laminating supplies,globe weis
20400,,79.99,accessories supplies,midland
20401,,48.74,connectors adapters,adesso
20402,,148.0,floor sensors,durable
20403,,184.0,laminating supplies,crown
20404,,265.0,laminating supplies,crown
20405,,44.0,mice,3m
20406,,67.42,home security systems,clarity
20407,,152.0,compact stereos,clarion
20408,usen-baw-s3,51.44,,karendeals
20409,,93.4,speaker parts components,atrend-bbox
20410,,7.85,laminating supplies,at-a-glance
20411,wn604-100nas,63.99,networking products,netgear
20412,wna3100,32.32,network adapters,netgear
20413,wnda3100,,usb network adapters,netgear
20414,,4.44,distribution,magix
20415,,,computers accessories,monster
20416,xta102,15.88,cb radios,midland
20417,7nd-00001,32.5,webcams,microsoft
20418,cxd-00001,41.36,keyboards,microsoft
20419,5290100,8.05,,micro innovations
20420,,142.09,audio video accessories,acp-ep memory
20421,,47.66,networking products,memorex
20422,32025641,21.99,dvd-r discs,memtek
20423,cc51p-wt,49.99,headphones,meelectonics
20424,,,laminating supplies,master caster
20425,m1-usb-vga-6 ',17.95,,unknown
20426,mp3-cartunes max,21.99,universal fm cassette adapters,mach speed
20427,sg630,21.84,simulated cameras,lorex
20428,advantage electrol dual vision,,projection screens,da-lite
20429,,,projection screens,da-lite
20430,pow-adt-pcie,3.05,cables interconnects,link depot
20431,12a8302,62.84,printer photoconductors,lexmark
20432,jdsep16gb-431,30.1,,lexar
20433,,10.73,,lapgear
20434,,46.87,,mace
20435,18037-g150,14.98,storage presentation materials,kodak
20436,09eb101b,25.97,headphones,kicker
20437,k39357us,61.34,cases sleeves,kensington
20438,pp-168re,57.02,batteries,just mobile
20439,aab107,123.13,touch screen tablet accessories,the joy factory
20440,dgun-174,19.82,portable audio video,dreamgear
20441,boxdb65alb3,107.24,motherboards,intel
20442,71313,30.54,keyboards,inland
20443,ip-909,17.82,cases,incipio
20444,icc302blu,4.99,cases,iluv
20445,iad527blk,15.88,chargers adapters,iluv
20446,l2722a #bgj,219.99,scanners,hp
20447,qh-1150,22.12,laser printer toner,rhinotek
20448,q6470a,115.71,laser printer toner,hp
20449,ce260a,,laser printer toner,hp
20450,,32.4,laser printer toner,hp
20451,,65.0,cleaning repair,hp
20452,htolmxna3201abb,49.99,external hard drives,hitachi
20453,gb01720,14.24,cases,griffin technology
20454,gb01954,16.75,cases,griffin technology
20455,gb01909,12.11,cases,griffin technology
20456,rt-spmbp1302,29.95,screen protectors,green
20457,45332,12.05,professional frames,geographics
20458,010-00774-01,886.9,boating gps units chartplotters,garmin
20459,sm526,12.95,mounts,arkon
20460,,5.95,cases bags,fotodiox
20461,u1120w,69.99,camcorders,flip video
20462,film2sd,79.99,professional video accessories,ion
20463,faeb1am,186.22,camera photo,sony
20464,blkdq67epb310,1302.32,motherboards,intel
20465,b11b200211,93.24,scanners,epson
20466,,28.06,office electronics,elmer 's
20467,,,home security systems,ekonomik
20468,d2184-218928-pe,38.34,computer components,edge
20469,a3418018-pe,30.1,computer components,edge
20470,,17.95,camcorder batteries,duracell
20471,dr9581,20.54,,duracell
20472,xml8100,54.58,audio video accessories,dual
20473,,27.16,storage presentation materials,tops
20474,4520-00-00f,158.68,car audio video,zoom
20475,,,portable audio video,targus
20476,ze-flk72,19.99,filters,zeikos
20477,cnps9700nt,49.74,case fans,zalman
20478,ipu-ifm-10,26.5,universal fm cassette adapters,xtrememac
20479,pvt95gznf2,55.6,computers accessories,xfx
20480,113r00671,74.65,laser printer toner,xerox
20481,,,telephones accessories,xerox
20482,,54.3,storage presentation materials,xantech
20483,,88.06,computer accessories,lexmark
20484,3fmsp01u2bk-16g-r,25.99,usb flash drives,wintec
20485,3fmsp01u2rd-8g-r,13.99,usb flash drives,wintec
20486,3fmsd16gb-r,25.99,memory cards,wintec
20487,950630,9.99,,wilson
20488,wd5000bekt,77.95,internal hard drives,western digital
20489,,107.03,,mace
20490,swp120a,139.99,hdtv receivers tuners,warpia
20491,,410.08,complete surveillance systems,vonnic inc
20492,,15.99,computers accessories,vivitar
20493,,,blank media,verbatim
20494,94488,15.84,cd-r discs,verbatim
20495,97393,110.99,,verbatim
20496,vcc-004-atom-wht,79.45,keyboards mice input devices,veho
20497,t939,137.0,unlocked phones,samsung
20498,,3.56,chargers,luxmo
20499,,,,universal
20500,,42.0,,universal
20501,,,printer ink toner,genuine mach speed
20502,tc-nt2,39.99,ethernet cables,trendnet
20503,ts64gcf400,186.82,blank media,transcend
20504,,71.53,laminating supplies,tops
20505,,37.21,gps system accessories,tops
20506,638-623,57.95,cases bags,tenba
20507,30g0802,231.53,printer drawers,lexmark
20508,318-1021,49.99,computers accessories,dell
20509,hs-pbscrpro,14.99,screen protectors,hipstreet
20510,sdp001,16.95,office electronics,arkon
20511,rj11ext25,9.95,wires,startech
20512,,66.66,pda handheld accessories,stanley
20513,vcl-dh0758,,accessories,sony
20514,sdx250c,53.61,data cartridges,sony
20515,np-bg1,1.86,camera batteries,sony
20516,mdrv150,25.25,headphones,sony
20517,lcs-ama/d,,cases bags,sony
20518,5dmr47r4h,4.99,dvd-r discs,sony
20519,dscw510/p,99.95,point shoot digital cameras,sony
20520,,103.7,,cobra
20521,,5.46,,smead
20522,,19.02,,smead
20523,,33.98,,smead
20524,kb3700tp,28.38,keyboards,gear head
20525,slp450,91.66,printer labels laser inkjet,seiko instruments
20526,,15.99,headphones,sentry
20527,cc550,129.99,headsets,sennheiser
20528,iph3g,15.99,audio car mounts,scosche
20529,ma02b,8.22,wiring harnesses,scosche
20530,,86.7,inkjet printer ink,samsung
20531,,,battery chargers,safco
20532,sbt-usc1k,12.3,connectors adapters,sabrent
20533,usb-2011,69.99,computers accessories,sabrent
20534,rz03-00381400-r3m1,129.99,keyboards,razer
20535,mat-411k,24.99,headsets,radius
20536,ds-424sta,247.95,monitor accessories,doublesight
20537,,,bags cases,sony
20538,hp-q6511x,28.92,inkjet printer ink,compatible
20539,24426cameta1000-46tr,24.95,cases bags,cameta
20540,12a6830,130.92,laser printer toner,lexmark
20541,,34.99,laptop network adapters,premiertek
20542,,,projection screens,da-lite
20543,hs-pbcase-3in1,65.14,cases sleeves,hipstreet
20544,vcq290nvs-pciex16-pb,75.0,computers accessories,pny
20545,usb2-e1000,28.95,usb cables,plugable technologies
20546,jd-1212s,30.57,changers,pioneer
20547,k-5 black 18-55mm kit,,digital slr cameras,pentax
20548,suac9000,324.34,monitor accessories,peerless
20549,st670p,,tv mounts,peerless
20550,psf32grusb,67.47,usb flash drives,patriot memory
20551,nok4-x6ser-20-c5otr,23.43,cases,otterbox
20552,,,,oxford
20553,40629302,32.04,impact dot matrix printer ribbons,oki data
20554,s6100 black,,point shoot digital cameras,nikon
20555,,111.7,office electronics,wilson
20556,,9.14,adapters,targus
20557,,45.24,storage presentation materials,rubbermaid
