entity_id,item_name,product_features,sale_price
1058,belkin leather folio for 2g ipod touch f8z373,"belkin leather folio for 2g ipod touch f8z373 soft , durable leather soft-microfiber lining velcro fastening clear screen protector allows easy navigation access to ports and dock connector black finish ( ipod not included )",29.0
1059,peerless black flat panel tv stand ss550pbk,peerless black flat panel tv stand ss550pbk supports 32 ' to 50 ' flat panel tvs vertical screen adjustment feature internal cable management adjustable glass shelving black finish,
1060,canon eos rebel xsi silver digital slr camera xsireb1855s,canon eos rebel xsi silver digital slr camera xsireb1855s 12.2 megapixel digic iii image processor extensive noise reduction technology auto optimization 3.0 ' lcd monitor compatible with compact sd and sdhc memory cards eos integrated cleaning system 18-55mm lens included 2756b003 silver finish,799.0
1061,canon xh a1s black high definition hdv camcorder xha1s,canon xh a1s black high definition hdv camcorder xha1s 20x hd l series zoom 0.57 ' widescreen viewfinder 2.8 ' widescreen lcd screen high-performance stereo electric condenser microphone superrange optical image stabilization digic dv ii hd image processor 1440 x 1080 pixels instant auto focus black finish,
1062,speck toughskin black case for 4th generation ipod nano nn4tsblk,speck toughskin black case for 4th generation ipod nano nn4tsblk tough custom-fit protective case durable shock-absorbing material detachable rotating belt clip openings to all connections and controls black finish,29.0
1063,cuisinart exact heat matte black toaster oven broiler tob155,"cuisinart exact heat matte black toaster oven broiler tob155 0.6 cu . ft. capacity multifunctional countertop oven easy-clean interior touchpad controls bagel , reheat and defrost buttons clock and oven timer stainless steel front panels with brushed chrome handle matte black finish",139.0
1064,tripp-lite black 25 foot svga hd15m to hd15m computer monitor cable p502025,tripp-lite black 25 foot svga hd15m to hd15m computer monitor cable p502025 25 foot length foil-shielding for maximum emi/rfi protection constructed from mini-coax and paired video gold plated connectors and gold plated copper contacts hd15 male to hd15 male molded connectors black finish,
1065,nokia t-mobile unlocked cellular phone n96,nokia t-mobile unlocked cellular phone n96 5 megapixel camera 3g high speed data access gsm 850/900/1800 / 1900 hsdpa 850/1900 2.8 ' display wi-fi 802.11 b/g upnp technology microsd card slot 16gb internal memory built-in gps receiver stereo fm radio with rds dvb-h tv broadcast receiver tv out up to 4 hours talk time 220 hours standby time 599.00 with 2yr service agreement activation or handset upgrade available in store for illinois market customers only,
1066,denon home theater receiver and boston acoustics 5.1 speaker system package dht589ba,denon home theater receiver and boston acoustics 5.1 speaker system package dht589ba 2 hdmi inputs sirius satellite radio ready audyssey dynamic eq and volume technology 1/2 ' soft dome tweeter center and satellite speakers 3 ' mid-bass drivers satellite speakers dual 3 ' mid-bass drivers center speaker 8 ' down-firing subwoofer with 100w power amplifier,499.0
1067,apple iwork 09 software individual pack for mac mb942za,"apple iwork 09 software individual pack for mac mb942za creating the perfect brochure , flyer , report or resume is faster and easier than ever using pages 09 create spreadsheets , organize data and write formulas with simple yet powerful tools using numbers 09 easily create sophisticated animations with magic move dramatically reduce file size without compromising quality save your iwork document as a word , excel or powerpoint file individual pack",79.0
1068,apple iwork 09 software family pack for mac mb943za,"apple iwork 09 software family pack for mac mb943za creating the perfect brochure , flyer , report or resume is faster and easier than ever using pages 09 create spreadsheets , organize data and write formulas with simple yet powerful tools using numbers 09 easily create sophisticated animations with magic move dramatically reduce file size without compromising quality save your iwork document as a word , excel or powerpoint file 5 user family pack",99.0
1069,transcend jetflash v10 16gb usb flash drive ts16gjfv10,transcend jetflash v10 16gb usb flash drive ts16gjfv10 hi-speed usb 2.0 capless sliding design protects the connector easy plug and play installation aes encryption databackup function keychain hook and neck strap green finish,38.0
1070,logitech v-ubm46 quickcam pro 9000 black webcam for windows 960000048,logitech v-ubm46 quickcam pro 9000 black webcam for windows 960000048 carl zeiss optics autofocus hd video rightlight technology integrated microphone with rightsound technology ultra-wide field of view and intelligent face tracking logitech video effects downloadable fun filters universal monitor clip works with windows xp and vista black finish,
1071,panasonic lm-af30u3 three pack of single-sided 30 minute dvd-ram discs lmaf30u3,"panasonic lm-af30u3 three pack of single-sided 30 minute dvd-ram discs lmaf30u3 compatible with dvd camcorder , dvd video recorders and dvd-ram drives rewritable xtra , fine and standard recording modes 1.4 gb data capacity",8.99
1072,lasonic atsc digital to analog tv converter box lta260,"lasonic atsc digital to analog tv converter box lta260 support 4:3 and 16:9 video format composite video and stereo audio output supports channel display , closed caption , eas and parental controls ( v-chip ) display ant level and signal quality on the tv black finish",
1073,case logic black in-car dvd player case pdvk10,case logic black in-car dvd player case pdvk10 holds up to 10 ' portable dvd and portable ipod players grab & go suspension system built-in dual jack headphone system extra storage compartment black finish,29.0
1074,garmin nuvi 885t gps navigation system 0100057730,"garmin nuvi 885t gps navigation system 0100057730 speak commands 4.3 ' display turn-by-turn directions bluetooth wireless technology built-in microphone and speaker mp3 player picture viewer fm transmitter touchscreen up to 4 hours battery life microsd card slot world travel clock , currency/unit converter and calculator grey finish",799.0
1075,omnimount 37 ' 63 ' ultra low profile series large flat panel tv black mount ulptlbk,omnimount 37 ' 63 ' ultra low profile series large flat panel tv black mount ulptlbk ultra low profile design built-in kickstand universal rails tension adjustment sliding lateral on-wall adjustment lift n ? lock for easy installation anti-theft security feature black finish,
1076,logitech cordless desktop wave keyboard and mouse combo 920000264,logitech cordless desktop wave keyboard and mouse combo 920000264 contoured wave-shaped key design cushioned contoured palm rest adjustable keyboard height comfortable design high-performance laser mouse instant media access programmable f-keys compatible with pc and mac black finish,79.0
1077,mitsubishi dlp black tv stand mbs73v,mitsubishi dlp black tv stand mbs73v matching base for mitsubishi wd-73735 and wd-73736 dlp hdtv glass shelf height adjustment black finish,549.0
1078,logitech digital precision pc gaming headset 981000040,logitech digital precision pc gaming headset 981000040 cushioned open-air design usb and analog connections noise-canceling microphone in-line volume and mute controls 10 ft. cable length pc and mac compatible black finish,49.0
1079,logitech 2.1 multimedia silver speaker system z2300,logitech 2.1 multimedia silver speaker system z2300 thx-certified 200 watts of rms power ( 400 watts of peak power ) distortion-free bass phase plug design soundtouch wired remote control multiple source?ready 2.5 ' polished aluminum phase plug speaker driver 8 ' long-throw ported subwoofer driver silver finish,
1080,linksys wireless-g range expander wre54g,linksys wireless-g range expander wre54g supports 64/128-bit wep encryption in 802.11 b/802 .11 g wireless lan configurable through your networked pc?s web browser or the included setup wizard expand your wireless coverage to eliminate dead spots works with both 802.11 b and 802.11 g wireless networks rj-45 10/100 port for easy configuration silver finish,99.0
