publication_id,journal_name,paper_authors,work_title
33304,"proceedings of the 13th annual acm international conference & hellip ; ,",hc steiner,poster session : poster 2 : applications track table of contents
33305,"proceedings of acm sigmod conference ,","s chawathe , s abiteboul , j widom",managing and querying changes in semi-structured data
33306,,"rl adler , bp kitchens , m martens , c pugh , m shub ,",geometric analysis of a greedy algorithm : there exist convex invariant regions
33307,"submitted for publication ,",ky cai,a controlled markov chains approach to software testing
33308,,"c mohan , i narang",aries/csa : a method for database recovery in client-server architectures
33309,proc . 1999 acm sigmod international conference on management,"s acharya , pb gibbons","poosalav. , ramaswamy s. join synopses for approximate query answering"
33310,"proceedings of a symposium . '' , ( eds hopley , d. and warner l. ) , & hellip ; ,",d arnold,changes to mangrove ecosystem distribution : port curtis 1941 to 1989 . in '' '' mangroves-a resource
33311,"bt technology journal ,","g owusu , c voudouris , r dorne , c ladde , g anim -",armsâ ?? application of ai and or methods to resource management
33312,"new directions for program evaluation ,",mf mangano,the inspectors general
33313,"proceedings of the 1975 acm sigmod international conference & hellip ; ,",m stonebraker,implementation of integrity constraints and views by query modification
33314,"academy of management review ,","s albert , be ashforth , je dutton",organizational identity and identification : charting new waters and building new bridges
33315,,"rr vickers , dw kolar , lk hervig",personality correlates of coping with military basic training
33316,,gc bortleson,the chemical investigation of recent lake sediments from wisconsin lakes and their interpretation
33317,to,"l tatsien , y lixin",exact boundary controllability for 1-d quasilinear wave equations
33318,"sigmod record ,","mptmg pernul , m polaschek , am tjoa , g vinek",database research activities at the university of vienna
33319,"proceedings of the 1990 acm sigmod international conference & hellip ; ,",m kuntz,pasta-3 : a graphical direct manipulation interface for knowledge base management systems
33320,"new directions for higher education ,",ja centra,the how and why of evaluating teaching .
33321,"lecture notes in computer science ,","e oswald , m aigner",randomized addition-subtraction chains as a countermeasure against power attacks
33322,,"kr abbott , dr mccarthy",administration and autonomy in a replication-transparent distributed dbms .
33323,"technical report logic-92-1 , stanford university logic group ,",m genesereth,"r. , and fikes , re , â ?? knowledge interchange format , version 3.0 reference manualâ ??"
33324,,"mj freeman , pj layzell",a meta-model of information systems to support reverse engineering
33325,"international conference on irrigation management transfer ,",ja sagardoy,lessons learned from irrigation management transfer programs
33326,"acm sigsam bulletin ,",rm corless,cofactor iteration
33327,"electronic markets ,",ch marcussen,"distribution of danish tourism products in europe-status , trends and challenges"
33328,"electronic design ,",b salefskiâ ? ¦,reuse-driven methods can help optimize systems
33329,,"a agrawal , ak makhija , gn mandelker",executive compensation and corporate performance in electric and gas utilities
33330,"applied mathematics and computer science ,",m alexandersson,an application of general branching processes to a cell cycle model with two uncoupled subcycles and
33331,"genes to cells ,","y kobayashi , t ishikawa , j hirayama , h daiyasu , s",molecular analysis of zebrafish photolyase/cryptochrome family : two types of cryptochromes present
33332,proceedings of acm sigmod conference on management of,"v christophides , s abiteboul , s cluet , m scholl",fromstructured documents tonovelqueryfacilities
33333,microsoft,v basic,language reference manual
33334,"journal of personality and social psychology ,","ca anderson , ke dill","video games and aggressive thoughts , feelings , and behavior in the laboratory and in life"
33335,,"s lauesen , h younessi",six styles for usability requirements
33336,at .,"yz kandiev , ev serova",marked particles in monte carlo calculations of radiation transfer using the prizma program
33337,"database programming and design ,","h darwen , cj date",introducing the third manifesto
33338,,n nilsson,problem-solving methods in artificial intelligence
33339,university of,w hahn,"the present state of lyapunovâ ?? s method , in \ \ nonlinear problems"
33340,,b kawohl,rearrangements and convexity of level sets in pde
33341,proc .,"sr arridge , m schweiger , dt delpy",iterative reconstruction of near infra-red absorption images
33342,"ieee workshop on res . issues in data eng . ( ride-97 ) ,","w litwin , ma neimat , g levy , s ndiaye",seck . t. lh * s : a high-availability and high-security scalable distributed data structure
33343,chapter i.,br sullivan,world of great powers .
33344,at .,as alpeev,principles for psychological confidence of the operators of a nuclear power plant
33345,"proc . itc ,","a arvidsson , p karlsson",on traffic models for tcp/ip
33346,,h bohn,intergenerational risk sharing and fiscal policy
33347,"computerworld ,",c stedman,erp problems put brakes on volkswagen parts shipment
33348,at,iso follow,"guides 31 , 34 , and 35 to document the preparation and contents of pe samples"
33349,,"sl rynes , jm bartunek",across the great divide : knowledge creation and transfer between practitioners and academics
33350,,"m marcovich , a barcinonensis",text and commentary . 1988
33351,"electronic letters ,",vb litovski,"et all. , â ?? mos transistor modelling using neural networksâ ??"
33352,"journal of personality and social psychology ,","ci diener , cs dweck",an analysis of learned helplessness : ii . the processing of success
33353,acm,"t zhang , r ramakrishnman , m linvy",birch : an efficient method for very large databases
33354,,"a galindo , p pascual",quantum mechanics
33355,"new directions for teaching and learning ,",rn ottaway,improving learning for adult part-time students .
33356,"acm tods ,","s abitcboul , s grumbach",a rule-bused language wilh functions and sets
33357,"university of california santa barbara , santa barbara ,",ds cannell,department of physics
33358,"social studies and the young learner ,",jc mcdermottâ ? ¦,resources for democratic classrooms . teacher 's resources .
33359,"new directions for higher education ,","p boyle , b boice","best practices for enculturation : collegiality , mentoring , and structure"
33360,acm trans . database,ka lm,"man , r. 1990 . indefinite and maybe information in relational databases"
33361,,m aoki,state space modeling of time series
33362,"the academy of management review ,","b borys , db jemison",hybrid arrangements as strategic alliances : theoretical issues in organizational combinations
33363,"information and software technology ,",c rolland,l' e-lyee : l'escritoire and lyeeall
33364,,v ratnakar,quality-controlled lossy image compression
33365,"management science ,","v venkatesh , fd davis",a theoretical extension of the technology acceptance model : four longitudinal field studies
33366,,"aaa fernandes , a dinn , nw paton , mh williams , o",extending a deductive object-oriented database system with spatial data handling facilities
33367,,d platt,introduction to microsoft . net
33368,"journal of personality and social psychology ,","ag greenwald , ba nosek , mr banaji",understanding and using the implicit association test : i. an improved scoring algorithm
33369,,"wi grosky , f fotouhi , z jiang","using metadata for the intelligent browsing of structured media objects , managing multimedia data :"
33370,procs . of the xxix thnational congress of the italian,"l bertini , v fontanari , p mauri",influenza della forma sulla resistenza a taglio di giunti incollati
33371,"proceedings vlsi test symposium ,","c patel , j plusquellic",a process and technology-tolerant iddq method for ic diagnosis
33372,,c pu,replica control in distributed systems : an asynchronous approach
33373,,"rh bartels , gws algorithm","432 : solution of the equation ax + xb = c , comm"
33374,"md ,",gaaa book,"aopa air safety foundation , frederick"
33375,"proc . 29th essderc ,","a cester , a paccagnella , m buso , g ghidini",time stability of stress induced leakage current in thin gate oxides
33376,,t pattison,com + overview . usa
33377,"proceedings of the 25 thannual meeting of the berkeley & hellip ; ,",j hualde,patterns of correspondence in the adaptation of spanish borrowings in basque
33378,"psych : anim . beh . procs ,","rj herrnstein , dh loveland , c cable","natural concepts in pigeons , '' j. of exp"
33379,"the vldb journal the international journal on very large & hellip ; ,",p seshadri,enhanced abstract data types in object-relational databases
33380,"vldb ,","i manolescu , d florescu , d kossmann , f xhumari , d",agora : living with xml and relational
33381,,rm hutchins,the learning society .
33382,"proceedings of the 20th international conference on very & hellip ; ,","r agrawal , r srikant",fast algorithms for mining generalized association rules
33383,,"p reiher , j popek , m gunter , j salomone , d ratner",peer-to-peer reconciliation based replication for mobile computers
33384,"acc . chem . res ,","i massova , s mobashery",molecular bases for interactions between-lactams antibiotics and-lactamases
33385,"computerworld ,",k melymuka,put your foot down
33386,"see ref ,","ca baumm , bx miguez-burbanomj , g shor-posner",role of selenium in hiv/aids
33387,"cellular and molecular biology letters ,","a iglic , v kralj-iglic , p peterlin , h haegerstrand",cylindrical shapes of red blood cell microexovesicles
33388,"see ref ,",ks brown jr,neotropical lycaenidae : an overview
33389,"experiments . technical report , stanford university ,","dl donoho , mr duncan","digital curvelet transform : strategy , implementation"
33390,"proceedings of the 1997 acm sigmod international conference & hellip ; ,","tf tsuei , an packer , kt ko",database buffer size investigation for oltp workloads
33391,,"j haritsa , k ramamritham , r gupta",characterization and optimization of commit processing performance in distributed database systems
33392,"information systems ,","s guha , r rastogi , k shim",cure : an efficient clustering algorithm for large databases
33393,"proc . 28th icrc , ( tsukuba , japan , 2003 )",p privitera,for the pierre auger collaboration
33394,"new directions for higher education ,",bs uehling,building a presidential team .
33395,"pc magazine ,",e mendelson,"aol , compuserve , and prodigy tools let you create a web presence"
33396,proc . of the 23rd very large databases,"w wei , j yang , r muntz",sting : a statistical infromation grid approach to spatial data mining
33397,"proc . int . ornithol . congr ,","pa prince , mp harris",food and feeding ecology of breeding atlantic alcids and penguins
33398,"bt technology journal ,","cp botham , n hayman , a tsiaparas , p gaynord",advanced modelling techniques for designing survivable telecommunications networks
33399,"new directions for teaching and learning ,",jt klein,finding interdisciplinary knowledge and information
33400,"mayo clinic proceedings ,","v chabova , a schirger , aw stanson , ma mckusick , sc",outcomes of atherosclerotic renal artery stenosis managed without revascularization
33401,,j gehrke,models and methods for privacy-preserving data publishing and analysis ( invited tutorial )
33402,"see larwood ,",ct scrutton,patterns of extinction and survival in palaeozoic corals
33403,"proc . acm-sigmod int conf . on management of data , ann arbor , & hellip ; ,",ch papadimmtiou,on the power of locking
33404,,"n koch , a turk",towards a methodical development of electronic catalogues
33405,"& hellip ; of the acm sigmod international conference on management of & hellip ; ,","a deutsch , m fernandez , d suciu",storing semistructured datawith stored
33406,"acc . chem . res ,","pw rabideau , ab sygula",polynuclear aromatic hydrocarbons related to the buckminsterfullerene surface
33407,"proc . acm sigmod ( philadelphia , pennsylvania ,","lvs laksmanan , rt ng , j han , a pang",optimization of constrained frequent set queries with 2-variable constraints
33408,"new directions for teaching and learning ,",bp coppola,full human presence : a guidepost to mentoring undergraduate science students
33409,ieee,hs stone,the organization of electronic cyclic memories
33410,"genes to cells ,","h nishitani , z lygerou",control of dna replication licensing in a cell cycle
33411,"unpublished manuscript ,","la hunt , ma jorgensen",mixture model clustering : a brief introduction to the multimix program
33412,"mayo clinic proceedings ,","ro roberts , dj jacobson , cj girman , t rhodes , mm",a population-based study of daily nonsteroidal anti-inflammatory drug use and prostate cancer
33413,"new directions for higher education ,",mf green,concluding notes and further readings .
33414,,"gc harfst , a qureshi , jv guttag , d curtis",querying medical sensor streams
33415,"msc thesis . computer science department , university of",cy chin,forecasting stock indices using neural networks with bayesian estimation
33416,"new directions for higher education ,",c rose,women 's sex-role attitudes : a historical perspective .
33417,,r storbakken,an incident investigation procedure for use in industry
33418,,k melymuka,q & a : glass ceilings and clear solutions
33419,proc . 6th vldb,p larson,linear hashing with partial extensions
33420,"proc . int . seed test . assoc ,","f chmelar , k mostovoj",on the application of some old and on the introduction of new methods for testing genuineness of
33421,,y cheng,clustering with competing self-organizing maps
33422,submitted for,"e pecheva , l pramatarova , v krastev , mf maitz , mt",modified by ion implantation stainless steel as a substrate for hydroxyapatite deposition
33423,"new directions for adult and continuing education ,",rey wickett,the learning covenant
33424,"phil . mag. ,","ck syn , a ahmadieh , jw morris jr",elastic solute-dislocation interaction in an anisotropic hcp crystal
33425,"proc . of acm hypertext ,","wb croft , r howard",turtle . a retrieval model for incorporating hypertext links
33426,"www9 / computer networks ,","v anupam , j freire , b kumar , d lieuwen",automating web navigation with the webvcr
33427,submitted for,"j hong , h kanai",oscillation of interlayer coupling in specular-type spin valves
33428,submitted for,"f plasil , s visnovsky , m besta",behavior protocols and components
33429,"pc magazine ,",s de jean,"lotus notes , version 2.0 : connectivity and new pricing broaden its appeal"
33430,"international conference on bear research and management ,",s herrero,the canadian national parks and grizzly bear ecosystems : the need for interagency management
33431,"proceedings of the 3rd acm sigact-sigmod symposium on & hellip ; ,","d stemple , t sheard",specification and verification of abstract database types
33432,"bombay natural history society , bombay ( india ) . 1988. ,","ar rahmani , g narayan , l rosalind , r sankaran",bengal florican houbaropsis bengalensis . status and ecology .
33433,,"g ghelli , g conforti","decidability of freshness , undecidability of revelation"
33434,deep-sea research,"ga jackson , r maffione , dk costello , al alldredge ,",particle size spectra between 1 mm and 1 cm at monterey bay determined using multiple instruments
33435,"demonstration at the ieee design automation conference , june ,","p alexander , g kimmell , c kong , b morel",a rosetta-based power-aware analysis example
33436,"proc . 9th acm sigmod-sigact symp . on principles of database & hellip ; ,","d scl , c zaniolo",stable models and non-determinism in logic programs with negation
33437,"bt technology journal ,","iw marshall , j crowcroft , m fry , a ghosh , d",application-level programmable internetwork environment
33438,"bt technology journal ,","c kubicek , m fisher , p mckee , r smith",dynamic allocation of servers to jobs in a grid hosting environment
33439,"proc . sigmod ,",a van gelder,â ?? a message passing framework for recursive query evaluation
33440,"computerworld ,",s alexander,high demand for hot skills
33441,"bt technology journal ,","j wittgreffe , g hobbs , s berresford , k fisher , s",bt propnetâ ?? a commercial property trading service for the internet
33442,"genes to cells ,","t munakata , n adachi , n yokoyama , t kuzuhara , m",a human homologue of yeast anti-silencing factor has histone chaperone activity
33443,"vldb ,",m yannakakis,algorithms for acyclic database schemes
33444,"proceedings of the 25 th annual conference on composites , & hellip ; ,","rk bird , ta wallace , sn sankaran",effect of oxidation on properties and microstructure of candidate alloys for reusable launch vehicle
33445,"fig working week , athens , greece , may ,","a cepek , j pytel",acyclic visitor pattern in formulation of mathematical model
33446,"information and software technology ,","h alexander , b potter",case study : the use of formal specification and rapid prototyping to establish product feasibility
33447,"informal demonstration at sun microsystems , march ,",j sullivan,magic cap
33448,"journal of emergency medicine ,","r lev , rf clark",neuroleptic malignant syndrome presenting without fever : case report and review of the literature
33449,,v skalskã °,"dynamics of the universe in the consistent and distinguished relativistic , classically-mechanical"
33450,"proceedings of the 12th annual acm international conference & hellip ; ,","a solon , p mckevitt , k curran",mobile multimodal presentation
33451,watch what i do : programming by,"f modugno , ba myers",graphical resentation and feedback in a pbd system
33452,,"lm trick , zw pylyshyn",cuing and counting : sometimes the spotlight isnâ ?? t much help
33453,"sigmod record ,",acms anthology,on multi-resolution document transmission in mobile web .
33454,"cochrane database syst rev ,","c thompson , m briggs",support for carers of people with alzheimerâ ?? s type dementia
33455,,"n goyal , c hoch , r krishnamurthy , b meckler , m",picture programming project
33456,,"r holm , e holm",electric contacts : theory and application
33457,,"c fischer , j koopman",ionisation profile monitor tests in the sps
33458,"to ,",pj tschaplinski,aspects of the population biology of estuary-reared and stream-reared juvenile coho salmon in
33459,"proc . acm/ieee mobicom ,",yb ko,vnh location-aided routing in mobile ad hoc networks
33460,"acc . chem . res ,",e stellwagen,use of blue dextran as a probe for the nadâ ? binding domain in proteins
33461,"information and software technology ,","cj dale , h van der zee",software productivity metrics : who needs them
33462,"ieee computer ,",s report,gigabit network testbeds
33463,"sigmod record ,",m bawa,peer to peer research at stanford
33464,"md ,","jf widmann , sr charagundla , c presser , a heckert",benchmark experimental database for multiphase combustion model input and validation : baseline case .
33465,"new directions for program evaluation ,",wp johnston jr,increasing evaluation use : some observations based on the results at the us gao
33466,"acc . chem . res ,","kb lee , dj kim , zw lee , si woo , is choi",pattern generation of biological ligands on a biodegradable poly ( glycolic acid ) film
33467,"bt technology journal ,",bt technologies,chief technology officer
33468,"journal of personality and social psychology ,","jr winquist , jr larson",information pooling : when it impacts group decision making
33469,"proceedings of the 2005 acm sigmod international conference & hellip ; ,","jk lee , jh oh , s hwang",strg-index : spatio-temporal region graph indexing for large video databases
33470,microsoft,mlb howard,d. ( 2002 ) writing secure code second edition
33471,"proceedings of the 1982 acm sigmod international conference & hellip ; ,",m missikoff,a domain based internal schema for relational database machines
33472,,"fd smith , fh campos , k jeffay , d ott",what tcp/ip protocol headers can tell ue about the web
33473,"proceedings of the international conference on management & hellip ; ,","l wright , w kohler , w zahavi",the digital debitcredit benchmark : methodology and results
33474,,"a krener , y zhu",the fractional representations of a class of nonlinear systems
33475,"proceedings of the european symposium on artificial neural & hellip ; ,","d tax , r duin",data domain description by support vectors [ a ] . verleysen m
33476,"ma thesis , university of california , santa barbara ,",de hickson,the role of fire and soil in the dynamics of burton mesa chaparral
33477,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","mf bjorksten , rm nieminen , k laasonen",tunneling in oscillating double barrier heterostructures ( abstract only )
33478,,v marriages,"1900 , ( posted at www . ancestry . com ) , ''"
33479,"proceedings of acm press ,",m lesk,automatic sense disambiguation using machine readable dictionaries : how to tell a pine cone from an
33480,to,"g mashevitzky , bm schein , iz grigori",automorphisms of the semigroup of endomorphisms of free inverse semigroups
33481,,i paraboni,an algorithm for generating document-deictic references
33482,"transplant proc ,","ml wood , ap monaco , jj gozzo , a liegeois",use of homozygous allogeneic bone marrow for induction of tolerance with antilymphocyte serum : dose
33483,"social studies and the young learner ,",wd edgington,emphasizing divergent and convergent thinking : structured freedom in elementary social studies .
33484,,ofm agents,an annotated bibliography
33485,"lecture notes in computer science ,","g poupard , j stern",security analysis of a practical '' on the fly '' authentication and signature generation
33486,,"r pfeifer , c scheier",from perception to action : the right direction
33487,"technical report , stanford university , may",bd bernheim,"ray debraj , and sevin yeltekin . self-control , saving , and the low asset trap"
33488,"diabetes-new york - ,","m orho-melander , h shimomura , t sanke , sk",expression of naturally occurring variants in the muscle glycogen synthase gene
33489,"pc magazine ,",k yakal,sign on the digital line ''
33490,submitted for,"k ford , rh hudson","sign changes in ? q , a ( x ) & ? q , b ( x )"
33491,"fascicle i ,",b book,vol
33492,"geography ,",wav clakk,consumer travel patterns and the concept of range '
33493,"journal of emergency nursing ,","dd may , lm grubbs","the extent , nature , and precipitating factors of nurse assault among three groups of registered"
33494,proceedings of the 22th international conference on very,"ap sheth , k kochut , ja miller , d worah","souvik das , chenye lin , devanand palaniswami , john lynch , ivan shevchenko , supporting state-wide"
33495,"submitted for publication ,","ik cho , sp meyn",optimization and the price of anarchy in a dynamic newsboy model
33496,"journal of emergency medicine ,","j griffin , h smithline , j cook",runaway pacemaker : a case report and review
33497,"proceedings acm sigmod international conference on & hellip ; ,",m wu,"query optimization for selections using bitmaps , sigmod 1999"
33498,"cochrane database syst rev ,","j foster , m cole",oral immunoglobulin for preventing necrotizing enterocolitis in preterm and low birth-weight
33499,,"k doya , h kimura , a miyamura",motor control : neural models and systems theory
33500,"information and software technology ,",a tiwana,an empirical study of the effect of knowledge of integration on software development performance
33501,"proc . ieee ,","cf quate , cdw wilkinson , dk winslow",interac-tion of light and microwave sound
33502,"proceedings of the 14th annual international acm sigir & hellip ; ,","x lin , d soergel , g marchionini",a self-organizing semantic map for information retrieval
33503,"computerworld ,",t hoffman,outsourcing requires up-front work by users
33504,"image and vision computing ,","t gevers , awm smeulders",content-based image retrieval by viewpoint-invariant image indexing
33505,"conf . on management of data ,","u dayal , m hsu , r ladin",organizing long-running activities with triggers and transactions ; procs . 1990 acm sigmod int
33506,,w jakob,eine neue methodik zur erhoehung der leistungsfaehigkeit evolutionaerer algorithmen durch die
33507,"university of washington , seattle ,",mt greenberg,final report to nimh ( grant # r01mh42131 )
33508,acm,ld shapiro,join processing in large database systems with large main memory
33509,"academic , san diego ,","gm watson , p tschaufeser , a wall , ra jackson , sc",computer modelling in inorganic crystallography
33510,"proceedings of the i mech e part d journal of automobile & hellip ; ,","c manzie , m palaniswami , h watson",gaussian networks for fuel injection control
33511,"nureth-7 , new york , usa , september ,","m sencar , n aksan",evaluation and assessment of reooding models in relap5mod2 . 5 and relap5mod3 codes using lehigh
33512,,"t kanade , pk khosla , n tanaka",real-time control of the cmu direct drive arm ii using customized inverse dynamics
33513,"ieee computer ,",al gilbert,video data conversion and real-time tracking
33514,"new directions for program evaluation ,","tj kiresuk , sh lund , sk schultz",service delivery and evaluation from the consumer 's point of view
33515,"sigmod record ,",l wong,an introduction to remy 's fast polymorphic record projection
33516,"management science ,","a charnes , ww cooper",chance-constrained programming
33517,"proc . of the 21st int . acm sigir conf . on research and & hellip ; ,","k bharat , mr henzinger",improved algorithm for topic distilling in hyperlinked environments
33518,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",j suhonen,double beta decay in the particle-number projected qrpa formalism ( abstract only )
33519,"cochrane database syst rev ,","hm mcintosh , p olliaro",artemisinin derivatives for treating uncomplicated malaria
33520,,"rw gardner , a moriarty",personality development at preadolescence ; explorations of structure formation .
33521,"lancet i ,","g belyavin , wr trotter",investigations of thyroid antigens reacting with hashimoto sera . evidence for an antigen other than
33522,"acm press siggraph series ,",s clarke-wilson,applying game design to virtual environments
33523,,r cafasso,satisfaction guaranteed.â ??
33524,"unpublished manuscript ,","d eckel , p grossmann , n lutz , v padmanabhan",playing it safe : gender differences in risk aversion
33525,intâ ?? l conf . management of data,"e radeke , r boettger , b burkert , y engel , g kachel",federated database system of cadlab . inproc
33526,"proc int congr entomol ,","m bates , lw hackett",the distinguishing characteristics of the populations of anopheles maculipennis found in southern
33527,"proc . 4th acm mobihoc ,","c peraki , sd servetto",on the scaling laws of wireless networks with directional antennas
33528,"procs . of the workshop on information technology and systems & hellip ; ,","b padmanabhan , a tuzhilin",on the discovery of unexpected rules in data mining applications
33529,,rg lehrke,sex-linked mental retardation and verbal disability
33530,"pnas ,","m henzinger , s lawrence",extracting knowledge from the world wide web
33531,"pc magazine ,",sw grotta,state of the art
33532,,a langley,freenet . peer-to-peer : harnessing the power of disruptive technologies . a. oram
33533,"new directions for teaching and learning ,",hb rader,bibliographic instruction programs in academic libraries .
33534,"geography ,",bj hudson,landscape as resource for national development : a caribbean view .
33535,social research and demonstration,"rg ford , d foley",k. and d. tattrie ( 2003 ) â ?? can work incentives pay for themselves ? final report on the self -
33536,"fed proc ,","dj woodward , hc moises , bd waterhouse , bj hoffer ,",modulatory actions of norepinephrine in the central nervous system
33537,"computer networks ,","s yan , js deogun , m ali",routing in sparse splitting optical networks with multicast traffic
33538,"new directions for higher education ,",kc green,the new administrative computing .
33539,"proceedings of the international conference on very large & hellip ; ,","pc attie , mp singh , a sheth , m rusinkiewicz",specifying and enforcing intertask dependencies
33540,university of,a cheryl,riley -- associate professor of library services
33541,"proc . acm sigcomm , september ,","ssj rexford , k shin",load-sensitive routing of ling-lived flows
33542,"bt technology journal ,",p smyth,editorial
33543,,j schulkind,moments of being .
33544,at .,"eo adamov , rp vasilevskii","ai lonov , et al"
33545,"computerworld ,",t hoffman,un : global e-commerce challenges abound
33546,"unpublished manuscript ,",m coltheart,analysing acquired disorders of reading
33547,"proceedings : biological sciences ,","p monaghan , rg nager , dc houston",the price of eggs : increased investment in egg production reduces the offspring rearing capacity of
33548,"geography ,","jh bird , me witherick",marks and spencerâ ?? the geography of an image
33549,"computer networks ,","s giordano , m listanti , f mustacchio , s niccolini ,",dynamic resource configuration in diffserv networks : control plane mechanisms and performance
33550,,"d wentzlaff , ga chuvpilo , a saraf , s amarasinghe ,",rawnet : network processing on the raw processor
33551,"phil . mag ,","cm wang , cm wayman , mb salamonâ ? ¦",transformation bchavior of a ti50 ni47 fe alloyâ ? cents martensitic transformation [ j ]
33552,,"d rosenzweig , d runje",some things algorithms can not do
33553,"computer networks ,","t bonald , jw roberts",congestion at flow level and the impact of user behaviour
33554,"technical report , knowledge systems laboratory , stanford","js breese , ej horvitz",principles of problem reformulation under uncertainty
33555,"proc . vldb 1990 , brisbane , australia ,","a dan , d dias , s yu",the effect of data access on buffer hits and data contention in a data sharing environment
33556,"new directions for teaching and learning ,",af lucas,engendering trust through institutional policies and practices
33557,"cornea-new york - ,","hf yam , cp pang , dsp fan , bj fan , eyw yu , dsc lam",growth factor changes in ex vivo expansion of human limbal epithelial cells on human amniotic
33558,proc . 29th north amer . power,"ca castro , lmc braz",a new approach to the polar newton power flow using step size optimization
33559,"& hellip ; what i do : programming by demonstration table of contents ,","pp piernot , mp yvon",the aide project : an application-independent demonstrational environment
33560,"journal of emergency medicine ,","r rudolph , g neal , j williams",snakebite treatment at a southeastern regional referral center .
33561,"phil mag ,",hch townend,hot wire and spark shadowgraphs of the air flow through an air screw
33562,"proceedings of the nineteenth acm sigmod-sigact-sigart & hellip ; ,","h davulcu , g yang , m kifer , iv ramakrishnan",computational aspects of resilient data extraction from semistructured sources ( extended abstract )
33563,"lecture notes in computer science ,","j ebert , a franzke",a declarative approach to graph based modeling
33564,proceedings of the 23rd ieee photovoltaics specialists,"ce witt , rl mitchell , gd money , lo herwig","d. hasti , and r. sellers , '' progress in phases 2 and 3 of the photovoltaic manufacturing technology"
33565,"comm . acm ,",ef codd,a relational model of data for large shared data bases
33566,"ieee computer ,","k marzullo , r cooper , md wood , kp birman",tools for distributed application environment
33567,,s short,"webdienste mit dem . net framework entwickeln , die neue art der programmierung"
33568,"proceedings of acm chi ,","a dieberger , dm russell",context lensesâ ?? document visualization and navigation tools for rapid access to detail
33569,"international conference on irrigation management transfer ,",n pant,the turnover of public tube wells in uttar pradesh : a case study of a successful cooperative society
33570,"acc . chem . res ,",c schulze,c 0 mmunications
33571,"approaches to emotion ,",ss tomkins,affect theory
33572,proceedings of the 25 thinternational conference on coastal,"dj sherman , bo bauer , pa gares , d jackson","wt ( 1996 ) . â ?? wind blown sand at castroville , california , â ??"
33573,"phil . mag ,","w wolter , nc miesowicz","4,648 ( 1956 ) ; varfolomeev et al ; j. iwadare"
33574,,"e dubrova , p ellervee",a fast algorithm for threelevel logic optimization
33575,proceedings of acm,"i aad , jp hubaux , ew knightly",denial of service resilience in ad hoc networks
33576,usa : proc of vldb . 1996.134 ~,h tovienven,sampling largc database for association rules
33577,"the vldb journal the international journal on very large & hellip ; ,","v atluri , a joshi , y yesha",guest editorial
33578,,"cm perez-ferreiro , cm luque , e sendino , i correas",overexpression of 4.1 r disturbs microtubule organization
33579,proc . int .,wj daily,directions in concurrent computing
33580,,jc freytag,query processing for advanced database systems
33581,"lecture notes in computer science. ,","j meseguer , c braga",modular rewriting semantics of programming languages
33582,"proceedings of the 24rd international conference on very & hellip ; ,","f de ferreira rezende , g sauter , ag daimler-benz",bridging heterogeneity : research and practice of database middleware technology
33583,"& hellip ; what i do : programming by demonstration table of contents ,",dc halbert,smallstar : programming by demonstration in the desktop metaphor
33584,,st validation,nscd guidelines april 2002
33585,,j edward,"bride , '' need for ` currentness ' in certification stressed"
33586,"social studies and the young learner ,",lm handleyâ ? ¦,four fresh ideas for teaching the 5 themes .
33587,"ieee transactions on knowledge and data engineering ,","c clifton , r cooley",topcat : data mining for topic identification in a text corpus
33588,"acm press history series ,",sg nash,a history of scientific computing
33589,"proceedings of the 14th acm international conference on & hellip ; ,","m halachev , n shiri , a thamildurai",exact match search in sequence data using suffix trees
33590,"phil . mag ,",ag carlsonâ ? ¦,"g. , hooper , je , and king , dt , 1950"
33591,"new directions for program evaluation ,",fm holley,of tugboats and local education agency evaluation units
33592,,um norberg,vertebrate flight
33593,"social studies and the young learner ,",ph porter,keeping up with technology . teacher 's resources .
33594,,"dc hoaglin , f mosteller , jw tukey",understanding robust and exploratory data analysis
33595,"j. phys . i ,","p wzietek , f creuzet , c bourbonnais","c. , jerome , d. bechgaard , k. , batail , p. , 1993"
33596,to,"im gamba , v panferov , c villani",on the boltzmann equations for diffusively excited granular media
33597,,"a ambainis , e bach , a nayak , a vishwanath , j",one-dimensional quantum walks
33598,"unpublished manuscript ,","q yi , hh chang",multiple stratification cat designs with content control
33599,"ph. d. dissertation , univ. of washington , seattle , washington , (",es boatman,the effects of hydrostatic pressure on the structure of marine bacteria
33600,"proceedings of the 2000 acm cikm international conference on & hellip ; ,","v cardellini , ps yu , yw huang",collaborative proxy system for distributed web content transcoding
33601,"phil . mag ,","h fricke , s morse",the actions of x-rays on ferrous sulphate solutions
33602,"management science ,","m gendreau , a hertz , g laporte",a tabu search heuristic for the vehicle routing problem
33603,"acm transactions on database systems ,","y ioannidis , r ramakrishnan , l winger",transitive closure algorithms based on graph traversal
33604,"pc magazine . march ,",m brown,keep itin your pocket .
33605,"www8 / computer networks ,","m jones , g marsden , n mohd-nasir , k boone , g",improving web interaction on small displays
33606,"mit laboratory for computer science , cambridge , massachusetts .",m arvind,"j.-w. , nikhil , rs and stoy , je ( 1996 ) , s an implicitly parallel-calculus with letrec ,"
33607,"computerworld ,",mc ballou,market for re-engineering tools burgeons
33608,"geography ,",j naylon,ascent and decline in the spanish regional system
