beer_key,alcohol_by_volume,brewery_name,style_type,beer_desc
1518,5.00 %,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,Wrangler Red Ale
1519,6.80 %,Northbound Brewpub,American Amber / Red Ale,Pride Red
1520,4.60 %,THAT Brewery,American Amber / Red Ale,THAT Amber
1521,5.50 %,Micro-Brasserie L'Alchimiste,American Amber / Red Ale,Pale Ale Rousse
1522,5.50 %,Cooper 's Cave Ale Company,American Amber / Red Ale,Radeau Red Ale
1523,7.00 %,The Beer Company,American Amber / Red Ale,Blood Shot Red
1524,6.70 %,BearWaters Brewing Co. .,American Amber / Red Ale,Barrel Aged Red Ale
1525,8.50 %,Bluejacket / Arsenal Restaurant,American Amber / Red Ale,Velour - Imperial Brett Red
1526,5.00 %,Boxing Rock Brewing Co. .,American Amber / Red Ale,Unobtanium Intrepid Amber Ale
1527,6.20 %,The Lab Brewing Co. .,American Amber / Red Ale,Big Ass Red
1528,5.50 %,Brasseurs du Petit-Sault,American Amber / Red Ale,Louis XVII
1529,9.00 %,Block 15 Brewery & Restaurant,American Amber / Red Ale,King Caspian
1530,7.00 %,Puyallup River Brewing,American Amber / Red Ale,Fryingpan
1531,5.30 %,Fitger 's Brewhouse,American Amber / Red Ale,Duluth Red Ale
1532,6.10 %,Astoria Brewing Company / Wet Dog Cafe,American Amber / Red Ale,Red Tide Amber
1533,6.00 %,Cerveza Jerome,American Amber / Red Ale,Cerveza Jerome Andean Red Ale
1534,-,Northampton Brewery,American Amber / Red Ale,Northampton Clifford
1535,5.00 %,Quidi Vidi Brewing Company,American Amber / Red Ale,Mummer 's Brew
1536,-,Palouse Falls Brewing Company,American Amber / Red Ale,Crimson Pride
1537,10.00 %,Imperial Oak Brewing,American Amber / Red Ale,Odin 's Beard
1538,6.90 %,Congregation Ale House,American Amber / Red Ale,Communion Red
1539,5.00 %,BrewHouse at Whistler / High Mountain Brewing Company,American Amber / Red Ale,Alta Lake Ale
1540,4.50 %,Lassen Ale Works,American Amber / Red Ale,Almanor Amber Ale
1541,6.60 %,Maui Brewing Co. .,American Amber / Red Ale,Island Hopper Red
1542,4.90 %,By The Horns,American Amber / Red Ale,Diamond Geezer
1543,5.25 %,Bare Bones Grill & Brewery,American Amber / Red Ale,Tiber River Red
1544,7.40 %,Candia Road Brewing Company,American Amber / Red Ale,Nepenthe Ales New Hampshire Harvest
1545,5.00 %,Nail Brewing Australia Pty Ltd,American Amber / Red Ale,Beazle Brew
1546,7.50 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Nugget Nectar W/columbus
1547,9.00 %,Tow Yard Brewing,American Amber / Red Ale,Oatis Redding Imperial Red
1548,5.00 %,Brasserie BVM Inc. .,American Amber / Red Ale,Vieux MontrÃ © al Rousse
1549,9.00 %,Beerbliotek,American Amber / Red Ale,Imperial Amber Ale
1550,7.20 %,Point Ybel Brewing Company,American Amber / Red Ale,Red Mangrove
1551,6.20 %,Wolf Creek Brewing,American Amber / Red Ale,Little Red Ryeding Hood
1552,-,The Scalehouse Brewpub,American Amber / Red Ale,Scalehouse Red Ale
1553,4.60 %,Rapscallion,American Amber / Red Ale,Rapscallion Acton Ale
1554,-,Central Coast Brewing,American Amber / Red Ale,Old Mission Amber Ale
1555,5.00 %,Pub Dog Brewing,American Amber / Red Ale,Amber Dog
1556,5.80 %,Horsefly Brewery,American Amber / Red Ale,Tabano Red
1557,7.70 %,Black Raven Brewing Co. .,American Amber / Red Ale,NW Imperial Red
1558,5.50 %,Town in City Brewing Co. .,American Amber / Red Ale,City Amber
1559,6.20 %,Green Room Brewing,American Amber / Red Ale,South Swell
1560,5.70 %,Allentown Brew Works,American Amber / Red Ale,West End Red
1561,-,Quigley 's Pint & Plate,American Amber / Red Ale,Neck Red Ale
1562,5.25 %,Heavy Seas Beer,American Amber / Red Ale,Obrycki 's Amber Ale
1563,-,Boston Beer Company ( Samuel Adams ),American Amber / Red Ale,Grendel 's Ale
1564,5.00 %,Gella 's Diner & Lb . Brewing Co. .,American Amber / Red Ale,No. 45 Red Rider
1565,6.50 %,Left Hand Brewing Company,American Amber / Red Ale,Safety Round # 2
1566,6.00 %,Bissell Brothers Brewing Co. .,American Amber / Red Ale,Strawberry Swing
1567,5.50 %,Storz Trophy Room Grill & Brewery,American Amber / Red Ale,Gold Crest Amber Ale
1568,-,Atomic Ale Brewpub And Eatery,American Amber / Red Ale,Atomic Amber
1569,6.00 %,Elevation 66 Brewing,American Amber / Red Ale,Ramble Tamble Red Ale
1570,-,Stewart 's Brewing Co. .,American Amber / Red Ale,Winterfest
1571,5.10 %,King Street Brewing Company,American Amber / Red Ale,King Street Amber
1572,9.00 %,Amarcord Birra Artigianale Italiana,American Amber / Red Ale,Premium Amber Ale
1573,4.80 %,Border Brewing Company,American Amber / Red Ale,Rooftop Red
1574,-,Woodward Avenue Brewers,American Amber / Red Ale,WAB Blonde
1575,6.00 %,Urban Growler,American Amber / Red Ale,Amber Skyline
1576,5.50 %,Fountain Square Brewing Co. .,American Amber / Red Ale,Coffee Hour
1577,5.70 %,Minneapolis Town Hall Brewery,American Amber / Red Ale,Rift Red Rye
1578,6.50 %,Argus Brewery,American Amber / Red Ale,Wild Rice
1579,-,The Phoenix Ale Brewery,American Amber / Red Ale,Uptown Amber
1580,5.00 %,Kona Brewing Co. .,American Amber / Red Ale,Big Island Ginger Beer
1581,5.00 %,Alpha Brewing Company,American Amber / Red Ale,Game Day Red Ale
1582,5.30 %,Powerhouse Restaurant And Brewery,American Amber / Red Ale,Amperage Amber
1583,5.00 %,Loowit Brewing Company,American Amber / Red Ale,Two-Sixteen Red Ale
1584,4.50 %,Naples Beach Brewery,American Amber / Red Ale,Rojo Especial
1585,5.20 %,Ohana Brewing Company,American Amber / Red Ale,Hollenbeck Amber Ale
1586,5.50 %,Green Room Brewing,American Amber / Red Ale,Holla Ray
1587,6.90 %,Otto 's Pub and Brewery,American Amber / Red Ale,Arthur 's Imperial Red Ale
1588,5.10 %,Flying Goose Brew Pub & Grille,American Amber / Red Ale,Wildflower Honey Ale
1589,-,Les Brasseurs,American Amber / Red Ale,Ambre
1590,6.00 %,Firehouse Brewing Co. .,American Amber / Red Ale,Semper Fi
1591,6.00 %,Spiteful Brewing,American Amber / Red Ale,Angry Adam
1592,5.40 %,Geaux Brewing,American Amber / Red Ale,BTR
1593,8.00 %,Magic Rock Brewing,American Amber / Red Ale,Big Top
1594,6.60 %,Conshohocken Brewing Company,American Amber / Red Ale,Hale Fire
1595,7.50 %,BS Brewing,American Amber / Red Ale,College Chronic
1596,4.50 %,Wolf 's Ridge Brewing,American Amber / Red Ale,Little Red Riding Ale
1597,5.80 %,Vindication Brewing Co. .,American Amber / Red Ale,Premium Session Bold Ale
1598,-,Thomas Creek Brewery,American Amber / Red Ale,City Brew
1599,5.00 %,Bowen Island Brewing Co. Ltd. .,American Amber / Red Ale,Sea Spray Amber Ale
1600,8.00 %,Anner Bier,American Amber / Red Ale,Libertadora
1601,5.60 %,Birrificio Rurale,American Amber / Red Ale,Reset
1602,-,Old Mill Brewery & Grill,American Amber / Red Ale,Riverside Red
1603,5.00 %,Hyouko Yashiki No Mori Brewery,American Amber / Red Ale,Swan Lake Amber Ale
1604,4.50 %,Titanic Brewery,American Amber / Red Ale,Morrisons American Red Ale
1605,4.80 %,BrÃ 1/4 eprint Brewing Company,American Amber / Red Ale,Brue Scarlet
1606,4.90 %,McCall Brewing Company,American Amber / Red Ale,Mackinaw Red ( Amber Ale )
1607,5.40 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Rock Bottom Raptor Red
1608,8.60 %,La Cumbre Brewing Co. .,American Amber / Red Ale,Grange 's Red Card
1609,5.50 %,Cervecera Regional,American Amber / Red Ale,Cerveza Queretaro
1610,-,John Harvard 's Brewery & Ale House,American Amber / Red Ale,Amberdextrous
1611,6.30 %,Copperpoint Brewing Company,American Amber / Red Ale,A10 Hop Hog
1612,6.40 %,Waconia Brewing Company,American Amber / Red Ale,255 Amber
1613,6.10 %,North River Hops and Brewing,American Amber / Red Ale,Hoppy Red Ale
1614,5.00 %,Big Rock Brewery,American Amber / Red Ale,Pine Creek River Valley Red Ale
1615,5.50 %,Barley Brown 's Brewpub,American Amber / Red Ale,Point Blank Red
1616,6.50 %,Brasserie LarchÃ ©,American Amber / Red Ale,AmbrÃ © e De Bourgogne
1617,5.70 %,Captain Lawrence Brewing Co. .,American Amber / Red Ale,Amber Scrambler
1618,-,Folklore Brewing & Meadery,American Amber / Red Ale,Grateful Red
1619,7.00 %,Pecan Street Brewing,American Amber / Red Ale,Red Devil Red
1620,7.50 %,Beer Here,American Amber / Red Ale,Red Hops Double Red Ale
1621,6.40 %,Third Base Sports Bar & Brewery,American Amber / Red Ale,Red Rocket Amber Ale
1622,7.00 %,Asheville Brewing Company,American Amber / Red Ale,Asheville/Hi-Wire Happy New Beer
1623,6.20 %,Desert Eagle Brewing Company,American Amber / Red Ale,Red Mountain Ale
1624,9.00 %,Boneyard Beer Company,American Amber / Red Ale,Chingadera IRA
1625,4.80 %,Jack Cody 's,American Amber / Red Ale,Smiggy Amber Ale
1626,6.00 %,Piece Brewery & Pizzeria,American Amber / Red Ale,Red Hot Mama
1627,5.50 %,Hideout Brewing Company,American Amber / Red Ale,Fresh Pepper Red Ale
1628,6.00 %,Lake Effect Brewing Co. .,American Amber / Red Ale,Whoopskibier
1629,7.00 %,Smog City Brewing,American Amber / Red Ale,Fluffy Fuzz Buzz
1630,9.00 %,Reaver Beach Brewing Company,American Amber / Red Ale,Diablo Red Ale
1631,6.80 %,Southern Pines Brewing Company,American Amber / Red Ale,Dead Red
1632,6.00 %,Wolf 's Ridge Brewing,American Amber / Red Ale,Ridge Trail
1633,6.40 %,Covered Bridge Brewing,American Amber / Red Ale,The Amber Rose
1634,4.70 %,Saimaan Juomatehdas,American Amber / Red Ale,Brewer 's Special American Red Ale
1635,5.40 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Rag Top Red Ale
1636,5.20 %,Kilannan Brewing Co. .,American Amber / Red Ale,New Zealand Red Ale
1637,-,Lakemaid Beer,American Amber / Red Ale,Lakemaid Frosty Winter Lager
1638,5.50 %,Pang Pang Brewery,American Amber / Red Ale,Hornstull Honey Amber
1639,-,Big Time Brewery & Alehouse,American Amber / Red Ale,Big Dance Imperial Amber
1640,5.80 %,Diamond Knot Brewery,American Amber / Red Ale,Fog Bank Fall Ale
1641,-,People 's Brewing Company,American Amber / Red Ale,Maltster
1642,4.00 %,Desert Edge Brewery,American Amber / Red Ale,Anniversary Amber Ale
1643,5.80 %,Domus,American Amber / Red Ale,Nostra Domus
1644,6.20 %,Intuition Ale Works,American Amber / Red Ale,Longleaf Amber
1645,5.00 %,CB Craft Brewers,American Amber / Red Ale,Olde Horny Brew
1646,-,Right Brain Brewery,American Amber / Red Ale,Hop Owl
1647,4.00 %,Utah Brewers Cooperative,American Amber / Red Ale,Wasatch 50th Park City Golden Anniversary Ale
1648,6.50 %,Pints Brewing Co. .,American Amber / Red Ale,Rip Saw Red
1649,7.00 %,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,Bourbon Barrel Aged Panama Red Ale
1650,6.00 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 190 - 2015 ( Amber Ale )
1651,5.00 %,Le Cheval Blanc,American Amber / Red Ale,Ambree
1652,9.40 %,Kaapse Brouwers,American Amber / Red Ale,Jaapie
1653,4.90 %,RJ Rockers Brewing Company,American Amber / Red Ale,Rockers Red Glare
1654,5.50 %,Intracoastal Brewing Company,American Amber / Red Ale,Amberica
1655,5.20 %,By The Horns,American Amber / Red Ale,Wolfie Smith
1656,5.20 %,Martha 's Exchange,American Amber / Red Ale,Old Dunstable Amber
1657,5.00 %,Jack Pine Brewery,American Amber / Red Ale,Incognito
1658,5.00 %,Brassneck Brewery,American Amber / Red Ale,Mr. Personality
1659,-,Lodi Beer Company,American Amber / Red Ale,Mo Kel Ko Red Ale
1660,2.80 %,HopDog BeerWorks,American Amber / Red Ale,Midgee
1661,9.00 %,Hale 's Ales Brewery & Pub,American Amber / Red Ale,Barrel Aged Imperial Red
1662,-,SBC Restaurant & Brewery - Milford,American Amber / Red Ale,Southport Big Head Red
1663,8.60 %,Widmer Brothers Brewing Company,American Amber / Red Ale,TimBRRR
1664,4.50 %,Fish Rock Brewery,American Amber / Red Ale,Red Emperor Amber Ale
1665,5.00 %,Wellington County Brewery,American Amber / Red Ale,Red Falcon Premium Ale
1666,5.60 %,River City Brewing Company,American Amber / Red Ale,River City Red
1667,7.70 %,Rat Hole BrewPub,American Amber / Red Ale,Rotation Red Ale
1668,5.25 %,Becker Brewing Company,American Amber / Red Ale,Rooster Red
1669,-,Minhas Craft Brewery,American Amber / Red Ale,Stonewood Ale
1670,8.50 %,Logboat Brewing Co. .,American Amber / Red Ale,Jupiter 's Moons
1671,5.00 %,J Wells Brewery,American Amber / Red Ale,Honey Biscuit
1672,5.10 %,Union Station Brewery,American Amber / Red Ale,River Otter Ale
1673,4.90 %,Roc Brewing Company,American Amber / Red Ale,Red Nutz !
1674,5.20 %,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,Rebellion Red Ale
1675,6.80 %,Brasserie Des Alberes,American Amber / Red Ale,AmbrÃ © e Du Cap
1676,-,Flyers Restaurant And Brewery,American Amber / Red Ale,Copper Hog Red
1677,5.70 %,Discretion Brewing,American Amber / Red Ale,Glorioski Amber Ale
1678,5.40 %,Wild Woods Brewery,American Amber / Red Ale,Campfire Red Ale
1679,5.10 %,Seminar Brewing,American Amber / Red Ale,Howler Red Ale
1680,5.00 %,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Class V Amber
1681,-,Three Notch 'd Brewing Company,American Amber / Red Ale,Fandom Of The Hopera
1682,-,Wormtown Brewery,American Amber / Red Ale,Ales For A.L.S.
1683,6.00 %,Northwest Brewing Company,American Amber / Red Ale,Chieftan Amber
1684,8.00 %,Public Craft Brewing Company,American Amber / Red Ale,No Front Porches
1685,5.93 %,Horse Thief Hollow,American Amber / Red Ale,McCarthy Ale
1686,-,Zion Canyon Brewing Company,American Amber / Red Ale,Red Altar
1687,5.60 %,Andersonville Brewing,American Amber / Red Ale,Gangster
1688,6.10 %,Founders Brewing Company,American Amber / Red Ale,Spruce Springsteen
1689,5.20 %,Broken Tooth Brewing,American Amber / Red Ale,Alpenglow Amber
1690,-,Bugnutty Brewing Company,American Amber / Red Ale,Suzi 's Red Belly Ale
1691,11.00 %,Great Flood Brewing Company,American Amber / Red Ale,Velvet Racer
1692,4.80 %,Bonfire Brewing Co. .,American Amber / Red Ale,BeWildeRed
1693,6.50 %,Paradox Beer Company,American Amber / Red Ale,Candid Kaiser Project : Self Esteem
1694,9.50 %,Mike Hess Brewing - Miramar,American Amber / Red Ale,Venator
1695,4.50 %,Pivovarna Pelicon,American Amber / Red Ale,Out Of China
1696,7.70 %,Garrison City Beerworks,American Amber / Red Ale,Proserpine
1697,7.25 %,Newport Beach Brewing Company,American Amber / Red Ale,Hoppy Ending
1698,6.50 %,SanTan Brewing Co. .,American Amber / Red Ale,12 Daze Caramel Spiced Amber
1699,5.50 %,Red Horn Coffee House & Brewing Co. .,American Amber / Red Ale,Drink Well Red Ale
1700,-,Ouray Brewery,American Amber / Red Ale,550 Red Ale
1701,6.00 %,Dirty Bucket Brewing Co. .,American Amber / Red Ale,Dirty Amber Ale
1702,-,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,Southport Fairfield Red
1703,8.70 %,Oskar Blues Grill & Brew,American Amber / Red Ale,Dry Hopped G'Knight
1704,5.00 %,Vault Brewing Company,American Amber / Red Ale,Penn Harvest Ale
1705,-,Matt Brewing Company / Saranac Brewery,American Amber / Red Ale,Saranac Season 's Best Amber Beer
1706,6.80 %,Thorn Street Brewery,American Amber / Red Ale,Red Headed Hop Child
1707,-,American Brewing Company,American Amber / Red Ale,High Stick
1708,6.00 %,Brasserie Heineken,American Amber / Red Ale,Pelforth AmbrÃ © e
1709,5.60 %,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 171 - 2015 ( Amber Ale )
1710,5.00 %,Suginoya Brewery ( Hamachi Shuzo K.K. ),American Amber / Red Ale,Suginoya Amber Ale
1711,6.50 %,Oak Creek Brewery and Grill,American Amber / Red Ale,Oak Creek King Crimson
1712,5.60 %,AB Mohawk Brewing Company,American Amber / Red Ale,Mohawk Red Easter
1713,5.70 %,Ram Restaurant & Brewery,American Amber / Red Ale,Rabbit Punch Irish Red Ale
1714,5.50 %,La Petrognola,American Amber / Red Ale,La Petrognola Ambrata AL Farro
1715,-,San Luis Valley Brewing Company,American Amber / Red Ale,Royal Gorge Route Rogue
1716,-,Switchback Brewing Company,American Amber / Red Ale,Unfiltered Ale
1717,5.00 %,Martha 's Exchange,American Amber / Red Ale,Indian Head Red
1718,4.50 %,Pizza Port Solana Beach,American Amber / Red Ale,Team Cretins
1719,6.20 %,Aslan Brewing Company,American Amber / Red Ale,Northwest Red Ale
1720,9.50 %,The Beer 'd Brewing Co. .,American Amber / Red Ale,Nano-A-Nano Round 2
1721,6.00 %,Modernist Brewery,American Amber / Red Ale,Modernist Stockholm Syndrome
1722,-,Blue Heron Brewing Company,American Amber / Red Ale,Amber 's Folly
1723,5.70 %,Brewery Terra Firma,American Amber / Red Ale,Manitou Island Hopper
1724,8.60 %,Cellar Brewing Company,American Amber / Red Ale,Hyperion Imperial Red
1725,4.00 %,FreeWheel Brewing Company,American Amber / Red Ale,Big V Amber Ale
1726,5.30 %,The Fort Collins Brewery,American Amber / Red Ale,Hometown Helles
1727,5.80 %,Slanted Rock Brewing Company,American Amber / Red Ale,Iron Butt Red Ale
1728,7.50 %,Reaver Beach Brewing Company,American Amber / Red Ale,Turncoat Amber Ale
1729,5.00 %,Broken Bow Brewery,American Amber / Red Ale,Cherry Wood Red
1730,-,Conquest Brewing Company,American Amber / Red Ale,Garnet Ale
1731,5.50 %,Wild Craft Brewery,American Amber / Red Ale,Wild Amber
1732,5.00 %,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,Horizon Amber
1733,5.20 %,Prairie Fire Brewing Co. .,American Amber / Red Ale,Iron Horse Red
1734,4.50 %,Donegal Brewing Co. .,American Amber / Red Ale,Atlantic Amber Ale
1735,5.50 %,World Brews,American Amber / Red Ale,Walker Brown Amber Ale
1736,6.30 %,Riverside Brewing Company,American Amber / Red Ale,Resurrection Ale
1737,-,Hale 's Ales Brewery & Pub,American Amber / Red Ale,Armadillo Amber
