scholar_id,conf_abbrev,subject_title,author_group,pub_date
30398,"transplant proc ,",a limited sampling strategy for the measurement of cyclosporine auc,"a johnston , i sketris , jt marsdenâ ? ¦",1990.0
30399,"proc . sigmod conf , seattle ,",a framework for parallel processing of aggregate and scalar functions in object-relational dbms,"m jaedicke , b mitschang",
30400,vldb,"realm-based spatial data types : the rose algebra . fernuniversitã $ t hagen , informatik-report 141 ,","rh gã 1/4 ting , m schneider",
30401,"the vldb journal the international journal on very large & hellip ; ,","advanced data processing in krisys : modeling concepts , implementation techniques , and client/server","s deã?loch , t hã $ rder , n mattos , b mitschang , j",1998.0
30402,"new york ,",light scattering by small particles 1dover,hc van de hulst,
30403,"geography ,",japan 's newest dam .,i brightmer,1991.0
30404,"journal of personality and social psychology ,",social value orientations and impressions of partner 's honesty and intelligence : a test of the might,"pam van lange , d michael kuhlman",1994.0
30405,"virology-new york - ,",site-directed mutagenesis of human immunodeficiency virus type 1 reverse transcriptase at amino acid,"h pelemans , a aertsen , k van laethem , am vandamme ,",2001.0
30406,"sigmod record ,",research and practice in federated information systems,"w hasselbring , wj van den heuvel , gj houben , rd",2000.0
30407,"md ,","and the american obesity association . guidance for treatment of adult obesity . shape up america ! ,",su america,
30408,"new directions for teaching and learning ,",the argument for making large classes seem small,"jl cooper , p robinson",2000.0
30409,"computerworld ,",extranet services target health care,b cole-gomolski,
30410,,robotic gait training : toward more natural movements and optimal training algorithms,"dj reinkensmeyer , d aoyagi , j emken , j galvez , w",
30411,volume,unsupervised adaptive filtering,k torkkola,
30412,,the art and theory of dynamic programming,"se dreyfus , am law",1977.0
30413,"md ,",distribution and abundance of fishes and invertebrates in north atlantic estuaries . elmr rep. no. 13,"sh jury , jd field , sl stone , dm nelson , me monaco",
30414,"lecture notes in computer science ,",hand recognition using geometric classifiers,"y bulatov , s jambawalikar , p kumar , s sethia",2004.0
30415,"proceedings of 8th international conference on management of & hellip ; ,",formalization and correctness of a concurrency control algorithm for an open and safe nested,"sk madria , sn maheshwari , b chandra",
30416,"new directions for adult and continuing education ,","women , journal writing , and the reflective process","ea peterson , am jones",2001.0
30417,proc . 12th int . vldb,r validation and performance evaluation for distributed queries,"lf mackert , gm lohman",
30418,"proc . 29th electron microsc . soc . amer ,",a unique cell contact in the adrenal cortex,ds friend,
30419,"proceedings of the international conference on very large & hellip ; ,",processing sliding window multi-joins in continuous queries over data streams,l golab,2003.0
30420,"new directions for teaching and learning ,","liberal education , inquiry , and academic organization .",fs weaver,1989.0
30421,,the next steps,sql standardization,2000.0
30422,"area ,",risky subjects : changing geographies of employment in the automobile industry,"d butz , d leslie",2001.0
30423,"& hellip ; ofgeography , university of california santa barbara ,",understanding geographic space without the use of vision ( nsf final report sbr95-14907 ),"rg golledge , m blades , r kitchin , d jacobson",
30424,,temporal semantic assumptions and their use in database query evaluation,"c bettini , xs wang , s jajodia",
30425,submitted for,on improved performance guarantees through the use of slack times,"s baruah , j haritsa",
30426,"computer networks ,",a compiler to implement lotos specifications in distributed environments,"k yasumoto , t higashino , k taniguchi",2001.0
30427,"report mit/lcs/tr -518 , laboratory for computer science , mit ,",the real-time cost of timing uncertainty : consensus and failure detection . sm thesis,s ponzio,
30428,"transplant proc ,",the effect of food and cholestyramine on the absorption of cyclosporine in cardiac transplant,"a keogh , r day , l critchley , g duggin , d baron",1988.0
30429,,the acquisition of anaphora by simple recurrent networks,"r frank , d mathis , w badecker",2005.0
30430,,"braids , trees , and operads , arx iv : math",j morava,
30431,,machine learning for intelligent information access,"gj karakoulas , g semeraro",
30432,"cellular and molecular biology letters ,",kinetic model for oscillations in a cycle of enzymatic reactions related to methoxyphenols,"j sielewiesiuk , a czubla , e malarczyk , m pazdzioch",1999.0
30433,"& hellip ; of the third acm international conference on multimedia ,",choosing the best storage system for video service,"al chervenak , da patterson , rh katz",1995.0
30434,,transmission of information by orthogonal functions,hf harmuth,1969.0
30435,"ieee computer ,",toward automatic detection of software failures,"t savor , re seviora",1998.0
30436,"unpublished manuscript ,",a note on the determinents of corporate debt capacity,sc myers,
30437,"the histochemical journal ,",microwave-stimulated incubation in immunoelectron microscopy : a quantitative study,"pe zondervan , a de jong , cwj sorber , lp kok , wc de",1988.0
30438,"acm sigmis database ,",adoption of computer aided software engineering ( case ) technology : an innovation adoption,"g premkumar , m potter",1995.0
30439,"md ,","metabolic effect of thyroid hormones , in handbook of physiology , sec. 7 : endocrinology vol . iii",fl hock,
30440,"vldb ,",a data transformation system for biological data sources,"p buneman , sb davidson , k hart , c overton , l wong",1995.0
30441,"mathematical topics in population genetics ,",genetic loads and the cost of natural selection,jf crow,1970.0
30442,"mit/lcs/tm 233 , laboratory for computer science , massachusetts",implementing internet remote login on a personal computer,lj konopelski,
30443,"communications-acm ,",analyzing the role of aspects in software design,"jad pace , mr campo",2001.0
30444,submitted for,an investigation of cloning in web applications,"d rajapakse , s jarzabek",
30445,"sigmod record ,",priti mishra margaret eich,"fc in , oo databases",1992.0
30446,"new directions for adult and continuing education ,",the realities and options of practice .,s vernon,1993.0
30447,"sigmod conference ,",terraserver : a spatial data warehouse,"t barclay , dr slutz , j gray",
30448,"journal of emergency medicine ,",obturator hernia : the usefulness of emergent computed tomography for early diagnosis-a new technique,"r terada , s ito , h kidogawa , k kashima , h ooe",1999.0
30449,"stanford university ) , technical report no. 5221-2 , 1969 (",solid state electronics laboratory,lw james,
30450,"vldb ,",incremental clustering for mining in a data warehousing environment,"m ester , hp kriegel , j sander , m wimmer , x xu",1998.0
30451,"submitted for publication ,",image thresholding techniques : quantitative performance evaluation,"m sezgin , b sankur",
30452,"proceedings of the international conference on information & hellip ; ,",what 's so different about the world wide web anyway ?,"m bieber , s conger , b ives , w janko , bo ` keefe",1998.0
30453,"journal of personality and social psychology ,",hiding in the crowd : can mortality salience promote affiliation with others who oppose one 's,"a wisman , sl koole",2003.0
30454,"procs . medinfo ,",barriers to clinical computing in american hospitals,"vw slack , hl bleich",
30455,,discrete principal component analysis,w buntine,
30456,,efficient and extensible algorithms for multi query optimization,"p roy , s seshadri , s sudarshan , s bhobe",
30457,"ieee instrumentation and measurement technology conference , & hellip ; ,",energy-efficient data collection for bluetooth-based sensor networks,"h mathias , d jan , t dirk",
30458,"information and software technology ,",formal specification of a persistent object management system,"j murphy , j grimson",1993.0
30459,,a dynamic clustering technique for physical database design,"jm chang , ks fu",
30460,,code complete : a practical handbook of software production,s mcconnell,1993.0
30461,"proceedings of the fifth international symposium , 3-d & hellip ; ,",hinge joints : do they really exist,"k halvorsen , p westblad , a lundberg",
30462,,"an o ( n ) algorithm for transistor stacking with performance constraintsâ ?? ,",ra rutenbar,1996.0
30463,"geography ,",enterprise in higher education,g clark,
30464,,neural vision sensors for surface defect detection,"s malki , l spaanenburg , n ray",
30465,"new directions for adult and continuing education ,",women 's career development in trade unions : the need for a holistic approach,mc lundy,1998.0
30466,permeability to,intestinal capillaries . i,"f clementi , ge palade",
30467,"new directions for teaching and learning ,",the chairperson and teaching .,ka trask,1989.0
30468,"& hellip ; university of california , santa barbara , ca , and university & hellip ; ,",modeling policy interventions,"tf cooley , sf leroy , n raymon",
30469,,"personas , participatory design and product development : an infrastructure for engagement","j grudin , j pruitt",
30470,,virus taxonomy : classification and nomenclature of viruses : seventh report of the international,mhv van regenmortelâ ? ¦,
30471,"washington , dc and in seattle ,",september 1994 . the plasma earth process : a versatile solid mixed waste treatment technology . php,rl gillins,
30472,"political geography ,","reconstructing an urban and regional political economy : on the state , politics , scale , and","g macleod , m goodwin",1999.0
30473,proc . int . symp .,timing and frequency synchronization in ofdm systems using the cyclic prefix,"m sandell , jj van de beek , po borjesson",
30474,"neirofiziologiya , i ,",two types of granule cells in the cerebellar cortex,"yi arshavskii , mb berkinblit , im gel ` fand , vs",
30475,"proceedings of the 14th acm international conference on & hellip ; ,",fast on-line index construction by geometric partitioning,"n lester , a moffat , j zobel",2005.0
30476,,"supra note 31 , at 135 ( citing tinga v. shekeda , 1970 aac30 ) . however , pursuant to the maintenance",s ncube,
30477,"san diego ,",exactly solved models in statistical mechanics academic press,rj baxter,
30478,"phil . mag ,",the brittle fracture of alumina below 1000 c,"j congleton , nj petch , sa shiels",
30479,"proc. , 28th int . symp . on combustion , edinburgh , uk ,",development and validation of a detailed reaction mechanism for the combustion of small hydrocarbons,aa konnov,
30480,to,the analogue of shafarevich conjecture for cy manifolds i.,"k liu , a todorov , st yau , k zuo",
30481,"journal of personality and social psychology ,",the cognitive functions of linguistic categories in describing persons : social cognition and,"gr semin , k fiedler",1988.0
30482,"santa barbara ,",endohedral rare-earth fullerene complexes ' in fullerenes ' 93,eg suâ ? ¦,
30483,,the bloomba personal content database,"r stata , p hunt , mg thiruvalluvan",
30484,"electronic markets ,",web-based consumer decision tools : motivations and constraints,k mathieson,1999.0
30485,"vldb ,",path expressions for complex queries and automatic database program conversion,"b shneiderman , g thomas",
30486,"bt technology journal ,",the support of the available bit rate bearer capability using virtual source/destination concepts,"jl adams , aj smith",1995.0
30487,,web services and context horizons,c shirky,
30488,"journal of emergency medicine ,",a global inventory of hospitals using powder-free gloves : a search for principled medical leadership,"em jackson , ja arnette , ml martin , wm tahir , l",2000.0
30489,,computing representations of discourse structure,sh corston-oliver,1998.0
30490,"unpublished manuscript. ,",fractal dimensions of time series in turbulent flows,"kr sreenivasan , a juneja",
30491,san,"interview by lynne greeley , 17 november 2001",se case,
30492,"phil . mag ,",viscous flow through pipes with cores,"nav piercy , ms hooper , hf winny",
30493,"and experiments . technical report , march 2003 . csdocs . cs . nyu .","aquery : query language for ordered data , optimization techniques","a lerner , d shasha",
30494,"new directions for higher education ,",faculty evaluation .,km stroup,1983.0
30495,,a high-level user interface for update and retrieval in relational databases - language aspects,"g vossen , v brosda",
30496,"& hellip ; reportr computer science dept. , stanford university ,","the model loqic of pro- , . grams","z manna , a pnueli",
30497,"cochrane database syst rev ,",desmopressin for minimising perioperative allogeneic blood transfusion,"da henry , aj moxey , pa carless , do ` connell , b",2001.0
30498,"lecture notes in computer science ,",piece resolution : towards larger perspectives,"s coulondre , e salvat",1998.0
30499,"vldb ,",application program conversion due to data base changes,syw su,1976.0
30500,,connected domination graphs of tournaments and digraphs,"dc fisher , jr lundgren , sk merz , kb reid",
30501,contributions to,perspectives of the use of tissue culture models as an alternative to human prostate cancer,"j romijn , s erkens-schulze , fh schroder",
30502,submitted for,"design multicast protocols for non-cooperative networks , 2004","w wang , xy li , z sun",
30503,"computerworld. ,",development life cycle has 10 milestones .,g guttman,1984.0
30504,"proc . spie ,",adaptive optical systems technology,pl wizinowich,2000.0
30505,"social studies and the young learner ,",citizenship knowledge in young learners .,j passe,1991.0
30506,proc . acm,auble ( 1998 ) . new techniques for open vocabulary spoken document retrieval,"m wechsler , e munteanu , p sch",
30507,,persistent threads,"u hamburg , vk stral3e",
30508,proceedings,o. shmueli-composite event model specification in active databases : model and implementation,"nh gehani , hv jagadish",
30509,"lecture notes in computer science ,",color-based probabilistic tracking,"p perez , c hue , j vermaak , m gangnet",2002.0
30510,"acm trans on database systems ,",a model of authorization for next-generation database systems,"r fausto , b elisa , k won , w darrell",
30511,"at . spectrosc ,",a systematic approach to ultrasonic slurry gfaas,nj miller-ihli,
30512,,thin solid films,"dc meyer , aa levin , p paufler",
30513,"journal of emergency medicine ,",penetrating head injury in children : a case report and review of the literature,"j koestler , r keshavarz",2001.0
30514,,compression and decompression of digital seismic waveform data for storage and communication,"ys bhadauria , v kumar",1991.0
30515,"electronic library ,",impact assessment on electronic publishing in the federal republic of germany : part one .,"u riehm , b wingert , k boehle , i gabel-becker , m",1989.0
30516,"annual conference of the association of american geographers ,","liminality , religion and the ( re ) construction of community . paper given to the",a hayford,
30517,"proc . 11th acm sympos . comput . geom ,",stabbing triangulations by lines in three dimensions,"pk agarwal , b aronov , s suri",
30518,"proc . 28th icrc , ( tsukuba , japan , 2003 )",for the pierre auger collaboration,p ghia,
30519,"proceedings of acm chi &#39; 94 ,",examining edge congestion,"mst carpendale , r xing",2001.0
30520,,interpreting the components of a smooth goodness of fit test for normality,"am carolan , jcw rayner",2000.0
30521,"proc . int . sem ,",the economy of mauritius during the second dutch occupation ( 1664â ?? 1710 ) in globalization and the,d sleigh,
30522,"the academy of management review ,",information processing as an integrating concept in organizational design,"ml tushman , da nadler",1978.0
30523,"technical report 2004-15 , stanford university ,",widom . resourcesharingincontinuoussliding-windowaggregates,a arasuandj,
30524,"at . env. ,",a study of the aerosol of santiago de chile . 3 . light absorption measurements,"h horvath , l catalan , a trier",
30525,"proc . acm sigmetricsâ ?? 00 ,",an inherently lossless and bandwidth efficient scheme for periodic broadcast of vbr video,"i nikolaidis , f li , a hu",
30526,"ieee computer ,",rochester 's intelligent gateway,"ka lantz , kd gradischnig , ja feldman , rf rashid",
30527,"new directions for teaching and learning ,",educator and architect partnerships for success,j butz,2002.0
30528,,a proof for a generalized nakayama conjecture,a maroti,
30529,"new directions for higher education ,",gaining public understanding for the liberal arts .,"lt benezet , fw magnusson",1979.0
30530,"genes to cells ,",random and imprinted monoallelic expression,"d watanabe , dp barlow",1996.0
30531,"and korean . technical report , massachusetts institute of","verb classes and alternations in bangla , german , english","d jones , r berwick , f cho , z khan , k kohl , n",
30532,"technical report , massachusetts institute of technology ,",xlib-c language x interface version 9,"j gettys , r newman",
30533,"proceedings of the vldb conference ,",querying heterogeneous information sources using source descriptions . '',l ayâ ? ¦,
30534,,an algorithm for linearly constrainted adaptive array processing,ieeexplore.ieee.org,
30535,"cochrane database syst rev ,",ginkgo biloba for cognitive impairment and dementia,"j birks , ev grimley , m van dongen",2002.0
30536,,computing a 3-dimensional cell in an arrangement of quadrics : exactly and actually,"m hemmer , e schomer , n wolpert",
30537,"economic geography ,",family migration and the employment of married women and men .,"tj cooke , aj bailey",1996.0
30538,proceedings of the international conference on very large,"de vries , mark g. lm van doorn , henk m. blanken , & peter mg apers , the mirror mmdbms architecture",p arjen,
30539,"proc . int . conf . asilomar ,",adaptative blind identification of convolutive mixtures,"n delfosse , p loubaton",
30540,,the oberon system : user guide and programmer 's manual,m reiser,1991.0
30541,"pc magazine ,",content management systems at a glance,j clyman,
30542,"sigmod record ,",a consensus glossary of temporal database concepts,"csjj clifford , r elmasri , c dyreson , f grandi , wkn",1994.0
30543,unpublished,"ndfloating voters in us presidential elections , 1948-2000",j zaller,
30544,,on the content of materialized aggregate views,"s grumbach , l tininini",
30545,,"â ?? grundkurs des steuerrechts , bd . 3 , buchfã 1/4 hrungstechnik und bilanzsteuerrecht â ?? , stuttgart 2001","r wuttke , w weidner",1784.0
30546,"sigmod record ,",metadata standards for data warehousing : open information model vs. common warehouse metamodel [ j ],"t vetterliy , a vaduvaz , m staudty",
30547,,the future of nanocomputing,g bourianoff,
30548,oâ ?? reilly and associates,chapter 17 : reputation . peer-to-peer : harnessing the power of disruptive technologies ed . andy oram,r lethin,
30549,"proceedings of acm sigcomm ã cents ,","ã cents â ? ¬ å?receiver - driven layered multicast , ã cents â ? ¬ â ?","s mccanne , v jacobson",
30550,vol .,"lectures in theoretical physics , edited by we brittin ( interscience , new york , 1959 )",rj glauber,
30551,,atmospheric deposition and forest nutrient cycling,"dw johnson , se lindberg",1992.0
30552,,"chemotherapy with etoposide , vincristine , doxorubicin , bolus cyclophosphamide , and oral prednisone","g akpek , hk koh , s bogen , coâ ?? hara , fm foss",
30553,,performing tasks in networks with a constant fraction of non-faulty processors,"bs chlebus , l gasieniec , dr kowalski , aa",
30554,,"maggard clan connection , ( posted at www . gencircles . com ) , ''",ro ` hagan,
30555,,diverse divers : physiology and behavior,gl kooyman,1989.0
30556,,adaptive and incremental processing for distance join queries,hsbms lee,
30557,"cochrane database syst rev ,",elective delivery in diabetic pregnant women,"m boulvain , c stan , o irion",2001.0
30558,"sigmod record ,",is considered,"d lomet , bpsw caching",
30559,,the nature of nursing,v henderson,
30560,,"vhdl , langage , modã © lisation , synthã ¨ se , 2ã ¨ me ã © dition , presses polytechniques et universitaires","r airiau , jm bergã © , v olive , j rouillard",
30561,"& hellip ; conference on data management and modelling using remote & hellip ; ,","evaluation of the forest fires of 1998 in east kalimantan , indonesia using multi-temporal ers-2 sar","f siegert , aa hoffmann",
30562,"ieee computer ,",1975 national computer conferenceâ ?? report on selected sessions,j hiles,
30563,"lecture notes in computer science ,",job characteristics of a production parallel scientific workload on the nasa ames ipsc/860,"dg feitelson , b nitzberg",1995.0
30564,"electronic design ,",engineers must make manufacturing a prior . ity,l maliniak,
30565,"new york ,",the marx-engels reader,rc tucker,
30566,"proceedings of the sixth acm sigkdd international conference & hellip ; ,",can we push more constraints into frequent pattern mining,"j pei , j han",2000.0
30567,,support vector machines : theory and applications,"t evgeniou , m pontil",
30568,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,",an extensive logic simulation method of very large scale computer design,"m miyoshi , y ooshima , a sugiyama , n onizuka , n",1986.0
30569,"phil . mag ,",on the theory of the magnetic influence on spectra ; and on the radiation from moving ions,j larmor,
30570,"lecture notes in computer science ,",enhancing the resistance of a provably secure key agreement protocol to a denial-of-service attack,"s hirose , k matsuura",1999.0
30571,,extending maple to the grid : design and implementation,"d petcu , d dubu , m paprzycki",
30572,"computerworld. ,",visual information systems : new hope for decision makers .,m borgmann,1985.0
30573,,the possibility of postnationality in the case of european union citizenship,ã ? ay,2003.0
30574,"acm siggraph computer graphics ,",motion interpolation by optimal control,"ls brotman , an netravali",1988.0
30575,"proceedings of acm chi &#39; 95 ,","developing dual user interfaces for integrating blind and sighted users : the homer uims ` in katz , i. ,","a savidis , c stephanidis",
30576,submitted for,quantifying completion,"r lowen , b windels",
30577,"procs . 6th us mine ventilation symposium ,",development of a diesel vehicle operator co2 exposure meter,"mk gangal , ed dainty",
30578,"journal of personality and social psychology ,",stability and level of self-esteem as predictors of anger arousal and hostility,"mh kernis , bd grannemann , lc barclay",1989.0
30579,"the academy of management journal ,",corporate support in the aftermath of a natural disaster : effects on employee strains,"ji sanchez , wp korbin , dm viscarra",1995.0
30580,"phil . mag ,","smallman , and westmacott","pb hirsch , j silcox",
30581,"proceedings of the 14th acm international conference on & hellip ; ,",generalized contextualization method for xml information retrieval,"p arvola , m junkkari , j kekã $ lã $ inen",2005.0
30582,"technical report cbcl no. 164 , massachusetts institute of","lo , and tomaso poggio . information dissemination and aggregation in asset markets with simple","n chan , b lebaron , w andrew",
30583,"proc . acm sotc , may ,",panigrahy . consistenthashingandrandomtrees : distributedcachingprotocolsfor relievinghot spotson the,"d karger , e lehman , f leighton , m levine , d lewin",
30584,,dynamic address configuration in mobile ad hoc networks,"y sun , em belding-royer",
30585,"journal of emergency nursing ,",sexual assault nurse examiner ( sane ) program coordinator,co ` brien,1996.0
30586,,an adaptive energy-efficient and low-latency mac for data gathering in wireless sensor networks,"g lu , b krishnamachari , cs raghavendra",
30587,"proc . ndes ,",differential chaos shift keying : a robust coding for chaos communication,"g kolumban , b vizvari , w schwarz , a abel",
30588,submitted for,inductive completion of monoidal categories and infinite net computations,"v sassone , j meseguer , u montanari",
30589,at,"around the turn of the century , i would guess",b area,
30590,"journal of personality and social psychology ,",too close for comfort : sex differences in response to invasions of personal space,"jd fisher , d byrne",
30591,acm sigmod,compressing sql workloads,s chaudhury,
30592,,asim reference manual . alewife systems memo 28,d nussbaum,1991.0
30593,"fiber ,",a graphic method to simulate garment fitting on a human body model in various posture,"r matsuda , h imaoka",1995.0
30594,,news on-demand for multimedia networks,"g miller , g baber , m gilliland",
30595,"proceedings of the 1988 acm sigmod international conference & hellip ; ,",distributed processing of logic programs,"o wolfson , a silberschatz",1988.0
30596,"wisconsin studies in contemporary literature ,",richard wright ( 1908-1960 ) : a selected checklist of criticism,jr bryer,1960.0
30597,"information & software technology ,",heuristic principles for the design of artificial neural networks,"s walczak , n cerpa",1999.0
30598,"eye movements and visual cognition : scene perception and & hellip ; ,",orienting of visual attention,"r klein , a kingstone , a pontefract",1992.0
30599,"new directions for adult and continuing education ,",discriminative justice : can discrimination be just ?,"ts rocco , sj gallagher",2004.0
30600,"acm sigmod records , march ,",fuzzy association rules in large databases with quantitative attributes,"cm kuok , a fu , mh wong",
30601,"proc . 28th european conference on optical communication ( & hellip ; ,",future of ip backbone networks comprising hikari ( photonic mpls ) routers,s okamoto,
30602,"journal of emergency medicine ,",tetanus prophylaxis following ocular injuries,"wh benson , is snyder , v granus , jv odom",1993.0
30603,,congress vienna 1980 . 1981,ja emerton,
30604,,effects of instructional procedures on learning a first programming language,p bayman,1983.0
30605,"proceedings of the 13th annual acm international conference & hellip ; ,",mclover : mobile content-based leaf image retrieval system,"s kim , y tak , y nam , e hwang",2005.0
30606,,semantic verification for fact seeking engines,"d roussinov , w fan , fad neves",
30607,pc,couch potato pcs .,b brown,
30608,"electronic letters ,",study on elliptical properties of single-fed circularly polarized microstrip antenna,"m haneishi , t nambara , s yoshida",
30609,"santa barbara , california , december ,",personal communication,d honneycut,
30610,,syntactic and morphological contributions to processing subject-object asymmetries,m bader,1997.0
30611,"new directions for higher education ,",socializing new chairs,"jr thomas , jh schuh",2004.0
30612,"new directions for higher education ,",the sciences and liberal arts : reaching a common language .,c vest,1994.0
30613,"ibm almaden research report ,","a model for backup , archive and restore-a proposal to x / @ est.","dm choy , a saxena",
30614,"journal of emergency medicine ,",acute renal vascular occlusion : an uncommon mimic,sk hall,1993.0
30615,"conference on radar meteorology , 22 nd , zurich , switzerland ,",dual-doppler radar analysis of an oklahoma squall-line system,"bf smull , ra houze",1984.0
30616,"vldb ,",active views for electronic commerce,s abiteboul,1999.0
30617,"lispe technical report , massachusetts institute of technology ,","synthesis of operating procedures for complete chemical plants , part i : hierarchical , structured","l ramachandran , s george",
30618,,lane detection and tracking by video sensors,"j goldbeck , b huertgen",
30619,,"barcelona : mondadori , 2000 . 232 p",n desgracia,
30620,"munich : technical university munich ,",superhard nc-tin/a-bn/a-tib 2 and nc-mnn/a-metal nanocrystalline composite coatings,p karvankova,
30621,,vacillation in spherical couette flow,"p zhang , k zhang",2002.0
30622,"journal of emergency medicine ,",acute short-term memory loss from trimethyltin exposure,"nn yanofsky , d nierenberg , jh turco",1991.0
30623,,"middlegrunden 40 mw offshore wind farm , a prestudy for the danish offshore 750 mw wind program","hc soerensen , jh larsen , fa olsen , j svenson , sr",
30624,"i -- iv ,",botanische untersuchungen fiber schimmelpilze,o brefeld,
30625,"proc . int . conf . supercomputing ,",powerherd : dynamically satisfying peak power constraints in interconnection networks,"l shang , ls peh , nk jha",
30626,"new directions for teaching and learning ,",additional resources .,wt daly,1985.0
30627,,the theory of probability,bv gnedenko,
30628,,the totem process group membership and interface,ca lingley-papadopoulos,1994.0
30629,"computer networks ,",hierarchical source routing using implied costs,"m montgomery , g veciana",2000.0
30630,,the nesc language : a holistic approach to networked embedded systems,"d gay , p levis , r von behren , m welsh , e brewer , d",
30631,,carbon reinforcements and carbon/carbon composites,"e fitzer , lm manocha",1998.0
30632,"electronic business ,",searching for components,t harbert,
30633,"social studies and the young learner ,",make a difference ! elementary service projects .,"b wolfenbarger , s turner , d lerner , b sloyer , j",2000.0
30634,"proceedings of the 23rd boston university conference on & hellip ; ,",compounds and complex predicates : evidence from japanese for a â ?? globalâ ?? parameter,n miyoshi,
30635,,profile of mood states manual . edits/educational and industrial testing service,"m mcnair , m lorr , l droppleman",1992.0
30636,"nature i ,",inhibition of virus multiplication by foreign nucleic acid .,"z rotem , ra cox",1963.0
30637,,the target zone controversy,r dornbusch,1999.0
30638,,visualization study of natural gas direct injection combustion,"z huang , s shiga , t ueda , h nakamura , t ishima , t",
30639,"proc . iev94 int . congress , 29th juneâ ?? 1st july , buenos & hellip ; ,",surface engineering to extend service life : new uses for traditional steels,"ma zampronio , a cabo , ah bott , pev miranda",
30640,,wanted : programmers for handheld devices,d kiely,
30641,"journal of personality and social psychology ,",approach-withdrawal and cerebral asymmetry : emotional expression and brain physiology i,"rj davidson , p ekman , cd saron , ja senulis , wv",1990.0
30642,,dealing with customersâ ?? leakage,h report,
30643,"cochrane database syst rev ,",dual chamber versus single chamber ventricular pacemakers for sick sinus syndrome and,"j dretzke , wd toff , gy lip , j raftery , a fry-smith",2004.0
30644,,nonlinear singular perturbation phenomena : theory and applications,"kw chang , fa howes",1984.0
30645,"new directions for teaching and learning ,",teaching in learning communities .,"f gabelnick , j macgregor , rs matthews , bl smith",1990.0
30646,"acm press frontier series ,",a perspective on id,k ekanadham,1991.0
30647,proc . 29th jannaf combust . subcommittee,the reaction of ammonium dinitramide under thermal load,"kj krautle , aj atwood",
30648,"proceedings of acm sigir conference ,",using bilingual materials to develop word sense disambiguation methods,kw church,
30649,"proc . acm sigcomm ,",simulation study of the capacity effects of dispersity routing for fault-tolerant real-time channels,ab ban961,1961.0
30650,"vldb ,",a dbms for large statistical databases,"mj turner , r hammond , p cotton",1979.0
30651,"proceedings of the 23rd seminar on current trends in theory & hellip ; ,",knowledge discovery in alarm data analysis,j shao,1996.0
30652,"sigmod record ,",continuous media data manegement,k kawagoe,
30653,"information and software technology ,",estimating case development size from outline specifications,s cockcroft,1996.0
30654,submitted for,cond-mat/0306374,"a pluchino , v latora , a rapisarda",
30655,the vldb,"mp and morris on , r. 1995 . orthogonally persistent systems",on atkins,
30656,"new directions for higher education ,",budgeting for academic quality : structures and srategies .,d jones,1984.0
30657,,the importance of seed source in programmes to increase species diversity in arable systems,m keller,1999.0
30658,,nonlinear dynamics and stochastic behavior of semiconductor lasers with optical feedback,j moerk,1989.0
30659,"cochrane database syst rev ,",physiotherapy for patients with parkinsonâ ?? s disease ( cochrane review ),"kh deane , d jones , ed playford , y ben shlomo , ce",
30660,,a randomized sorting algorithm on the bsp model,"av gerbessiotis , cj siniolakis",
30661,"new directions for higher education ,",staffing and organizational development .,tr harvey,1975.0
30662,"proceedings of the 13th annual acm international conference & hellip ; ,",a flexible system for creating music while interacting with the computer,z obrenovic,2005.0
30663,"international conference on bear research and management ,",social behavior of black bears at a garbage dump in jasper national park,s herrero,
30664,"unpublished manuscript ,",greedy numeration systems and recognizability,m hollander,
30665,electronic,ullmannâ ?? s encyclopedia of industrial chemistry,s topham,
30666,,model-enabled control of hybrid systems,"s mcilraith , g biswas , m fromherz , j howe , r fikes",
30667,"journal of personality and social psychology ,",the support of autonomy and the control of behavior,"el deci , rm ryan",1987.0
30668,"proc . of acm ,","dolphin : intelligent meeting support across liveboards , local and remote desktop environments","n striz , jh geibler , j hol",
30669,"geography ,",pupilsâ ?? attitudes towards geography in lower school : an investigation into gender differences,j bramwell,
30670,"geography ,",catastrophic interference with coral atoll ecosystems,dr stoddart,
30671,"cochrane database syst rev ,",antivirals for the common cold,"to jefferson , d tyrrell",2001.0
30672,,a stateless approach for improving tcp performance using diffserv,e altman,
30673,"proc . 28th internat . geol . congr . washington , dc ,",implications of nd-isotopic study of proterozoic garnet amphibolites and wollastonite skarns from,"ar basu , be faggart , m sharma",
30674,"technical report no . msrtr-98-35 , seattle microsoft","andreina , ca ( 1999 ) . scalingem ( expectation-maximation ) clustering to large databases","ps bradley , um fayyad",
30675,"bt technology journal ,",group communication using modular protocol stacks,"sp rana , ma fisher , pf mckee",2000.0
30676,,zhe development of scientific thinking skills,"d kohn , e amsel , mo ` loughlin",1988.0
30677,"sigmod record ,",towards on-line analytical mining in large databases,j han,1998.0
30678,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",rpj : producing fast join results on streams through rate-based optimization,"y tao , ml yiu , d papadias , m hadjieleftheriou , n",2005.0
30679,,pianoforte : a system for piano education beyond notation literacy,sw smoliar,
30680,proc . int . conf . computer,ultra-wide bandwidth instrument product based on josephson junctions,"er hanson , gkg hohenwarter , sr whiteley , sm faris",
30681,"urban geography ,",the emergence of affluence in beijing : residential social stratification in china 's capital city,"x hu , dh kaplan",2000.0
