music_entry_id,total_time,release_time,item_price,album_name,label_info,song,style,musician
37471,4:02,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Leave Me Alone Pt. 2 ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37472,4:09,"December 7 , 2004",$ 1.29,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Down And Out ( Album Version ( Edited ) ) [ feat . Syleena Johnson ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37473,3:40,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Harlem Streets ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37474,1:28,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Rude Boy ( Skit ) ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37475,3:27,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Girls ( Album Version ( Edited ) ) [ feat . Mona Lisa ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37476,1:26,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",I 'm A Chicken Head ( Skit ) ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37477,4:10,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Soap Opera ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37478,0:24,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",O.T. ( Skit ) ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37479,3:52,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Bubble Music ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37480,4:30,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",More Reasons / Car Skit ( Album Version ( Edited ) ) [ feat . Jaheim ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37481,0:46,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",The Block ( Skit ) ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37482,3:26,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",The Dope Man ( Album Version ( Edited ) ) [ feat . Jim Jones ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37483,4:18,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Family Ties ( Album Version ( Edited ) ) [ feat . Nicole Wray ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37484,4:39,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Chi Skit / Adrenaline / Phone Skit ( Album Version ( Edited ) ) [ feat . Psycho Drama ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37485,3:16,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Hey Lady ( Album Version ( Edited ) ) [ feat . Freekey Zeekey ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37486,3:29,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Shake ( Album Version ( Edited ) ) [ feat . JR Writer ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37487,4:23,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Get 'Em Girls / The Mizzle Outro ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37488,3:55,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Dip-Set Forever ( Album Version ( Edited ) ) [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37489,3:39,"December 7 , 2004",$ 0.99,Purple Haze ( Edited ),"( C ) 2003 Roc-A-Fella Records , LLC",Take Em To Church ( Album Version ( Edited ) ) [ feat . Juelz Santana ] [ Clean ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37490,2:10,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Intro ( Cam ` Ron/Purple Haze ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37491,4:27,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",More Gangsta Music ( Album Version ( Explicit ) ) [ feat . Juelz Santana ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37492,2:37,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Get Down ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37493,1:15,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Welcome to Purple Haze ( Skit ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37494,4:24,"December 6 , 2004",$ 1.29,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Killa Cam / Roll That Skit ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37495,4:02,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Leave Me Alone Pt. 2 ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37496,4:08,"December 6 , 2004",$ 1.29,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Down And Out ( Album Version ( Explicit ) ) [ feat . Syleena Johnson ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37497,3:41,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Harlem Streets ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37498,1:28,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Rude Boy ( Skit ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37499,3:27,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Girls ( Album Version ( Explicit ) ) [ feat . Mona Lisa ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37500,1:26,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",I 'm A Chicken Head ( Skit ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37501,4:10,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Soap Opera ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37502,0:24,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",O.T. ( Skit ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37503,3:52,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Bubble Music ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37504,4:30,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",More Reasons / Car Skit ( Album Version ( Explicit ) ) [ feat . Jaheim ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37505,0:46,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",The Block ( Skit ) ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37506,3:26,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",The Dope Man ( Album Version ( Explicit ) ) [ feat . Jim Jones ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37507,4:18,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Family Ties ( Album Version ( Explicit ) ) [ feat . Nicole Wray ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37508,4:39,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Chi Skit / Adrenaline / Phone Skit ( Album Version ( Explicit ) ) [ feat . Psycho Drama ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37509,3:07,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Hey Lady ( Album Version ( Explicit ) ) [ feat . Freekey Zeekey ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37510,3:29,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Shake ( Album Version ( Explicit ) ) [ feat . JR Writer ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37511,4:23,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Get 'Em Girls / The Mizzle Outro ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37512,3:55,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Dip-Set Forever ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37513,3:48,"December 6 , 2004",$ 0.99,Purple Haze ( Explicit ),"( C ) 2004 Roc-A-Fella Records , LLC",Take Em To Church ( Album Version ( Explicit ) ) [ feat . Juelz Santana ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop , East Coast",Cam ` Ron
37514,2:04,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",A Bad Kitty,Soundtracks,Henry Jackman
37515,2:01,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",One Leche,Soundtracks,Henry Jackman
37516,0:22,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Jack And Jill,Soundtracks,Henry Jackman
37517,1:14,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Holy Frijoles,Soundtracks,Henry Jackman
37518,1:09,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Chasing Tail,Soundtracks,Henry Jackman
37519,4:53,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Diablo Rojo,Soundtracks,Henry Jackman
37520,2:42,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Humpty Dumpty & Kitty Softpaws,Soundtracks,Henry Jackman
37521,4:29,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",The Orphanage,Soundtracks,Henry Jackman
37522,1:44,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Honor And Justice,Soundtracks,Henry Jackman
37523,2:35,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",That Fateful Night,Soundtracks,Henry Jackman
37524,2:58,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",The Wagon Chase,Soundtracks,Henry Jackman
37525,0:57,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Team Effort,Soundtracks,Henry Jackman
37526,2:09,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Planting The Beans,Soundtracks,Henry Jackman
37527,1:17,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",The Magic Beanstalk,Soundtracks,Henry Jackman
37528,1:57,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Castle In The Clouds,Soundtracks,Henry Jackman
37529,6:38,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Golden Goose Of Legend,Soundtracks,Henry Jackman
37530,3:39,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Hanuman,Soundtracks,Henry Jackman
37531,1:37,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Confronting The Past,Soundtracks,Henry Jackman
37532,4:06,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",I Was Always There,Soundtracks,Henry Jackman
37533,1:35,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Kitty-Cat Break-Out,Soundtracks,Henry Jackman
37534,7:56,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",The Great Terror,Soundtracks,Henry Jackman
37535,1:32,"October 24 , 2011",$ 0.99,Puss In Boots,"( C ) 2004 Roc-A-Fella Records , LLC",Farewell To San Ricardo,Soundtracks,Henry Jackman
37536,6:21,"December 6 , 2014",$ 0.89,Puss Puss,Refune Music Rights AB,Puss Puss,Dance & Electronic,Style of Eye
37537,7:16,"December 6 , 2014",$ 0.89,Puss Puss,Refune Music Rights AB,Puss Puss ( Noob remix ),Dance & Electronic,Style of Eye
37538,7:22,"December 6 , 2014",$ 0.89,Puss Puss,Refune Music Rights AB,Puss Puss ( Taped remix ),Dance & Electronic,Style of Eye
37539,3:39,"February 21 , 2013",$ 0.99,Put It in the Past ( ft Rey T ) - Single,Refune Music Rights AB,Put It in the Past,"R&B , Soul",Special Request
37540,7:05,"March 18 , 2011",$ 1.29,Put Your Hands Up,2011 Azuli Records,Put Your Hands Up,Dance & Electronic,Sandy Rivera & Virus J
37541,3:30,"December 12 , 2011",$ 1.29,Put Your Hearts Up,"( C ) 2011 Universal Republic Records , a division of UMG Recordings , Inc.",Put Your Hearts Up,Pop,Ariana Grande
37542,7:35,"February 20 , 2012",$ 0.99,Qahal,GodsDJs Records,Qahal ( Original Mix ),"Dance & Electronic , Drum & Bass",Old Dominion
37543,6:40,"February 20 , 2012",$ 0.99,Qahal,GodsDJs Records,Closer Still ( Original Mix ),"Dance & Electronic , Drum & Bass",Old Dominion
37544,4:30,"August 23 , 2011",$ 0.99,Que Que Remix EP,2011 Mad Decent,Que Que feat . Maluca,Dance & Electronic,Dillon Francis & Diplo
37545,3:55,"August 23 , 2011",$ 0.99,Que Que Remix EP,2011 Mad Decent,Que Que feat . Maluca ( Alvaro Remix ),Dance & Electronic,Dillon Francis & Diplo
37546,4:22,"August 23 , 2011",$ 0.99,Que Que Remix EP,2011 Mad Decent,Que Que feat . Maluca ( Torro Torro Remix ),Dance & Electronic,Dillon Francis & Diplo
37547,4:50,"August 23 , 2011",$ 0.99,Que Que Remix EP,2011 Mad Decent,Que Que feat . Maluca ( Toy Selectah Remix ),Dance & Electronic,Dillon Francis & Diplo
37548,4:22,"August 23 , 2011",$ 0.99,Que Que Remix EP,2011 Mad Decent,Que Que feat . Maluca ( Mahesa Utara & Dipha Barus Remix ),Dance & Electronic,Dillon Francis & Diplo
37549,0:06,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,THE SEX ( Intro ),Alternative Rock,Tove Lo
37550,3:36,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,My Gun,Alternative Rock,Tove Lo
37551,3:39,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Like Em Young,Alternative Rock,Tove Lo
37552,3:58,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Talking Body [ Explicit ],Alternative Rock,Tove Lo
37553,3:34,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Timebomb,Alternative Rock,Tove Lo
37554,0:05,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,The Love ( Interlude ),Alternative Rock,Tove Lo
37555,3:22,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Moments [ Explicit ],Alternative Rock,Tove Lo
37556,3:07,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,The Way That I Am,Alternative Rock,Tove Lo
37557,3:48,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Got Love,Alternative Rock,Tove Lo
37558,3:02,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Not On Drugs,Alternative Rock,Tove Lo
37559,0:05,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,The Pain ( Interlude ),Alternative Rock,Tove Lo
37560,3:34,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Thousand Miles,Alternative Rock,Tove Lo
37561,3:29,"September 30 , 2014",$ 1.29,Queen Of The Clouds [ Explicit ],( C ) 2014 Universal Music AB,Habits ( Stay High ),Alternative Rock,Tove Lo
37562,3:36,"January 10 , 2013",$ 0.99,Qui Ne Saute Pas N'Est Pas Lyonnais - Hymne Olympique Lyonnais,2013 Brioche Edizioni Musicali S.r.l.,Qui Ne Saute Pas N'Est Pas Lyonnais ( Hymne Olympique Lyonnais ),Miscellaneous,Football Hymns Present S.s.band
37563,3:36,"January 10 , 2013",$ 0.99,Qui Ne Saute Pas N'Est Pas Lyonnais - Hymne Olympique Lyonnais,2013 Brioche Edizioni Musicali S.r.l.,Qui Ne Saute Pas N'Est Pas Lyonnais ( Hymne Olympique Lyonnais ) [ Instrumental ],Miscellaneous,Football Hymns Present S.s.band
37564,4:47,"January 26 , 1996",$ 1.29,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Cum on Feel the Noize,"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37565,5:17,"January 26 , 1996",$ 1.29,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Bang Your Head ( Metal Health ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37566,4:14,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Slick Black Cadillac ( Album Version ) [ Clean ],"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37567,3:37,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,The Wild & The Young ( Album Version ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37568,3:36,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Mama We 're All Crazy Now,"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37569,3:31,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Party All Night,"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37570,3:55,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,The Joker ( Album Version ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37571,4:28,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Stay With Me Tonight ( Album Version ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37572,4:41,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Callin ' The Shots ( Album Version ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37573,5:39,"January 26 , 1996",$ 1.29,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Bang Your Head ( Metal Health ) ( Live Version ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37574,5:07,"January 26 , 1996",$ 0.99,Quiet Riot - Greatest Hits [ Clean ],2013 Brioche Edizioni Musicali S.r.l.,Let 's Go Crazy ( Live ),"Hard Rock , Hard Rock & Metal , Pop",Quiet Riot
37575,4:03,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,Another Turn Around The Ol' Dance floor,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37576,4:03,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,Get A Message To You,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37577,4:11,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,Time For A Holiday,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37578,3:44,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,All The Little Things,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37579,3:22,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,A Second Look,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37580,4:43,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,This Time,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37581,4:02,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,This Life Ai n't Ever Gon na Last,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37582,4:48,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,Masquerade ( Parade of Souls ),"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37583,4:08,"January 1 , 2003",$ 0.99,R & B City Series 1,2003 Independent,Blink Of An Eye,"Smooth Jazz , Jazz , Jazz Fusion",R & B City
37584,4:23,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Only God,"Pop Rock , Pop",Naughty Boys
37585,4:06,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,I Will,"Pop Rock , Pop",Naughty Boys
37586,5:46,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,After The Rain,"Pop Rock , Pop",Naughty Boys
37587,4:37,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Trail Of Tears,"Pop Rock , Pop",Naughty Boys
37588,4:19,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Last Man Standing,"Pop Rock , Pop",Naughty Boys
37589,4:53,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Stay,"Pop Rock , Pop",Naughty Boys
37590,5:10,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Close My Eyes,"Pop Rock , Pop",Naughty Boys
37591,4:34,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Bitter Tears,"Pop Rock , Pop",Naughty Boys
37592,3:15,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Is This Love,"Pop Rock , Pop",Naughty Boys
37593,4:43,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Learn To Fly,"Pop Rock , Pop",Naughty Boys
37594,3:47,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Nothing Can Bring Me Down,"Pop Rock , Pop",Naughty Boys
37595,3:55,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,2 Worlds Collide,"Pop Rock , Pop",Naughty Boys
37596,6:02,"November 23 , 2007",$ 0.99,R U Naughty Enough,2007 Copyright Control,Something To Believe In,"Pop Rock , Pop",Naughty Boys
37597,2:38,"November 16 , 2004",$ 0.99,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),( C ) 2004 Geffen Records,( Intro ) I Love To Give You Light ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",Snoop Dogg
37598,3:05,"November 16 , 2004",$ 0.99,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),( C ) 2004 Geffen Records,Bang Out ( Album Version ( Explicit ) ) [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",Snoop Dogg
37599,4:26,"November 16 , 2004",$ 1.29,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),( C ) 2004 Geffen Records,Drop It Like It 's Hot ( Album Version ( Explicit ) ) [ feat . Pharrell Williams ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",Snoop Dogg
37600,5:25,"November 16 , 2004",$ 0.99,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),( C ) 2004 Geffen Records,Can I Get A Flicc Witchu ( Album Version ( Explicit ) ) [ feat . Bootsy Collins ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",Snoop Dogg
37601,4:04,"November 16 , 2004",$ 1.29,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),( C ) 2004 Geffen Records,Ups & Downs ( Album Version ( Explicit ) w/o interlude ) [ feat . Bee Gees ] [ Explicit ],"Gangsta & Hardcore , Rap & Hip-Hop",Snoop Dogg
