beer_serial,drink_style,vol_alc,brewer_name,beer_title
650,American Amber / Red Ale,7.60 %,Southbound Brewing Company,Fade To Red
651,American Amber / Red Ale,6.30 %,Firefly Hollow Brewing Co. .,Moonrise Amber
652,American Amber / Red Ale,8.24 %,Bitter Root Brewing,Red Dread Imperial Red Ale
653,American Amber / Red Ale,9.00 %,Monday Night Brewing,Master Splinter ( Black Tie Series )
654,American Amber / Red Ale,5.00 %,Wormtown Brewery,O'Connor 's Irish Red Ale
655,American Amber / Red Ale,9.50 %,Pizza Port Solana Beach,Rhino Chaser Imperial Red Ale
656,American Amber / Red Ale,7.20 %,Noble Ale Works,Noble Alpha Red
657,American Amber / Red Ale,4.00 %,Zion Canyon Brewing Company,Springdale Amber Ale
658,American Amber / Red Ale,4.50 %,Granville Island Brewery,Swing Span Amber
659,American Amber / Red Ale,5.20 %,Thunderhead Brewing Company,Leatherhead Red Mid-American Red Ale
660,American Amber / Red Ale,5.50 %,Hopothesis Beer Company,Fallin ' Oats
661,American Amber / Red Ale,7.80 %,Ale Asylum,Phantasm
662,American Amber / Red Ale,5.50 %,NÃ ¸ rrebro Bryghus,Ravnsborg RÃ ¸ d
663,American Amber / Red Ale,9.00 %,Flying Fish Brewing Company,Pescado Rojo Grande
664,American Amber / Red Ale,-,Maumee Bay Brewing Company,Fallen Timbers Red Ale
665,American Amber / Red Ale,6.00 %,Kuhnhenn Brewing Company,Kuhnhenn Red Run Red Ale
666,American Amber / Red Ale,5.00 %,Brouwerij Martens NV,Boot Tread
667,American Amber / Red Ale,10.30 %,Breakside Brewery,Breakside Alan From The Wood
668,American Amber / Red Ale,4.60 %,Two Birds Brewing,Sunset Ale
669,American Amber / Red Ale,5.00 %,Okanagan Spring Brewery,Cloudy Amber Ale
670,American Amber / Red Ale,5.90 %,Fort George Brewery + Public House,Nut Red Ale
671,American Amber / Red Ale,4.70 %,Beer Here,Dead Cat
672,American Amber / Red Ale,5.50 %,Mudshark Brewing Co. .,Scorpion Amber
673,American Amber / Red Ale,6.00 %,Sprecher Brewing Company,Redhead Ale
674,American Amber / Red Ale,-,Boundary Bay Brewery & Bistro,Boundary Bay Amber Ale
675,American Amber / Red Ale,7.00 %,Battered Boar Brewing Company,Briarpatch Amber Ale
676,American Amber / Red Ale,10.80 %,Eagle Rock Brewery,Red Velvet
677,American Amber / Red Ale,5.20 %,Four Sons Brewing,Going ( Coco ) Nuts
678,American Amber / Red Ale,8.60 %,The Actual Brewing Co. .,Conductor
679,American Amber / Red Ale,7.30 %,Tustin Brewing Company,Red Hill Red Ale
680,American Amber / Red Ale,4.50 %,Chicago Brewing Company,Ramblin ' Reck Amber Ale
681,American Amber / Red Ale,5.80 %,Ram Restaurant & Brewery,Buttface Amber Ale
682,American Amber / Red Ale,5.25 %,Odd Side Ales,Jackalope
683,American Amber / Red Ale,5.40 %,Ontario Beer Company,100 Mile Ale
684,American Amber / Red Ale,5.00 %,Denen Plaza Kawaba Brewery,Kawaba Sunrise
685,American Amber / Red Ale,-,Pair O ' Dice Brewing Company,Hop Bet Red Ale
686,American Amber / Red Ale,6.40 %,Weeping Radish Eco Farm & Brewery,Ruddy Radish
687,American Amber / Red Ale,6.00 %,Back Bay Brewing Co. .,False Cape Amber Ale
688,American Amber / Red Ale,5.00 %,Crooked Ladder Brewing Company,Gypsy Red
689,American Amber / Red Ale,5.50 %,Infamous Brewing Company,Bugsy 's Fire Brush
690,American Amber / Red Ale,5.50 %,Cerveceria Mexicana S.A. De C.V.,Dia De Los Muertos Death Becomes You Amber Ale
691,American Amber / Red Ale,5.30 %,DESTIHL Brewery,Redbird Ale
692,American Amber / Red Ale,5.30 %,All Saints Brewing Company,All Saints Crimson Halo
693,American Amber / Red Ale,5.70 %,Barrio Brewing Company,Barrio Rojo
694,American Amber / Red Ale,6.20 %,Ruhstaller,The Kenyan [ v. 2 ]
695,American Amber / Red Ale,8.00 %,Brew Hub,Diver Down
696,American Amber / Red Ale,9.00 %,BJ 's Restaurant & Brewhouse,BJ 's Imperial Red Ale
697,American Amber / Red Ale,7.70 %,Fearless Brewing Company,Loki Red Ale
698,American Amber / Red Ale,6.00 %,Roy Pitz Brewing Company,Truly Honest Ale
699,American Amber / Red Ale,9.90 %,Black Market Brewing Co. .,Invasion
700,American Amber / Red Ale,6.20 %,Les 3 Brasseurs Vieux-MontrÃ © al,AmbrÃ © e
701,American Amber / Red Ale,4.80 %,Circle Brewing Company,Devil 's Envy
702,American Amber / Red Ale,5.00 %,The Seven Barrel Brewery,The Red # 7
703,American Amber / Red Ale,7.50 %,Rhinegeist Brewery,Deuce
704,American Amber / Red Ale,8.20 %,Boston Beer Works - Canal Street,Redeemer Imperial Red Ale
705,American Amber / Red Ale,5.20 %,Great Adirondack Steak And Seafood Co. .,Ausable Wulff Red Ale
706,American Amber / Red Ale,5.00 %,Fernie Brewing Co. .,Big Caboose Red Ale
707,American Amber / Red Ale,5.40 %,Roosterfish Brewing Co. .,Mysterious Amber Ale
708,American Amber / Red Ale,-,New South Brewing Co. .,TBonz Cooper River Red Ale
709,American Amber / Red Ale,5.80 %,Morgantown Brewing Company,Old Morgantown Amber
710,American Amber / Red Ale,-,Boston Beer Company ( Samuel Adams ),Bell In Hand Ale
711,American Amber / Red Ale,4.90 %,Brewboys,Maiden Ale
712,American Amber / Red Ale,4.90 %,Barkerville Brewing Co. .,18 Karat Ale
713,American Amber / Red Ale,6.10 %,Hop Valley Brewing Company,Stepchild Red
714,American Amber / Red Ale,6.30 %,Wit 's End Brewing Company,Green Man Ale
715,American Amber / Red Ale,5.50 %,Backwoods Brewing Company,Copperline Ale
716,American Amber / Red Ale,5.60 %,Faction Brewing,Faction Red
717,American Amber / Red Ale,4.50 %,BlueTarp Brewing Co. .,BantamWeight Ale
718,American Amber / Red Ale,6.20 %,Four Corners Brewing Company,Red 's Roja
719,American Amber / Red Ale,8.20 %,Voodoo Brewing Company,Redneck Riviera Red
720,American Amber / Red Ale,6.50 %,New England Brewing Co. .,Fat-Ten-Er # 14
721,American Amber / Red Ale,4.50 %,McCashin 's Brewery,Stoke Amber
722,American Amber / Red Ale,5.50 %,Fat Head 's Brewery & Saloon,Rocketman Red
723,American Amber / Red Ale,5.00 %,Bluegrass Brewing Co. - East St. Matthew 's,Sheltowee 502 Amber Ale
724,American Amber / Red Ale,5.20 %,Ecliptic Brewing,Phobos Extra Red Ale
725,American Amber / Red Ale,-,Market Cross Pub & Brewery,Market Cross Red
726,American Amber / Red Ale,8.90 %,Firefly Hollow Brewing Co. .,Photon Imperial Crimson
727,American Amber / Red Ale,8.00 %,Temperance Beer Co. .,Evenfall
728,American Amber / Red Ale,4.70 %,World Brews,Trouble Brewing Amber Ale
729,American Amber / Red Ale,5.60 %,Beach Chalet Brewery and Restaurant,Riptide Red Ale
730,American Amber / Red Ale,5.00 %,Naked Dove Brewing Company,Wind Blown Amber Ale
731,American Amber / Red Ale,7.10 %,Revolution Brewing Company,Red Scare
732,American Amber / Red Ale,-,Abita Brewing Co. .,Saint Gleason Imperial Red Ale
733,American Amber / Red Ale,5.50 %,Royal Oak Brewery,Royal Oak Red
734,American Amber / Red Ale,6.00 %,Triple Rock Brewery & Alehouse,Red Rock Ale
735,American Amber / Red Ale,6.00 %,Altamont Beer Works,Rich Mahogany
736,American Amber / Red Ale,5.80 %,Petoskey Brewing Company,North 45 Amber Ale
737,American Amber / Red Ale,6.80 %,Freetail Brewing Company,Freetail Original
738,American Amber / Red Ale,5.00 %,McAuslan Brewing,St-Ambroise Rousse
739,American Amber / Red Ale,6.50 %,Brasserie Distillerie Du Mont Blanc,La Rousse
740,American Amber / Red Ale,11.00 %,Clown Shoes,Blimp
741,American Amber / Red Ale,6.70 %,Vintage Brewing Company,Better Off Red
742,American Amber / Red Ale,8.10 %,Council Brewing Company,Royal Blood
743,American Amber / Red Ale,-,Les 3 Brasseurs,L'AmbrÃ © e
744,American Amber / Red Ale,5.00 %,Dick 's Brewing Company,Mountain Ale
745,American Amber / Red Ale,5.00 %,Dead Frog Brewing,Mandarin Orange Amber Ale
746,American Amber / Red Ale,5.10 %,World Brews,Metolius River Rusty Spinner Amber
747,American Amber / Red Ale,7.10 %,Green Man Brewery,Red Barchetta
748,American Amber / Red Ale,-,Sierra Blanca Brewing Company ( Rio Grande ),Isotopes Slammin ' Amber
749,American Amber / Red Ale,5.90 %,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,Drop Dead Red
750,American Amber / Red Ale,6.00 %,Texas Ale Project,Fire Ant Funeral
751,American Amber / Red Ale,-,Fulton Beer,2 Gingers Barrel Aged Libertine
752,American Amber / Red Ale,9.00 %,Big Island Brewhaus & Tako Taco Taqueria,Red Sea Of Cacao
753,American Amber / Red Ale,4.50 %,Thornbridge Brewery,Sequoia
754,American Amber / Red Ale,4.60 %,Railway City Brewing Company,Railway City Iron Spike - Amber Ale
755,American Amber / Red Ale,5.00 %,Sail and Anchor Pub Brewery,Boa 's Bind Amber Ale
756,American Amber / Red Ale,5.00 %,Wachusett Brewing Company,Revered Red
757,American Amber / Red Ale,5.80 %,Pinthouse Pizza Craft Brewpub,Old Beluga
758,American Amber / Red Ale,-,Santa Barbara Brewing Company,Rincon Red
759,American Amber / Red Ale,5.00 %,Great Black Swamp Brewing Co. .,Mosquito Red
760,American Amber / Red Ale,4.50 %,Septem Microbrewery,Thursday 's Red Ale
761,American Amber / Red Ale,7.00 %,CIB Brewery & BBQ,Yola _ ™ s Artisan Ale
762,American Amber / Red Ale,-,Phantom Canyon Brewing Company,Cascade Amber Ale
763,American Amber / Red Ale,-,Four Corners Brewing Company,Boss Lady Rustic Red
764,American Amber / Red Ale,6.00 %,L'AmÃ ¨ re _ Boire,Fin De SiÃ ¨ cle
765,American Amber / Red Ale,6.50 %,Hardknott Brewery,Infra Red
766,American Amber / Red Ale,-,Boston Beer Works - Canal Street,Witch City Red
767,American Amber / Red Ale,5.20 %,Barley and Hops Grill & Microbrewery,Tuscarora Red
768,American Amber / Red Ale,4.50 %,Mildura Theatre Brewery Pty Ltd,Storm Cloudy Ale
769,American Amber / Red Ale,-,Liberty Steakhouse & Brewery,Rockets Red Ale
770,American Amber / Red Ale,5.00 %,Persephone Brewing,Rum Runner Red Ale
771,American Amber / Red Ale,6.00 %,Alameda Brewhouse,Rose City Red
772,American Amber / Red Ale,6.40 %,Galaxy Brewing Company,Galactic Silk Ale
773,American Amber / Red Ale,6.10 %,Flat 12 Bierwerks,Barrel Aged Moustache Ride Red
774,American Amber / Red Ale,4.60 %,World Brews,Double Take Amber Ale
775,American Amber / Red Ale,5.10 %,Olde Peninsula Brewpub & Restaurant,Olde Peninsula Sunset Red
776,American Amber / Red Ale,5.70 %,Dragonmead Microbrewery,Dragonmead Corktown Red
777,American Amber / Red Ale,6.00 %,Bowen Island Brewing Co. Ltd. .,Mutiny Red Ale
778,American Amber / Red Ale,5.50 %,Silver Moon Brewing,Hound 's Tooth Amber
779,American Amber / Red Ale,4.40 %,Captain Lawrence Brewing Co. .,Pilot Batch # 115 Red IPA
780,American Amber / Red Ale,6.50 %,Iron Horse Brewery,Loco Imperial Red
781,American Amber / Red Ale,7.50 %,Grand Lake Brewing Company,Trail Ridge Red
782,American Amber / Red Ale,5.00 %,Harviestoun Brewery Ltd. .,Broken Dial
783,American Amber / Red Ale,4.50 %,Beer Here,Fat Cat Red Ale
784,American Amber / Red Ale,4.70 %,Phantom Carriage,Ambler
785,American Amber / Red Ale,7.80 %,River City Brewing Co. .,Rock Island Red
786,American Amber / Red Ale,-,Engine House No. 9,Rowdy Dick Amber
787,American Amber / Red Ale,6.20 %,Endeavour Beverages,2011 Reserve Amber Ale
788,American Amber / Red Ale,5.20 %,Highland Brewing,Highland Bourbon Barrel Aged Gaelic Ale
789,American Amber / Red Ale,5.80 %,Marley 's Brewery And Grille,Pack Dog Peanut Butter Ale
790,American Amber / Red Ale,6.30 %,Magic Rock Brewing,Rapture
791,American Amber / Red Ale,4.60 %,Yazoo Brewing Company,Fall Ale
792,American Amber / Red Ale,4.50 %,Anacortes Brewery & Rockfish Grill,Anacortes Amber
793,American Amber / Red Ale,5.00 %,The Lucky Monk,Gr ` ale
794,American Amber / Red Ale,5.50 %,Water Street Brewery,Water Street Amber
795,American Amber / Red Ale,-,21st Amendment Brewery,Amber Waves
796,American Amber / Red Ale,5.40 %,Great Western Brewing,Great Western Original 16 Canadian Copper Ale
797,American Amber / Red Ale,5.20 %,The Unknown Brewing Co. .,Southern Hospitalitea
798,American Amber / Red Ale,5.50 %,Asher Brewing Company,Tree Hugger Organic Amber
799,American Amber / Red Ale,8.50 %,Smog City Brewing,California Love
800,American Amber / Red Ale,5.20 %,Beaver Street Brewery & Whistle Stop Cafe,Railhead Red
801,American Amber / Red Ale,5.20 %,Kennebec River Brewery,Sledhead Red
802,American Amber / Red Ale,5.20 %,The Defiant Brewing Company,Golden Nugget
803,American Amber / Red Ale,5.90 %,3 Daughters Brewing,Channel Marker Red Ale
804,American Amber / Red Ale,10.00 %,Kern River Brewing Company,Double Dirty Hippie
805,American Amber / Red Ale,7.40 %,The Wrecking Bar Brewpub,Nathan 's 13 Minute Amber
806,American Amber / Red Ale,6.60 %,Six String Brewing Company,Dark Red IPA
807,American Amber / Red Ale,5.00 %,Great Rhythm Brewing Company,AMPLIFIED Amber Ale
808,American Amber / Red Ale,5.20 %,Mill House Brewing Company,Alpha
809,American Amber / Red Ale,4.50 %,Krogh 's Restaurant And Brewpub,Alpine Glow Red Ale
810,American Amber / Red Ale,5.60 %,Big Dog 's Draft House,38 Special
811,American Amber / Red Ale,6.20 %,Dempsey 's Restaurant And Brewery,Dempsey 's Red Rooster Ale
812,American Amber / Red Ale,6.30 %,Right Brain Brewery,Pecan Piewhole
813,American Amber / Red Ale,6.60 %,Jupiter,Red Spot
814,American Amber / Red Ale,8.50 %,Auburn Alehouse Brewery & Restaurant,Hop Donkey
815,American Amber / Red Ale,-,Peg 's Cantina & Brew Pub,Blind Date
816,American Amber / Red Ale,6.00 %,Freetail Brewing Company,Pinata Protest
817,American Amber / Red Ale,7.00 %,Intuition Ale Works,Riverside Red Ale
818,American Amber / Red Ale,5.50 %,Creature Comforts,Misty Valley Reclaimed Rye
819,American Amber / Red Ale,-,The Cannon Brewpub,Red Jacket Ale
820,American Amber / Red Ale,4.60 %,Tiny Rebel Brewing Co. .,Cwtch
821,American Amber / Red Ale,-,Harmon Restaurant & Brewery,Expedition Amber
822,American Amber / Red Ale,6.40 %,7 Seas Brewery and Taproom,Cutt 's Ale
823,American Amber / Red Ale,5.80 %,StormBreaker Brewing,Mississippi Red
824,American Amber / Red Ale,-,Big Time Brewery & Alehouse,Atlas Amber Ale
825,American Amber / Red Ale,7.90 %,Austin Beer Garden Brewing Co. .,Big Mama Red
826,American Amber / Red Ale,6.00 %,Microbrasserie de l'ile d'OrlÃ © ans,Suzanne Marceau
827,American Amber / Red Ale,5.00 %,Microbrasserie du LiÃ ¨ vre,La Frousse
828,American Amber / Red Ale,-,Duquesne Bottling Company,Fort Pitt Ale
829,American Amber / Red Ale,4.80 %,Bent Hill Brewery,Maple Red Ale
830,American Amber / Red Ale,5.00 %,Crossroads Brewing Company,Brick Row Red
831,American Amber / Red Ale,6.00 %,Bullfrog Brewery,That Red Ale
832,American Amber / Red Ale,5.00 %,Picaroons Brewing Co. .,Harvest Ale
833,American Amber / Red Ale,9.20 %,Three Heads Brewing,Buffalo Soul Jah Imperial Red Ale
834,American Amber / Red Ale,-,Minocqua Brewing Company,Road-Kill Red
835,American Amber / Red Ale,-,McMenamins,Workingman 's Red
836,American Amber / Red Ale,7.00 %,Aspen Brewing Co. .,Conundrum Red Ale
837,American Amber / Red Ale,8.30 %,HammerHeart Brewing Company,Serpensblod
838,American Amber / Red Ale,7.40 %,Obed & Isaac _ ™ s Microbrewery & Eatery,Obed 's Pride Amber Ale
839,American Amber / Red Ale,5.50 %,Howe Sound Inn & Brewing Company,Mettleman Copper Ale
840,American Amber / Red Ale,6.50 %,Riverside Brewing Company,Forty Four American Amber
841,American Amber / Red Ale,8.30 %,Snoqualmie Falls Brewing Company & Taproom,Baphomet
842,American Amber / Red Ale,6.50 %,The Grumpy Troll Restaurant and Brewery,Erik The Red
843,American Amber / Red Ale,6.20 %,Williams Brothers Brewing Company,Paradigm Shift
844,American Amber / Red Ale,7.50 %,Payette Brewing,Slaughterhouse Red India Ale
845,American Amber / Red Ale,5.00 %,Microbrasserie Pit Caribou,Bonne Aventure Rousse
846,American Amber / Red Ale,5.50 %,Stoup Brewing,NW Red
847,American Amber / Red Ale,5.00 %,Rock Bottom Restaurant & Brewery,North Star Amber
848,American Amber / Red Ale,6.70 %,Tradesman Brewing Co. .,Bricklayer
849,American Amber / Red Ale,6.10 %,Crabtree Brewing Company,Serenity Amber Ale
850,American Amber / Red Ale,5.60 %,Pumphouse Brewery,Red Alert Ale
851,American Amber / Red Ale,5.00 %,Bogota Beer Company,Monserrate Roja
852,American Amber / Red Ale,4.80 %,Snowy Mountains Brewery,Razorback
853,American Amber / Red Ale,6.00 %,Baja Brewing Company,Baja Red
854,American Amber / Red Ale,6.00 %,Boxing Rock Brewing Co. .,Temptation Red Ale
855,American Amber / Red Ale,5.50 %,Original Gravity Brewing Company,County Street Amber
856,American Amber / Red Ale,7.00 %,Rip Current Brewing,Raked Over Red
857,American Amber / Red Ale,5.60 %,Big Muddy Brewing,17th Street Amber Ale
858,American Amber / Red Ale,6.50 %,Drake 's Brewing Co. .,Drake 's Red Eye
859,American Amber / Red Ale,6.83 %,5 Stones Craft Brewing Co. .,Flower Child
860,American Amber / Red Ale,5.30 %,Big Elm Brewing,Lion 's Ale
861,American Amber / Red Ale,-,Bold City Brewery,E Street Ale
862,American Amber / Red Ale,6.00 %,Cervejaria AmazÃ ´ nia Ltda .,Red Ale Priprioca
863,American Amber / Red Ale,6.00 %,Labatt Brewing Company Ltd. .,Budweiser Crown
864,American Amber / Red Ale,5.50 %,Strangeways Brewing,GWARblood
865,American Amber / Red Ale,6.00 %,Double Barley Brewing,Abby 's Amber Ale
866,American Amber / Red Ale,-,Charlie & Jake 's Brewery & Grille,Indian River Red
867,American Amber / Red Ale,4.70 %,Lervig Aktiebryggeri AS,Hoppy Joe
868,American Amber / Red Ale,5.60 %,Redhook Ale Brewery,Joint Effort
