dblp_scholar_id,yr_published,journal_name,creator_list
18872,2000.0,,ca bondioli
18873,,,fj brandenburg
18874,2000.0,"new directions for adult and continuing education ,",bj daley
18875,,"an inland demonstration project report , madison ,",l klessig
18876,2003.0,"electronic library ,",kw fan
18877,,"md ,",jb calhoun
18878,,"acm transactions on database systems ,",t chopping
18879,,"masterâ ?? s thesis , mit laboratory of computer science ,",d maziå?res
18880,,"environmental management ,","gr robinson , sn handel , vr schmalhofer"
18881,1997.0,"new directions for adult and continuing education ,","cc gibson , tl gibson"
18882,,,dp dethier
18883,,,"b krã?tz , g oã ¨ lafsson"
18884,1976.0,"horumon to rinsho ,","s yamada , m ito , s kobayashi"
18885,,"proc . 28th int . cosmic ray conf. , tsukuba ,",lg sveshnikova
18886,1996.0,,"mw zimmerman , j bloch"
18887,,,m karmi
18888,1990.0,,k erdmann
18889,2000.0,"proc . spie ,","n kobayashi , at tokunaga , h terada , m goto , m"
18890,,,"d panigrahi , c chiasserini , s dey , r rao , a"
18891,1997.0,"journal of emergency medicine ,","k chen , j varon , oc wenker , dk judge , re fromm , gl"
18892,,at .,"mg davydov , ib rakhmanov , ap mikhelev"
18893,,see,g if
18894,,proceedings of the 22nd acm sigact-sigmod-sigart symposium,"g gottlob , c koch , r pichler"
18895,1996.0,"electronic library ,",l floridi
18896,,"i > proc . sigmod conf. , < / i > acm press , new york ,","lgh garcia-molina , a tomasic"
18897,1998.0,"electronic markets ,","s field , y hoffner"
18898,,"md ,",rw light
18899,1998.0,"genes to cells ,","t sekimoto , k yoshinobu , m yoshida , s kuratani , s"
18900,,,"s bergamaschi , c sartori , d beneventano , m vincini"
18901,1986.0,"ph. d. thesis california univ. , santa barbara. ,",fa jamjoom
18902,,"san diego , ca ,","m zuckerman , b lubin"
18903,,,"rh pettway , nw sicherman , dk spiess"
18904,2000.0,"computer networks ,","l hughes , o banyasad , e hughes"
18905,,"conf . on management of data , washington , dc ,","w litwin , ma neimat , das lh"
18906,1976.0,"zurich , switzerland , 1-4 sept. 1976 ,",a furrer
18907,,"ieee computer ,","dp agrawal , vk janakiram"
18908,,,b buchberger
18909,2004.0,"cochrane database syst . rev ,","j chen , c liu"
18910,2002.0,"vldb ,","s chandrasekaran , mj franklin"
18911,,proc . 1990,"n beckmann , hp kriegel , r schneider , b seeger"
18912,2003.0,"proceedings of spie ,","k mostafa , am darwish"
18913,,pc,c wood
18914,2004.0,,"jm bossert , sy liu , y shaham"
18915,,"unpublished manuscript ,",rb harris
18916,1994.0,"proceedings of the second acm international conference on & hellip ; ,","k jeffay , dl stone"
18917,1997.0,"wisconsin law review ,",ts ulen
18918,,,"tw yoon , dr yang , ks lee , ym kwon"
18919,2004.0,"ieee transactions on knowledge and data engineering ,","l shou , z huang , kl tan"
18920,,"new york : manpower demonstration research corporation ,","d bloom , h kopp , d long , d polit"
18921,2005.0,"proceedings of the 2005 acm sigmod international conference & hellip ; ,","k lefevre , d dewitt , r ramakrishnan"
18922,,"proceedings of acm sigmod ,","gs manku , s rajagopalan , bg lindsay"
18923,1999.0,"new directions for higher education ,","rs levitz , l noel , bj richter"
18924,1989.0,"proc . spie ,","f de fornel , jp goudonnet , l salomon , e lesniewska"
18925,2003.0,"proceedings of acm workshop on formal methods in security & hellip ; ,","a datta , a derek , jc mitchell , d pavlovic"
18926,1997.0,"sigmod record ,","s ramanathan , j hodges"
18927,2001.0,"machine learning ,","m brodie , g dejong"
18928,1999.0,,ss ravi-shankar
18929,,"information and software technology ,","h zhuge , j ma , x shi"
18930,1999.0,"journal of emergency medicine ,","m garfinkel , h blumstein"
18931,,"acm transactions on database systems ,",g ozsoyo
18932,1996.0,"new directions for adult and continuing education ,","s imel , ej tisdell"
18933,,"san diego ,","mr rose , gv lauder"
18934,,proc . acm multimedia,"a dean , d sitaram , p shahabuddin"
18935,2001.0,"proceedings of the 27th international conference on very & hellip ; ,",ej sol
18936,,at,d astm
18937,,"plantcpr , seattle , washington ,","r hrachovec , g minton"
18938,,,"j bagger , j wess"
18939,,"san diego ,","fb abeles , pw morgan , me saltveit jr"
18940,2000.0,"computer networks ,","ea boiten , h bowman , j derrick , pf linington , m"
18941,1963.0,"wisconsin studies in contemporary literature ,",a gossman
18942,,"unpublished manuscript ,","me ehrman , bl leaver"
18943,,,"a lymer , r debreceny , g gray , a rahman"
18944,2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,","l yin , k weiss"
18945,1992.0,"the histochemical journal ,","ja aten , pjm bakker , j stap , ga boschman , chn"
18946,2000.0,"cochrane database syst rev ,","a tan , p bhalla , r smyth"
18947,,"history of programming languages ii . new york and reading , & hellip ; ,",fp brooks jr
18948,,"santa barbara , california ,","s junak , t ayers , r scott , d wilken , d young"
18949,1999.0,"social studies and the young learner ,",al mccall
18950,1996.0,"genes to cells ,","m kimura , a ishihama"
18951,,"inproceedings of the acm sigmod international conference on & hellip ; ,","s acharya , m franklin , s zdonik"
18952,,"see ref ,",j bligh
18953,2005.0,"proceedings of the 14th acm international conference on & hellip ; ,",h ahonen-myka
18954,1997.0,"cellular and molecular biology letters ,","b rockel , b blasius , f beck , r ratajczak , u"
18955,1995.0,"electronic library ,",pa van brakel
18956,1999.0,"journal of emergency medicine ,","p salen , v nadkarni"
18957,1984.0,"new directions for higher education ,",bl schneider
18958,,"unpublished manuscript ,",c ratcliffe
18959,2005.0,"proceedings of the 31st international conference on very & hellip ; ,","a barta , mp consens , ao mendelzon"
18960,,,p bankston
18961,2004.0,"md ,",e citations
18962,,,"r fagin , r kumar , m mahdian , d sivakumar , e vee"
18963,2002.0,"proceedings-combustion institute ,","mi radulescu , hd ng , jhs lee , b varatharajan"
18964,,,"j barros , j french , w martin , p kelly , jm white"
18965,2003.0,"computer networks ,","f hu , nk sharma"
18966,2000.0,"annals-new york academy of sciences ,","sk ray , gg wilford , sf ali , nl banik"
18967,,,k lahiri
18968,,proceedings of the fifth acm sigact-sigmod symposium on,"sc ck , p kanellakis"
18969,1997.0,"proceedings of the 23rd international workshop on graph - & hellip ; ,",r uehara
18970,,"proceedings of the international conference on very large & hellip ; ,","n pappas , s christodoulakis"
18971,1987.0,,u hoffmann
18972,2000.0,,"rg wetzel , ge likens"
18973,,"the vldb journal ,","p boncz , s manegold , m kersten"
18974,1999.0,"sigmod conference ,",hm jamil
18975,2003.0,,"jc azevedo , xb wu , mg messina , rf fisher"
18976,,,"s manegold , p boncz , ml kersten"
18977,2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,","hk huang , a zhang , b liu , z zhou , j documet , n"
18978,1963.0,,ja mcdonald
18979,2002.0,"cochrane database syst rev ,","g young , d jewell"
18980,1998.0,"social studies and the young learner ,",c mcgrew
18981,,"proceedings of the 23rd annual session of the gulf and & hellip ; ,","dk caldwell , mc caldwell"
18982,1991.0,,rm gifford
18983,,"unpublished manuscript. ,","cg scott , e ponce"
18984,,"pc magazine ,",l von schweber
18985,,,"k wiemer-hastings , j krug , x xu"
18986,1996.0,,jq patton
18987,,,"pb gibbons , b karp , y ke , s nath , s seshan"
18988,,"proceedings of acm sigmod conference on management of data , & hellip ; ,",js parkâ ? ¦
18989,2001.0,"area ,","kk wong , x zhao"
18990,1992.0,"iee proceedings-d ,","m steinbuch , jc terlouw , oh bosgra , sg smit"
18991,,"proceedings of the international conference on very large & hellip ; ,","r agrawal , r bayardo , c faloutsos , j kiernan , r"
18992,,,l de alfaro
18993,,"see ref ,",e crane
18994,1997.0,,la rex
18995,2001.0,"contributions to nephrology ,","ed schleicher , a bierhaus , pp nawroth , r lehmann"
18996,,"proceedings of the vldb workshop on information integration & hellip ; ,","kcc chang , b he , z zhang"
18997,,"bust to boom ,","soâ ?? riain , poâ ?? connell"
18998,,"artificial intelligence review ,","j zhang , ys yim , j yang"
18999,,,al lucke
19000,1999.0,"vldb ,",c mohan
19001,2000.0,"journal of emergency medicine ,","b clyne , da jerrard"
19002,,"computerworld ,",t hoffman
19003,,,l tao
19004,2003.0,"unpublished manuscript ,","a gelman , i pardoe"
19005,,"academic , san diego ,",er davis
19006,,"san diego ,","h stone , jl sidel"
19007,,,k trivisa
19008,,"see ref ,",da norton
19009,,"ieee computer ,","jg kuhl , d evans , y papelis , r romano , g watson"
19010,2000.0,"proceedings of the international conference on very large & hellip ; ,","c shahabi , a faisal , fb kashani , j faruque"
19011,,"& hellip ; india : research and policy , bombay : oxford university press",s tendulkar
19012,,,"s merchant , e arnold , h baumgart , s mukherjee , h"
19013,,"phil . mag ,",js dugdale
19014,,"ja acc . chem . res ,","f basolo , bm hoffman"
19015,,,pw webb
19016,,"computerworld ,","hj watson , h glover"
19017,1981.0,"acm sigir forum ,","h wu , g salton"
19018,1993.0,"journal of personality and social psychology ,","jj gross , rw levenson"
19019,1997.0,"the vldb journal the international journal on very large & hellip ; ,","s mehrotra , hf korth , a silberschatz"
19020,,pc,sb howard
19021,1996.0,"new directions for higher education ,",a gibbs
19022,2003.0,,"e shih , v bahl , m sinclair"
19023,,"microsoft excel ,",m dodge
19024,,proc . of the acm sigmod conference on management of data (,"d rafiei , a mendelzon"
19025,2005.0,"proceedings of the 5th acm international conference on & hellip ; ,","j sun , w yuan , m kallahalla , n islam"
19026,,,r plomin
19027,,"athens , greece : new technology publications , september ,","sk katsikas , da gritzalis"
19028,,"unpublished manuscript ,",dw boyd
19029,1992.0,"new directions for adult and continuing education ,","lap daloz , pj edelson"
19030,2002.0,"bt technology journal ,",sj harris
19031,,,"s zhou , c xu , h wu , j zhang , y lin , j wang , j gray"
19032,,,"m shyono , k kobayashi , tl nguyen , k hosoda , t kato"
19033,1998.0,"mayo clinic proceedings ,","jh ryu , tv colby , te hartman"
19034,,"computerworld ,",gh anthes
19035,1992.0,"the academy of management journal ,","jb heide , as miner"
19036,,,"f pereira , r koenen"
19037,1976.0,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,","d apostol , i apostol , in mihailescu"
19038,,"geography ,",hc darby
19039,,,"ma larsen , md myers"
19040,1972.0,,sel miller
19041,,"technical report csl-tr-92-526 , stanford university , computer",jp singh
19042,1989.0,,e hashem
19043,1999.0,"proceedings of the seventh acm international conference on & hellip ; ,","m jourdan , l tardif , l villard"
19044,,"phil . mag ,",rc faust
19045,1987.0,"management science ,",am geoffrion
19046,,"i ,",vl shashkin
19047,1996.0,"transplantation proceedings ,","mc jouan , j decaris , c bicocchi , l joseph , j"
19048,2004.0,,ma prietoâ ? ¦
19049,,proc . of the acm-sigmod symposium on principles of database,"b pagel , h six , h toben , p widmayer"
19050,1984.0,"geography ,",j sheail
19051,1974.0,"new directions for higher education ,",nc harris
19052,,"acm trans . database syst . 2 , 3 ( sept. 1977 ) ,",f agin
19053,1997.0,"proceedings of the international conference on very large & hellip ; ,","s kumar , ek kwang , d agrawal"
19054,,,"rd banker , rj kauffman"
19055,,,en hanson
19056,,& hellip ; networks pi meeting and demonstration ( http://www . crd . ge .,"sf bush , ab kulkarni , v galtier , k mills , y"
19057,,,i fajfar
19058,,,"woâ ?? connell , it ieong , d schrader , c watson , g au"
19059,,electronic,"dg fairbairn , al haines"
19060,1997.0,"vldb ,","jh lee , yk lee , ky whang"
19061,,"acc . chem . res ,",n york
19062,,proceedings of the acm sigmod international conference on,"aa ac , s chaudhuri"
19063,,,"g tardini , ag peeters , gv pereverzev , f ryterâ ? ¦"
19064,,"proceedings of the 1993 igs workshop , 25-26 march ,","y bock , p fang , k stark , j zhang , j genrich , s"
19065,,,portal.acm.org
19066,,,il chicago
19067,1964.0,"lancet , i ,",jg humble
19068,,,vt chakaravarthy
19069,,"at bucld ,","w snyder , s felber , b kang , d lillo-martin"
19070,2004.0,"acc . chem . res ,","hw roesky , s singh , v jancik , v chandrasekhar"
19071,,"san diego , california ,","b mearns , r mearns"
19072,,proceedings of the 1981 acm sigmod international conference,p richard
19073,,"acm press , new","a feldmann , ac gilbert , p huang , w willinger"
19074,1991.0,"new directions for adult and continuing education ,",tj settle
19075,,"see ref ,","jw turner , c peterson"
19076,1989.0,,h plrahe
19077,,,"n ohlsson , c wohlin , b regnell"
19078,,,p held
19079,1997.0,,s leroy
19080,1986.0,"vldb ,",us chakravarthy
19081,2002.0,"vldb ,","v hristidis , y papakonstantinou"
19082,,,"d zhang , sf chang"
19083,1994.0,"journal of emergency nursing ,","eb geraci , ta geraci"
19084,1984.0,"computerworld. ,",j gallant
19085,1981.0,"acm sigir forum ,","af smeaton , cj van rijsbergen"
19086,2004.0,"university of wisconsin ,","mr carter , pd little , t mogues , w negatu"
19087,,"ibm almaden research center , san jose , california ,","s sarawagi , r agrawal , a gupta"
19088,,proc . acm,"s williams , m abrams , cr standridge , g abdulla , ea"
19089,1971.0,,rlt molina
19090,,"computerworld ,",a radding
19091,1981.0,"acm transactions on database systems ,",r fagin
19092,,,"rg sibbald , d williamson , hl orstedâ ? ¦"
19093,2002.0,,"h yu , j qian , k yuval , m gerstein"
19094,2004.0,"cochrane database syst rev ,","mh pittler , e ernst"
19095,,,"j korner , c pilotto , g simonyi"
19096,,"msc thesis , computer science department , the hebrew university ,",i kremer
19097,1997.0,"social studies and the young learner ,",k hoelscher
19098,,unpublished,s hiroya
19099,1988.0,"water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,","dj calkins , gd ashton"
19100,2000.0,"journal of emergency medicine ,","cp cannon , aj sayah , rm walls"
19101,,"& hellip ; . proceedings of the 23rd annual scutrea conference , lincoln ,",a thomson
19102,,"submitted for publication ,","f schweitzer , b tilch"
19103,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,","k tappura , t hakkarainen , k rakennus , m hovinen , h"
19104,,proc . intl. conf . on very large data,sl osbom
19105,,"proceedings ( d. sangiorgi , r. de simone , eds . ) ,","c bodei , p degano , f nielson , hr nielson"
19106,,proceedings,g overgaard
19107,2003.0,"proceedings of the 2003 acm sigmod international conference & hellip ; ,","e agichtein , l gravano"
19108,,"proc . acm sigmod conference on the management of data ,",w litwin
19109,,proceedings of acm,"c sun , c ellis"
19110,,at .,"vm kosenkov , sa vorobâ ?? ev"
19111,2002.0,"discussiones mathematicae graph theory ,","j fiala , j kratochvãl"
19112,,"proceedings of the 23rd annual conference of the military & hellip ; ,","wj phalen , jj weissmuller"
19113,1988.0,,sw knowledge
19114,1990.0,,"lm le cam , gl yang"
19115,1977.0,"acm sigart bulletin ,",ak joshi
19116,,"unpublished manuscript ,","ab nsamenang , me lamb"
19117,,"proc. , 28th annual seminars and symposium , project & hellip ; ,","aj shenhar , b nofzinger"
19118,,"international conference in sludge management ,","m ozaki , h watanabe , b wieusch"
19119,1998.0,,kb maddox
19120,,,"a ip , r linser"
19121,,"down to earth ,","bl bret , ll larson , jr schoonover , tc sparks , gd"
19122,1993.0,"neuropsychopharmacology-san diego - ,",ag karczmar
19123,1997.0,"acm sigchi bulletin ,","s whittaker , e isaacs , vo ` day"
19124,2000.0,,ww donaldson
19125,,submitted for,"mt benameur , v nistor"
19126,1997.0,"lecture notes in computer science ,","d wong , n paciorek , t walsh , j dicelie , m young , b"
19127,,,t kern
19128,,"as at ,",as at
19129,1998.0,"financial management ,","wt carleton , cr chen , tl steiner"
19130,,"i : an ,",rc merton
19131,,,"s norine , r thomas"
19132,,,"rt sparrowe , rc liden , sj wayne , ml kraimer"
19133,,"m. varghese company , bombay , india",gh hamor
19134,1994.0,"journal of neural transmission supplementum ,","j kornhuber , m weller , k schoppmeyer , p riederer"
19135,1996.0,,m takeyama
19136,,"phil . mag ,",l vegard
19137,1998.0,"isbn ,","r baldwin , a yates , n howard , s roa"
19138,,"proc . 12th . acm . scg ,",p raghavanands
19139,,"proceedings of string processing and information retrieval & hellip ; ,","cc pan , kh yang"
19140,1991.0,"acm sigplan notices ,",jh reppy
19141,1997.0,"lecture notes in computer science ,","ys ramakrishna , cr ramakrishnan , iv ramakrishnan ,"
19142,1994.0,"bt technology journal ,",i adjali
19143,1998.0,"political geography ,",ac hudson
19144,,"academic : san diego ,","bp lukert , be kream"
19145,,"ieee computer ,",la belady
19146,,"computerworld ,",m betts
19147,1996.0,"new directions for higher education ,",sa cox
19148,,"see ref ,",f barth
19149,2001.0,"new directions for adult and continuing education ,",ca hansman
19150,1988.0,"water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,","te myers , ja miller , fl snitz"
19151,1994.0,"mayo clinic proceedings ,","gr locke , nj talley , al weaver , ar zinsmeisterâ ? ¦"
19152,,acm sigmod,s gatziuâ ? ¦
19153,,"see ref ,","j aschoff , u gerecke , a kureck , h pohl , p rieger ,"
19154,1995.0,"blood-new york - ,","t kishimoto , s akira , m narazaki , t taga"
19155,1999.0,,dj reilly
19156,,"conference on management of data ,","y ioannidis , y kang"
19157,,proceedings of the 23rd international conference on software,"g engels , r balzer , v gruhn"
19158,,"sigmod conference ,","eon patrick , d quass"
19159,,"phil . mag ,",l kelvin
19160,,,f belanger
19161,1992.0,"journal of emergency medicine ,",rb vukmir
19162,1996.0,,jc sorensen
19163,2002.0,"academy of management review ,","sa zahra , g george"
19164,1998.0,"proceedings-ieee ,","sy kung , jn hwang"
19165,1999.0,"image and vision computing ,","t gevers , awm smeulders"
19166,1974.0,"acm sigplan notices ,","o lecarme , p desjardins"
19167,2004.0,"proceedings of the 12th annual acm international conference & hellip ; ,","g wang , p cook"
19168,,"computer networks ,","a tomkins , j wiener"
19169,1994.0,"journal of personality and social psychology ,",k lanning
19170,,"proc . 29th acm stoc ,","d grigoriev , m karpinski"
19171,,"procs 2nd hellenic conference on mathematics and informatics & hellip ; ,","en mathioudakis , ep papadopoulou , yg saridakis"
19172,1992.0,"new directions for higher education ,",dj eagan
19173,1983.0,"journal of personality and social psychology ,","sm miller , ce mangan"
19174,1997.0,"sigmod record ,","k ramamritham , n soparkar"
19175,,"md ,",ra herrmann
19176,2004.0,"submitted for publication ,",t blossier
19177,2003.0,"cochrane database syst rev ,","c bassi , m larvin , e villatoro"
19178,1984.0,"new directions for teaching and learning ,",ld fink
19179,,proceedings of the acm sigmod international conference on,"p buneman , s davidson , g hillebrand , d suciu"
19180,1996.0,"the vldb journal the international journal on very large & hellip ; ,","d dey , tm barron , vc storey"
19181,,"academic , san diego ,",i newton
19182,,proceedings of,"l lim , m wang , s padamanabhan , js vitter , rxpl"
19183,1991.0,"information and software technology ,","g tate , j verner"
19184,,"proc . of the intâ ?? l conf . on vldb ,","am alashqur , syw su , h lam"
19185,,"pc magazine ,",a robbins
19186,,,lf baxter
19187,1997.0,"zero to three ,","m kaplan-sanoff , tw brown , b zuckerman"
19188,,proceedings of acm,f modugno
19189,1996.0,"journal of emergency nursing ,","ka hansen , se shapiro"
19190,,,"t binns , n fereday"
19191,,"see ref ,","t furuichi , t michikawa , k mikoshiba"
19192,,"proceedings of international conference on management of & hellip ; ,",ej oã cents
19193,,"introduction to meteorology ,",b ziv
19194,,"stanford university , stanford ( 1992 ) technical report csl-tr-92 -",a guptaâ ? ¦
19195,,"acm transactions on database systems ,","dg severance , gm lohman"
19196,1977.0,"acm transactions on database systems ,","st march , dg serverance"
19197,,"proceedings of the international conference on management & hellip ; ,","ks narasaih , c morasse , j lemay"
19198,1991.0,,"dhd warren , vs costa , r yang"
19199,1997.0,"vldb ,","t seidl , hp kriegel"
19200,,,"a valdes-garcia , r venkatasubramanian , r"
19201,2003.0,"sigmod record ,",e pourabbas
19202,1991.0,"new directions for higher education ,",dh pilon
19203,,diabetes-new,rh unger
19204,,"international symposium on forskolin . bombay , india , january ,","rh rupp , nj de soaza , an dohadwalla"
19205,,submitted for,"s pal , i cseri , o seeliger , m rys , g schaller , w"
19206,,,a cohen
19207,1996.0,,"me fayad , w tsai , ml fulghum"
19208,,"acm trans on database systems ,",e clemons
19209,,"proc . 1999 int . conf . very large data bases ( vldbâ ?? 99 ) , & hellip ; ,",m garofalkis
19210,1996.0,"environment protection engineering ,","j straszko , la paulo , a witkowski"
19211,,,"wg mallard , pj linstrom"
19212,,management,ml fisher
19213,1996.0,,"dc rogers , pj demott , wa cooper , rm rasmussen"
19214,,lecture notes in computer science .,jn gray
19215,2003.0,"bt technology journal ,","spa ringland , fj scahill"
19216,,proceedings of,s herzog
19217,2005.0,"computer networks ,","c long , b zhao , x guan , j yang , c long , b zhao , x"
19218,1999.0,"fiber ,","k nakane , k takahashi , f suzuki , y kurokawa"
19219,2000.0,"cochrane database syst rev ,","p martin-hirsch , g jarvis , h kitchener , r lilford"
19220,2000.0,"blood-new york - ,","s allen , am abuzenadah , j hinks , jl blagg , t"
19221,,"proc . of the acm sigmod conference on management of data , & hellip ; ,",r bayardo
19222,1979.0,"acm transactions on database systems ( tods ) ,","op buneman , ek clemons"
19223,,"electronic learning ,","m honey , d bennett"
19224,2000.0,"sigmod record ,",acms anthology
19225,2001.0,"adolescence-san diego - ,","tl dunkley , eh wertheim , sj paxton"
19226,,acm trans . on database systems,j ullman
19227,1995.0,,"mj kolen , rl brennan"
19228,1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",j peltoniemi
19229,2002.0,"journal of emergency medicine ,",m blaivas
19230,1977.0,"acm signum newsletter ,","b ford , j bentley"
19231,,"technical report rj9963 , ibm research division , almaden research","r srikant , r agrawal"
19232,,"proc . acm sigcomm ,","j byers , j considine , m mitzenmacher"
19233,,"proceedings of the ninth workshop on vitamin d. orlando , & hellip ; ,","rm francis , it boyle , c moniz , am sctcliffe , bs"
19234,,"pc magazine ,",s rupley
19235,2000.0,"academy of management journal ,",sj lambert
19236,1988.0,"the histochemical journal ,","i shore , j moss"
19237,1988.0,"vldb ,",a bhide
19238,1993.0,,"r agrawal , a swami"
19239,1995.0,"proceedings : biological sciences ,",a goldbeter
19240,,"demonstration at the international symposium on augmented & hellip ; ,","f echtler , h najafi , g klinker"
19241,1994.0,"proceedings of the international conference on very large & hellip ; ,","ss anand , da bell"
19242,1994.0,"journal of emergency medicine ,",jn love
19243,,"md ,","cj powell , a jablonski"
19244,1998.0,"acm sigmod record ,","vj tsotras , cs jensen , rt snodgrass"
19245,,,ss chen
19246,,,mfh hamm
19247,,"proceedings , translation of â ?? le phã © nomã ¨ ne d &#39; okloâ ?? : & hellip ; ,",r naudet
19248,,"proceedings of acm sigcomm ,","jm hyman , aa lazar , g pacifici"
19249,1989.0,,"cd aliprantis , dj brown , o burkinshaw"
19250,,"proceedings of the 23rd symposium of the interface between & hellip ; ,","rb safadi , rh wang"
19251,1994.0,"transplantation proceedings ,","i sketris , n waite , k grobler , m west"
19252,,,"a gupta , l misra"
19253,,"md ,","nn rabalais , re turner , d justic , q dortch , wj"
19254,,unpublished,l chavez
19255,1999.0,"bt technology journal ,","nj fiddian , p marti , jc pazzaglia , k hui , a preece"
19256,,,"p kingsbury , m palmer , m marcus"
19257,1988.0,"journal of personality and social psychology ,",d watson
19258,,"at . spectrosc ,","jl burguera , m burguera"
19259,1994.0,"new directions for higher education ,",db johnstone
19260,2000.0,,"j arnoso , r vieira , ej vã © lez , ts cain weixin"
19261,,"submitted for publication ,","mj sottile , rg minnich"
19262,1995.0,"proceedings of the international conference on very large & hellip ; ,",j orenstein
19263,,proc . acm,"w xu , gcadq ransom"
19264,,"see low ,",js dryzek
19265,1999.0,"proceedings of the third acm sigplan international & hellip ; ,","e visser , a tolmach"
19266,,"proc . of the 29th eps conf . on plasma phys . and control . & hellip ; ,",c angioniâ ? ¦
19267,,"phil . mag ,",i waller
19268,1997.0,"lecture notes in computer science ,","m ester , hp kriegel , j sander"
19269,,proc . of the acm sigmod,"ls colby , t griffin , l libkin , is mumick , h"
19270,,acm,s mullenderâ ? ¦
19271,,"f = i ,",g phetteplace
19272,,"proceedings del iii congres dâ ?? historia de barcelona ,",ri arderiu
19273,,"university of california , santa barbara doctoral & hellip ; ,",yy chen
19274,,"electronic engineering ,",s murugesan
19275,1966.0,,dw eakins
19276,1993.0,"proceedings of the international conference on information & hellip ; ,","m jarke , k pohl"
19277,,"proceedings of acm oopsla ,",p maes
19278,,"acm tods ,","m olivier , s von solms"
19279,,"see galligan ,",tj courchene
19280,1992.0,"acm transactions on database systems ,","p atzeni , r torlone"
19281,,"procs . conf . on information and knowledge management ,","d wu , d agrawal , ae abbadi , a singh"
19282,,"pc magazine , june ,",l stevens
19283,1998.0,,rs shapiro
19284,1982.0,"acm signum newsletter ,","wh vandevender , kh haskell"
19285,2005.0,"journal of web semantics , special issue on '' rules and & hellip ; ,","m hatala , r wakkary , l kalantari"
19286,,"proc . acm intl. conf . on sigkdd ,","c palmer , p gibbons , c faloutsos"
19287,1978.0,"new directions for higher education ,","jg gaff , do justice"
19288,,"isbn ,","m hull , d joyce , g turner , p wardle"
19289,1996.0,"lecture notes in computer science ,","rh hardin , z har ` el , rp kurshan"
19290,,proceedings of the 3rd worl d congress on intelligent,"h yu-sheng , h sheng-lian , h guo-si"
19291,1997.0,,bj wilsonâ ? ¦
19292,1999.0,"project management journal ,",t kotnour
19293,,"proceedings o [ 1983 acm sigmod conference , engineering","r lorie , w plouffe"
19294,,"see ref ,","lmc dandurand , gr knudsen"
19295,,"ecology & environment , inc. , seattle ,",d harris
19296,,"santa barbara , university of california ,",jl howard
19297,,"pc magazine ,",a cohen
19298,,"geography ,",j gifford
19299,,,r martin
19300,1999.0,"computer networks ,","e thomopoulos , le moser , pm melliar-smith"
19301,2002.0,"bt technology journal ,","rj jacobs , md walker , rim jeffery"
19302,,"procs . of the vii argentinean conf . in computer science ( & hellip ; ,","sa gomez , l lanzarini"
19303,,,t millstein
19304,,,"b harry , p sanders , pa bernstein , d shutt , j"
19305,,"proc . internat . conf . of very large data bases , framingham , & hellip ; ,","sb yao , ag merten"
19306,1991.0,,m ulrich
19307,,acm sigmod international conference on management of,"n gehani , hv jagadish eto"
19308,2000.0,"new directions for teaching and learning ,",bw speck
19309,1996.0,"journal of emergency medicine ,","m ramundo , t mcknight , j kempf"
19310,,"proceedings of the 23rd international conference of safety & hellip ; ,","es weiss , nb greninger , mj sapko"
19311,,"proceedings of acm sigcomm ,",k lai
19312,2003.0,"computer networks ,","y xu , sc xu , bx wu"
19313,1990.0,"new directions for teaching and learning ,","pr pintrich , gr johnson"
19314,,"proc . 29th iahr congress ,","s soares frazã # o , m poncin , v paquier , b spinewine"
19315,,"procs . 13th int . conf . on information systems development . & hellip ; ,",j ralyte
19316,,"proc . of acm nossdav ,","z ge , p ji , p shenoy"
19317,,"computer networks ,","m philippe , e peter"
19318,,"unpublished manuscript ,","h benãtez - silva , d dwyer"
19319,1977.0,"acm transactions on database systems ( tods ) ,","hd anderson , pb berra"
19320,1993.0,"new directions for adult and continuing education ,",wa howe
19321,,"acm transactions on database systems ( tods ) ,",s alagãc
19322,,"unpublished document . new york : manpower demonstration & hellip ; ,","d greenberg , d meyer , c michalopoulos , p robins"
19323,,procs . of the 1998 ieee conference on intelligent,r gregor
19324,,"ieee computer ,",p stenstrom
19325,,"i. falk ,",a solomon-godeau
19326,,"proceedings of the 16th international conference on vldb ,","h zeller , j gray"
19327,2000.0,,v rehabilitation
19328,1995.0,,kc graf
19329,1988.0,"the histochemical journal ,","f sasaki , t kinoshita , h takahama , k watanabe"
19330,,"proc . innc ,","a ultsch , hp siemon"
19331,,"computer networks ,",iw cotton
19332,,submitted for,"eg steinbach , y liang , b girod"
19333,,"phil . mag ,",jj sylvester
19334,,,"k sayre , jh poore"
19335,2003.0,"cochrane database syst rev ,","ba darlow , nc austin"
19336,1980.0,"lancet i ,","y holloway , j dankert , j hess"
19337,2000.0,,aj cividanes
19338,1980.0,"computerworld ,",t scannell
19339,,"electronic design ,",c ajluni
19340,,,"m bruguera , m tkachenko"
19341,1988.0,"social studies and the young learner ,","le nielsen , jm finkelstein"
19342,,,"b stump , ms jun , c hayward , js jeon , iy che , sm"
