bev_id,brewery,beer_style,beer_nm
1615,Barley Brown 's Brewpub,American Amber / Red Ale,Point Blank Red
1616,Brasserie LarchÃ ©,American Amber / Red Ale,AmbrÃ © e De Bourgogne
1617,Captain Lawrence Brewing Co. .,American Amber / Red Ale,Amber Scrambler
1618,Folklore Brewing & Meadery,American Amber / Red Ale,Grateful Red
1619,Pecan Street Brewing,American Amber / Red Ale,Red Devil Red
1620,Beer Here,American Amber / Red Ale,Red Hops Double Red Ale
1621,Third Base Sports Bar & Brewery,American Amber / Red Ale,Red Rocket Amber Ale
1622,Asheville Brewing Company,American Amber / Red Ale,Asheville/Hi-Wire Happy New Beer
1623,Desert Eagle Brewing Company,American Amber / Red Ale,Red Mountain Ale
1624,Boneyard Beer Company,American Amber / Red Ale,Chingadera IRA
1625,Jack Cody 's,American Amber / Red Ale,Smiggy Amber Ale
1626,Piece Brewery & Pizzeria,American Amber / Red Ale,Red Hot Mama
1627,Hideout Brewing Company,American Amber / Red Ale,Fresh Pepper Red Ale
1628,Lake Effect Brewing Co. .,American Amber / Red Ale,Whoopskibier
1629,Smog City Brewing,American Amber / Red Ale,Fluffy Fuzz Buzz
1630,Reaver Beach Brewing Company,American Amber / Red Ale,Diablo Red Ale
1631,Southern Pines Brewing Company,American Amber / Red Ale,Dead Red
1632,Wolf 's Ridge Brewing,American Amber / Red Ale,Ridge Trail
1633,Covered Bridge Brewing,American Amber / Red Ale,The Amber Rose
1634,Saimaan Juomatehdas,American Amber / Red Ale,Brewer 's Special American Red Ale
1635,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Rag Top Red Ale
1636,Kilannan Brewing Co. .,American Amber / Red Ale,New Zealand Red Ale
1637,Lakemaid Beer,American Amber / Red Ale,Lakemaid Frosty Winter Lager
1638,Pang Pang Brewery,American Amber / Red Ale,Hornstull Honey Amber
1639,Big Time Brewery & Alehouse,American Amber / Red Ale,Big Dance Imperial Amber
1640,Diamond Knot Brewery,American Amber / Red Ale,Fog Bank Fall Ale
1641,People 's Brewing Company,American Amber / Red Ale,Maltster
1642,Desert Edge Brewery,American Amber / Red Ale,Anniversary Amber Ale
1643,Domus,American Amber / Red Ale,Nostra Domus
1644,Intuition Ale Works,American Amber / Red Ale,Longleaf Amber
1645,CB Craft Brewers,American Amber / Red Ale,Olde Horny Brew
1646,Right Brain Brewery,American Amber / Red Ale,Hop Owl
1647,Utah Brewers Cooperative,American Amber / Red Ale,Wasatch 50th Park City Golden Anniversary Ale
1648,Pints Brewing Co. .,American Amber / Red Ale,Rip Saw Red
1649,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,Bourbon Barrel Aged Panama Red Ale
1650,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 190 - 2015 ( Amber Ale )
1651,Le Cheval Blanc,American Amber / Red Ale,Ambree
1652,Kaapse Brouwers,American Amber / Red Ale,Jaapie
1653,RJ Rockers Brewing Company,American Amber / Red Ale,Rockers Red Glare
1654,Intracoastal Brewing Company,American Amber / Red Ale,Amberica
1655,By The Horns,American Amber / Red Ale,Wolfie Smith
1656,Martha 's Exchange,American Amber / Red Ale,Old Dunstable Amber
1657,Jack Pine Brewery,American Amber / Red Ale,Incognito
1658,Brassneck Brewery,American Amber / Red Ale,Mr. Personality
1659,Lodi Beer Company,American Amber / Red Ale,Mo Kel Ko Red Ale
1660,HopDog BeerWorks,American Amber / Red Ale,Midgee
1661,Hale 's Ales Brewery & Pub,American Amber / Red Ale,Barrel Aged Imperial Red
1662,SBC Restaurant & Brewery - Milford,American Amber / Red Ale,Southport Big Head Red
1663,Widmer Brothers Brewing Company,American Amber / Red Ale,TimBRRR
1664,Fish Rock Brewery,American Amber / Red Ale,Red Emperor Amber Ale
1665,Wellington County Brewery,American Amber / Red Ale,Red Falcon Premium Ale
1666,River City Brewing Company,American Amber / Red Ale,River City Red
1667,Rat Hole BrewPub,American Amber / Red Ale,Rotation Red Ale
1668,Becker Brewing Company,American Amber / Red Ale,Rooster Red
1669,Minhas Craft Brewery,American Amber / Red Ale,Stonewood Ale
1670,Logboat Brewing Co. .,American Amber / Red Ale,Jupiter 's Moons
1671,J Wells Brewery,American Amber / Red Ale,Honey Biscuit
1672,Union Station Brewery,American Amber / Red Ale,River Otter Ale
1673,Roc Brewing Company,American Amber / Red Ale,Red Nutz !
1674,Klamath Basin Brewing Co. - The Creamery Brew Pub And Grill,American Amber / Red Ale,Rebellion Red Ale
1675,Brasserie Des Alberes,American Amber / Red Ale,AmbrÃ © e Du Cap
1676,Flyers Restaurant And Brewery,American Amber / Red Ale,Copper Hog Red
1677,Discretion Brewing,American Amber / Red Ale,Glorioski Amber Ale
1678,Wild Woods Brewery,American Amber / Red Ale,Campfire Red Ale
1679,Seminar Brewing,American Amber / Red Ale,Howler Red Ale
1680,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,Class V Amber
1681,Three Notch 'd Brewing Company,American Amber / Red Ale,Fandom Of The Hopera
1682,Wormtown Brewery,American Amber / Red Ale,Ales For A.L.S.
1683,Northwest Brewing Company,American Amber / Red Ale,Chieftan Amber
1684,Public Craft Brewing Company,American Amber / Red Ale,No Front Porches
1685,Horse Thief Hollow,American Amber / Red Ale,McCarthy Ale
1686,Zion Canyon Brewing Company,American Amber / Red Ale,Red Altar
1687,Andersonville Brewing,American Amber / Red Ale,Gangster
1688,Founders Brewing Company,American Amber / Red Ale,Spruce Springsteen
1689,Broken Tooth Brewing,American Amber / Red Ale,Alpenglow Amber
1690,Bugnutty Brewing Company,American Amber / Red Ale,Suzi 's Red Belly Ale
1691,Great Flood Brewing Company,American Amber / Red Ale,Velvet Racer
1692,Bonfire Brewing Co. .,American Amber / Red Ale,BeWildeRed
1693,Paradox Beer Company,American Amber / Red Ale,Candid Kaiser Project : Self Esteem
1694,Mike Hess Brewing - Miramar,American Amber / Red Ale,Venator
1695,Pivovarna Pelicon,American Amber / Red Ale,Out Of China
1696,Garrison City Beerworks,American Amber / Red Ale,Proserpine
1697,Newport Beach Brewing Company,American Amber / Red Ale,Hoppy Ending
1698,SanTan Brewing Co. .,American Amber / Red Ale,12 Daze Caramel Spiced Amber
1699,Red Horn Coffee House & Brewing Co. .,American Amber / Red Ale,Drink Well Red Ale
1700,Ouray Brewery,American Amber / Red Ale,550 Red Ale
1701,Dirty Bucket Brewing Co. .,American Amber / Red Ale,Dirty Amber Ale
1702,SBC Restaurant & Brewery - Southport,American Amber / Red Ale,Southport Fairfield Red
1703,Oskar Blues Grill & Brew,American Amber / Red Ale,Dry Hopped G'Knight
1704,Vault Brewing Company,American Amber / Red Ale,Penn Harvest Ale
1705,Matt Brewing Company / Saranac Brewery,American Amber / Red Ale,Saranac Season 's Best Amber Beer
1706,Thorn Street Brewery,American Amber / Red Ale,Red Headed Hop Child
1707,American Brewing Company,American Amber / Red Ale,High Stick
1708,Brasserie Heineken,American Amber / Red Ale,Pelforth AmbrÃ © e
1709,TrÃ ¶ egs Brewing Company,American Amber / Red Ale,Scratch Beer 171 - 2015 ( Amber Ale )
1710,Suginoya Brewery ( Hamachi Shuzo K.K. ),American Amber / Red Ale,Suginoya Amber Ale
1711,Oak Creek Brewery and Grill,American Amber / Red Ale,Oak Creek King Crimson
1712,AB Mohawk Brewing Company,American Amber / Red Ale,Mohawk Red Easter
1713,Ram Restaurant & Brewery,American Amber / Red Ale,Rabbit Punch Irish Red Ale
1714,La Petrognola,American Amber / Red Ale,La Petrognola Ambrata AL Farro
1715,San Luis Valley Brewing Company,American Amber / Red Ale,Royal Gorge Route Rogue
1716,Switchback Brewing Company,American Amber / Red Ale,Unfiltered Ale
1717,Martha 's Exchange,American Amber / Red Ale,Indian Head Red
1718,Pizza Port Solana Beach,American Amber / Red Ale,Team Cretins
1719,Aslan Brewing Company,American Amber / Red Ale,Northwest Red Ale
1720,The Beer 'd Brewing Co. .,American Amber / Red Ale,Nano-A-Nano Round 2
1721,Modernist Brewery,American Amber / Red Ale,Modernist Stockholm Syndrome
1722,Blue Heron Brewing Company,American Amber / Red Ale,Amber 's Folly
1723,Brewery Terra Firma,American Amber / Red Ale,Manitou Island Hopper
1724,Cellar Brewing Company,American Amber / Red Ale,Hyperion Imperial Red
1725,FreeWheel Brewing Company,American Amber / Red Ale,Big V Amber Ale
1726,The Fort Collins Brewery,American Amber / Red Ale,Hometown Helles
1727,Slanted Rock Brewing Company,American Amber / Red Ale,Iron Butt Red Ale
1728,Reaver Beach Brewing Company,American Amber / Red Ale,Turncoat Amber Ale
1729,Broken Bow Brewery,American Amber / Red Ale,Cherry Wood Red
1730,Conquest Brewing Company,American Amber / Red Ale,Garnet Ale
1731,Wild Craft Brewery,American Amber / Red Ale,Wild Amber
1732,Freedom 's Edge Brewing Co. .,American Amber / Red Ale,Horizon Amber
1733,Prairie Fire Brewing Co. .,American Amber / Red Ale,Iron Horse Red
1734,Donegal Brewing Co. .,American Amber / Red Ale,Atlantic Amber Ale
1735,World Brews,American Amber / Red Ale,Walker Brown Amber Ale
1736,Riverside Brewing Company,American Amber / Red Ale,Resurrection Ale
1737,Hale 's Ales Brewery & Pub,American Amber / Red Ale,Armadillo Amber
