entry_id,track,duration_min,music_style,issue_date,album,artist_title,copyright_info,music_price
739,Reboot,1:48,"Soundtrack , Music , Soundtrack",4-Nov-14,Big Hero 6 ( Original Motion Picture Soundtrack ),Henry Jackman,2014 Walt Disney Records,$ 1.29
740,Twin Skeleton 's ( Hotel In NYC ),3:40,"Alternative , Music",20-Jan-15,American Beauty / American Psycho,Fall Out Boy,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
741,Booklet - Save Rock and Roll,--,"Alternative , Music , Punk , Rock , Adult Alternative",16-Apr-13,Save Rock and Roll,Fall Out Boy,2013 The Island Def Jam Music Group,Album Only
742,Twin Skeleton 's ( Hotel In NYC ),3:40,"Alternative , Music",20-Jan-15,American Beauty / American Psycho,Fall Out Boy,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
743,Twin Skeleton 's ( Hotel In NYC ),3:40,"Alternative , Music",20-Jan-15,American Beauty / American Psycho,Fall Out Boy,"2015 Island Records , a division of UMG Recordings , Inc.",$ 1.29
744,Heartbreaker,4:22,"Pop , Music , Rock",7-Oct-13,Heartbreaker - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
745,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
746,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
747,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
748,Almost Love ( 24/7 ),3:19,"Pop , Music",2010,Now That 's What I Call Music ! Vol . 34,Jessica Jarrell,2010 NOW Joint Venture,Album Only
749,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
750,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
751,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
752,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
753,Flatline,3:39,"Pop , Music",23-Dec-13,Flatline - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
754,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
755,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
756,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
757,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
758,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
759,Hold Tight,4:14,"Pop , Music , Rock",21-Oct-13,Hold Tight - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
760,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
761,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
762,PYD ( feat . R. Kelly ),5:17,"Pop , Music",18-Nov-13,PYD ( feat . R. Kelly ) - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
763,Roller Coaster,3:21,"Pop , Music , Rock",25-Nov-13,Roller Coaster - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
764,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
765,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
766,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
767,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
768,Memphis ( feat . Big Sean ),3:43,"Pop , Music",13-Jan-14,Memphis ( feat . Big Sean ) - Single,Justin Bieber,2014 The Island Def Jam Music Group,$ 1.29
769,Backpack ( feat . Lil Wayne ),4:11,"Pop , Music",13-Jan-14,Backpack ( feat . Lil Wayne ) - Single,Justin Bieber,2014 The Island Def Jam Music Group,$ 1.29
770,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
771,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
772,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
773,Recovery,3:02,"Pop , Music",28-Oct-13,Recovery - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
774,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
775,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
776,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
777,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
778,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
779,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
780,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
781,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
782,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
783,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
784,Nothing Like Us ( Bonus Track ),3:19,"Pop , Music , Rock , Vocal , Teen Pop",29-Jan-13,Believe Acoustic,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
785,Greensleeves ( What Child Is This ? ),4:45,"Christmas , Music , Holiday",8-Oct-13,NOW Christmas,Jean-Pierre Rampal & Alexandre Lagoya,"2013 UMG Recordings , Inc. and Sony Music Entertainment",Album Only
786,Bad Day,2:25,"Pop , Music , Rock",4-Nov-13,Bad Day - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
787,All Bad,3:02,"Pop , Music , Rock",11-Nov-13,All Bad - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
788,Change Me,2:47,"Pop , Music , Rock",2-Dec-13,Change Me - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
789,One Life,4:02,"Pop , Music",13-Jan-14,One Life - Single,Justin Bieber,2014 The Island Def Jam Music Group,$ 1.29
790,What 's Hatnin ' ( feat . Future ),3:28,"Pop , Music , Rock",13-Jan-14,WhatŠ -- Ès HatninŠ -- È ( feat . Future ) - Single,Justin Bieber,2014 The Island Def Jam Music Group,$ 1.29
791,Swap It Out,4:01,"Pop , Music , Rock",13-Jan-14,Swap It Out - Single,Justin Bieber,2014 The Island Def Jam Music Group,$ 1.29
792,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
793,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
794,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
795,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
796,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
797,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
798,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
799,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
800,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
801,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
802,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],4:40,"Dance , Music , Rock",11-Sep-12,As Long As You Love Me ( Remixes ) [ feat . Big Sean ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
803,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
804,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
805,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
806,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
807,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
808,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),7:31,"Dance , Music , Rock , Electronic",10-Dec-12,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
809,Turn to You ( Mother 's Day Dedication ),3:39,"Pop , Music , Rock",11-May-12,Turn to You ( Mother 's Day Dedication ) - Single,Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
810,Boyfriend ( Dada Life Remix ),5:32,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Dada Life Remix ) - Single,Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
811,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
812,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
813,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
814,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
815,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
816,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
817,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
818,Boyfriend ( Joe Gauthreaux Dark Dub ),7:46,"Dance , Music , Rock",12-Jun-12,Boyfriend ( Remixes ),Justin Bieber,2012 The Island Def Jam Music Group,$ 1.29
819,Christmas Eve / Sarajevo 24 / 24,3:26,"Holiday , Music",25-Sep-12,Now That 's What I Call Today 's Christmas,Trans-Siberian Orchestra,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only
820,I Do n't Like You ( Bonus Track ),4:11,"Pop , Music",7-Aug-12,"Now That 's What I Call Music , Vol . 43",Eva Simons,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only
821,Be in Love Tonight ( Now What 's Next Bonus Track ),3:06,"Pop , Music",6-Nov-12,"Now That 's What I Call Music , Vol . 44",Toyconnor,"Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Album Only
822,Keeping Secrets,3:53,"Pop , Music",16-Aug-11,Radio Disney Jams ( 15th B-Day Edition ),Kicking Daisies,2011 Walt Disney Records,Album Only
823,One Time ( My Heart Edition ),3:11,"Pop , Music",21-Dec-09,One Time ( My Heart Edition ) - Single,Justin Bieber,2009 The Island Def Jam Music Group,$ 1.29
824,Guatemala Pencils Of Promise Journal,3:02,"Pop , Music , Rock",23-Dec-13,Journals,Justin Bieber,2013 The Island Def Jam Music Group,Album Only
825,Wait For a Minute,3:26,"Hip-Hop/Rap , Music , Rap , Rock",22-Oct-13,Wait For a Minute - Single,Tyga & Justin Bieber,2013 Cash Money Records Inc.,$ 1.29
826,Eenie Meenie,3:21,"Pop , Music , Rock",23-Mar-10,Eenie Meenie - Single,Sean Kingston & Justin Bieber,2010 Sony Music Entertainment,$ 1.29
827,All That Matters,3:11,"Pop , Music , Rock",14-Oct-13,All That Matters - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
828,Confident ( feat . Chance The Rapper ),4:08,"Pop , Music",9-Dec-13,Confident ( feat . Chance the Rapper ) - Single,Justin Bieber,2013 The Island Def Jam Music Group,$ 1.29
829,What Do You Mean ?,3:27,"Pop , Music , Rock",28-Aug-15,What Do You Mean ? - Single,Justin Bieber,"2015 Def Jam Recordings , a division of UMG Recordings , Inc.",$ 1.29
830,Right Hand,3:10,"Hip-Hop/Rap , Music",3-Aug-15,Right Hand - Single,Drake,2015 Cash Money Records Inc.,$ 1.29
831,Thank Me Now,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",16-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
832,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
833,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
834,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
835,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
836,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
837,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
838,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
839,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
840,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
841,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
842,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
843,Back To Back,2:50,"Hip-Hop/Rap , Music",31-Jul-15,Back To Back - Single,Drake,2015 Cash Money Records Inc.,$ 1.29
844,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
845,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
846,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
847,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
848,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
849,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
850,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
851,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
852,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
853,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
854,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
855,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
856,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
857,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
858,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
859,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
860,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
861,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
862,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
863,Fear,4:40,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-09,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
864,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
865,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul , Contemporary R&B",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
866,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
867,9AM In Dallas,3:39,"Hip-Hop/Rap , Music",15-Jun-10,9AM In Dallas - Single,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
868,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
869,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
870,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
871,Fear,4:40,"Hip-Hop/Rap , Music , Pop , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",15-Sep-08,So Far Gone,Drake,2009 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
872,Thank Me Now,5:28,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Rap , Rock , Hardcore Rap",15-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records,$ 1.29
873,Thank Me Now,5:28,"Hip-Hop/Rap , Music , Hardcore Rap , Rock , Rap , R&B / Soul , Contemporary R&B",16-Jun-10,Thank Me Later,Drake,2010 Young Money Entertainment/Cash Money Records/Universal Motown,$ 1.29
874,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
875,6PM In New York,4:43,"Hip-Hop/Rap , Music , Hardcore Rap , Rap , R&B / Soul",13-Feb-15,If You 're Reading This It 's Too Late,Drake,2015 Cash Money Records Inc.,$ 1.29
