media_id,copyright_text,music_release_date,track,album_title_nm,musical_length,style,performer
668,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
669,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
670,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
671,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
672,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
673,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
674,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
675,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
676,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
677,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
678,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
679,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
680,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
681,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
682,2008 The Island Def Jam Music Group,1-Apr-08,Saturday ( Live ),Live In Phoenix,3:53,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
683,2007 The Island Def Jam Music Group,6-Feb-07,I 've Got All This Ringing In My Ears and None On My Fingers,Infinity On High,4:06,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
684,2007 The Island Def Jam Music Group,6-Feb-07,I 've Got All This Ringing In My Ears and None On My Fingers,Infinity On High,4:06,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
685,2007 The Island Def Jam Music Group,6-Feb-07,I 've Got All This Ringing In My Ears and None On My Fingers,Infinity On High,4:06,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
686,2007 The Island Def Jam Music Group,13-Mar-07,"This Ai n't a Scene , It 's an Arms Race ( Kanye West Remix )","This Ai n't a Scene , It 's an Arms Race ( feat . Kanye West ) [ Kanye West Remix ] - Single",4:11,"Alternative,Music,Punk,Hip-Hop / Rap , Rock",Fall Out Boy
687,2007 The Island Def Jam Music Group,13-Mar-07,"This Ai n't a Scene , It 's an Arms Race ( Kanye West Remix )","This Ai n't a Scene , It 's an Arms Race ( feat . Kanye West ) [ Kanye West Remix ] - Single",4:10,"Alternative,Music,Punk,Hip-Hop / Rap , Rock",Fall Out Boy
688,2007 The Island Def Jam Music Group,19-Jun-07,"A Little Less Sixteen Candles , A Little More `` Touch Me ''",Thnks Fr Th Mmrs Hit Pack - EP,2:48,"Rock , Music , Alternative , Punk , Electronic , Dance",Fall Out Boy
689,2007 The Island Def Jam Music Group,19-Jun-07,"A Little Less Sixteen Candles , A Little More `` Touch Me ''",Thnks Fr Th Mmrs Hit Pack - EP,2:48,"Rock , Music , Alternative , Punk , Electronic , Dance",Fall Out Boy
690,2007 The Island Def Jam Music Group,19-Jun-07,"A Little Less Sixteen Candles , A Little More `` Touch Me ''",Thnks Fr Th Mmrs Hit Pack - EP,2:48,"Rock , Music , Alternative , Punk , Electronic , Dance",Fall Out Boy
691,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
692,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
693,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
694,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
695,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
696,2007 The Island Def Jam Music Group,17-Jul-07,Thnks Fr Th Mmrs ( Lenny B Long Term Memory ),Thnks Fr Th Mmrs Remix - EP,6:36,"Dance , Music , Alternative , Punk , Electronic",Fall Out Boy
697,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High - Deluxe Bonus - EP,3:32,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
698,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High - Deluxe Bonus - EP,3:32,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
699,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High - Deluxe Bonus - EP,3:32,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
700,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High - Deluxe Bonus - EP,3:32,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
701,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High - Deluxe Bonus - EP,3:32,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
702,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
703,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
704,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
705,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
706,2007 The Island Def Jam Music Group,20-Nov-07,Thriller ( Live From Hammersmith Palais ),Infinity On High ( Deluxe Edition ),3:32,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
707,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
708,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
709,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
710,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
711,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
712,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
713,2003 Fueled By Ramen LLC,6-May-03,The Patron Saint of Liars and Fakes ( Album Version ),Take This to Your Grave,3:19,"Alternative , Music , Punk , Rock",Fall Out Boy
714,"2004 Fueled By Ramen , Inc",1-Jan-05,Grand Theft Autumn/Where Is Your Boy ( acoustic ) ( Album Version ),My Heart Will Always Be the B-Side to My Tongue - EP,3:12,"Alternative , Music , Punk , Rock",Fall Out Boy
715,"2004 Fueled By Ramen , Inc",1-Jan-05,Grand Theft Autumn/Where Is Your Boy ( acoustic ) ( Album Version ),My Heart Will Always Be the B-Side to My Tongue - EP,3:12,"Alternative , Music , Punk , Rock",Fall Out Boy
716,"2004 Fueled By Ramen , Inc",1-Jan-05,Grand Theft Autumn/Where Is Your Boy ( acoustic ) ( Album Version ),My Heart Will Always Be the B-Side to My Tongue - EP,3:12,"Alternative , Music , Punk , Rock",Fall Out Boy
717,"2004 Fueled By Ramen , Inc",1-Jan-05,Grand Theft Autumn/Where Is Your Boy ( acoustic ) ( Album Version ),My Heart Will Always Be the B-Side to My Tongue - EP,3:12,"Alternative , Music , Punk , Rock",Fall Out Boy
718,"2005 Fueled By Ramen , Inc",22-Nov-05,"Nails for Breakfast , Tacks for Snacks ( Demo ) ( Unreleased )",Fueled By Ramen & Decaydance Winter ' 05 / '06 iTunes Sampler,3:53,"Rock , Music",Panic ! At the Disco
719,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
720,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
721,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
722,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
723,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
724,2006 The Island Def Jam Music Group,14-Mar-06,"Dance , Dance",From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,4:37,"Alternative , Music",Fall Out Boy
725,2006 The Island Def Jam Music Group,20-Jun-06,"A Little Less 16 Candles , a Little More `` Touch Me ''","A Little Less 16 Candles , a Little More `` Touch Me '' - Single",6:44,"Alternative , Music , Rock , Punk",Fall Out Boy
726,2006 The Island Def Jam Music Group,20-Jun-06,"A Little Less Sixteen Candles , a Little More `` Touch Me ''","A Little Less 16 Candles , a Little More `` Touch Me '' - Single",2:49,"Alternative , Music , Rock , Punk",Fall Out Boy
727,2006 The Island Def Jam Music Group,12-Dec-06,The Carpal Tunnel of Love,The Carpal Tunnel of Love - Single,3:23,"Alternative , Music , Punk",Fall Out Boy
728,2007 The Island Def Jam Music Group,6-Feb-07,I 've Got All This Ringing In My Ears and None On My Fingers,Infinity On High,4:06,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
729,"2015 2015 Island Records , a division of UMG Recordings , Inc. 1755 Broadway , New York , New York 10019 . Motion Picture Photos .",17-Feb-15,#Selfie,The Duff ( Original Motion Picture Soundtrack ),3:04,"Soundtrack , Music",The Chainsmokers
730,2006 Maverick Recording Company,7-Feb-06,The Mixed Tape,"One Tree Hill , Vol . 2 - Friends With Benefit ( Music from the WB Television Series )",3:15,"Soundtrack , Music",Jack 's Mannequin
731,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
732,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
733,2013 The Island Def Jam Music Group,16-Apr-13,Booklet - Save Rock and Roll,Save Rock and Roll,--,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
734,2013 The Island Def Jam Music Group,16-Apr-13,Booklet - Save Rock and Roll,Save Rock and Roll,--,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
735,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
736,"2015 Island Records , a division of UMG Recordings , Inc.",4-Sep-15,Uma Thurman,Uma Thurman ( Deluxe Single ),4:08,"Alternative , Music , Rock",Fall Out Boy
737,2013 The Island Def Jam Music Group,16-Apr-13,Booklet - Save Rock and Roll,Save Rock and Roll,--,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
738,2007 The Island Def Jam Music Group,6-Feb-07,I 've Got All This Ringing In My Ears and None On My Fingers,Infinity On High,4:06,"Alternative , Music , Rock , Adult Alternative , Punk",Fall Out Boy
739,2014 Walt Disney Records,4-Nov-14,Reboot,Big Hero 6 ( Original Motion Picture Soundtrack ),1:48,"Soundtrack , Music , Soundtrack",Henry Jackman
740,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
741,2013 The Island Def Jam Music Group,16-Apr-13,Booklet - Save Rock and Roll,Save Rock and Roll,--,"Alternative , Music , Punk , Rock , Adult Alternative",Fall Out Boy
742,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
743,"2015 Island Records , a division of UMG Recordings , Inc.",20-Jan-15,Twin Skeleton 's ( Hotel In NYC ),American Beauty / American Psycho,3:40,"Alternative , Music",Fall Out Boy
744,2013 The Island Def Jam Music Group,7-Oct-13,Heartbreaker,Heartbreaker - Single,4:22,"Pop , Music , Rock",Justin Bieber
745,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
746,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
747,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
748,2010 NOW Joint Venture,2010,Almost Love ( 24/7 ),Now That 's What I Call Music ! Vol . 34,3:19,"Pop , Music",Jessica Jarrell
749,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
750,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
751,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
752,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
753,2013 The Island Def Jam Music Group,23-Dec-13,Flatline,Flatline - Single,3:39,"Pop , Music",Justin Bieber
754,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
755,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
756,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
757,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
758,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
759,2013 The Island Def Jam Music Group,21-Oct-13,Hold Tight,Hold Tight - Single,4:14,"Pop , Music , Rock",Justin Bieber
760,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
761,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
762,2013 The Island Def Jam Music Group,18-Nov-13,PYD ( feat . R. Kelly ),PYD ( feat . R. Kelly ) - Single,5:17,"Pop , Music",Justin Bieber
763,2013 The Island Def Jam Music Group,25-Nov-13,Roller Coaster,Roller Coaster - Single,3:21,"Pop , Music , Rock",Justin Bieber
764,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
765,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
766,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
767,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
768,2014 The Island Def Jam Music Group,13-Jan-14,Memphis ( feat . Big Sean ),Memphis ( feat . Big Sean ) - Single,3:43,"Pop , Music",Justin Bieber
769,2014 The Island Def Jam Music Group,13-Jan-14,Backpack ( feat . Lil Wayne ),Backpack ( feat . Lil Wayne ) - Single,4:11,"Pop , Music",Justin Bieber
770,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
771,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
772,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
773,2013 The Island Def Jam Music Group,28-Oct-13,Recovery,Recovery - Single,3:02,"Pop , Music",Justin Bieber
774,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
775,2013 The Island Def Jam Music Group,23-Dec-13,Guatemala Pencils Of Promise Journal,Journals,3:02,"Pop , Music , Rock",Justin Bieber
776,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
777,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
778,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
779,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
780,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
781,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
782,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
783,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
784,2013 The Island Def Jam Music Group,29-Jan-13,Nothing Like Us ( Bonus Track ),Believe Acoustic,3:19,"Pop , Music , Rock , Vocal , Teen Pop",Justin Bieber
785,"2013 UMG Recordings , Inc. and Sony Music Entertainment",8-Oct-13,Greensleeves ( What Child Is This ? ),NOW Christmas,4:45,"Christmas , Music , Holiday",Jean-Pierre Rampal & Alexandre Lagoya
786,2013 The Island Def Jam Music Group,4-Nov-13,Bad Day,Bad Day - Single,2:25,"Pop , Music , Rock",Justin Bieber
787,2013 The Island Def Jam Music Group,11-Nov-13,All Bad,All Bad - Single,3:02,"Pop , Music , Rock",Justin Bieber
788,2013 The Island Def Jam Music Group,2-Dec-13,Change Me,Change Me - Single,2:47,"Pop , Music , Rock",Justin Bieber
789,2014 The Island Def Jam Music Group,13-Jan-14,One Life,One Life - Single,4:02,"Pop , Music",Justin Bieber
790,2014 The Island Def Jam Music Group,13-Jan-14,What 's Hatnin ' ( feat . Future ),WhatŠ -- Ès HatninŠ -- È ( feat . Future ) - Single,3:28,"Pop , Music , Rock",Justin Bieber
791,2014 The Island Def Jam Music Group,13-Jan-14,Swap It Out,Swap It Out - Single,4:01,"Pop , Music , Rock",Justin Bieber
792,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
793,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
794,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
795,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
796,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
797,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
798,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
799,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
800,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
801,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
802,2012 The Island Def Jam Music Group,11-Sep-12,As Long As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],As Long As You Love Me ( Remixes ) [ feat . Big Sean ],4:40,"Dance , Music , Rock",Justin Bieber
803,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
804,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
805,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
806,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
807,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
808,2012 The Island Def Jam Music Group,10-Dec-12,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],7:31,"Dance , Music , Rock , Electronic",Justin Bieber
809,2012 The Island Def Jam Music Group,11-May-12,Turn to You ( Mother 's Day Dedication ),Turn to You ( Mother 's Day Dedication ) - Single,3:39,"Pop , Music , Rock",Justin Bieber
810,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Dada Life Remix ),Boyfriend ( Dada Life Remix ) - Single,5:32,"Dance , Music , Rock",Justin Bieber
811,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
812,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
813,2012 The Island Def Jam Music Group,12-Jun-12,Boyfriend ( Joe Gauthreaux Dark Dub ),Boyfriend ( Remixes ),7:46,"Dance , Music , Rock",Justin Bieber
