object_id,author_team,publication_year,event_name
45328,a archer,2000.0,"unpublished manuscript ,"
45329,"k matsuno , î ? finite",,
45330,"kj cone , r murray",2002.0,"journal of emergency nursing ,"
45331,"r courant , d hilbert",,"new york ,"
45332,"vkp kumar , yc tsai",,
45333,"ja harmer , cd friel",2001.0,"bt technology journal ,"
45334,v pratt,,
45335,"pa chirita , j diederich , w nejdl",2005.0,"proceedings of the 14th acm international conference on & hellip ; ,"
45336,"hy wu , a duel-hallen",,"proc . of the 28th annual conference on information sciences & hellip ; ,"
45337,dj palumbo,,"new directions for program evaluation ,"
45338,sj garland,,mit laboratory for computer science . http://www . sds . lcs . mit .
45339,"h necefoã?lu , h icbudak , da kose , a uyanik",2001.0,
45340,"mi norton , jm dimicco , r caneel , d ariely",2004.0,"bt technology journal ,"
45341,"u ozguner , ka redmill , a broggi",,
45342,aag requicha,1980.0,"ieee , proceedings ,"
45343,"er christian , wr binns , jb blake , cms cohen , ac",1999.0,"proc . 26th int . cosmic ray conf ,"
45344,w thirring,,
45345,"a corral , y manolopoulos , y theodoridis , m",2004.0,"data & knowledge engineering ,"
45346,"s cosmadakis , h gaifman , p kanellakis , m vardi",,proc . acm stoc
45347,"a sheth , d georgakopoulos , s joosten , m",1996.0,"sigmod record ,"
45348,r collins,,
45349,ialm trust,,
45350,i boier-martin,2005.0,"proceedings of acm siggraph 2005 ,"
45351,g zimbrao,1998.0,"vldb ,"
45352,"fk bell , d cvetkovic , p rowlinson , sk simic",1999.0,"discussiones mathematicae graph theory ,"
45353,"d suciu , j paredaens",,
45354,b johnson,1982.0,"computerworld. ,"
45355,"ki lin , hv jagadish , c faloutsos",1994.0,
45356,sr singer,2002.0,"new directions for higher education ,"
45357,"d chlmentl , r gamboa",,"pyoc of int conf on vldb , amsterdam , aug ,"
45358,"m lentczner , wr smith , d ungar",1990.0,"ieee computer ,"
45359,"s fraser , d siriwardena",2002.0,"cochrane database syst rev ,"
45360,"pj denning , rm metcalfe",1998.0,
45361,m winslett,2004.0,"acm sigmod record ,"
45362,"rc nelson , h samet",,
45363,t hoffman,,
45364,"jp singh , jl hennessy",1992.0,
45365,"nm stark , mj berger",,"san diego ,"
45366,we cashin,1990.0,"new directions for teaching and learning ,"
45367,"dj attwater , sj whittaker",,"bt technology journal ,"
45368,h toivonen,1996.0,
45369,jb dennis,,ieee
45370,vp mishra,1993.0,
45371,r snodgrass,2003.0,"sigmod record ,"
45372,"ls cemetery , t cnty",,
45373,ep st john,1995.0,"new directions for higher education ,"
45374,tr loughlin,,"md ,"
45375,b liskov,,
45376,"ls frost , rw liebermann",,"proc . ieee ,"
45377,"r ahmed , sb nsvathe",,proc . of the acm sigmod intâ ?? l conf . on manage-mentof
45378,jo lyons,1963.0,"wisconsin studies in contemporary literature ,"
45379,d brewer,,"technical report mitlcstr-516 , massachusetts institute of"
45380,syw su,,"vldb ,"
45381,d richman,,"computerworld ,"
45382,h sato,,
45383,"tm lehmann , b wein , j dahmen , j bredno , f",2000.0,"proceedings spie ,"
45384,"m inoue , m hirama",2004.0,"acc . chem . res ,"
45385,"c gutwin , s benford , j dyck , m fraser , i vaghi , c",,
45386,r motwani,,
45387,m ryan,1988.0,"new directions for teaching and learning ,"
45388,"p latinne , m saerens , c decaestecker",,
45389,a huteszâ ? ¦,,"proc . intl. conf . on management of data , acm"
45390,"b bitnar , w durisch , d grutzmacher , jc mayor , f",,"proc . 28th ieee photovoltaic spec . conf . 2000 ,"
45391,"ja allison , da bell",1991.0,"information and software technology ,"
45392,"h ichimura , c taber",,"unpublished manuscript ,"
45393,jr commons,,
45394,"t imiehnski , w lipski",,7th international conference on very large data
45395,"j cho , h garcia-molina",2003.0,"acm transactions on database systems ,"
45396,"d berdichevsky , e neunschwander",1999.0,"communications-acm ,"
45397,"d raheja , j kothari",1996.0,
45398,nr jenningsâ ? ¦,1999.0,"lecture notes in computer science ,"
45399,e lieberman,,
45400,s budavari,,
45401,"r miller , m hernandez , l haas , l yan , c ho , r",,"acm sigmod record , web edition ,"
45402,p pavement-see,,
45403,l mã 1/4 hlbach,,
45404,wh gmelch,1995.0,"new directions for higher education ,"
45405,d rogers,,
45406,t peters,,
45407,fd stacey,,"phil . mag ,"
45408,"b butler , de gibbons",,
45409,"r deline , m fahndrich",2003.0,"unpublished manuscript ,"
45410,"rt watson , mc zinyowera , rh moss , dj dokken",1997.0,
45411,r abeles,,al ( 1976 ) acc . chem .
45412,"js liu , c sabatti",1998.0,
45413,"g gross , fd galiana",1987.0,
45414,"fh allen , o kennard",,acc . chem .
45415,d georgakakis,,"agricultural university of athens , athens , greece ,"
45416,"pr newroth , jw markham",,"proc . int . seaweed symp ,"
45417,"ms sy , sd miller , hn claman",,"demonstration of suppressor cells and their sensitivity to & hellip ; ,"
45418,"e echeburãºa , p corral",,"unpublished manuscript ,"
45419,"pg brown , pj haas",2003.0,"proceedings of the international conference on very large & hellip ; ,"
45420,d lewis,,
45421,a terras,1988.0,
45422,t parson,,"new york ,"
45423,"nm amato , mt goodrich , ea ramos",,
45424,m careyâ ? ¦,,mineapolis
45425,"j nazario , m bailey , f jahanian",,submitted for
45426,"m boeckh , ta gooley , d myerson , t cunningham , g",1996.0,"blood-new york - ,"
45427,"ce sartor , j youniss",2002.0,"adolescence-san diego - ,"
45428,"jh oâ ?? bannon , hw ford",,"proc int soc citriculture ,"
45429,"hk lee , mf russell , cs bae",2002.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
45430,"m davidson , k kaufman , i mazor , f cohen",,"proceedings of the spie ,"
45431,jh becking,,"see ref ,"
45432,e weissenbek,1994.0,
45433,"p garner , m collins , sm webster , dad rose",1997.0,"bt technology journal ,"
45434,"t marcu , l mirea , pm frank",1999.0,"applied mathematics and computer science ,"
45435,"d barbara , h garcia-molina",1991.0,
45436,"as winter , m chen",,
45437,mj miller,,"pc magazine , april ,"
45438,r hinze,2000.0,"proceedings of the fifth acm sigplan international & hellip ; ,"
45439,u cetintemel,2001.0,"sigmod record ,"
45440,"dc berridge , d kessel , i robertson",2002.0,"cochrane database syst rev ,"
45441,"r vallee-rai , e gagnon , lj hendren , p lam , p",2000.0,"lecture notes in computer science ,"
45442,s gillessen,,"proc . 28th icrc ,"
45443,"d dikel , d kane , s ornburn",,
45444,"r arora , a albicki",,"proc . of 29th midwest symposium on circuits and systems ,"
45445,g karsai,,"ieee computer ,"
45446,"jj enck , s bellow",1965.0,"wisconsin studies in contemporary literature ,"
45447,f hartung,2000.0,
45448,"y shiomi , a shinozaki , k sugimoto , j usukura , c",2004.0,"genes to cells ,"
45449,"hj promel , a steger , a taraz",1999.0,"submitted for publication ,"
45450,"e arbarello , m cornalba , p griffiths , j harris",,to
45451,"t soumiya , k nakamichi , s kakuma , t hatano , a",1999.0,"computer networks ,"
45452,"mc tseng , wy lin",,
45453,"m desbrun , m meyer , p schroder , ah barr",,
45454,"n essoussi , l riadi-isg , mb ahmed , l riadi-ensi",,
45455,a wigderson,1983.0,"journal of the acm ( jacm ) ,"
45456,kt slatteryâ ? ¦,,"eng . san diego ,"
45457,"i stamelos , l angelis",2001.0,"information & software technology ,"
45458,"dh owens , a chotai",,
45459,"j chen , x zhang , s chen , a koeller , ea",2001.0,"sigmod conference ,"
45460,gw west,1996.0,"new directions for adult and continuing education ,"
45461,m nagda,,
45462,s sabhasri,,"seattle : university of washington ,"
45463,"v harinarayan , a rajaraman , j ullman",,"proceedings of acm sigmod conference , montreal , canada , june ,"
45464,rs tolsma,1997.0,"new directions for teaching and learning ,"
45465,"jw park , ky huh , kh park",2000.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
45466,"mk sinha , pd nandikar , sl mehndiratta",1985.0,"proceedings of the 1985 acm sigmod international conference & hellip ; ,"
45467,u becoming chairman,,
45468,"d lehmann , mo rabin",1981.0,"proceedings of the 8th acm sigplan-sigact symposium on & hellip ; ,"
45469,"l blank , s nelson , j barnes",,submitted for
45470,"ky siu , v roychowdhury , t kailath",,"technical report , stanford university ,"
45471,d marks,1988.0,
45472,"tj svejcar , gm riegel , sd conroy , jd trent",,"& hellip ; , d. bedunah , and cl wambolt [ compilers ] . proceedings of the & hellip ; ,"
45473,"mh bernson , tl lindquist",1989.0,"social studies and the young learner ,"
45474,f crestani,1997.0,"artificial intelligence review ,"
45475,sw smith,1998.0,"journal of emergency medicine ,"
45476,"s chakravarthy , v krishnaprasad , e anwar , sk kim",1994.0,"proceedings of the international conference on very large & hellip ; ,"
45477,"y liu , bt himes , m murray , a tessler , i fischer",2000.0,
45478,s halama,2004.0,
45479,"s chaudhuri , v narasayya",,
45480,"hy chen , th tse , yt deng",2000.0,"information & software technology ,"
45481,d singh,1993.0,"journal of personality and social psychology ,"
45482,"a topkaya , s biermann , m jagiella",1992.0,"& hellip ; applications in the automotive industry , proceedings , 25 th & hellip ; ,"
45483,"ym wang , d beck , x jiang , r roussev",,
45484,"f berman , th geoffrey",,
45485,"r oberhuber , g zandler , p vogl",,"proc . of the 28th european solid state device research conf ,"
45486,ml shaffer,,"international conference on bear research and management ,"
45487,"m bando , k hasebe , k nakanishi , a nakayama , a",1995.0,"j. phys . i france ,"
45488,"r lehmann , m wapniarz , b hofmann , b pieper , i",1998.0,"bone-new york - ,"
45489,j trujillo,,
45490,"q zhu , p larson",1995.0,"proceedings of acm sigmod international conference on & hellip ; ,"
45491,"n beckmann , hp knegel , r schneider , b seeger",,"proc acm-sigmod conf on the management of data , atlanac city & hellip ; ,"
45492,ts moss,1976.0,"& hellip ; on infrared physics , zurich , switzerland , aug. 11-15 , 1975 . & hellip ; ,"
45493,mj miller,,"how . pc magazine ,"
45494,"r fitzhugh , hp schwan",,"cap . i ,"
45495,"n roussopoulos , s kelly",,"proceedings of the acm sigmod conference ,"
45496,"r bello , k dias , a downing , j feenan , j finnerty",,"proc . ofvldb ,"
45497,"lm wedepohl , dj wilcox",,"proc . iee ,"
45498,"v ercegovac , dj dewitt , r ramakrishnan",2005.0,"proceedings of the 31st international conference on very & hellip ; ,"
45499,h thimbley,,"acm-press new york ,"
45500,sl bird,1988.0,"water quality 88 : seminar proceedings . february 23-25 1988 , & hellip ; ,"
45501,"cj mcclain , re thorne",,"inc. , seattle washington ,"
45502,ms inc,,"san diego , ca ,"
45503,p beaumont,1996.0,"applied geography ,"
45504,a kemper,,"& hellip ; international conference on management of data , atlantic & hellip ; ,"
45505,"ff varvaro , s gesmond",1997.0,"journal of emergency nursing ,"
45506,"y sakurai , m yoshikawa , c faloutsos",,
45507,", m erwig , cs jensen , na lorentzos , m schneider , m",2000.0,"acm transactions on database systems ,"
45508,m johnson,,"computerworld ,"
45509,b william,,"university of washington . seattle ,"
45510,"d ansell , j morse , ka nollan",,"seattle , washington : casey family programs ,"
45511,"r campbell , h suzuki",,
45512,v valloppillil,,
45513,j weisman,1998.0,"acm press siggraph series ,"
45514,ac davei,2000.0,
45515,"al causey , bn woodall , ng wahl , cl voelker",1994.0,"journal of emergency medicine ,"
45516,"tl litovitz , w klein-schwartz , gc rodgers , dj",2002.0,"american journal of emergency medicine ,"
45517,ls zwerling,1992.0,"new directions for adult and continuing education ,"
45518,"jz rmit , a moffat , k ramamohanarao",,"acm trac . database system ,"
45519,"r collobert , s bengio",2001.0,"journal of machine learning research ,"
45520,"e franck , b schã ¶ nfelder",,
45521,y hori,1992.0,
45522,ga quattrone,,"journal of personality and social psychology ,"
45523,a motto,1992.0,"sigmod record ,"
45524,np boucher,1994.0,
45525,"yk woon , wk ng , a das",,
45526,"a pochelon , c angioni , m mantsinen , n gorelenkov ,",,
45527,"rp velagala , js jacobs",1997.0,"journal of range management ,"
45528,"j jones , m virvou",1991.0,"information and software technology ,"
45529,"hj luboldt , je altwein , kh bichler , d czaja , j",1999.0,"urologe ausgabe a ,"
45530,"r staudt , g saller , f dreisbach , m tomalla , ju",,"& hellip ; techniques , proceedings of the 25 thconference on vacuum & hellip ; ,"
45531,"rm guralnick , f lubeck",,
45532,"ag hauptmann , mg christel",,
45533,"sh hwang , yh kim , ar newton",1986.0,"proceedings of the 23rd acm/ieee conference on design & hellip ; ,"
45534,"j hornfeldt , m heumann , wp wilson jr",1998.0,"proceedings of the 23rd annual ieee conference on local & hellip ; ,"
45535,r bahsoon,,"proceedings of the 25 thinternational conference on software & hellip ; ,"
45536,"x wang , c yu , h schulzrinne , p stirpe , w wu",,"proceedings of the 2000 acm sigmetrics international & hellip ; ,"
45537,jws rayleigh,,"new york ,"
45538,b villalonga,,"strategic management society annual international conference ,"
45539,"d chester , g philips",,electronic
45540,"l becker , rh gueting",1992.0,"acm transactions on database systems ,"
45541,"s hannenhali , p pevzner",,proc . 27th acm stoc
45542,"k mackenzie , j kubiatowicz , m frank , w lee , a",1996.0,
45543,"j mchugh , j widom",,"proc . sigmod conf ,"
45544,"s akbulut , h king",1992.0,
45545,"r van engelen , i heitlager , l wolters , g cats",1997.0,
45546,"d dunning , dw griffin , jd milojkovic , l ross",1990.0,"journal of personality and social psychology ,"
45547,b shleien,,"md ,"
45548,ian hipkin,1999.0,"electronic markets ,"
45549,"r garcia , c piche , p davies , s gross",,"proc int . pig vet soc ,"
45550,"j broglio , j callan , wb croft",,
45551,ta standish,1975.0,"acm sigplan notices ,"
45552,o goldreich,,"manuscript , laboratory for computer science , mit , june ,"
45553,"n an , a sivasubramaniam , n vijaykrishnan , m",2001.0,"proceedings of the international conference on very large & hellip ; ,"
45554,"mad storey , ha mueller",1995.0,"lecture notes in computer science ,"
45555,s kailas,,"bombay ,"
45556,"t auer , m held",1998.0,"submitted for publication ,"
45557,rm fish,2000.0,"journal of emergency medicine ,"
45558,"ha mooney , we winner , ej pell , e chu",,"san diego , ca ,"
45559,"j olson , g olson , m storroson , m carter",,"procs . of the cscw ,"
45560,"l benmohamed , sm meerkov",1993.0,"ieee/acm transactions on networking ( ton ) ,"
45561,"a bagnall , m fenton , r lewis , ml leitner , j",2000.0,"cochrane database syst rev ,"
45562,"cl giles , s lawrence , ac tsoi",,"machine learning ,"
45563,c stedman,,
45564,"sy huh , kh moon , h lee",2000.0,"information & software technology ,"
45565,"p norton , r wilton",,microsoft
45566,"a bahrami , rl hebron",2000.0,
45567,"s cerrito , mc mayer , s praud",1999.0,"lecture notes in computer science ,"
45568,"a davis-blake , j pfeffer",1989.0,"the academy of management review ,"
45569,jr rydberg,,phil .
45570,c zheng,,
45571,"v scott , a de wolf , y kang , m martin",1993.0,"transplantation proceedings ,"
45572,"kl fox , mw born , ma cohen",2002.0,"journal of emergency medicine ,"
45573,bp west,,"univ. of washington , seattle ,"
45574,r kilner,1995.0,"proceedings : biological sciences ,"
45575,"c tzimopoulos , g arampatzis",1999.0,
45576,b friedland,,
45577,"em cherry , de hooper",,"proc . ieee ,"
45578,"s hartmann , s link",,
45579,"j enderle , m hampel , t seidl",2004.0,"proceedings of the 2004 acm sigmod international conference & hellip ; ,"
45580,"n saboo , lv kale",,
45581,sw mckibbons,1958.0,
45582,acms anthology,,
45583,gsp miller,1986.0,"acm siggraph computer graphics ,"
45584,g kaludis,1973.0,"new directions for higher education ,"
45585,j passe,1988.0,"social studies and the young learner ,"
45586,mb swain,,"see smith ,"
45587,d bekele,2000.0,"electronic markets ,"
45588,"o fontaine , sm gore , nf pierce",2000.0,"cochrane database syst rev ,"
45589,l grunin,,pc
45590,"am politis , ls mayer , cg lyketsos",,
45591,a witkin,1999.0,"proceedings of acm siggraph ,"
45592,r ryder,,proceedings of the international large river symposium ( lars
45593,p hirsch,1981.0,"computerworld. ,"
45594,"pc chee , yc yuan , cj roberts",1983.0,"international conference on radioactive waste management ,"
45595,"p baumgartner , fm suchanek",,
45596,rn kostoff,,proceedings : fourth international conference on management
45597,"a bemporad , g bianchini , f brogi , f barbagli",,
45598,dm marom,,proc . int . conf . optical
45599,mlh kaul,1988.0,
45600,t fulwiler,1997.0,"new directions for teaching and learning ,"
45601,m imber,1991.0,"information and software technology ,"
45602,"g yorsh , m musuvathi",,
45603,hz yang,,"proc . vldb conf ,"
45604,"dad rose , s furner , a hall , k montgomery , e",2000.0,"bt technology journal ,"
45605,jk hatch,1974.0,
45606,"vm markowitz , a shoshani",1992.0,"acm transactions on database systems ,"
45607,"da cortese , es edell , jh kinsey",1997.0,"mayo clinic proceedings ,"
45608,"dj newson , d ginsburg , mt wilkins",1998.0,"bt technology journal ,"
45609,"e compatangelo , h meisel",,submitted for
45610,mh eich,1986.0,"acm sigmod record ,"
45611,"s mclean , mb spring , e rasmussen , jg williams",1995.0,"electronic library ,"
45612,"i han , rm brach",2002.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,"
45613,"d agrawal , cc aggarwal",,
45614,"y theodoridis , e stefanakis , t sellis",,
45615,"d astruc , jc blais , e cloutet , l djakovitch , s",2000.0,"topics in current chemistry ,"
45616,"ll yan , rj miller , lm haas , r fagin",2001.0,"sigmod conference ,"
45617,dp friedman,1996.0,"proceedings of the first acm sigplan international & hellip ; ,"
45618,"t anderson , y breitbart , h korth , a wool , c",,"proceedings of the acm-sigmod 1998 international conference & hellip ; ,"
45619,a barr,1977.0,
45620,l mason,2001.0,"international journal of educational research ,"
45621,"o wesolowska , ab hendrich , n motohashi , k michalak",2001.0,"cellular and molecular biology letters ,"
45622,"ck nicholas , lh rosenberg",,
45623,jr swenson,,"proceedings acm sigmod conference , san jose ,"
45624,l domka,1996.0,"fizykochemiczne problemy mineralurgii ,"
45625,rw bartlett,,"proc . int . symp . on hydrometallurgy ,"
45626,"k sycara , m paolucci , a ankolekar , n srinivasan",,"journal of web semantics ,"
45627,"l rowe , d houle",1996.0,"proceedings : biological sciences ,"
45628,"p banerjee , s patil , j patel",,"proc . 28th design automation conf ,"
45629,"o buyukkokten , h garcia-molina , a paepcke",2000.0,"www9 / computer networks ,"
45630,"a habrard , m bernard , f jacquenet",,
45631,"ag kartsatos , iv skrypnik",,
45632,t imielinski,1982.0,"proceedings of the 1982 acm sigmod international conference & hellip ; ,"
45633,"sa changnon , jm changnon , gjd hewings",2001.0,"physical geography ,"
45634,"s helmer , t westmann , g moerkotte",1998.0,"vldb ,"
45635,wc rose,,
45636,"d behrens , k harbich , e barke",1997.0,"proceedings of the 1996 ieee/acm international conference on & hellip ; ,"
45637,"kj lin , mj lin",,"sigmod record ,"
45638,n hori,,
45639,s zachar,1980.0,"new directions for higher education ,"
45640,r mccarthy,1988.0,"electronic learning ,"
45641,glck garcia-molina,,"proc . of the 1997 acm sigmod international conference on & hellip ; ,"
45642,smj baban,,"geography ,"
45643,"ns endler , j hunt",,"journal of personality and social psychology ,"
45644,s hoffman,1983.0,"computerworld. ,"
45645,"k yoshino , d monroy , sc pflugfelder",1996.0,"cornea-new york - ,"
45646,de walker,1981.0,"new directions for higher education ,"
45647,mt roth,,"proc . 23rdvldb conference , athens , greece , aug ,"
45648,"h eui-hong , g karypis",,"ieee transactions on knowledge and data engineering ,"
45649,b spencer,2001.0,"new directions for adult and continuing education ,"
45650,"jc barlow , gr bortolotti",,"proc . int . ornithol . congr ,"
45651,t bloom,,"tr-211 , mit laboratory for computer science , jan. ,"
45652,"al martel , ar moody",,"procs medical image understanding and analysis . manchester : & hellip ; ,"
45653,"a csinger , k siau",,"ieee computer ,"
45654,hp newquist,,"computerworld ,"
45655,va arlington,,
45656,"l van benthem jutting , j mckinna , r pollack",,"submitted for publication ,"
45657,"dj millward , ctm davies , d halliday , sl wolman , d",1982.0,"fed proc ,"
45658,"d terry , d goldberg , d nichols , b oki",,proceedings of the acm sigmod conference on management of
45659,p meer,,
45660,f baskett,1978.0,"acm sigplan notices ,"
45661,"jp pommereau , f goutail",,proc . 28th liã ¨ ge int . astrophysical colloquium â ?? our
45662,gh gessert,1990.0,"sigmod record ,"
45663,n ward-dutton,2000.0,"application development trends ,"
45664,sec ravenal,,nato
45665,"hvjlvs lakshmanan , d srivastava",,proceedings of acm sigmod international conference on
45666,"rj stevenson , ti case , ra boakes",,"submitted for publication ,"
45667,"wi grosky , dv sreenath",2002.0,"sigmod record ,"
45668,"wd binder , la mermel",1998.0,"journal of emergency medicine ,"
45669,"j vrancken , v avontuur , j blonk , m westerman , n",,
45670,w reisig,,
45671,"k koffolt , sl holt",1997.0,"new directions for teaching and learning ,"
45672,s abramsky,,"proceedings ,"
45673,"k zee , m rinard",,
45674,"a gamache , n sahraoui",1995.0,"acm sigmod record ,"
45675,"s gollapudi , d sivakumar , ibm almaden",,
45676,ef miller jr,,"the oregon report : procs . of the conf . on computing in the ,"
45677,"d zimmerman , s karon , j swearengen",,"draft : cms nhcmq demonstration final report , march ,"
45678,l richlin,1993.0,"new directions for teaching and learning ,"
45679,"da wang , j ji , lx feng",,
45680,"dp davis , kj bramwell , gm vilke , ty cardall , e",1999.0,"journal of emergency medicine ,"
45681,e rasmusen,1989.0,
45682,"g boella , l van der torre",,"procs . 8th intâ ?? l conf . in ai & law ( icailâ ?? 03 ) , edinburgh"
45683,"nr franks , ab sendova-franks , j simmons , m mogie",1999.0,"proceedings : biological sciences ,"
45684,"s spaccapietra , c parent",1992.0,
45685,s gregory,,"geography ,"
45686,rr razouk,1988.0,"design automation conference , 1988 . proceedings. , 25th acm / & hellip ; ,"
45687,"k saito , k ikeya , e kondo , s komine , m komine , m",1994.0,"md ,"
45688,"e hayes , saj colinâ ? ¦",1994.0,"new directions for adult and continuing education ,"
45689,"da afremov , yv zhuravleva , yv mironov , ve",,at .
45690,"jl balcã ¡ zar , j dãaz , j gabarrã ³",1990.0,
45691,r mccarthy,1989.0,"electronic learning ,"
45692,o lee,1998.0,"electronic markets ,"
45693,t kahveci,,proc . of the international conference on very large data
45694,"v mã 1/4 ller , w lutzenberger , f pulvermã 1/4 ller , b mohr",2001.0,"experimental brain research ,"
45695,gk zipf,,"new york : hafner ,"
45696,i this activity,,
45697,"s amari , sc douglas , a cichocki , hh yang",,"proc . sysid ,"
45698,a couey,1994.0,"proceedings of the second acm international conference on & hellip ; ,"
45699,r snodgrass,1987.0,"acm transactions on database systems ,"
45700,"t schlachter , r ebel , w geiger , a sawade , m tauber",,
45701,re watson,,"massachusetts institute of technology technical report no ,"
45702,p larson,,"acm trans . database syst ,"
45703,csd recording,,
45704,"h pirahesh , jm hellerstein",,proc . acm sigmod intâ ?? l conference on management of
45705,"jd fox , h hindi , i linscott , j olsen , g oxoby , l",,
45706,g von heijne,,"san diego : academic ,"
45707,"ja infante , e zuazua",,"paris , serie i ,"
45708,"e ng , a taddio , a ohlsson",2003.0,"cochrane database syst rev ,"
45709,"g monterey , s levitus",,"md ,"
45710,c schultz,1999.0,"unpublished manuscript ,"
45711,"gb gibbs , d graham , dh tomlin",,"phil . mag ,"
45712,"c miller , c redcross , c henrichson",,
45713,eb fernandez,,
45714,"c bajaj , v anupam , d schikore , m schikore",,"ieee computer ,"
45715,"hv jagadish , lvs lakshmanan , m scannapieco",2004.0,"proceedings of the 2004 acm sigmod international conference & hellip ; ,"
45716,as rao,1996.0,"lecture notes in computer science ,"
45717,"r nelson , m singer",2003.0,"cochrane database syst rev ,"
45718,"p capros , l mantzos",,"ntua for the european commission , athens , greece ,"
45719,"e wong , mk leong , v anantharaman , l raman , kp wee ,",2002.0,"journal of emergency medicine ,"
45720,"h aoki , s shimotsuji , o hori",1996.0,"proceedings of acm multimedia ,"
45721,"m zhang , jg luo , l zhao , sq yang",2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,"
45722,j mccowan,,"phil . mag ,"
45723,"a datta , k dutta , d vandermeer , k ramamritham , sb",2001.0,"the vldb journal the international journal on very large & hellip ; ,"
45724,"s acharya , pb gibbons , v poosala",1999.0,"proceedings of the 25th international conference on very & hellip ; ,"
45725,"c demers , a hatami , gn hendy , pdâ ?? amour , s",,"proceedings of the 10th workshop on vitamin d , 23 4 , & hellip ; ,"
45726,"m wollenhaupt , m rosenhauer , t muller , j jourdan ,",,"proc . of 21st int symp on shock waves , great keppel island , & hellip ; ,"
45727,"jb dennis , gr gao",1995.0,
45728,v barthelmann,,
45729,"u goodwin , g marquis",,"ieee international engineering management conference ,"
45730,"cl hwang , bs chen",,
45731,jb elgin,1975.0,"interim technical report massachusetts inst . of tech. , & hellip ; ,"
45732,"r desai , v kacholiya , a hulgeri , h karambelkar , s",,"proceedings of acm sigmod ,"
45733,"cj selley , s baker , r mckay",1997.0,"bt technology journal ,"
45734,"pk agarwal , l arge , j erickson",,"proc . of acm pods ,"
45735,r kirby,,"geography ,"
45736,"ps waraich , ce adams , m roque , km hamill , j marti",2002.0,"cochrane database syst rev ,"
45737,"w kim , r lorie , d mcnabb",,"proc . of the vldb conference ,"
45738,a dogac,1996.0,"acm sigmod record ,"
45739,m toyama,1998.0,"sigmod conference ,"
45740,j maglitta,,"computerworld ,"
45741,"j patel , jb yu , n kabra , k tufte , b nag , j burger ,",1997.0,"sigmod record ,"
45742,sa delucaâ ? ¦,2000.0,
45743,j hammer,2000.0,sigmod
45744,fr nabarro,,"phil mag ,"
45745,dd williams,1986.0,"new directions for program evaluation ,"
45746,k ramamritham,,"coins technical report , university of massachusetts , june 1982 ,"
45747,r potter,,watch what i do : programming by
45748,"j crocker , b cornwell , b major",1993.0,"journal of personality and social psychology ,"
45749,"b george , l williams",2004.0,"information and software technology ,"
45750,jc quint,1994.0,
45751,mp mattson,2004.0,"annals-new york academy of sciences ,"
45752,"da kenny , l la voie",,"journal of personality and social psychology ,"
45753,"sk gadia , j vaishnav",,"proceedings of the 4th annual acm sigact-sigmod symposium on & hellip ; ,"
45754,"r bhattacharya , tm devinney , mm pillutla",1998.0,"the academy of management review ,"
45755,"y qian , g zhang , k zhang",2004.0,"proc . acm sigmod 2004 conference ,"
45756,k morohashi,1997.0,"genes to cells ,"
45757,"p hellier , c barillot",2001.0,"lecture notes in computer science ,"
45758,"a genz , r kass",,"computing science and statistics : proceedings of the 23rd & hellip ; ,"
45759,"aw norman , r bouillon , m thomasset",,proceedings of the eighth workshop on vitamin
45760,"c poli , wa knight",1984.0,
45761,"mn orchard , sj newman",1999.0,"european rotorcraft forum , 25 th , rome , italy , proceedings. ,"
45762,"m jarke , mj carey , kr dittrich , fh lochovsky , p",1997.0,"proceedings of the 23rd international conference on very & hellip ; ,"
45763,r nelson,,proc . acm sigmod int . conf . on management of
45764,es um,2005.0,
45765,"v van swede , jc van vliet",1993.0,"information and software technology ,"
45766,b buchberger,,
45767,c ware,2000.0,
45768,j cannady,,
45769,"t hernandez , s kambhampati",2004.0,"sigmod record ,"
45770,"e ben-jacob , i cohen",,"see ref ,"
45771,"j brown , mt jorgenson , op smith , w lee",,"permafrost assoc. , zurich , switzerland ,"
45772,"r agrawal , j kiernan , r srikant , y xu",2002.0,"vldb ,"
45773,"c sierra , p noriega",,
45774,"m flickner , h sawhney",,"ieee computer magazine ,"
45775,j steele,,electronic
45776,"v brosda , g vossen",,"acm tods ,"
45777,"s acharya , pb gibbons , v poosala",,"proceedings of acm sigmod ,"
45778,"kv mardia , jt kent anda",,"proceedings of the 23rd symposium on the interface , seattle ,"
45779,r kadia,,proceedings of acm sigsoftâ ?? 92 : fifth symposium on software
45780,"sj winter , c saunders , p hart",,
45781,"h tuvesson , l harrie",2003.0,"proc of the 21st int . cartographic conf. , august ,"
45782,"d georgakakis , e andreadi , n christopoulou",,"agricultural university of athens , athens , greece ,"
45783,"ce izard , dz libero , p putnam , om haynes",1993.0,"journal of personality and social psychology ,"
45784,"j mills , e aronson",1965.0,"journal of personality and social psychology ,"
45785,jt menke,,"proc . 28th nat . sampe symp ,"
45786,"r dechter , p van beek",1995.0,"lecture notes in computer science ,"
45787,"y zhuge , h garcia-molina",,"technical report , stanford university , may 1998 . http://www-db ."
45788,"s shtants , y tomik , a gese",,at .
