scholar_id,auth_names,journal_name,pub_title,published_yr
43764,"m henry , w gentry","journal of emergency medicine ,",single injection of methtrexate for treatment of ectopic pregnancies .,1995.0
43765,a bestravos,proceedings of acm,middleware support for data-mining and knowledge discovery in large scale distributed systems,
43766,"ar butt , r zhang , yc hu",proceedings of acm/ieee sc 2003,a self-organizing flock of condors,
43767,h wan,,ramsey numbers for quasi-quadrangles and triangles,
43768,"g kaupp , j schmeyers , dca kuse , a atfeh","acc . chem . res ,",stichwã ¶ rter : alumophosphate festkã ¶ rperchemie hydro-thermalsynthesen kombinatorische chemie,1996.0
43769,js stark,"new directions for higher education ,",seeking coherence in the curriculum .,1989.0
43770,d batoryâ ? ¦,"proceedings of acm sigsoft , deceber ,",jts : scalable software library,
43771,"m kitsuregawa , y ogawa","vldb ,","bucket spreading parallel hash : a new , robust , parallel hash join method for data skew in the super",1990.0
43772,ct stewart,"new directions for higher education ,",the role of the university .,1975.0
43773,"ta hall , p werba","proceedings of the 25 th anniversary of emag , london , inst . & hellip ; ,",quantitative microprobe analysis ofâ thin specimens : continuum method,
43774,d ephraim,"see dana ,",culturally relevant research and practice with the rorschach comprehensive system,
43775,"ã ? ulusoy , gg belford","proceedings of the 25 thannual simulation symposium ( ieee ) ,",â ?? a simulation model for distributed real-time databases â ??,
43776,j kienitz,,spectral estimates : from finite to general state spaces,
43777,j shanmugasundaramâ ? ¦,"conf . on vldb ,",relational databases for querying xml documents : limitations and opportunities . 25th intl,
43778,m duell,at,experience in applying design patterns to decouple object interactions on the ingage platform,
43779,"s goel , m robson , m polte , eg sirer","unpublished manuscript ,",herbivore : a scalable and efficient protocol for anonymous communication,2002.0
43780,t niemi,"sigmod record ,",straightforward formalization of the relational model .,1984.0
43781,msi discover,san diego,9685 scranton road,
43782,m angã © lilâ ? ¦,,arc-line : architecture on-line,2000.0
43783,"l gennetian , v knox",,staying single : the effects of welfare reform policies on marriage and cohabitation . the next,2003.0
43784,n becker,"heatherbell d a. proceedings of the international symposium & hellip ; ,",site selection for viticulture in cooler climates using local climatic information,
43785,"g taubin , db cooper","proc . spie ,",recognition and positioning of rigid objects using algebraic moment invariants,1991.0
43786,pr pintrich,"new directions for teaching and learning ,",student learning and college teaching .,1988.0
43787,"p gburzynski , j maitan","acm transactions on internet technology ,",fighting the spam wars : a remailer approach with restrictive aliasing .,2004.0
43788,pam van lange,"journal of personality and social psychology ,",the pursuit of joint outcomes and equality in outcomes : an integrative model of social value,1999.0
43789,ao allen,,"probability , statistics , and queueing theory with computer science applications",
43790,w masek,"unpublished manuscript ,",some np-complete set covering problems,
43791,"b iung , p lhoste , g morel , m roesch","& hellip ; workshop computer integrated manufacturing , athens , greece , & hellip ; ,",functional modelling of an intelligent actuator : applicable to an on/off or modulating electrical,
43792,"ba nardi , dj schiano , m gumbrecht",,"blogging as social activity , or , would you let 900 million people read your diary",
43793,"rj bayardo , w bohrer , a cichocki , jj fowler , a",proc . acm sigmod intâ ?? l conf . management of,infosleuth : agent-based semantic integration of information in open and dynamic systems,
43794,"ej leys , jh smith , sr lyons , al griffen",submitted for,strain identification and detection of multiple strains of porphyromonas gingivalis by heteroduplex,
43795,js beaudry,"new directions for program evaluation ,",synthesizing research in multicultural teacher education : findings and issues for evaluation of,
43796,rj miller,"sigmod record ,",the clio project : managing heterogeneity,2001.0
43797,"t robertson , ft wright , rl dykstra",,order restricted statistical inference,1988.0
43798,"j cassell , h vilhjlmsson",proceedings of acm siggraph,bickmore . beat : the behavior expression animation toolkit,
43799,"j gray , t hey",,in search of petabyte databases,
43800,d shasha,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",computing for biologists : lessons from some successful case studies,2005.0
43801,b nadel,"pc magazine ,","a kinder , gentler pointcast",
43802,"j luo , ma nascimento","proceedings of acm workshop on multimedia databases ,",content based sub-image retrieval via hierarchical tree matching,2003.0
43803,"c carstensen , rhw hoppe",,convergence analysis of an adaptive nonconforming finite element method,
43804,"w kiessling , s holland , s fischer , t ehm",,"cosima-your smart , speaking e-salesperson",
43805,"v hardman , ma sasse , m handley , a watson","proceedings of inet ,",reliable audio for use over the internet,
43806,"h snyder , d williams , b zink , k reilly","journal of emergency medicine ,",accuracy of blood ethanol determination using serum osmolality .,1992.0
43807,cl mcdowell,"new directions for program evaluation ,",standardized tests and program evaluation : inappropriate measures in critical times,
43808,"iw marshall , c roadknight","computer networks ,",provision of quality of service for active services,2001.0
43809,"p kingwell , m dowie , b holler",,helping people help themselves an early look at learn $ ave,
43810,"jc chew , j whiteside","addison-wesley , seattle , washington . isbn",1â ?? 5 april 1990 . empowering people : chiâ ?? 90 conference proceedings . acm sigchi,
43811,"av aho , y sagiv , jd ullman",acm tods,efficient optimization of a class of relational queries,
43812,"a kunz , r wang , p cadman",proc . 21st int . symp . on shock,liquid spray combustion of propanol/tetradecane/water mixtures,
43813,"jd pehoushek , js weening","& hellip ; technical report to appear . stanford university , stanford , & hellip ; ,",dynamic partitioning in parallel lisp,
43814,"wh sawyer , m manning","fed proc ,",the use of antagonists of vasopressin in studies of its physiological functions,1985.0
43815,"h leeb , p hellekalek",,strong and weak laws for the spectral test and related quantities,1998.0
43816,"e sirin , b parsia , d wu , j hendler , d nau","journal of web semantics ,",htn planning for web service composition using shop2,2004.0
43817,jy wong,"proceedings of the i mech e part d journal of automobile & hellip ; ,",optimization of design parameters of rigid-link track systems using an advanced computer aided,1998.0
43818,"dd galloway , n west","wisconsin studies in contemporary literature ,",a picaresque apprenticeship : nathanael west 's '' the dream life of balso snell '' and '' a cool million '',1964.0
43819,"yts li , s malik","proceedings of acm/ieee design automation conference ,",performance analisys of embedded software using implicit path enumeration,
43820,"r puri , j gu","proc . of 29th design automation conference ,",an effictent algorithm for microcode length mmtmtzation,
43821,em glaser,"new directions for program evaluation ,",strategies for obtaining utilizable knowledge,1980.0
43822,"a buchner , f gabriel , p michelâ ? ¦","proceedings of epac ,",the elbe-project at dresden-rossendorf,
43823,"cs boerner , jt macher","unpublished manuscript ,",transaction cost economics : a review and assessment of the empirical literature,
43824,"b purimetla , rm sivasankaran , ja stankovic , k","parallel and distributed information systems , 1994. , & hellip ; ,",priority assignment in real-time active databases,1994.0
43825,dj julius,"new directions for higher education ,",human resources,2000.0
43826,jp verdin,,geospatial climate monitoring products : tools for food security assessment,1999.0
43827,"d wetherall , n spring , r mahajan","proc . acm sigcomm ,",measuring isp topologies with rocketfuel,
43828,"o widell , h henricson",,intercalibration of low light level sources,
43829,r boyer,"seattle : university of washington ,",evaluation of water quality in relation to frogs at klamath basin national wildlife refuges ( ms,
43830,mf green,"new directions for higher education ,","bridging the gap : multiple players , multiple approaches",2000.0
43831,"so hvasshovd , o torbjornsen , se bratsberg , p","zurich , switzerland ,","the clustra telecom database : high availability , high throughput , and real-time response proceedings",
43832,"j berstel , p seebold",to,algebraic combinatorics on words,
43833,"ak singh , ca lang","proc . acm sigmod intâ ?? l conf . on management of data , santa & hellip ; ,",modeling high-dimensional index structures using sampling,
43834,"s bose , l fegaras","proceedings of the 2004 acm sigmod international conference & hellip ; ,",data stream management for historical xml data,2004.0
43835,tg grove,"new directions for teaching and learning ,",leading the honors seminar : applied group dynamics .,1986.0
43836,"sj chapin , d katramatos , j karpovich , as grimshaw","lecture notes in computer science ,",the legion resource management system,1999.0
43837,pj cassimatis,,the construction industry in greece,1976.0
43838,j banks,"proceedings of the 23rd conference on winter simulation ,",selecting simulation software,1991.0
43839,"t arts , jjs penas",proceedings of acm sigplan erlang,global scheduler properties derived from local restrictions,
43840,"t nomura , k hayashi , t hazama , s gudmundson","proc acm conf comput support coop work ,",interlocus : workspace configuration mechanisms for activity awareness,1998.0
43841,"pa steer , dj henderson-smart","cochrane database syst rev ,",caffeine versus theophylline for apnea in preterm infants,2000.0
43842,"m wise , m glowacki-dudka","new directions for adult and continuing education ,",embracing and expanding the margins of adult education,2004.0
43843,"dj doane , b pusser","new directions for higher education ,",entrepreneurial organization at the academic core : the case of summer sessions,2005.0
43844,dw allan,,statistics of atomic frequency standards,1966.0
43845,"h takata , m kato , k denda , n kitamura","genes to cells ,",a hrs binding protein having a src homology 3 domain is involved in intracellular degradation of,2000.0
43846,"f molle , h turral",,demand management in a basin perspective : is the potential for water saving overestimated ?,
43847,nf mott,"phil . mag ,",conduction in non-crystalline systems . iv . anderson localization in a disordered lattice,
43848,js amthor,,respiration and crop productivity,1989.0
43849,tap modem,multimedia optimisation and demonstration for education in,et1015,
43850,"gm vilke , a marino , j iskander , tc chan","journal of emergency medicine ,",emergency department patient knowledge of medications,2000.0
43851,p brumer,"acc . chem . res ,","faraday disc . chem . soc . 82 , 177 ( 1987 ) ; p. brumer and m. shapiro",
43852,"h wang , pj mucha , g turk","proceedings of acm siggraph 2005 ,",water drops on surfaces,2005.0
43853,"acms anthology , p edition",,equi-depth histograms for estimating selectivity factors for multi-dimensional queries .,
43854,"k sagonas , t swift , d warren","proceedings of the 1994 acm sigmod , international conference & hellip ; ,",xsb as an efficient deductive database engine ( pp. 442â ?? 453 ),
43855,"s henning , r jonathan","computer networks ,",internet telephony : architecture and protocolsâ ?? an ietf perspective,
43856,"jg leishman , a bagai","md ,","rotor wake visualization in low speed forward flight . aiaa paper 91-3232 , aiaa 9th applied",
43857,c zaniolo,proceedings of the 1979 acm sigmod international conference,design of relational views over network schemas,
43858,"br rau , m lee",proc . acm,"m , s. schlansker , â ?? register allocation for software pipelined loopsâ ??",
43859,d smith,"bt technology journal ,",data transport,2000.0
43860,"j aschoff , h pohl","fed proc ,",rhythmic variations in energy metabolism,1970.0
43861,c rosemary,"computerworld ,","few is projects come in on time , on budget",
43862,"sl jain , rk rai","institution of engineers/india / , meeting , bombay , india , apr & hellip ; ,",peak amplitude recording system for ionospheric absorption measurement,1976.0
43863,w gosper,"unpublished manuscript ,",continued fraction arithmetic,
43864,c sliwa,"computerworld ,",a window to real-time communication '',
43865,mvl bennett,"fed . proc ,",function of electrotonic junctions in embryonic and adult tissues,1973.0
43866,"gf junct , m lconard","12th vldb conference , kyoto , japan , august ,",ecrins/86 : an cxlctldcd crltity-rclationshlp data base managcmcnt system and its semantic query,
43867,"e borger , a cavarra , e riccobene","information & software technology ,",on formalizing uml state machines using asm,2004.0
43868,"n polyzotis , m garofalakis , y ioannidis",proc . of the acm sigmod int . conf . on management of,approximate xml query answers,
43869,"d cyrluk , p lincoln , n shankar","lecture notes in computer science ,",on shostak 's decision procedure for combinations of theories,1996.0
43870,pt potapenko,at .,harmonic modeling of power reactor,
43871,ew noreen,,computerâ ?? intensive methods for testing hypotheses : an introduction,1989.0
43872,car hoare,"comm . acm ,",find ( algorithm 65 ),
43873,w weigel,,oracle-warehouse,1995.0
43874,"p samarati , l sweeney","proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,",generalizing data to provide anonymity when disclosing information,1998.0
43875,"hm dewan , sj stolfo , l woodbury","journal of parallel and distributed computing ,",scalable parallel and distributed expert database systems with predictive load balancing,1994.0
43876,rr tianzhang,"proc . sigmod intl. conf . on management of data ,","andmironlivny , â ?? birch : anefficientdataclustering method for very large databases , â ??",
43877,"kc ho , a so","political geography ,",semi-periphery and borderland integration : singapore and hong kong experiences,1997.0
43878,"j padhye , v firoiu , d towsley , j kurose","proceedings of acm/sigcomm â ?? 1998 ,",modeling tcp throughput : a simple model and its empirical verification,
43879,m kujawinska,warsaw technical,"automatic fringe pattern analysis in optical methods of testing , series mechanics , vol . 138",
43880,l ulanoff,"pc magazine-american edition - ,",the top 100 cd-roms,1995.0
43881,"n bruno , s chaudhuri",,statistics on query expressions,2002.0
43882,"m vojnoviä ? , a ganesh","and patches . technical report tr-2005-13 , microsoft research ,","on the race of worms , alerts",
43883,"n neu , c wieners",,criteria for the approximation property for multigrid methods in nonnested spaces ( 2000 ),
43884,s jafarey,"ph. d. thesis california univ. , santa barbara. ,",problems in phase transitions occuring in quasi-one dimensional conductors,1976.0
43885,r kwon,pc,not your ordinary java .,
43886,l nentwig,"computer networks ,",lemo : a virtual exhibition of 20 th century german history,1999.0
43887,"nm ghoniem , s tong",phil .,"s. , singh , bn , and sun , lz , 2001",
43888,gl fund,"isbn ,",2000,
43889,"m bertolotto , mj egenhofer",,progressive vector transmission,
43890,"j riccio , s freedman , ks harknett",,can they all work ? : a study of the employment potential of welfare recipients in a welfare-to-work,1995.0
43891,"a rego , r vargas , ml foegh , pw ramwell",transplant,effect of cyclosporine a treatment on vascular reactivity of the rat thoracic aorta,
43892,"k hirao , m tsuneo , s jinhai , q jianrong , k hirao ,",,active glass for photonic devices,2001.0
43893,"ar its , vy novokshenov",,the isomonodromic deformation method in the theory of painlevã © equations,1986.0
43894,hj suermondt,"technical report ksl-91-39 , stanford university ,",explanation of probabilistic inference in bayesian belief networks,
43895,"b bernu , y hiwatarit",,a molecular dynamics study of the glass transition in binary mixtures of soft spheres,
43896,mp doyle,"acc . chem . res ,","comprehensive organometalic chemistry , vol . 2 , chapter 5. ; mp doyle",
43897,"mc valdes , m inamura","proceedings of the 23rd japanese conference on remote & hellip ; ,",image fusion by neural networks and its applications to spatial resolution improvement of low,
43898,j rubenking,pc,"identity theft : what , me worry ?",
43899,a dixit,,thinking strategically,
43900,"sc hansen , ea unger","proceedings of the 1991 acm sigmod international conference & hellip ; ,",an extended memoryless inference control model : accounting for dependence in table-level controls,1991.0
43901,d heckerman,"technical report msr-tr-95-04 ,",learning causal networks,
43902,el foo,"& hellip ; of research and demonstration projects . elsevier applied & hellip ; ,",computer-based conferencing activities on anaerobic digestion .,1987.0
43903,"d agrawal , s sengupta","proceedings of the 1989 acm sigmod international conference & hellip ; ,",modular synchronization in multiversion databases : version control and concurrency control,1989.0
43904,"gh jacobs , m neitz , j neitz","proceedings : biological sciences ,",mutations in s-cone pigment genes and the absence of colour vision in two species of nocturnal,1996.0
43905,up kanning,,standards der personaldiagnostik 607 s,2004.0
43906,"u guntzer , wt balke",& hellip ; of the 26th international conference on very large databases,"kie ã ? ling , w. 2000 . optimizing multi-feature queries for image databases",
43907,s chaudhuri,"sigmod record ,",query optimization at the crossroads,1997.0
43908,kj turner,"computer networks ,",analysing interactive voice services,2004.0
43909,"p einarsson , k sã ¦ mundsson",,earthquake epicenters 1982â ?? 1985 and volcanic systems in iceland,
43910,"i petzold , g grã ¶ ger , l plã 1/4 mer","proc . of the 21st int . cartographic conf . ( iccâ ?? 03 ) ,",fast screen map labelingâ ?? data-structures and algorithms,2003.0
43911,c oliver,"the academy of management review ,",strategic responses to institutional processes,1991.0
43912,"a bouguettaya , b benatallah , l hendra , j beard , k",corba and,world wide database-integrating the web,
43913,"ks yang , mh bond","journal of personality and social psychology ,",exploring implicit personality theories with indigenous or imported constructs : the chinese case,1990.0
43914,el katz,"new directions for higher education ,",key players in the dissertation process,1997.0
43915,"n furmento , j hau , w lee , s newhouse , j darlington","lecture notes in computer science ,","implementations of a service-oriented architecture on top of jini , jxta and ogsi",2004.0
43916,d treisman,"unpublished manuscript ,",defining and measuring decentralization : a global perspective,2002.0
43917,ra arreola,"new directions for teaching and learning ,",a faculty evaluation model for community and junior colleges .,1987.0
43918,"s samtani , v kumar , m mohania",,self maintenance of multiple views in data warehousing,
43919,"dd straube , mt ã?zsu","acm transactions on information systems ( tois ) ,",queries and query processing in object-oriented database systems,1990.0
43920,"dr mclean , t nihei","lancet i ,",uptake of dopamine and 5-hydroxytryptamine by platelets from patients with huntington 's chorea,1977.0
43921,g inc,microsoft,ilumin inc,
43922,"z yongle , w jiangping , g heqing","proceedings of 2003 international conference on management & hellip ; ,",research on software characteristics evaluation and its tool [ c ] . lan hua eds,
43923,e bielawksi,"see ref ,",dual perceptions of the past : archaeology and inuit culture,
43924,"bb schieffelin , m cochran-smith","awakening to literacy ,",learning to read culturally : literacy before schooling,
43925,cd mobley,"san diego , calif ,",light and water : radiative transfer in natural waters academic,
43926,"d barbara , m sullivan","a cm sigmod workshop on research issues on data mining and & hellip ; ,","quasi cubes : exploiting approximations in multidimensional databases . sigmod record , 26 ( 3 ) : 12-17 ,",
43927,"tk asano , rs mcleod","cochrane database syst rev ,",non steroidal anti-inflammatory drugs ( nsaid ) and aspirin for preventing colorectal adenomas and,2004.0
43928,h trinh,,decentralised feedback controllers for uncertain interconnected dynamic systems,
43929,"d myers , kw wong , cc fung","& hellip ; - journal-of-intelligent-information-processing-systems ,",self-organising maps use for intelligent data analysis,
43930,"j park , r cortesã # o , o khatib",,robust and adaptive teleoperation for compliant motion tasks,
43931,"y yuan , jb rose , np archer","electronic markets ,",a web-based negotiation support system,1998.0
43932,"aa selcuk , d sidhu","computer networks ,",probabilistic optimization techniques for multicast key management,2002.0
43933,mbe m & de,"hoe . vldb ,",semanticmodelling of object-oriented databases,
43934,s sudarshanl,,garbage collection in object oriented databases using transactional cyclic reference counting,
43935,e grochowski,"ibm almaden research center , san jose , california . url : http","average price of storage and internal ( media ) data rate trend , 1999",
43936,pa gerakes,,greek wetlands,1996.0
43937,"i horrocks , pf patel-schneider , f van harmelen , f",journal of web,rdf to owl : the making of a web ontology language,
43938,"c fournet , car hoare , sk rajamani , j rehof",,stuck-free conformance theory for ccs,
43939,"m fine , v vanderslice","unpublished manuscript ,",qualitative activist research : reflections on methods and politics,
43940,"r agrawal , hv jagadish","vldb ,",direct algorithms for computing the transitive closure of database relations,1987.0
43941,"ls colby , l libkin , is mumick , h trickey","sigmod conference ,",algorithms for deferred view maintenance,1996.0
43942,wp cockshott,"information and software technology ,",persistent programming and secure data storage,1987.0
43943,mh dunham,"sigmod record ,",mobile computing and databases : anything new ?,1995.0
43944,"ah heuer , js lally , jm christie , sv radcliffe","phil . mag ,",phase transformations and exsolution in lunar and terrestrial calcific plagioclases,
43945,dw snow,"proc . int . ornithol . congr ,",the evolution of manakin displays,
43946,"pr doidge , hk sik , dr tilley","phil mag ,",anomalous superconducting surface nucleation fields,1966.0
43947,"dp heyman , tv lakshman , al neidhardt","acm sigmetrics performance evaluation review ,",a new method for analyzing feedback-based protocols with applications to engineering web traffic - group of 3 & raquo ;,1997.0
43948,"wl shyu , cs wu , tc hou , wl shyu , cs wu , tc hou","computer networks ,",aligned prefix caching based on singleton information,2005.0
43949,sc jensik,"transplantation proceedings ,","tacrolimus ( fk 506 ) in kidney transplantation : three-year survival results of the us multicenter ,",1998.0
43950,p atzeni,"proceedings of the sixteenth acm sigact-sigmod-sigart & hellip ; ,",cut and paste,1997.0
43951,s kaplan,"new directions for higher education ,","getting the best : conclusions , recommendations , and selected resources .",1983.0
43952,b functions,,processing object-oriented queries with invertible late,
43953,"h orikasa , t suzuki , t kyotani , a tomita , r martin","san diego ,",22nd biennal international conference on carbon,
43954,"h chen , dd yao",,"fundamentals of queuing networks , 2001",
43955,scssb dom,,mining surprising patterns using temporal description length,
43956,"l yapa , m polese , j wolpert","economic geography ,","interdependencies of commuting , migration , and job site relocation",1971.0
43957,"m salamo , e golobardes","proceedings of the iii congres catala dâ ?? intel ligencia & hellip ; ,",bastian : incorporating the rough sets theory into a case-based classifier system,
43958,g student,,change of advisor agreement,
43959,"j nielsen , tk landauer","proceedings of acm interchi ,",a mathematical model of the finding of usability problems with usability assessment methods,
43960,"y nakaseko , k nabeshima , k kinoshita , m yanagida","genes to cells ,",dissection of fission yeast microtubule associating protein p 93 dis 1 : regions implicated in,1996.0
43961,r gerr,"pc magazine ( russian edition ) ,",new turn,
43962,s finch,"see ref ,",horticultural crops,
43963,mj norusis,"microsoft windows ,",spss version 9.0,
43964,"p barham , p key , k laevens , d mcauley",,congestion pricing for congestion avoidance,
43965,"v cechticky , a pasetti , o rohlik , w schaufelberger","lecture notes in computer science. ,",xml-based feature modelling,2004.0
43966,"ch hasser , th massie","acm press siggraph series ,",the haptic illusion,1998.0
43967,"pm hughes , g cosier","bt technology journal ,",what makes a revolution ? disruptive technology and social change,2001.0
43968,"j blakely , w mckenna , g graefe","proc . acm sigmod , washington , dc , may ,",experiences building the oodb query optimizer,
43969,j michalsky jr,"study of comets , proceedings of iau colloq . 25 , held in & hellip ; ,",polarimetric observations of comet kohoutek,1976.0
43970,"d chatterjee , v sambamurthy",,leveraging the web business potential : the influence of organizational and web management,
43971,"p sinha , r sivakumar , v bharagavan","procs. , wireless communications and networking conference (",mcedar : multicast core extraction distributed ad-hoc networking,
43972,"b chen , k jamieson , h balakrishnan , r morris","proc . of acm mobicomâ ?? 01 ,",span : an energy-efficient operation in multihop wireless ad hoc networks,
43973,"ja schnabel , d rueckert , m quist , jm blackall , ad","lecture notes in computer science ,",a generic framework for non-rigid registration based on non-uniform multi-level free-form,2001.0
43974,m satyanarayanan,,"scalable , secure , and highly available distributed file access",
43975,jd milliman,,marine carbonates,1974.0
43976,hg maier,"proc int congr asic ,",the acids of coffee,
43977,"hfr prechtl , af bos , g cioni , c einspieler , f","demonstration video . london , graz : the gm trust ,",spontaneous motor activity as a diagnostic tool,
43978,"cm christensen , d sundahl","bt technology journal ,",foreword,2001.0
43979,"s acharya , r alonso , m franklin , s zdonik","proceedings of the acm sigmod international conference on & hellip ; ,",broadcast disks : data managementfor asymmetriccommunications environments,
43980,"m tork roth , m arya , lm haas , mj carey , wf cody , r",proc . of acm,the garlic project,
43981,"b george , j haritsa","proc . of acm sigmod conf ,",secure processing in real-time database systems,
43982,"pm jiang , a whitfield","proceedings of institutions of mechanical engineers , part d :",investigation of vane diffuser as a variable geometry device for application to turbocharger,
43983,"r vogt , v scheer , mm maricq","& hellip ; - workshop on nanoparticle measurement , zurich ,",nanoparticle artifacts : comparison of tailpipe dilution tunnel measurements of vehicle pm,
43984,"j meseguer , mo stehr",submitted for,pure type systems in rewriting logic | meta-logical and meta-operational views,
43985,"a bartke , m lane","academic : san diego ,",in : handbook of the biology of aging,
43986,js leming,"adolescence-san diego - ,",integrating a structured ethical reflection curriculum into high school community service,2001.0
43987,"j quint , ca guy",,new chance : lessons from the pilot phase,1989.0
43988,"m esposito , hv worthington , p coulthard , a jokstad","cochrane database syst rev ,",interventions for replacing missing teeth : maintaining and re-establishing healthy tissue around,2002.0
43989,"l willcocks , l dube , g pare , d robey","proceedings of the international conference on information & hellip ; ,",pointers in doing writing up case research,1997.0
43990,cw reynolds,,evolution of corridor following behavior in a noisy world,
43991,"m harman , mh munro",information and software,"l. and zhang , x. ( eds . ) . 2002",
43992,jc allen,,are natural enemy populations chaotic ?,1989.0
43993,"af hofmann , b borgstrom","fed proc ,",physico-chemical state of lipids in intestinal content during their digestion and absorption,
43994,"mv kameshwar , a ranade","proc . 10th acm-siam soda ,",i/o-complexity of graph algorithms,
43995,"f springsteel , c kou","information and software technology ,",reverse data engineering technology for visual database design,1992.0
43996,"f canavesi , f miglior",,effect of de-regression on lactation number on mace evaluations : a simulation study,
43997,"t kohda , a asai , y kuroiwa , s kobayashi , k aisaka ,","genes to cells ,",tumour suppressor activity of human imprinted gene peg3 in a glioma cell line,2001.0
43998,"c dengi , e gokkoca , c evrendilek , p karagoz , e","sigmod record ,",software research and development center,1996.0
43999,"d dugger , s hollander , d isaksen",,"hypercovers and simplicial presheaves , pre-publication disponiblea http://front . math . ucdavis . edu /",
44000,e hung,,managing uncertainty and ontologies in databases,2005.0
44001,"r abeyaratne , c chu , rd james",phil .,kinetics of materials with wiggly energies : theory and application to the evolution of twinning,
44002,"ce bash , cd patel",,acoustic compression for the thermal management of multi-load electronic systems,
44003,"d barbara , j couto , s jajodia , n wu","sigmod record ,",adam : a testbed for exploring the use of data mining in intrusion detection,2001.0
44004,l raschid,"international conference on very large data bases ,",syw su . a parallel processing strategy for evaluating recursive queries,
44005,dl cook,"new directions for adult and continuing education ,",community and computer-generated learning environments,
44006,"h wactlar , m christel , y gong , a hauptmann","ieee computer ,",lessons learned from the creation and deployment of a terabyte digital video library,1999.0
44007,a munoz,,non-parametric estimation from censored bivariate observations,1980.0
44008,"a maes , p peigneur , a cremers","proc . int . clay conf ,",thermodynamics of transition metal ion exchange in montmorillonite,
44009,cf smith,"santa barbara botanic garden , santa barbara , california ,",a flora of santa barbara,
44010,"cs chiu , ph huang","seattle , washington , april ,",an evaluation of the priority of public housing location-allocation . 1997 acsm/asprs annual,
44011,mi wilson,"annual conference of the association of american geographers & hellip ; ,",jamaicaâ ?? s back oyces : direct dial dependency,
44012,dd dawson,"lecture notes in mathematics-springer verlag - ,",measure-valued markov processes,1993.0
44013,"wj hamilton , jd boyd , hw mossman","md ,",human embryology . williams & wilkins : baltimore,
44014,"hr hartson , d hix","acm computing surveys ( csur ) ,",human-computer interface development : concepts and systems for its management,1989.0
44015,j su,"& hellip ; international conference on very large data bases , & hellip ; ,",dynamic constraintsand object migration,
44016,ef codd,"ifip working conference data base management ,",seven steps to rendezvous with the casual user,
44017,"r jagadeesan , a jeffrey , j riely","unpublished manuscript ,",a calculus of typed aspect-oriented programs,
44018,"ae lechin , j varon","journal of emergency medicine ,",adult respiratory distress syndrome ( ards ) : the basics,1994.0
44019,"dj reifer , s trattner","ieee computer ,",a glossary of software tools and techniques,
44020,mf belenky,,"womenâ ?? s ways of knowing : the development of self , voice , and mind",
44021,dm lavery,proc . of the 28th ann . intl. symp . on,wen mei w. hwu . unrollingbased optimizations for modulo scheduling,
44022,"bc kuszmaul , cf joerg","technical report , department of computer science , massachusetts",massively parallel chess,
44023,"a dahlstrom , k fuxe","demonstration of monoammes m the cell bodies of brain stem & hellip ; ,",evidence for the existence of monoamme contammg neurons m the central nervous system . i,
44024,"m davis , j heer , a ramirez","proc . of acm multimedia ,",active capture : automatic direction for automatic movies ( demonstration description ) .,
44025,r snodgrass,"proc . acm sigmod , conf management of data , may ,",performance evaluation of a temporal database management system,
44026,"j ebert , g engels","submitted for publication ,",dynamic models and behavioural views,
44027,"z xiao-qing , gao yang","proceedings of 2003 international conference on management & hellip ; ,",collaborative planning in virtual enterprise,2003.0
44028,mr kendall,"bt technology journal , october ,",an artificial intelligence approach to call processing,
44029,h walter,,vegetation of the earth and ecological systems of the geo-biosphere,1985.0
44030,"m degernark , a brodnik , s carlesson , s pink",proc . acm,small forwarding tables for fast routing lookups,
44031,lg martin,"new directions for adult and continuing education ,",adult education in the urban context,2004.0
44032,"mj roede , jc van wieringen","submitted for publication ,",third nation-wide biometric survey on 0-19 years old,
44033,rw coff,"the academy of management review ,",human assets and management dilemmas : coping with hazards on the road to resource-based theory,1997.0
44034,"ka duliba , rj kauffman",,methodological issues in the assessment market share effects of airline computer reservations,
44035,"sp sinkins , hr braig , sl o'neill","proceedings : biological sciences ,",wolbachia superinfections and the expression of cytoplasmic incompatibility,1995.0
44036,"y matias , js vitter , m wang",unpublished manuscript ( available from www . cs .,dynamic maintenance of wavelet-based histograms . 1999,
44037,"m jarke , m staudt",,an application perspective to deductive object bases,
44038,"dd householder , pg gibbs","a method demonstration teaching guide . texas a & m ,",measuring and estimating weight of horses,
44039,e pub,,158 construction specification for fixed offshore structures in the north sea,
44040,"y liu , k ullakko , j pietikainen","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",internal friction associated with interaction between carbon atoms and dislocations at low,1991.0
44041,"p dadam , vy lum , u praedel , g schlageter","vldb ,",selective deferred index maintenance & concurrency control in integrated information systems,1985.0
44042,"j nortier , d abramowicz , t najdovski , p kinnaert","contributions to nephrology ,",urinary endopeptidase 24.11 as a new marker of proximal tubular injury . preliminary study in kidney,1993.0
44043,ll smith,"new directions for adult and continuing education ,",using the power of collaborative inquiry : community women learn and lead themselves,2002.0
44044,h marschner,"san diego ,",mineral nutrition of higher plants . 2 nded.â ?? academic press,
44045,ml balinski,"history of mathematical programming ,","mathematical programming : journal , society , recollections",
44046,"w chengxun , q yonggang , y donggang",,a fast algorithm for boundary tracing of binary image with neighbour coding,1990.0
