amazon_id,legal_info,alb_name,dollar_price,song_label,publication_date,genre_classification,musician
39465,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Bully,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39466,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Reploid ( Document One Remix ),"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39467,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,And the Beat Goes On,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39468,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Swagga,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39469,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,World on Fire,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39470,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Biohazard,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39471,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Shake My Ass,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39472,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Calypso,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39473,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Crippled Camel,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39474,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Girls Girls,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39475,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Get Down,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39476,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Factory,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39477,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Subsonic,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39478,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,The Science Project,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39479,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Iteration,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39480,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Shake That,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39481,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Hypnotic,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39482,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Back Up ( VIP ),"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39483,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Vile,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39484,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,Rancid,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39485,2013 ( C ) 2013 Rottun Recordings,Rottun Classics,$ 0.89,She Said,"December 16 , 2013",Dance & Electronic,"Various Artists , Excision , Vaski , Liquid Stranger , Mark Instinct , Datsik , Terravita , Downlink , Calvertron , Au5 , Ajapai , Schoolboy , Flux Pavilion , Jantsen , AFK , Chaosphere , Getter , Subshock , Protohype ,"
39486,2012 Monaberry,Roule,$ 0.99,Roule,"December 13 , 2013","Electronica , Dance & Electronic , House",Monkey Safari
39487,( C ) 2006 Disney,Route 66,$ 1.29,Route 66 ( Album Version ),"November 7 , 2006",Pop,The Cheetah Girls
39488,( p ) Target The Streets Entertainment,Route 94 ( My Love Remix ),$ 1.29,Route 94 ( My Love Remix ),"March 24 , 2014",Dance & Electronic,DJ Reup
39489,SubSensory 2014,Route 94,$ 0.99,Warp ( Prelude ),"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39490,SubSensory 2014,Route 94,$ 0.99,Reapplied,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39491,SubSensory 2014,Route 94,$ 0.99,Eternal Dub,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39492,SubSensory 2014,Route 94,$ 0.99,Marvel,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39493,SubSensory 2014,Route 94,$ 0.99,Rebate ( Original Mix ),"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39494,SubSensory 2014,Route 94,$ 0.99,Rebate ( Sergio 's Dark Alley Remix ),"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39495,SubSensory 2014,Route 94,$ 0.99,Chicago Dream,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39496,SubSensory 2014,Route 94,$ 0.99,8 Mile,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39497,SubSensory 2014,Route 94,$ 0.99,Messy Head,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39498,SubSensory 2014,Route 94,$ 0.99,Gratiot,"March 31 , 2014","Electronica , Dance & Electronic , Techno",Sergio Vilas
39499,2010 - Southern Fried Records,"Royal T ( House of House , Kashii , Danton Eeprom Remixes ) [ feat . Roisin Murphy ]",$ 1.29,Royal T ( House of House Remix ) [ feat . Roisin Murphy ],"July 18 , 2010",Dance & Electronic,Crookers
39500,2010 - Southern Fried Records,"Royal T ( House of House , Kashii , Danton Eeprom Remixes ) [ feat . Roisin Murphy ]",$ 1.29,Royal T ( Kashii Remix ) [ feat . Roisin Murphy ],"July 18 , 2010",Dance & Electronic,Crookers
39501,2010 - Southern Fried Records,"Royal T ( House of House , Kashii , Danton Eeprom Remixes ) [ feat . Roisin Murphy ]",$ 1.29,Royal T ( Danton Eeprom Remix ) [ feat . Roisin Murphy ],"July 18 , 2010",Dance & Electronic,Crookers
39502,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Intro [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39503,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Stunna 's Do feat . Billy Wes [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39504,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Smokin ' And Sippin ' [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39505,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Rattin ' Azz [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39506,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,So Much Money [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39507,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Party feat . Three 6 Mafia , Roscoe Dash [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39508,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Hit It From Da Back feat . Diamond , Billy Wes [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39509,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Niggaz Got Problemz [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39510,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,I Ai n't Sparin ' Niggas [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39511,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Flip That Bitch A few Times [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39512,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Get Me High feat . Reno , V Slash [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39513,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Boom feat . V Slash [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39514,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Niggaz Violate [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39515,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Do It Big [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39516,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Take Sum [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39517,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Hood Sprung [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39518,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Dread Shakin ' feat . V Slash , Reno [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39519,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,I 'm 100 [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39520,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,That 's What I 'm Cockin ' feat . Sno [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39521,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Take My Body Lay It Down feat . K Michelle [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39522,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Girl After Girl feat . Nicki , Gucci Mane [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39523,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,"Dollar Signs feat . Three 6 Mafia , Rick Ross , Billy Wes [ Explicit ]","March 22 , 2011",Rap & Hip-Hop,Juicy J
39524,2011 Big Kanaka - SoSouth,Rubbaband Business [ Explicit ],$ 0.89,Outro [ Explicit ],"March 22 , 2011",Rap & Hip-Hop,Juicy J
39525,Vicious Recordings Pty Ltd,Rude Boy [ Remixes ],$ 0.99,Rude Boy ( Vanilla Ace Remix ),"August 21 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39526,Vicious Recordings Pty Ltd,Rude Boy [ Remixes ],$ 0.99,Rude Boy ( Metro Club Remix ),"August 21 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39527,Vicious Recordings Pty Ltd,Rude Boy,$ 0.99,Rude Boy ( Radio Edit ),"August 7 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39528,Vicious Recordings Pty Ltd,Rude Boy,$ 0.99,Rude Boy ( Extended Mix ),"August 7 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39529,Vicious Recordings Pty Ltd,Rude Boy,$ 0.99,Rude Boy ( Rektchordz Remix ),"August 7 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39530,Vicious Recordings Pty Ltd,Rude Boy,$ 0.99,Rude Boy ( Fawks Remix ),"August 7 , 2015","Electronica , Dance & Electronic , House",The Squatters feat . Little Nikki
39531,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,Rumble And Sway,"March 5 , 2013",Alternative Rock,Jamie N Commons
39532,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,Wash Me In The Water,"March 5 , 2013",Alternative Rock,Jamie N Commons
39533,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,Worth Your While,"March 5 , 2013",Alternative Rock,Jamie N Commons
39534,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,Have A Little Faith,"March 5 , 2013",Alternative Rock,Jamie N Commons
39535,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,Caroline ( Early Demo ),"March 5 , 2013",Alternative Rock,Jamie N Commons
39536,( C ) 2013 KIDinaKORNER/Interscope Records,Rumble And Sway EP,$ 0.69,The Preacher,"March 5 , 2013",Alternative Rock,Jamie N Commons
39537,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,Climb That Mountain High,"September 4 , 1990",Country,Reba McEntire
39538,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 1.29,Rumor Has It,"September 4 , 1990",Country,Reba McEntire
39539,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,Waitin ' For The Deal To Go Down,"September 4 , 1990",Country,Reba McEntire
39540,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 1.29,You Lie,"September 4 , 1990",Country,Reba McEntire
39541,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,Now You Tell Me,"September 4 , 1990",Country,Reba McEntire
39542,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 1.29,Fancy,"September 4 , 1990",Country,Reba McEntire
39543,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 1.29,Fallin ' Out Of Love,"September 4 , 1990",Country,Reba McEntire
39544,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,This Picture,"September 4 , 1990",Country,Reba McEntire
39545,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,You Remember Me,"September 4 , 1990",Country,Reba McEntire
39546,( C ) 1990 MCA Records Inc.,Rumor Has It,$ 0.99,That 's All She Wrote ( Single Version ),"September 4 , 1990",Country,Reba McEntire
39547,( c ) District 6,Run ( feat . Wretch 32 ),$ 0.89,Run ( feat . Wretch 32 ) [ Radio Edit ],"August 2 , 2010",Rap & Hip-Hop,Baby Blue
39548,( c ) District 6,Run ( feat . Wretch 32 ),$ 0.89,Run ( feat . Wretch 32 ) [ TDH Remix ],"August 2 , 2010",Rap & Hip-Hop,Baby Blue
39549,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Astr Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39550,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Cyril Hahn Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39551,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Y2K Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39552,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Cardiknox Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39553,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Liam Keegan Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39554,( C ) 2015 School Boy/Interscope Records,Run Away With Me ( Remixes ),$ 1.29,Run Away With Me ( Velvet Sunrise Remix ),"August 13 , 2015",Pop,Carly Rae Jepsen
39555,2015 Real Sounds,Run Away with Me ( Originally Performed By Carly Rae Jepsen ) [ Instrumental Version ] - Single,$ 0.99,Run Away with Me ( Originally Performed By Carly Rae Jepsen ) [ Instrumental Version ],"September 4 , 2015",Pop,DJ Remix Radio
39556,2015 Real Sounds,Run Away,$ 1.29,Run Away,"May 1 , 2015",Pop,Yellow Claw
39557,Y-Not Productions,Run Come Up Remix ( feat . Bounty Killer ) - Single,$ 0.89,Run Come Up Remix ( feat . Bounty Killer ) - Single,"May 12 , 2015","International , Far East & Asia",Lordcrazy featuring Bounty Killer
39558,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,Run Into The Light ( Medley ),"August 30 , 2010",Pop,Ellie Goulding
39559,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,This Love ( Will Be Your Downfall ) ( Mille Remix ),"August 30 , 2010",Pop,Ellie Goulding
39560,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,Guns And Horses,"August 30 , 2010",Pop,Ellie Goulding
39561,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,Lights ( Fear Of Tigers Remix ),"August 30 , 2010",Pop,Ellie Goulding
39562,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,Salt Skin ( Alex Metric Remix ),"August 30 , 2010",Pop,Ellie Goulding
39563,( C ) 2010 Polydor Ltd. ( UK ),Run Into The Light,$ 1.29,Starry Eyed ( Russ Chimes Remix ),"August 30 , 2010",Pop,Ellie Goulding
39564,( C ) 2008 Capitol Records Nashville,Run Run Rudolph,$ 1.29,Run Run Rudolph,"December 9 , 2008","Holiday , Miscellaneous",Luke Bryan
39565,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Run,"March 17 , 2015",Alternative Rock,AWOLNATION
39566,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Fat Face,"March 17 , 2015",Alternative Rock,AWOLNATION
39567,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Hollow Moon ( Bad Wolf ) [ Explicit ],"March 17 , 2015",Alternative Rock,AWOLNATION
39568,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Jailbreak,"March 17 , 2015",Alternative Rock,AWOLNATION
39569,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Kookseverywhere !!!,"March 17 , 2015",Alternative Rock,AWOLNATION
39570,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,I Am,"March 17 , 2015",Alternative Rock,AWOLNATION
39571,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Headrest for My Soul,"March 17 , 2015",Alternative Rock,AWOLNATION
39572,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Dreamers [ Explicit ],"March 17 , 2015",Alternative Rock,AWOLNATION
39573,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Windows,"March 17 , 2015",Alternative Rock,AWOLNATION
39574,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Holy Roller,"March 17 , 2015",Alternative Rock,AWOLNATION
39575,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Woman Woman,"March 17 , 2015",Alternative Rock,AWOLNATION
39576,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Lie Love Live Love,"March 17 , 2015",Alternative Rock,AWOLNATION
39577,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,"Like People , Like Plastic [ Explicit ]","March 17 , 2015",Alternative Rock,AWOLNATION
39578,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Drinking Lightning,"March 17 , 2015",Alternative Rock,AWOLNATION
39579,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Run,"March 17 , 2015",Alternative Rock,AWOLNATION
39580,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Fat Face,"March 17 , 2015",Alternative Rock,AWOLNATION
39581,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Hollow Moon ( Bad Wolf ) [ Explicit ],"March 17 , 2015",Alternative Rock,AWOLNATION
39582,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Jailbreak,"March 17 , 2015",Alternative Rock,AWOLNATION
39583,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Kookseverywhere !!!,"March 17 , 2015",Alternative Rock,AWOLNATION
39584,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,I Am,"March 17 , 2015",Alternative Rock,AWOLNATION
39585,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Headrest for My Soul,"March 17 , 2015",Alternative Rock,AWOLNATION
39586,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Dreamers [ Explicit ],"March 17 , 2015",Alternative Rock,AWOLNATION
39587,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Windows,"March 17 , 2015",Alternative Rock,AWOLNATION
39588,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Holy Roller,"March 17 , 2015",Alternative Rock,AWOLNATION
39589,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Woman Woman,"March 17 , 2015",Alternative Rock,AWOLNATION
39590,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Lie Love Live Love,"March 17 , 2015",Alternative Rock,AWOLNATION
39591,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,"Like People , Like Plastic [ Explicit ]","March 17 , 2015",Alternative Rock,AWOLNATION
39592,"( C ) 2015 Red Bull Records , Inc",Run [ Explicit ],$ 1.29,Drinking Lightning,"March 17 , 2015",Alternative Rock,AWOLNATION
39593,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Radio Edit ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39594,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Extended Mix ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39595,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Emil HÌ © ro Remix ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39596,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Wickman Remix ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39597,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Callaway & Rosta Remix ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39598,( c ) 2013 Hybris,Run on Love,$ 0.99,Run on Love ( Joaquin Remix ),"June 5 , 2013","Dance & Electronic , Pop , Dance Pop",Lucas Nord
39599,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Sweet Nothing,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39600,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Summer,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39601,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,You Used to Hold Me,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39602,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,I Need Your Love,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39603,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Feel so Close ( Radio Edit ),,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39604,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Flashback ( Album Version ),,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39605,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Thinking About You,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39606,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,Drinking From the Bottle,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39607,( c ) 2013 Hybris,Run with Calvin Harris,$ 0.99,The Girls ( Album Version ),,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
39608,( c ) 2013 Hybris,Run with Calvin Harris,$ 1.29,We 'll Be Coming Back,,"Dance & Electronic , Pop , Dance Pop",Lucas Nord
