record_id,pub_authors,yr_published,pub_forum,paper_name
57709,"s folkman , rs lazarus , rj gruenâ ? ¦",1986.0,,"appraisal , coping , health status , and psychological symptoms"
57710,v frenkel,,"desalination conference santa barbara , california ,","desalination methods , technology , and economics"
57711,"n jonoska , k mahalingam",2004.0,"lecture notes in computer science ,",languages of dna based code words
57712,"r hermann , d husemann , m moser , m nidd , c rohner ,",2001.0,"computer networks ,",deapspace - transient ad hoc networking of pervasive devices
57713,r studies by hirsch,,,"shumacher , and macpherson ( 2000 ) estimate the union premium at 16.3 to 22.1 percent in the late"
57714,"cm reed , ni durlach , la delhorne",,"see summers ,",natural methods of tactual communication
57715,"j hietarinta , j ruokolainen",1991.0,"oulu univ , proceedings of the 25 th annual conference on the & hellip ; ,",dromions : the movie ( abstract only )
57716,"m sebban , r nock , s lallich",,,boosting neighborhood-based classifiers
57717,"l han , h zhu , j su",,,experimental evaluation of filter effectiveness
57718,d pace,2004.0,"new directions for teaching and learning ,",decoding the reading of history : an example of the process
57719,"t brecht , e arjomandi , c li , h pham",,,controlling garbage collection and heap growth to reduce the execution time of java applications
57720,"r banos , c gil , j ortega , fg montoya",2003.0,"lecture notes in computer science ,",multilevel heuristic algorithm for graph partitioning
57721,"h wang , w wang , j yang , ps yu",,,clustering by pattern similarity in large data sets
57722,"l brosseau , v welch , g wells , r debie , a gam , k",2004.0,"cochrane database syst rev ,","low level laser therapy ( classes i , ii and iii ) for treating osteoarthritis"
57723,tc holleman,,new directions for adult and continuing,murray . ( 1990 ) . role of the lrc in developmental and literacy education
57724,"mc stone , k fishkin , ea bier",,,the movable filter as a user interface tool
57725,"s ramaswamy , p kanellakis",1995.0,,"oodb indexing by class division , apic series"
57726,"jn kapur , hk kesavan",,"san diego ,",entropy optimization principles with applications academic
57727,"n malcolm , w zhao",,"ieee computer ,","the timed-token protocol for real-time systems , ''"
57728,"oa bukhres , j chen , w du , ak elmagarmid",,,interbase : an execution environment for heterogeneous software systems
57729,"g mahoux , ml mehta",1991.0,"j phys . i france ,",a method of integration
57730,ri rotberg,,,peacekeeping and peace enforcement in africa : methods of conflict prevention ( 2000 )
57731,"w cheung , or zaiane",,,incremental mining of frequent patterns without candidate generation or support constraint
57732,"m mainelli , m demaria , lk shay",,"proceedings of the 25 thconference on hurricanes and & hellip ; ,",the impact of oceanic heat content on hurricane intensity forecasts using the ships model
57733,"a breakstone , r campanini , hb crawley , m cuffiani ,",1987.0,"zeitschrift fã 1/4 r physik c particles and fields ,",tagging diquarks by protons of high transverse momentum inpp collisions at the isr
57734,"v cardellini , e casalicchio , m colajanni , s tucci",2001.0,"computer networks ,",mechanisms for quality of service in web clusters
57735,ja zaia,,transplant,pathogenesis of cmv-associated diseases in 1990
57736,"lh brixner , e abramson",1965.0,,jr electroehem
57737,"er buskirk , jl hodgson",1987.0,"fed proc ,",age and aerobic power : the rate of change in men and women
57738,"bj coomer , jp goss , r jones , pr briddon , s oberg",2001.0,,diamond relat . mater
57739,mp atkinson,2000.0,"the vldb journal the international journal on very large & hellip ; ,",guest editorial
57740,a fausto-sterling,,,the five sexes : why male and female are not enough
57741,"a duncan , u holzle , lt adaptation",,"university of california at santa barbara , santa barbara , ca ,",efficient and non-intrusive language extension for virtual machines
57742,"r krishnamurthy , w litwin , w kent",,proc . acm,language features for interoperability of heterogeneous databases with schematic discrepancies
57743,"c alt , j grassle",,procs .,leo-is an unmanned long term environmental observatory
57744,"r barnes , r chaiken , d gillies",,"technical report , microsoft research , sept. 21 1999 .",19 â ?? feedback-directed data cache optimizations for the 20 x86â ??
57745,"j amelingmeyer , a kalvelage",,"international product development management conference ,",inter-project learning in new product development
57746,"h sun , p ren , j fried",1997.0,,computational and theoretical polymer sciences
57747,"w hill , d wroblewski , t mccandless , r cohen",1992.0,"acm press frontier series ,",architectural qualities and principles for multimodal and multimedia interfaces
57748,d peã ± a,,,"alianza editorial , 1998"
57749,"jh lee , h lee-kwang",,,an extension of association rules using fuzzy sets
57750,dra mendelzon,1997.0,"proc . of the acm sigmod conf. , tucson , az , may ,",similarity-based queries for time series data
57751,"ab ross , wg mallard , wp helman , g buxton",,,"v. , huie , re , and neta , p. ( 1998 ) ndrl/nist solution kinetics database 3.0 , ndrl/nist , gaithersburg"
57752,jn mitchell,2004.0,"new directions for higher education ,",measuring the performance of the chair
57753,"d watson , la clark",,"journal of personality and social psychology ,",affects separable and inseparable : on the hierarchical arrangement of the negative affects
57754,"y matsushima , t yamaguchi , y takasato , s tomida , t",1986.0,"no to hattatsu ,",changes in symptoms after encephalo-duro-arterio-synangiosis ( edas ) in pediatric moyamoya disease
57755,r spangler,2003.0,"university of wisconsin ,",analysis of remote active operating system fingerprinting tools
57756,f oesch,,"biochem . . i ,",purification and specificity of a microsomal human epoxide hydrolase
57757,"g fischer , s linstaedt , j ostwald , m stolze , t",1995.0,,from domain modeling to collaborative domain construction . dis ' 95 : 1st acm conference on designing
57758,n intrator,,,localized exploratory projection pursuit
57759,"s mulgund , g rinkus , c illgen , j friskie",,"md ,",â ? ³ olipsa : on-line intelligent processor for situation assessment â ? ³ . second annual symposium and
57760,"c zaloudek , hj norris",1994.0,"blaustein &#39; s pathology of the female genital tract ,",mesenchymal tumors of the uterus
57761,g genette,,"figures i ,",â ?? proust palimpseste
57762,"d clark , d tennenhouse",,proc acm,architectural considerations for a new generation of network protocols
57763,s bahk andm,,"proceedings of acm sigcomm ,",e. zarki . dynamic multi-path routing andhow it compares with other dynamic routing algorithms for
57764,"mk kazimierczuk , j jozwik",,"proc . 29th midwest symp . circuits syst ,",new topologies of high-efficiency high-frequency zero voltage-switching resonant dcâ ?? dc converters
57765,"a schaerf , m lenzerini , ml cadoli",,proc . of the 29th int . conference on technology of object -,a c++ framework for combinatorial search problems
57766,"c rother , v kolmogorov , a blake",,,'' grabcut '' - interactive foreground extraction using iterated graph cuts
57767,ns cheng,1999.0,,waveguide-based spatial power combiners
57768,"ra pi , nh gehani",,"proceedings of the acm sigmod conference on management of & hellip ; ,",ode ( object database and environment ) : the language and the data model
57769,j morovic,1994.0,,distance learning for the environment.â ??
57770,"km park , sg lee , yj lee , s hwang , cw nam , km choi ,",1999.0,"transplantation proceedings ,","adult-to-adult living donor liver transplantation at asian medical center , seoul , korea"
57771,m christiansen,,proceedings of acm sigcomm,"k. et al. 2000 , tuning red for web traffic"
57772,"ij cox , gt wilfong",1990.0,,autonomous robot vehicles
57773,g antoshenkov,1997.0,"the vldb journal the international journal on very large & hellip ; ,",dictionary-based order-preserving string compression
57774,"a levy , d florescu , d suciu , j kang , m fernandez",,"proceedings acm sigmod international conference on & hellip ; ,",strudel-a web-site management system
57775,sh chan,2001.0,"proceedings of the i mech e part d journal of automobile & hellip ; ,",a practical approach for rapid catalyst light-off by means of strategic engine control
57776,"j shi , j malik",,"international conference on computer vision bombay ,",january 1998 . motion segmentation and tracking using normalized cuts
57777,j lam,,"pc magazine ,",database connectivity and the internet
57778,s gosain,2001.0,"electronic markets ,",the internet and the reshaping of the music cd market
57779,"c audet , j brimberg , p hansen , s le digabel , n",,management,pooling problem : alternate formulations and solution methods
57780,a vrechopoulos,,,an emerging store layout for internet grocery retailing
57781,wj bock,,"proc . int . ornithol . congr . xiii ,",the cranial evidence for ratite affinities
57782,"a duncan , l powers",,"proceedings of the 23rd annual international conference of & hellip ; ,",low noise amplification for optical arrays
57783,m wood,,"computerworld ,",systems analyst title most abused in industry-redefinition imperative
57784,"swf omta , jml van engelen , lm bouter",,"the fourth international conference on management of & hellip ; ,",managing industrial pharmaceutical r & d
57785,"p jelenkovic , p momcilovic",2002.0,"computer networks ,",finite buffer queue with generalized processor sharing and heavy-tailed input processes
57786,"t kasai , g lee , h arimura , s arikawa , k park",2001.0,"lecture notes in computer science ,",linear-time longest-common-prefix computation in suffix arrays and its applications
57787,"mj irwin , rm owens",,"ieee computer ,",digit pipelined arithmetic as illustrated by the paste-up system
57788,r barr,1992.0,"conference proceedings on data management 91 table of & hellip ; ,",object oriented methodologies and geographical information systemsâ ?? a natural partnership ?
57789,"gw fitzmaurice , r balakrishnan , g kurtenbach",1999.0,"communications-acm ,","sampling , synthesis , and input devices"
57790,"j knowles , m oates , d corne",2000.0,"bt technology journal ,",advanced multi-objective evolutionary algorithms applied to two problems in telecommunications
57791,"m karaorman , u holzle , j bruno",1999.0,,jcontractor : a reflective java library to support design by contract
57792,l lipton,,"proc . acm siggraph , stereograph . course notes ,",some aspects of stereoscopic composition
57793,"m aftabuddin , n islam , m jafar",1995.0,"journal of emergency medicine ,",management of isolated radial or ulnar arteries at the forearm .
57794,"a segev , h gunadhi",1989.0,"vldb ,",event-join optimization in temporal relational databases
57795,"mk gangal , j pathak",,"procs . 11th west virginia university ( wvu ) international & hellip ; ,",a case for conservation of electrical energy in canadian underground mines
57796,"h nagai , n shimamoto",1997.0,"genes to cells ,",regions of the escherichia coli primary sigma factor
57797,"b bouchon-meunier , v kreinovich",1998.0,"acm sigsam bulletin ,",from interval computations to modal mathematics : applications and computational complexity
57798,f arbab,1996.0,"lecture notes in computer science ,",the iwim model for coordination of concurrent activities
57799,d spinellis,,,"explore , excogitate , exploit : component mining"
57800,"z li , k wilkinson , st warren , y feng",,submitted for,selective translation inhibition in vitro by the fragile x mental retardation protein
57801,"pa ward , jw kibukamusoke",1969.0,"lancet i ,",evidence for soluble immune complexes in the pathogenesis of the glomerulonephritis of quartan
57802,"a naito , s azuma , s tanaka , t miyazaki , s takaki ,",1999.0,"genes to cells ,","severe osteopetrosis , defective interleukin-1 signalling and lymph node organogenesis in traf6 -"
57803,wwy chiu,,,analysis and applications of probabilistic models of multiprogrammed computer systems
57804,c metz,,"pc magazine ,",spyware : it 's lurking on your machine .
57805,d clark,2000.0,,"building enterprise active directory services , notes from the field"
57806,ml miller,1994.0,,use of scatterometric measurements for control of photolithography
57807,"h wong , j mylopoulos",,unpublished,two views of data semantics : a survey of data models in artificial intelligence and data management
57808,"ja wald , pg sorenson",1984.0,"acm transactions on database systems ,",resolving the query inference problem using steiner trees
57809,"jj todd , a gibbons , lr king , p kinrade",1989.0,,measurement of air pollutants from woodheaters
57810,"ky whang , r krishnamurthy",1990.0,"acm transactions on database systems ,",query optimization in a memory-resident domain relational calculus database system
57811,"r agarwal , g bruno , m torchiano",2000.0,"information & software technology ,",an operational approach to the design of workflow systems
57812,"ja nilsson , e svensson",1996.0,"proceedings : biological sciences ,",the cost of reproduction : a new link between current reproductive effort and future reproductive
57813,"dd clark , dl tennenhouse",,"proceedings of acm sigcomm ,",architectural considerations for a new generation of communication protocols
57814,g myers,1993.0,"electronic library ,",electronic health information services . a review
57815,h tews,2000.0,,verifying duffâ ?? s device : a simple compositional denotational semantics for goto and computed jumps
57816,n weck,,,traces of differential forms on lipschitz boundaries
57817,"s iwahori , jt oohata",,"proc . int . soc . citricult ,",control of flowering of satsuma mandarins ( citrus unshiu marc ) with gibberellin
57818,m muller,,"proc . acm chi ,",j. pictiveâ ?? an exploration in participatory design
57819,"hj kramer , hj kramer",2002.0,,observation of the earth and its environment
57820,"sf gull , j skilling",1984.0,"iee proceedings ,",maximum entropy method in image processing
57821,im saltiel,1998.0,"new directions for adult and continuing education ,",adult students as partners in formal study
57822,"ga mason , ch walker",1993.0,"neuropsychopharmacology-san diego - ,",l-triiodothyronine : is this peripheral hormone a central neurotransmitter ?
57823,"cl hwang , asm masud",1979.0,,"multiple objective decision making , methods and applications"
57824,a selkirk,2001.0,"bt technology journal ,",xml and security
57825,mc suiter,1998.0,"social studies and the young learner ,",authentic teaching and assessment in economics education .
57826,"i heywood , s cornelius , s carver",1998.0,,an introduction to geographical information systems . adison wesley longman limited
57827,jm carroll,2002.0,,human-computer interaction in the new millennium
57828,t soundararajan,,to,pseudocompact subgroups of galois groups
57829,"is mfpr , sj mumick , hp finkelstein",,"proc . 9th pods ,","r. ramakrishnan , magic conditions"
57830,"c lewis , c dunlop",1991.0,"new directions for adult and continuing education ,","successful and unsuccessful adult education programs : perceptions , explanations , and implications ."
57831,"jm hellerstein , pj haas",,"proceedings of the acm sigmod international conference on & hellip ; ,",online query processing
57832,"p schmidt , t snowden",1999.0,"journal of emergency medicine ,",the effects of positional restraint on heart rate and oxygen saturation-epidemiological findings
57833,"jj enck , j barth",1965.0,"wisconsin studies in contemporary literature ,",john barth : an interview
57834,o evcä ° men,2004.0,,freedom and solidarity party and its politics : an attempt to redefine the turkish left
57835,"h attiya , i zach",,"submitted for publication ,",fully adaptive algorithms for atomic and immediate snapshots
57836,dj rosenkrantz,,proceedings of the 1978 acm sigmod international conference,dynamic database dumping
57837,"f hayes-roth , da waterman , db lenat",1983.0,,building expert systems
57838,j prosise,,"pc magazine ,",replacing internal dos commands
57839,hg willett,2002.0,"electronic library ,",not one or the other but both : hybrid course delivery using webct
57840,a marantz,,"proceedings of escol ,",case and licensing
57841,acms anthology,,,completeness of query languages for the entity-relationship model .
57842,p seshadriâ ? ¦,1996.0,,cost based optimization for magic
57843,"ej threlfall , b rowe",1982.0,"lancet i ,",vibrio cholerae el tor acquires plasmied-encoded resistance to gentamicin
57844,"d luparello , b merialdo , kt lee , j roudaire",,"proceedings of acm multimedia ,",automatic construction of personalized tv news programs
57845,"mm moro , sm saggiorato , n edelweiss , cs santos",,procs . of intl. conf . on database and expert systems,dos ( 2001a ) â ?? adding time to an object-oriented versions modelâ ??
57846,"pe reid , dc walker , t terpin , da owen",1988.0,"the histochemical journal ,",histochemical studies of the colonic epithelial glycoproteins of the normal rabbit
57847,"g milã ¡ n , m dãaz",,"unpublished manuscript ,",sociedad cubana y emigraciã ³ n : una aproximaciã ³ n en la ãºltima dã © cada del siglo xx .
57848,t koschmann,,,dissecting common ground : examining an instance of reference repair
57849,n goodman,,"acm trans . on database systems ,",0 . shmueli . tree queries : a simple class of relational queries
57850,cm child,,"see page ,",the origin and development of the nervous system
57851,"d dunning , ja meyerowitz , ad holzberg",,"journal of personality and social psychology ,",ambiguity and self-evaluation : the role of idiosyncratic trait definitions in self-serving
57852,"b smyth , m keane",,"procs second uk workshop on case-based reasoning , salford ,",adaptation-guidedretrieval : usingadaptationknowledgetoguidetheretrievalofadaptable cases
57853,"j sima , j wiedermann",1998.0,"journal-acm ,",theory of neuromata
57854,"s battiato , g gallo , g messina",2004.0,"proceedings . of acm/sccg2004 , slovakia ,",svg rendering of real images using data dependent triangulation
57855,"j broekstra , m klein , d fensel , s decker , i",,,oil : a case study in extending rdf-schema
57856,n tryfona,,"sigmod record , newyork ,",an extended entity-relationship model for geographic applications
57857,"y zhao , p deshpande , jf naughton , a shukla",1998.0,"sigmod conference ,",simultaneous optimization and evaluation of multiple dimensional queries
57858,"rs hyder , da wood",1995.0,"computer sciences technical report-university of wisconsin & hellip ; ,",synchronization hardware for networks of workstations : performance vs. cost
57859,"a burnetas , s gilbert",2001.0,"management science ,",future capacity procurements under unknown demand and increasing costs
57860,"d dew-hughes , mj witcomb",1972.0,"phil . mag. ,",effect of dislocation tangles on superconducting properties
57861,i rhee,,proc . acm,error control techniques for interactive video transmission over the internet
57862,"nv gorin , yz kandiev , ym kazâ ?? min",,at .,computational investigation of physical processes in a pulsed uranium graphite reactor using the
57863,"va nikolaev , vv rybin , vi badanin",,at .,on the contribution of impurities to radiation embrittlement of low-alloyed steel
57864,"s cluet , c delobel , j simeon , k smaga",,"proc . acmsigmod international conference on management of & hellip ; ,",your mediators need data convention
57865,"m de la garza , s ryan",1998.0,,"hydrologic and hydrogeochemical assessment of the proposed north campus housing project , university"
57866,"n koudas , kc sevcik",,"csri-tr-352 . university o ] toronto , october",size separation spatial join . computer systems research institute
57867,"hp eugster , la hardie",1978.0,"lakes : chemistry , geology , physics ,",saline lakes
57868,e hummel,,"computer networks ,",role and functioning of the ccitt .
57869,"hv leong , a si",,submitted for,semantic caching in a mobile environment : model and evahration
57870,"p koksal , sn arpinar , a dogac",1998.0,"sigmod record ,",workflow history management
57871,"s forrest , as perelson",1992.0,"acm sigbio newsletter ,",computation and the immune system
57872,"ga swan , rf krcma , fj osiander",1985.0,,"development of an improved fingerling protection system for lower granite dam , 1984 . nmfs/noaa"
57873,"x bai , c visweswariah , pn strenski , dj hathaway",,"proc . ieee/acm dac ,",uncertainty-aware circuit tuning
57874,"a feldman , a greenberg , c lund , n reingold , j",,acm proc .,deriving trac demands for operational ip networks : methodology and experience
57875,"em knorr , rt ng",1999.0,"vldb ,",finding intensional knowledge of distance-based outliers
57876,"e debrah , sa beres , tj gluodenis jr , rj thomas , er",,"at . spectrosc ,",â ?? benefits of a microconcentric nebulizer for the multielement analysis of small sample volumes by
57877,"m blaze , j feigenbaum , j ioannidis , ad keromytis",1999.0,"lecture notes in computer science ,",the role of trust management in distributed systems security
57878,or tabibian,,pc,net security under scrutiny
57879,"g thiel , a bock , m spoendlin , fp brunner",1994.0,"transplantation proceedings ,",long-term benefits and risks of cyclosporin a ( sandimmun ) - an analysis at 10 years
57880,t leckie,2004.0,"knowledge and data engineering , ieee transactions on ,",metadata for anomaly-based security protocol attack deduction
57881,k john,,,managing financial distress and valuing distressed securities : a survey and a research agenda
57882,cp smith,2000.0,"social studies and the young learner ,",school bells in 1840 : a field trip for third graders
57883,ep goodman,2004.0,"san diego law review ,",spectrum rights in the telecosm to come
57884,d de la langue franã § aise larousse,,,paris 1994
57885,"d gunawan , t nguyen",,& hellip ; journal of intelligent information processing,psychovisual image coding using wavelet transform
57886,v sundaram,,,application performance in the qlinux multimedia operating system
57887,"m tomita , t yamamoto , f sumikawa , k hirano",,"proc . of acm/ieee dac ,",rectification of multiple logic design errors
57888,"j sã ¡ nchez , n baloian , t hassler , u hoppe",2003.0,"proceedings of acm chi ,",audiobattleship : blind learners collaboration through sound
57889,s samwagi,,"proc . of the 19â ?? â ?? vldb conference , switzerland , & hellip ; ,",query processing in tertiary memory databases
57890,s mounier,,,entwicklung einer realitaetsnahen kraftrueckkopplung bei fluidisch betriebenen handprothesen
57891,j lowman,1996.0,"new directions for teaching and learning ,",characteristics of exemplary teachers
57892,"l cristofor , d simovici",,,mining association rules in entity-relationship modeled databases
57893,"lp ingman , j jokisaari",1991.0,"proceedings of the 25 th annual conference of the finnish & hellip ; ,",the kr-83 nmr in probing electric field gradients in thermotropic liquid crystals ( abstract only )
57894,"da hessinger , ja hessinger",,"pp . i ,",methods for rearing sea anemones in the laboratory
57895,br schneider,1999.0,"unpublished manuscript ,",the state and collective action : business politics in latin america
57896,dt joiner,1998.0,"acm press siggraph series ,",real interactivity in interactive entertainment
57897,"y chen , ih dinwoodie , s sullivant",2004.0,"submitted for publication ,",sequential importance sampling for multiway tables
57898,v workers,1980.0,"md ,",good neighbors : california health volunteers in mexico .
57899,"k eswaren , d chamberlin",,"proc . conf . on very large databases , acm ,",functional specifications of a subsystem for data base integrity
57900,"a zibaitis , d greentree , f ma , d marelli",1994.0,"transplantation proceedings ,",myocardial regeneration with satellite cell implantation
57901,"gm landau , jp schmidt , vj tsotras",,"vldb journal ,",on historical queries along multiple lines of time evolution . to appear at the
57902,j avelin,,submitted for,the taylor formula for convex-valued multifunctions
57903,r reed,,computer,notes on sdl-2000 fot he new millenium
57904,"a waaler , jw klã 1/4 wer , t langholm , eh lian",,"submitted for publication ,",only knowing with degrees of con dence
57905,hj maris,,"phil . mag ,",j 1963 phd thesis university of london 1964
57906,"c tryfonopoulos , s idreos , m koubarakis",,,publish/subscribe functionality in ir environments using structured overlay networks
57907,"rv torner , lf gudkova",,"no . i ,",kauchuk i rezina
57908,c smyth,,,equilateral or 1-distance sets and kusnerâ ?? s conjecture
57909,r mcghee,,"see damas ,",thule prehistory of canada
57910,jm keller,1999.0,"new directions for teaching and learning ,",using the arcs motivational process in computer-based instruction and distance education
57911,w bancroft,,"& hellip ; discussion paper . ottawa : social research and demonstration & hellip ; ,",a question of priorities : participants in the self sufficiency project talk about their decisions to
57912,"t matsumoto , h matsumoto , k yamada , s hoshino",2002.0,"proceedings of spie ,",impact of artificial gummy fingers on fingerprint systems
57913,cg darwin,,"phil . mag ,",the dynamical motions of charged particles
57914,"k smith , j dickhaut , k mccabe , jv pardo",2002.0,"management science ,","neuronal substrates for choice under ambiguity , risk , gains , and losses"
57915,"j sears , d figilio , m perozek , yp wen , yw hu",,"unpublished manuscript ,",determinants of exits from homelessness
57916,a wallace,,proc . 29th int . symp .,flow control of mobile robots using agents
57917,"s de servi , e arbustini , f marsico",1996.0,"journal of emergency medicine ,",correlation between clinical and morphologic findings in unstable angina .
57918,"ja feeney , p noller",,"journal of personality and social psychology ,",attachment style as a predictor of adult romantic relationships
57919,"ej tisdell , mj eisen",2000.0,"new directions for adult and continuing education ,",team teaching and learning in adult education : from negotiating relationships to implementing
57920,"c dewolf , p mccauley , jc pinder",1996.0,"cellular and molecular biology letters ,",regulation of the mechanical properties of the red blood cell membrane by protein-protein and
57921,"ij castro , j kramer",,at,the first international workshop on from software requirements to architectures ( strawâ ?? 01 )
57922,tm mynckâ ? ¦,,"san diego ,",paper 2004-6096 presented at the american institute of aeronautics and astronautics ( aiaa ) space
57923,"e shelton , wf spikes",,new directions for adult and continuing,leadership through professional organizations .
57924,"m bielikova , p navrat",1995.0,"applied mathematics and computer science ,",modelling software systems in configuration management
57925,"i de falco , r del balio , a della cioppa , e",,,evolution strategies and composed test functions
57926,ms chodorow,,proceedings of the 23rd annual conference of the association,"byrd . rj , heidorn , ge extracting semantic hierarchies from a large on-line dictionary"
57927,j fulk,1993.0,"the academy of management journal ,",social construction of communication technology
57928,"rr dumke , h grigoleit",1997.0,"software quality management-international conference - ,",usefulness of came tools in software quality assurance
57929,"r farana , m vojãªä?ek",,"microsoft access ,",databã ¡ zovã © systã © my
57930,"vn dubrava , va yampolâ ?? skii , oi lyubimov",2000.0,,telecommun . radio eng
57931,"j kauppinen , m hollberg , d moffatt",1991.0,"oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",a new line-narrowing method lomep ( abstract only )
57932,e zegarra,2002.0,,water market and coordination failures : the case of the limari valley in chile
57933,"rk abrams , mw taylor",,"risk management and insurance international conference ,",assessing the case for unified sector supervision
57934,tl payne,1988.0,"international conference on technology management ,",( a decision model which considers qualitative factors )
57935,ag fraser,,proc . int . conf . on,â ?? datakitâ ?? a modular network for synchronous and asynchronous traffic
57936,m broy,,"information and software technology ,",software technology : formal methods and scientific foundations
57937,pm lambert,1994.0,,war and peace on the western frontier : a study of violent conflict and its correlates in prehistoric
57938,"a borgida , rj brachman , dl mcguinness , la resnick",,sigmod international conference on management of,"classic : a structural data model for objects , acm"
57939,"n qizilbash , j birks , j lã ³ pez-arrieta , s",2000.0,"cochrane database syst rev ,",tacrine for alzheimerâ ?? s disease
57940,ja english,1985.0,,a place for healing : an ethnography of holistic health practitioners in southern california
57941,"da grimes , kf schulz",2001.0,"cochrane database syst rev ,",antibiotic prophylaxis for intrauterine contraceptive device insertion
57942,"e hagelberg , n goldman , p lio , s whelan , w",1999.0,"proceedings : biological sciences ,",evidence for mitochondrial dna recombination in a human population of island melanesia
57943,lf cranor,,"comm . acm ,",special issue on internet privacy
57944,"sm shafer , da nembhard , mv uzumeri",2001.0,"management science ,","the effects of worker learning , forgetting , and heterogeneity on assembly line productivity"
57945,s kumar,1977.0,,4-aminobutyrate metabolism in aspergillus niger
57946,"l bordeaux , g salaun , d berardi , m mecella",,proc . of,when are 2 web services compatible
57947,t weber,,"proceedings of the 23rd international conference on & hellip ; ,",mixed differentiation of information goods under incomplete information
57948,w scacchi,2002.0,"iee proceedings - software ,",understanding the requirements for developing open source software systems
57949,"p duygulu , k barnard , jfg de freitas , da forsyth",2002.0,"lecture notes in computer science ,",object recognition as machine translation : learning a lexicon for a fixed image vocabulary
57950,r randell,,,"morse theory , milnor fibers and hyperplane arrangements , preprint ; math"
57951,vc brancato,2003.0,"new directions for adult and continuing education ,",professional development in higher education
57952,"m graille , e stura , m bossus , bh muller , o",,submitted for,structure of the immunodominant epitope displayed by the surface antigen 1 ( sag1 ) of toxoplasma
57953,g graefe,1999.0,"proceedings of the international conference on very large & hellip ; ,",the value of merge-join and hash-join in sql server
57954,"m zaharioudakis , mj carey",1997.0,"proceedings on the 1997 acm-sigmod international conference & hellip ; ,",highly concurrent cache consistency for indices in client-server database systems
57955,"mk rothbart , sa ahadi , de evans",2000.0,"journal of personality and social psychology ,",temperament and personality : origins and outcomes
57956,j ambrosio,,"computerworld ,",client/server costs more than expected .
57957,"i peytcheva , a von quadt",,"spec publ geol soc greece , athens , greece ,","uâ ?? pb zircon dating of metagranites from byala reka region in the east rhodopes , bulgaria"
57958,k pulli,,,multiview registration for large data sets
57959,dm seiterâ ? ¦,1989.0,"social studies and the young learner ,",geography resources for elementary teachers .
57960,wv pooley,1908.0,,the settlement of illinois from 1830 to 1850
57961,l erlanger,,"pc magazine ,",the web within
57962,"d hou , j shyue , s yang , h fraser",1996.0,,"defects , deformation mechanisms and phase stabilities in nb-based b2 compounds"
57963,gc sih,,"& hellip ; composites in engineering technology , athens , greece ,",fracture and failure analysis : assessment on integrity of repaired structure by composite patching
57964,ks zimmerer,1993.0,"economic geography ,","soil erosion and social ( dis ) courses in cochabamba , bolivia : perceiving the nature of environmental"
57965,"d skocaj , a leonardis",,,weighted incremental subspace learning
57966,ak chandraâ ? ¦,1991.0,,vme bus based microcomputer system boards
57967,da burrows,,"ma thesis , university of california-santa barbara ,",the refires ( regional fire simulation ) model : ac program for regional fire regime simulation
57968,rl hayman,,"phil . mag ,","l. , 1929"
57969,rl reng,,,"polyphase and modulation descriptions of multirate systems { a systematic approach , ''"
57970,"f kamareddine , f monin",,,on the incorporation of termination techniques in an automated program synthesis system
57971,ea fox,,"demonstration . virginia tech , blacksburg , va : multimedia & hellip ; ,",nsf education infrastructure project
57972,"rd kent , jr duffy , hk vorperian , je thomas",1998.0,"phonoscope-san diego - ,",severe essential vocal and oromandibular tremor
57973,c tan,,proceedings of the ph. d. conference in economics and,applying artificial neural networks in finance : a foreign exchange market trading system example
57974,j kirchner,1984.0,"computerworld. ,",niosh officials still noncommittal in vdt safety debate .
57975,"m theall , ja centra",2001.0,"new directions for teaching and learning ,",assessing the scholarship of teaching : valid decisions from valid evidence
57976,j felsenstein,,"seattle : university of washington ,","phylip ( phylogeny interference package ) , 3.5 c ed"
57977,t hoffman,,"computerworld ,",job skills : preparing generation z
57978,j siegel,,"electronic learning ,",the state of teacher training
57979,rm wentling,1998.0,"new directions for adult and continuing education ,",work and family issues : their impact on women 's career development
57980,"wm spears , ka de jong , t baeck , db fogel",1993.0,"lecture notes in computer science ,",an overview of evolutionary computation
57981,s verma,,,use of cost accounting concepts in managing it projects
57982,p bosc,,heidelberg :,fuzziness in database management systems
57983,"w hã 1/4 rst , r mã 1/4 ller",1999.0,"proceedings of the seventh acm international conference on & hellip ; ,",a synchronization model for recorded presentations and its relevance for information retrieval
57984,k county,,fuel cell demonstration project seeks to power south,"washington , department of natural resources press release"
57985,"m nskayarna , m kitsuregawa , m takagi",,"proc . vldb ,",hash-partitioned join method using dynamic destsging strategy
57986,g bawden,,"see ref ,",galindo : a study in cultural transition during the middle horizon
57987,"im bilasco , j gensel , m villanova-oliver , h martin",2005.0,"proceedings of the 13th annual acm international conference & hellip ; ,",on indexing of 3d scenes using mpeg-7
57988,"ai eli , m li",,proc . 28th ieee symposium on foundations of comp .,bounded time-stamps
57989,"m tamura , m kitsuregawa",1999.0,"proceedings of the 25th international conference on very & hellip ; ,",dynamic load balancing for parallel association rule mining on heterogenous pc cluster systems
57990,"l duley , j williams , dj henderson-smart",2000.0,"cochrane database syst . rev ,",plasma volume expansion for treatment of women with pre-eclampsia
57991,"r krishnamurthy , h boral , c zaniolo",1986.0,"vldb ,",optimization of nonrecursive queries
57992,az spector,1990.0,"acm press frontier series ,",achieving application requirements
