acm_record_id,doc_authors,date_year,conference_name,research_title
2078,"arnon rosenthal , edward sciore",1999,sigmod record,first-class views : a key to user-centered computing
2079,hyoungdo kim,2002,sigmod record,conceptual modeling and specification generation for b2b business process based on ebxml
2080,"shing-shan peng , kwei-jay lin",1996,sigmod record,enhancing external consistency in real-time transactions
2081,"thierry coupaye , t. svensen , christine collet",1994,vldb,naos - efficient and modular reactive capabilities in an object-oriented database system
2082,arnaud sahuguet,2001,sigmod conference,kweelt : more than just yet another framework to query xml !
2083,"elizabeth a. m. shriver , bruce hillyer , wee teck ng , banu özden , eran gabber , david j. dewitt , john wilkes , jim gray , bruce gordon",2001,vldb,storage service providers : a solution for storage management ? ( panel )
2084,"mark deppe , yongdong wang , alex gorelik",1994,sigmod conference,sybase replication server
2085,"angelo pruscino , rafiul ahad , roger bamford",1999,vldb,a scalable and highly available networked database architecture
2086,"robert j. glushko , bart meltzer",1998,sigmod record,xml and electronic commerce : enabling the network economy
2087,"maurizio rafanelli , elaheh pourabbas",2000,sigmod record,hierarchies and relative operators in the olap environment
2088,"benjamin g. zorn , alexander l. wolf , jonathan e. cook",1994,sigmod conference,partition selection policies in object database garbage collection
2089,"jörg-uwe kietz , ulrich reimer , martin staudt",1997,vldb,mining insurance data at swiss life
2090,"jörg sander , hans-peter kriegel , peer kröger , markus m. breunig",2001,sigmod conference,data bubbles : quality preserving performance boosting for hierarchical clustering
2091,"peter dadam , wolfgang klas",1997,sigmod record,the database and information system research group at the university of ulm
