bev_id,brew_fac_name,beer_subtype,brew_name
2480,Wild Ride Brewing Co. .,American Amber / Red Ale,3 Sisters American Red Ale
2481,Moncada Brewery Ltd,American Amber / Red Ale,Notting Hill Amber
2482,Trickster 's Brewing Company,American Amber / Red Ale,Inspector Stonewall 's Amber Ale
2483,Pigskin Brewing Company,American Amber / Red Ale,Legendary Amber
2484,Finback Brewery,American Amber / Red Ale,Attain In Inner Peach
2485,Brasserie De Brunehaut,American Amber / Red Ale,Levrette Bio
2486,Northbound Brewpub,American Amber / Red Ale,High Alert Double Red
2487,Bube 's Brewery,American Amber / Red Ale,Hopback Amber
2488,Bin Brewing,American Amber / Red Ale,Saskberry
2489,Rock & Run Brewery and Pub,American Amber / Red Ale,Amarillo Anonymous
2490,Mistura ClÃ ¡ ssica,American Amber / Red Ale,Mistura ClÃ ¡ ssica Amber
2491,The Civil Life Brewing Company,American Amber / Red Ale,5 Star Amber Ale
2492,Bayhawk Ales,American Amber / Red Ale,Capistrano Amber
2493,American Brewing Company,American Amber / Red Ale,Ed 's Red
2494,Scottsdale Beer Company,American Amber / Red Ale,Easy Amber Ale
2495,The Brewery at Abigaile,American Amber / Red Ale,Coconut Imperial Red
2496,Portsmouth Brewery,American Amber / Red Ale,Portsmouth Amber Dandy With Cayenne
2497,CP Brewery at Brews and Cues,American Amber / Red Ale,Billabong Brew
2498,Himmelberger Brewing Co. .,American Amber / Red Ale,North 40 Amber
2499,49th State Brewing Company,American Amber / Red Ale,Amber Borealis
2500,Twisted Manzanita Ales,American Amber / Red Ale,Rustic Horizon Red With Breakfast Tea
2501,Brew By Numbers,American Amber / Red Ale,16 | 02 Red Ale ( Amarillo Citra Simcoe )
2502,Rudder 's Seafood Restaurant & Brew Pub,American Amber / Red Ale,Rudder 's Red
2503,Grizzly Peak Brewing Company,American Amber / Red Ale,Grizzly Peak Junicade Red
2504,Echo Brewpub & Pizzeria,American Amber / Red Ale,Echo Amber ( Altbier )
2505,Birdland Brewing Company,American Amber / Red Ale,Red Wing
2506,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Shirt Tail Amber
2507,Birdsview Brewing Company,American Amber / Red Ale,Scraps
2508,Three Palms Brewing Co. .,American Amber / Red Ale,Ruby Pogo
2509,FireWheel Brewing Company,American Amber / Red Ale,Honey Brew-Brew
2510,Hopworks Urban Brewery,American Amber / Red Ale,The Spirit Of The 90 's ( 2015 Symposium Ale )
2511,Sick N Twisted Brewing Co. .,American Amber / Red Ale,Hopped Up Red Ale
2512,Junction Craft Brewing,American Amber / Red Ale,Pumukl
2513,Red Leg Brewing Company,American Amber / Red Ale,Howitzer Amber
2514,12 String Brewing Company,American Amber / Red Ale,Archtop Amber
2515,Iron Hill Brewery & Restaurant,American Amber / Red Ale,Rye-Zen-Shine
2516,MÃ ² R Brewery,American Amber / Red Ale,MÃ ² R-ish !
2517,Last Best Eatery & Brewpub,American Amber / Red Ale,Caramel Latte Beer
2518,Boxcar Brewing Co. .,American Amber / Red Ale,California Amber
2519,Fly Boy Brewery & Eats,American Amber / Red Ale,Round Engine Red
2520,2kids Brewing Company,American Amber / Red Ale,And To All A Good Light
2521,Glasstown Brewing Co. .,American Amber / Red Ale,Glasstown Ale
2522,Gro_en Bart Brewery,American Amber / Red Ale,Anker Beard Amber
2523,Creekside Brewing Company,American Amber / Red Ale,Creekside Rippoff Red Ale
2524,Whistle Stop Restaurant & Woodman Brewery,American Amber / Red Ale,Devil 's Gate Red Ale
2525,Bill 's Tavern & Brewhouse,American Amber / Red Ale,Dick 's Oatmeal IRA
2526,Boone Valley Brewing,American Amber / Red Ale,Barrel Aged Imperial Red Ale
2527,Big Woods Brewing Co. / Quaff On ! Brewing Company,American Amber / Red Ale,Java The Red
2528,Alvarado Street Brewery & Grill,American Amber / Red Ale,Pumpkin Pie Amber
2529,Scottsdale Beer Company,American Amber / Red Ale,Uncle Rico _ ™ s Red Ale
2530,Monks CafÃ ©,American Amber / Red Ale,Monks Cafe Orange Ale
2531,Blue Star Brewing Company,American Amber / Red Ale,Apache Amber
2532,The Hermosillo / Highland Park Brewery,American Amber / Red Ale,Red Tick
2533,Hops and Grain Brewery,American Amber / Red Ale,Dispensary Red Ale
2534,Top Rung Brewing Company,American Amber / Red Ale,360 Red Ale
2535,Nine Yards Brewing,American Amber / Red Ale,Homewrecker Red
2536,Newport Beach Brewing Company,American Amber / Red Ale,Boneyard Red Ale
2537,Island Hoppin ' Brewery,American Amber / Red Ale,Driftwood
2538,The Cambridge House Brewpub,American Amber / Red Ale,Cambridge House Lime Rock Red
2539,Old Bust Head Brewing Co. .,American Amber / Red Ale,Virginia Hop Harvest - Amber IPA ( 2015 )
2540,Tall Paul 's Brewhouse,American Amber / Red Ale,Little Wind Red
2541,Steelhead Brewing Co. .,American Amber / Red Ale,Emerald Irish Ale
2542,Uncle Billy 's Brew & Que,American Amber / Red Ale,The Stiletto
2543,10 Barrel Brewing Co. .,American Amber / Red Ale,Red Faucher
2544,Three Notch 'd Brewing Company,American Amber / Red Ale,Unite Red Ale
2545,Wicked Weed Brewing,American Amber / Red Ale,Duke Of Rochester
2546,Emmett 's Brewing Company,American Amber / Red Ale,Centennial Amber Ale
2547,7 Fjell Bryggeri,American Amber / Red Ale,Walkendorff
2548,Dennis Beer Co. .,American Amber / Red Ale,Rocket Science Red Planet
2549,Lewis Beer Company,American Amber / Red Ale,Finsbury Park Amber Ale
2550,Playalinda Brewing Company,American Amber / Red Ale,Rocket Man Red Ale
2551,Sandude Brewing Co. .,American Amber / Red Ale,Shades Of Amber
2552,Discretion Brewing,American Amber / Red Ale,Glorioski Amber
2553,Railroad Seafood Station Brewing Company,American Amber / Red Ale,Texas Red
2554,O'so Brewing Company & Tap House,American Amber / Red Ale,CafÃ © AmbrÃ ©
2555,FÃ ¡ brica Maravillas,American Amber / Red Ale,IRRA
2556,Middleton Brewing,American Amber / Red Ale,Ca n't Catch Me !
2557,Devils Peak Brewing Company,American Amber / Red Ale,Woodhead Amber Ale
2558,Bainbridge Island Brewing Company,American Amber / Red Ale,Arrow Point Amber
2559,BrewLAB,American Amber / Red Ale,Red Roots
2560,Station 26 Brewing Co. .,American Amber / Red Ale,American Copper
2561,Earth Eagle Brewings,American Amber / Red Ale,Cap'n Beef Hearts
2562,Reaver Beach Brewing Company,American Amber / Red Ale,Icarus Farmhouse Red
2563,Trouble Brewing,American Amber / Red Ale,Agent Provocateur
2564,Cerveceria Berber S.A. de C.V.,American Amber / Red Ale,Ambar
2565,Rustic Road Brewing Company,American Amber / Red Ale,Accommodation Amber
2566,Cassel Brewery Co. .,American Amber / Red Ale,Lil ' Red Steamer
2567,Original Gravity Brewing Company,American Amber / Red Ale,Cone-Azalia Red Ale
2568,LyonSmith Brewing Company,American Amber / Red Ale,Rhiannon Irish Red
2569,Progress Brewing,American Amber / Red Ale,Wolverine
2570,Microbrasserie La Captive,American Amber / Red Ale,La `` Pyro `` mane
2571,Medusa Brewing Company,American Amber / Red Ale,Island Of Misfit Hops # 1
2572,Red Rock Brewing Company,American Amber / Red Ale,Red Rock Opie Red Ale
2573,The Beer Company,American Amber / Red Ale,Wyatt Earp
2574,Laht Neppur Brewing Company,American Amber / Red Ale,Golden Ale
2575,Old Soul Brewing,American Amber / Red Ale,Mulligan
2576,Brasserie De La Cote De Jade,American Amber / Red Ale,Brigantine Ambree
2577,Our Brewing Co. .,American Amber / Red Ale,Daybreak
2578,Hilden Brewing Company / Taproom,American Amber / Red Ale,Headless Dog
2579,Alpine Dog Brewing Company,American Amber / Red Ale,Hogback Amber Ale
2580,Tioga-Sequoia Brewing Company,American Amber / Red Ale,Firefall Red
2581,Berkshire Brewing Company Inc. .,American Amber / Red Ale,Avery Point Amber
2582,Oskar Blues Grill & Brew,American Amber / Red Ale,Rock Candy Red
2583,Backshore Brewing Company,American Amber / Red Ale,Amberjack
2584,Goat Ridge Brewing Co. .,American Amber / Red Ale,New London Amber
2585,Twin Peaks Brewing & Malting Co. .,American Amber / Red Ale,Mic Sager 's Agnew Amber
2586,Ladyface Ale Companie,American Amber / Red Ale,Chip Off The Old Block
2587,BNS Brewing & Distilling Co. .,American Amber / Red Ale,The Hills Have Eyes
2588,Ass Clown Brewing,American Amber / Red Ale,Honey Oat Amber
2589,Brew By Numbers,American Amber / Red Ale,16 | 03 Red Ale ( Mosaic & Chinook )
2590,Broken Bottle Brewery,American Amber / Red Ale,AFD Red
2591,Ass Clown Brewing,American Amber / Red Ale,Hopped Up Amber
2592,New Holland Brewing Company,American Amber / Red Ale,New Holland Adam 's Apple
2593,Mike Hess Brewing - Miramar,American Amber / Red Ale,Unite Red Ale
2594,Beaver Brewing Company,American Amber / Red Ale,All About Amber
2595,RÃ ¶ k House Brewing Company,American Amber / Red Ale,Eric The Red Ale
2596,Great Storm Brewing Co. .,American Amber / Red Ale,Brass Ale Honey Amber
2597,BadWolf Brewing Company,American Amber / Red Ale,Aetheria
2598,Glenwood Canyon Brewing / Canyon Brew Pub,American Amber / Red Ale,Dos Rios Amber Lager
2599,El Toro Brewing Co. .,American Amber / Red Ale,Poppy Jasper Brewed With Citra Hops
2600,Red Ear Brewing Company,American Amber / Red Ale,Red October
2601,Epic Ales,American Amber / Red Ale,Rustic Red Ale
2602,Bainbridge Island Brewing Company,American Amber / Red Ale,Broadhead Bourbon Barrel Aged Red
2603,El Toro Brewing Co. .,American Amber / Red Ale,Poppy Jasper Brewed With Nugget Hops
2604,Grafton Winery & Brewhaus,American Amber / Red Ale,Grafton Brewhaus Red Ale
2605,Stronzo Brewing Co. .,American Amber / Red Ale,Stronzo Red Frikken Ale
2606,Sudwerk Brewing Company,American Amber / Red Ale,Sons Of Anarchy Amber Ale
