beer_key,beer_class,beer_alc_content,brew_product,brewery_factory
3253,American Amber / Red Ale,5.40 %,On The Road Red,Vagabond Brewing
3254,American Amber / Red Ale,5.30 %,Gallows Hill Amber Ale,Two Rivers Brewing Company
3255,American Amber / Red Ale,5.00 %,Cacao Red,Boston Beer Works - Canal Street
3256,American Amber / Red Ale,5.40 %,The Mighty Wahoo,Palmetto Brewing Company
3257,American Amber / Red Ale,5.00 %,Villa Street,Hermitage Brewing
3258,American Amber / Red Ale,5.50 %,Alliance American Amber,Citizen Beer
3259,American Amber / Red Ale,-,Slippery Slope,Telegraph Brewing Company
3260,American Amber / Red Ale,4.66 %,Red Oat-tober,Flat 12 Bierwerks
3261,American Amber / Red Ale,5.20 %,Rupee Red,Yak and Yeti
3262,American Amber / Red Ale,4.80 %,_ rÃ ¸ Red Ale,Rise Bryggeri
3263,American Amber / Red Ale,6.00 %,Chillers Revenge,Falling Down Beer Co. .
3264,American Amber / Red Ale,5.00 %,Michaels Genuine Home Brew,Back Forty Beer Co. .
3265,American Amber / Red Ale,5.10 %,Amber Late Hop,Kaktus Brewing Company
3266,American Amber / Red Ale,5.50 %,Gally Mac Amber,Gallaghers ' U-Brew
3267,American Amber / Red Ale,5.50 %,Black Rock,Boshkung Brewing Co. .
3268,American Amber / Red Ale,8.50 %,Man Vs Internet Vs Mothra,Solemn Oath Brewery
3269,American Amber / Red Ale,5.90 %,Main Seidla Amber Spezial,Brauhaus Binkert GmbH & Co. . KG
3270,American Amber / Red Ale,4.70 %,Mamies Amber,Gold Camp Brewing Company
3271,American Amber / Red Ale,5.40 %,Humpy Humpy Amber Ale,CervecerÃa Wendlandt
3272,American Amber / Red Ale,6.80 %,Tank 10 Red,La Cumbre Brewing Co. .
3273,American Amber / Red Ale,5.50 %,Compass Rose Amber Ale,Lost Province Brewing Co. .
3274,American Amber / Red Ale,5.20 %,Canadian Maple,Stensbogaard Bryghus
3275,American Amber / Red Ale,10.00 %,Imperial Reggae Red,SLO Brewing Co. .
3276,American Amber / Red Ale,8.30 %,Neil Diamond Cereal,ShuBrew
3277,American Amber / Red Ale,5.60 %,Avro Arrow Maple Red Ale,Barnstormer Brewing & Pizzeria
3278,American Amber / Red Ale,5.20 %,Calm It,Barrier Brewing Company
3279,American Amber / Red Ale,6.20 %,Maple Red,Marley 's Brewery And Grille
3280,American Amber / Red Ale,5.80 %,A-HOAP Nitro Beluga,Pinthouse Pizza Craft Brewpub
3281,American Amber / Red Ale,5.20 %,Pre-prohibition Lager,612 Brew
3282,American Amber / Red Ale,5.40 %,Redfish Ale,Telluride Brewing Co. .
3283,American Amber / Red Ale,8.00 %,Balls Of Fire,Sick N Twisted Brewing Co. .
3284,American Amber / Red Ale,6.00 %,Barrel Aged Table Rock Red,White River Brewing Company
3285,American Amber / Red Ale,5.50 %,Misconception Amber Ale,Bitter Esters Brewhouse
3286,American Amber / Red Ale,8.50 %,Beachside High Tide,Florida Beer Company
3287,American Amber / Red Ale,5.00 %,Kyoto Craft Hanamachi Amber Ale,Matsuya Kyoto Machiya Beer Brewery
3288,American Amber / Red Ale,5.70 %,Roja Red Ale,Cadejo Brewing Co. .
3289,American Amber / Red Ale,5.70 %,Maple Bacon,Intracoastal Brewing Company
3290,American Amber / Red Ale,5.00 %,Kita-Kamakura No Megumi,Sankt Gallen Brewery
3291,American Amber / Red Ale,-,Rita Red,Back Street Brewery
3292,American Amber / Red Ale,6.60 %,Lumberjack Red Ale,Rustic Road Brewing Company
3293,American Amber / Red Ale,6.00 %,BiÃ ¨ re Du Vercors Rousse,BiÃ ¨ re du Vercors
3294,American Amber / Red Ale,5.00 %,Ember Smoked Red Ale,Scuttlebutt Brewing Company
3295,American Amber / Red Ale,5.10 %,City Shuffle,ShinDigger Brewing Co
3296,American Amber / Red Ale,6.00 %,Rough Swan,Hop Lot Brewing Company
3297,American Amber / Red Ale,6.30 %,To The Head Red,One World Brewing
3298,American Amber / Red Ale,5.20 %,Amberosia,Nevin 's Brewing Company
3299,American Amber / Red Ale,5.50 %,Athens 1815 Amber,Crossroads Brewing Company
3300,American Amber / Red Ale,7.00 %,Brett Red,Alpha Brewing Company
3301,American Amber / Red Ale,7.00 %,Lone Ranger Red,Snowy Mountain Brewery
3302,American Amber / Red Ale,5.50 %,Alamo Amber Lager,Alamo Beer Co. .
3303,American Amber / Red Ale,5.00 %,Hector 's Bell Amber Ale,Get Well
3304,American Amber / Red Ale,-,Rosso,Bier Fabriek
3305,American Amber / Red Ale,9.10 %,Barrel Aged Melisandre,Rock Bottom Restaurant & Brewery
3306,American Amber / Red Ale,5.60 %,Gambler Amber,Outlaw Brewing
3307,American Amber / Red Ale,6.50 %,Grandma 's Cookies,Rockford Brewing Company
3308,American Amber / Red Ale,8.00 %,Lake Effect Aged Red,Lake Effect Brewing Co. .
3309,American Amber / Red Ale,4.50 %,Aqula American Amber Ale,Bier Kaffee Aqula
3310,American Amber / Red Ale,6.00 %,Crin Blanc,Brasserie Rouget De Lisle
3311,American Amber / Red Ale,7.00 %,Bacon Chili Jam,Buffalo Bayou Brewing Co
3312,American Amber / Red Ale,6.00 %,Gaddy 's Irish Red,Fifty West Brewing Co
3313,American Amber / Red Ale,5.30 %,Akinaga Red IPA,Ushitora Brewing
3314,American Amber / Red Ale,-,Pole Axe,Fulton Pub & Brewery ( McMenamins )
3315,American Amber / Red Ale,6.50 %,Fadeaway Amber Ale,Deschutes Brewery
3316,American Amber / Red Ale,-,Beaubien 's Ribbon Farm,Right Brain Brewery
3317,American Amber / Red Ale,4.50 %,New Olde Horny Brew,CB Craft Brewers
3318,American Amber / Red Ale,5.10 %,Penny For Your Thoughts Copper Ale,The Wrecking Bar Brewpub
3319,American Amber / Red Ale,5.90 %,Teton Tart Red Ale,Snake River Brewing Company & Brewpub
3320,American Amber / Red Ale,8.50 %,Brush Fire Bourbon And Cabernet Barrel Blend,Old Firehouse Brewing
3321,American Amber / Red Ale,6.50 %,Swirvalicious Double Red Ale,Wildlife Brewing & Pizza
3322,American Amber / Red Ale,-,Coyote Spirit,Feather Falls Casino Brewing Company
3323,American Amber / Red Ale,5.10 %,NW Amber Ale,Airways Brewing Company
3324,American Amber / Red Ale,-,Double Buffalo On Maple,Buffalo Bayou Brewing Co
3325,American Amber / Red Ale,8.80 %,Roundabout Imperial Red Ale,Bonfire Brewing Co. .
3326,American Amber / Red Ale,7.50 %,Wreck Yo Self,Figueroa Mountain Brewing Co. .
3327,American Amber / Red Ale,5.80 %,Road To The Abbey,Acoustic Ales Brewing Experiment
3328,American Amber / Red Ale,4.00 %,Shooting Star Amber Ale,Utah Brewers Cooperative
3329,American Amber / Red Ale,5.80 %,Daywalker,Maui Brewing Co. .
3330,American Amber / Red Ale,5.00 %,Dry-Hopped Red Ale,Burdick Brewery
3331,American Amber / Red Ale,7.40 %,Revenge,The Foundry / Cantebury Brewers
3332,American Amber / Red Ale,-,Steppin ' Out Ale,Slip Point Brewing
3333,American Amber / Red Ale,8.00 %,Kracken Amber Ale,Spinnakers Gastro Brewpub & Guesthouse
3334,American Amber / Red Ale,5.90 %,Hoppy Hour Amber,Skull Camp Brewing
3335,American Amber / Red Ale,-,Big Al 's Amber,1188 Brewing Company
3336,American Amber / Red Ale,5.00 %,Cherry Queen Amber Ale,Right Brain Brewery
3337,American Amber / Red Ale,5.10 %,Flying Squirrel Ale,Otto 's Pub and Brewery
3338,American Amber / Red Ale,-,Rust Ale,Birrificio Doppio Malto
3339,American Amber / Red Ale,5.50 %,Burial At Sea,Pratt Street Ale House
3340,American Amber / Red Ale,3.00 %,Aman 's Amber Ale,Grand Rapids Brewing Company
3341,American Amber / Red Ale,5.50 %,Campfire Lager,Broken Tooth Brewing
3342,American Amber / Red Ale,5.50 %,Noeul Red Rye ( Sunset ),The Four Seasons Craft Beer Pub
3343,American Amber / Red Ale,4.60 %,Statler Amber Ale,Batch Brewing Co. .
3344,American Amber / Red Ale,5.20 %,Perle Des _ les,BiÃ ¨ res Artisanales Artzner
3345,American Amber / Red Ale,7.00 %,Hoku'ula Red,Maui Brewing Co. .
3346,American Amber / Red Ale,6.20 %,Redlands 125th Anniversary Red Ale,Hangar 24 Brewery
3347,American Amber / Red Ale,5.50 %,Raspberry Red Ale,Jack Russell Brewing Company
3348,American Amber / Red Ale,5.00 %,Apple Spice Amber,West Sixth Brewing Company
3349,American Amber / Red Ale,9.90 %,Danske Squared,Solvang Brewing Company
3350,American Amber / Red Ale,4.30 %,Session Amber,First Magnitude Brewing Company
3351,American Amber / Red Ale,5.30 %,Arrr Amber,Blackjack Brewing Company
3352,American Amber / Red Ale,5.60 %,Sly Amber,Dragoon Brewing Co. .
3353,American Amber / Red Ale,6.50 %,Wrenclaw,One Barrel Brewing Company
3354,American Amber / Red Ale,-,Ruby Knot Red,Diamond Knot Brewery
3355,American Amber / Red Ale,6.30 %,Moose Hide Amber,Mooselick Brewing
3356,American Amber / Red Ale,5.50 %,311 Amber Ale,Nebraska Brewing Company
3357,American Amber / Red Ale,6.20 %,16 | 01 Red Ale ( Galena & Bramling ),Brew By Numbers
3358,American Amber / Red Ale,4.50 %,Shady Lane Amber,Heavy Riff Brewing Company
3359,American Amber / Red Ale,6.40 %,Match The Drapes Amber,Rupert 's Brew House
3360,American Amber / Red Ale,7.10 %,Red Hammer Ale,Bathtub Row Brewing Co-op
3361,American Amber / Red Ale,8.50 %,Double Pagoda Pit Road Red,Thr3e Wise Men
3362,American Amber / Red Ale,-,Indian Summer,Cayucos Brewing Company
3363,American Amber / Red Ale,5.60 %,Metro Gnome,The Hourglass Brewery
3364,American Amber / Red Ale,5.20 %,Red Ale Com Beterraba,Casa Do Fritz
3365,American Amber / Red Ale,-,The Nuts,Martha 's Exchange
3366,American Amber / Red Ale,5.50 %,Resurrection Red,The Lucky Monk
3367,American Amber / Red Ale,6.50 %,Fred 's Raging Red,Sockeye Brewing
3368,American Amber / Red Ale,6.30 %,Spring Fling,Broken Stick Brewing Company
3369,American Amber / Red Ale,6.40 %,Koji Red Ale,äº _ Capital Brewing Co. .
3370,American Amber / Red Ale,5.00 %,Clef Des Champs,Brasserie Dieu Du Ciel
3371,American Amber / Red Ale,6.40 %,Ringwood Red,Second Street Brewery
3372,American Amber / Red Ale,5.70 %,Red Toad Amber Ale,Blue Cat Brew Pub
3373,American Amber / Red Ale,5.00 %,Barbe Torte,Brasserie De La Soif
3374,American Amber / Red Ale,6.20 %,Fresh Hopped Amber Ale,Loveland Aleworks
3375,American Amber / Red Ale,5.80 %,Burdock Ale,Scratch Brewing Company
3376,American Amber / Red Ale,7.00 %,Zeelander Red,The Beer Company
3377,American Amber / Red Ale,6.10 %,Moore Hops Please,Narrows Brewing Co. .
3378,American Amber / Red Ale,4.20 %,Brett Trois Red Rye ISA,Old Abbey Ales
3379,American Amber / Red Ale,5.00 %,La Bourbon Rousse,Brasseries De Bourbon
3380,American Amber / Red Ale,6.50 %,Pilot Batch WhereHouse,Captain Lawrence Brewing Co. .
3381,American Amber / Red Ale,4.90 %,Willoughby American Amber Ale,Willoughby Brewing
3382,American Amber / Red Ale,5.50 %,Red Earl Ruby Ale,Pokertree Brewing Co
3383,American Amber / Red Ale,6.00 %,HOPe Bohemic,HOPe Artesana
3384,American Amber / Red Ale,5.60 %,Dock Start Amber Ale,Flathead Lake Brewing Company
3385,American Amber / Red Ale,6.10 %,Wet Hop Prohibition,Speakeasy Ales & Lagers
3386,American Amber / Red Ale,-,The Blind Eye,Croocked Moon Brewing
3387,American Amber / Red Ale,6.00 %,Brewer 's Reserve Oreti Red,The Emerson Brewing Company
3388,American Amber / Red Ale,7.00 %,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .
3389,American Amber / Red Ale,8.60 %,Big Red Oak,Deschutes Brewery
3390,American Amber / Red Ale,5.20 %,First Responder Red,Firetrucker Brewery
3391,American Amber / Red Ale,6.00 %,Red Ai n't Dead,Nevin 's Brewing Company
3392,American Amber / Red Ale,-,Aguila Del Sur Rubia,Otro Mundo Brewing Company
3393,American Amber / Red Ale,-,Jessica Rabbit Red Ale,Funky Buddha Brewery
3394,American Amber / Red Ale,7.00 %,Batch # 0055 - Imperial Amber,3cross Brewing Company
3395,American Amber / Red Ale,8.00 %,Scarlet Street,Naked City Taphouse
3396,American Amber / Red Ale,4.80 %,Calvinus Amber,Brauerei Locher AG
3397,American Amber / Red Ale,-,BarbaRoja Floral,Cerveza Artesanal BarbaRoja
3398,American Amber / Red Ale,6.30 %,Nightmare Canyon,Triple Crossing Brewing
3399,American Amber / Red Ale,6.60 %,Zombie Dog,Tahoe Mountain Brewing Co. .
3400,American Amber / Red Ale,5.20 %,S.M.R.T. Amber,Mispillion River Brewing
3401,American Amber / Red Ale,6.40 %,Fluck 's Incapacitor,Freetail Brewing Company
3402,American Amber / Red Ale,7.60 %,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro
3403,American Amber / Red Ale,5.80 %,Bridalveil Amber Ale,Sequoia Brewing Company
3404,American Amber / Red Ale,5.60 %,Pacific At Sunset,DragaÅ ¡ Brewing
3405,American Amber / Red Ale,5.50 %,Brock Street Irish Red,Brock Street Brewing Company
3406,American Amber / Red Ale,6.00 %,Deva Amber,Cervezas Deva
3407,American Amber / Red Ale,5.60 %,Boreal Amber,Seven Arrows Brewing Company
3408,American Amber / Red Ale,10.00 %,King Coco,Four Sons Brewing
3409,American Amber / Red Ale,5.20 %,Willamette Valley,Barrier Brewing Company
3410,American Amber / Red Ale,7.70 %,Trebek _ ™ s ` Stache Imperial Red,Holy City Brewing
3411,American Amber / Red Ale,5.70 %,Albemarle Amber Ale,C'ville - ian Brewing Company
3412,American Amber / Red Ale,6.50 %,On Wisconsin Red Ale,Badger State Brewing Company
3413,American Amber / Red Ale,5.70 %,Catch Me If You Can,Prison City Pub & Brewery
3414,American Amber / Red Ale,4.00 %,N.F. ALe,John Harvard 's Brewery & Ale House
3415,American Amber / Red Ale,7.50 %,Slater The Traitor,Kretschmann Brewing Company
3416,American Amber / Red Ale,5.20 %,Spring Amber Ale,Throwback Brewery
3417,American Amber / Red Ale,6.50 %,Pizza Orgasmica Amber Ale,Devil 's Canyon Brewing Company
3418,American Amber / Red Ale,5.50 %,Butternut Squash Molasses Amber,The Perch Pub & Brewery
3419,American Amber / Red Ale,5.80 %,Lillie 's `` Q '' Hog-Tied Amber Ale,Taps Fish House & Brewery
3420,American Amber / Red Ale,5.50 %,Schultenbrau Amber,Bavaria Brouwerij N.V.
3421,American Amber / Red Ale,5.70 %,Snipe Hunter Amber,Memphis Made Brewing Company
3422,American Amber / Red Ale,-,Hangover Rasta,Csak a jÃ ³ sÃ ¶ r !
3423,American Amber / Red Ale,3.90 %,Fire On High,The Waen Brewery
3424,American Amber / Red Ale,-,Leinenkugel 's Auburn Ale,Jacob Leinenkugel Brewing Company
3425,American Amber / Red Ale,7.10 %,King Of Hearts Imperial Red,Rock Bottom Restaurant & Brewery
3426,American Amber / Red Ale,4.70 %,Rav,Berentsens Brygghus
3427,American Amber / Red Ale,7.30 %,New Oak Red Rocket,Bear Republic Brewing Co. .
3428,American Amber / Red Ale,-,Red Shoe Ale,Garrison Brewing Company
3429,American Amber / Red Ale,3.90 %,Aurora,Geltsdale Brewery
3430,American Amber / Red Ale,6.20 %,Tangle Foot Red,Ironworks Brewpub
3431,American Amber / Red Ale,7.00 %,Nog,Rock Bottom Restaurant & Brewery
3432,American Amber / Red Ale,5.40 %,Hopped Amber,Elk Brewing
3433,American Amber / Red Ale,8.00 %,Dr. Rudi Es Muy Caliente,Dust Bowl Brewing Company
3434,American Amber / Red Ale,-,Smoken Bones Amber Ale,Phillips Brewing Company
3435,American Amber / Red Ale,6.00 %,Ribe JubilÃ ¦ ums Ale,Ribe Bryghus
3436,American Amber / Red Ale,-,Howie 's Red Ale,D.L. Geary Brewing Company
3437,American Amber / Red Ale,6.20 %,Whiskey Barrel Chopper 's,Georgetown Brewing Company
3438,American Amber / Red Ale,4.30 %,Kukko Ale,Laitilan Wirvoitusjuomatehdas
3439,American Amber / Red Ale,6.60 %,Inoki,Birrificio Geco
3440,American Amber / Red Ale,5.70 %,Apricadamnbeer,Backshore Brewing Company
3441,American Amber / Red Ale,5.50 %,Deliberation Amber ( Dry-Hopped With Cascade ),West Sixth Brewing Company
3442,American Amber / Red Ale,5.40 %,Hurricane Hole Red,Florida Keys Brewing Co. .
3443,American Amber / Red Ale,5.00 %,Jazz Oak,Microbrasserie Jukebox
3444,American Amber / Red Ale,5.30 %,Cheddar Ales / Wiper And True - Amber Ale In The Pines,Cheddar Ales
3445,American Amber / Red Ale,5.00 %,Winter Seasonal Amber Ale,Dead Frog Brewing
3446,American Amber / Red Ale,6.00 %,Mighty Fine,O'Dempsey 's
3447,American Amber / Red Ale,5.00 %,Copper Feel,Union Station Brewery
3448,American Amber / Red Ale,5.20 %,Far West Red Wine Ale,Far West Cerveza Artesanal
3449,American Amber / Red Ale,5.30 %,J-Valve Amber Ale,Poseidon Brewing Company
3450,American Amber / Red Ale,6.50 %,Devil 's Copper,Nickel Beer Co. .
3451,American Amber / Red Ale,6.50 %,Hit Me American Red,Renegade Brewing Company
3452,American Amber / Red Ale,7.00 %,Rhumantony,Les Brasseurs du Hameau
3453,American Amber / Red Ale,6.00 %,TXELL ( Cerveceria Freiburg Own Brand ),Ca l'Arenys
3454,American Amber / Red Ale,6.10 %,Blood Moon,Kinetic Brewing Company
3455,American Amber / Red Ale,8.00 %,Abandoned Planet,Proof Brewing Company
3456,American Amber / Red Ale,7.00 %,Evil Red,Black Bridge Brewery
3457,American Amber / Red Ale,7.10 %,Ass Clown Salted Ginger Black Sour,Ass Clown Brewing
3458,American Amber / Red Ale,4.80 %,Fox Tail Red Ale,Whistler Brewing Company
3459,American Amber / Red Ale,5.60 %,Colonnel Salaberry,Microbrasserie MaltÃ © us
3460,American Amber / Red Ale,4.25 %,Starshine Ginger Bier,Big Island Brewhaus & Tako Taco Taqueria
3461,American Amber / Red Ale,6.50 %,Hollbeer BiÃ © re De Printemps,Brasserie Hollbeer et Magasin
3462,American Amber / Red Ale,4.80 %,McGuffin Amber Ale,Naked City Taphouse
3463,American Amber / Red Ale,8.50 %,Fire Mouth,Vice District Brewing Company
3464,American Amber / Red Ale,4.80 %,Shrunken Head Red,Coronado Brewing Company
3465,American Amber / Red Ale,-,Amber Mess,192 Brewing Company & Lake Trail Taproom
3466,American Amber / Red Ale,6.30 %,Little Egypt Red,Carbondale Craft Beer
3467,American Amber / Red Ale,6.00 %,Row Rye Red,Function Brewing
3468,American Amber / Red Ale,10.00 %,Red RYEding Hood,Chapman 's Brewing Company
3469,American Amber / Red Ale,6.00 %,Le Bec SucrÃ © e,Microbrasserie MaltÃ © us
3470,American Amber / Red Ale,4.50 %,Amber Ale-rt,Biloba Brewing Company
3471,American Amber / Red Ale,5.00 %,X_biga,Cerveza Tyris
3472,American Amber / Red Ale,6.50 %,Bastone Rare Wolf,Bastone
3473,American Amber / Red Ale,5.00 %,Genesis Red Ale,Hellenic Breweries Of Atalanti S.A.
3474,American Amber / Red Ale,6.80 %,Daylight Amber Chipotle Pepper,Track 7 Brewing Co. .
3475,American Amber / Red Ale,8.20 %,Cherry Pippin,Pig Minds Brewing Co. .
