beer_id,drink_style,alc_vol,brew_factory,beer_nm
4124,American Barleywine,10.50 %,Beer Valley Brewing Co. .,Highway To Ale Barleywine
4125,American Barleywine,11.00 %,Parish Brewing Company,Grand Reserve
4126,American Barleywine,12.00 %,Horseheads Brewing Inc. .,Domination Ale
4127,American Barleywine,14.00 %,Local Option,Top Fuel
4128,American Barleywine,11.00 %,Lagunitas Brewing Company,Barrel Aged GnarlyWine
4129,American Barleywine,11.00 %,Hopworks Urban Brewery,Noggin Floggin
4130,American Barleywine,13.00 %,Shoreline Brewery And Restaurant,Big Bourbon Series Discombobulation Celebration Ale
4131,American Barleywine,10.60 %,Butte Creek Brewing Company,Trainwreck Organic Barleywine Style Ale
4132,American Barleywine,11.40 %,East End Brewing Company,Gratitude - Bourbon Barrel Aged
4133,American Barleywine,11.50 %,18th Street Brewery,Devil 's Spear
4134,American Barleywine,9.05 %,FiftyFifty Brewing Co. .,Old Conundrum
4135,American Barleywine,11.00 %,_ l _ ™ abri de la TempÃªte,Corps Mort
4136,American Barleywine,13.20 %,Fulton Beer,Patience
4137,American Barleywine,11.50 %,Tired Hands Brewing Company,MotherAnimal
4138,American Barleywine,9.00 %,Ballast Point Brewing Company,Three Sheets Barleywine ( Barrel Aged )
4139,American Barleywine,11.50 %,Portsmouth Brewery,Portsmouth Barleywine
4140,American Barleywine,10.30 %,Kane Brewing Company,Vengeful Heart
4141,American Barleywine,9.90 %,Minneapolis Town Hall Brewery,Twisted Reality Barleywine
4142,American Barleywine,9.20 %,Avery Brewing Company,_ berschwein
4143,American Barleywine,13.20 %,Oskar Blues Grill & Brew,Old Double Bagger ( ODB )
4144,American Barleywine,9.80 %,Union Craft Brewing Company,Chessie Barleywine
4145,American Barleywine,11.70 %,Les Trois Mousquetaires,SÃ © rie Signature Barleywine AmÃ © ricain
4146,American Barleywine,11.50 %,Rahr & Sons Brewing Company,Tenderfoot
4147,American Barleywine,10.00 %,CucapÃ ¡ Brewing Company,CucapÃ ¡ Barleywine
4148,American Barleywine,10.00 %,Phillips Brewing Company,Trainwreck Barley Wine
4149,American Barleywine,10.30 %,Fat Head 's Brewery & Saloon,Liquid Courage Barley Wine
4150,American Barleywine,12.50 %,Haymarket Pub & Brewery,Clare 's Right Hook
4151,American Barleywine,10.80 %,Smuttynose Brewing Company,Smuttlabs Ol' Grundy Humper
4152,American Barleywine,12.50 %,3 Floyds Brewing Co. .,Bourbon Barrel Aged Behemoth With Cherries
4153,American Barleywine,14.00 %,Saint Arnold Brewing Company,Bishop 's Barrel 10
4154,American Barleywine,11.00 %,Grand Lake Brewing Company,Super Chicken Barley Wine
4155,American Barleywine,11.50 %,Four Peaks Brewing Company - 8th Street Brewery,Hopsquatch Barleywine
4156,American Barleywine,10.50 %,Bull & Bush Brewery,Release The Hounds
4157,American Barleywine,9.00 %,Cape Ann Brewing Company,Fisherman 's Tea Party
4158,American Barleywine,12.00 %,5 Rabbit Cerveceria,Ponche !
4159,American Barleywine,8.70 %,Carolina Brewing Company,Carolina Old 392
4160,American Barleywine,8.80 %,Rhinegeist Brewery,Gramps
4161,American Barleywine,-,Golden City Brewery,Centurion Barleywine Ale
4162,American Barleywine,12.50 %,Mad River Brewing Company,John Barleycorn - Bourbon Barrel Aged
4163,American Barleywine,10.10 %,Oakshire Brewing,Barleywine
4164,American Barleywine,9.00 %,Big Time Brewery & Alehouse,Old Wooly Barleywine
4165,American Barleywine,10.00 %,Hyouko Yashiki No Mori Brewery,Samurai Barley Ale
4166,American Barleywine,10.40 %,Mikkeller ApS,Mikkeller / Three Floyds Risgoop
4167,American Barleywine,11.20 %,Elysian Brewing Company,The Gourdfather
4168,American Barleywine,11.00 %,Elevator Brewery & Draught Haus,Elevator Barrel Aged Barley Wine ( Bar Bar )
4169,American Barleywine,11.70 %,Witch 's Hat Brewing Co. .,Well Water
4170,American Barleywine,12.00 %,Beachwood BBQ & Brewing,Annihilator
4171,American Barleywine,9.60 %,Brouwerij De Prael,Mary
4172,American Barleywine,9.60 %,Boundary Bay Brewery & Bistro,Old Bounder
4173,American Barleywine,11.10 %,Cahoots Brewing,AmEn ! Barleywine - Barrel Aged
4174,American Barleywine,9.50 %,Wiseacre Brewing,Snowbeard
4175,American Barleywine,-,Black Husky Brewing,Headbutter
4176,American Barleywine,10.50 %,Revolution Brewing Company,Institutionalized
4177,American Barleywine,10.30 %,Tighthead Brewing Company,Barrel-Aged Old Kaya Dog
4178,American Barleywine,11.60 %,Ritual Brewing Co. .,Fat Hog
4179,American Barleywine,9.00 %,White Birch Brewing,White Birch Barley Wine Ale
4180,American Barleywine,9.60 %,Cape May Brewing Company,Sawyer 's Swap Barley Wine Ale
4181,American Barleywine,11.90 %,Nebraska Brewing Company,Inception Series - Runnin ' With The Devil
4182,American Barleywine,8.60 %,Anderson Valley Brewing Company,Horn Of The Beer
4183,American Barleywine,12.00 %,BrewDog,Clown King
4184,American Barleywine,9.50 %,Greenport Harbor Brewing Company,Triton
4185,American Barleywine,12.00 %,Oskar Blues Grill & Brew,Shipwreck Circus
4186,American Barleywine,10.00 %,CucapÃ ¡ Brewing Company,Green Card Barleywine
4187,American Barleywine,9.20 %,Snipes Mountain Microbrewery & Restaurant,Roza Reserve
4188,American Barleywine,9.00 %,Cathedral Square Brewery,Repent Rye
4189,American Barleywine,8.40 %,Durham Brewery Ltd,Benedictus
4190,American Barleywine,14.50 %,Brothers Craft Brewing,2nd Anniversary Barrel-Aged Barleywine
4191,American Barleywine,13.00 %,Burnt Hickory Brewery,Killdozer 12 Point Buck
4192,American Barleywine,11.00 %,Piece Brewery & Pizzeria,Moose Knuckle Barleywine
4193,American Barleywine,10.00 %,Ladyface Ale Companie,Bluebelly Barleywine
4194,American Barleywine,11.10 %,The Bruery,Preservation Series : Oaked Old Richland
4195,American Barleywine,9.50 %,C.H. Evans Brewing Company,Old Musty Barleywine
4196,American Barleywine,12.00 %,Barley 's Brewing Company,Barley 's Barleywine !
4197,American Barleywine,12.00 %,Block 15 Brewery & Restaurant,Hypnosis
4198,American Barleywine,10.00 %,Antares,Antares Barleywine
4199,American Barleywine,11.00 %,Excel Brewing Company,Ryeday The 13th
4200,American Barleywine,11.00 %,Tahoe Mountain Brewing Co. .,Bourbon Barrel Aged Auld Bitch
4201,American Barleywine,10.00 %,Xbeeriment I/S,Copper Snow Barleywine Style-ale
4202,American Barleywine,12.50 %,Kona Brewing Co. .,Old Blowhole Barleywine
4203,American Barleywine,9.00 %,Ballast Point Brewing Company,Three Sheets Barleywine ( Syrah Barrel Aged )
4204,American Barleywine,10.30 %,Tighthead Brewing Company,Old Kaya Dog
4205,American Barleywine,10.00 %,Napa Smith Brewery,Grateful Dog
4206,American Barleywine,10.80 %,Tired Hands Brewing Company,StonerWitch
4207,American Barleywine,11.50 %,Drake 's Brewing Co. .,Rakish Ryewine
4208,American Barleywine,12.00 %,Evil Twin Brewing,Evil Twin TÃ ¸ rst Front Room V. 2
4209,American Barleywine,11.00 %,Perennial Artisan Ales,Barrel-Aged Vermilion Barleywine
4210,American Barleywine,10.00 %,Antares,Simpatico
4211,American Barleywine,10.80 %,Mother 's Brewing Company,Single Barrel Foggy Notion
4212,American Barleywine,11.00 %,La Voie MaltÃ © e,Polissonne
4213,American Barleywine,13.00 %,Revolution Brewing Company,Mineshaft Gap
4214,American Barleywine,9.10 %,Twisted Pine Brewing Company,Bough Breaker
4215,American Barleywine,12.00 %,Peticolas Brewing Company,The Duke
4216,American Barleywine,9.60 %,Hopworks Urban Brewery,Noggin Floggin ( Bourbon Barrel Aged )
4217,American Barleywine,11.00 %,Burnt Hickory Brewery,March To The Sea
4218,American Barleywine,13.00 %,Piece Brewery & Pizzeria,Barrel Aged Moose Knuckle
4219,American Barleywine,11.70 %,Jackie O 's Pub & Brewery,Really Really Nelson
4220,American Barleywine,10.50 %,No-Li Brewhouse,Big Bang
4221,American Barleywine,10.30 %,Sockeye Grill & Brewery,Old Devil 's Tooth Barleywine
4222,American Barleywine,-,18th Street Brewery,Barrel Aged Devil 's Spear
4223,American Barleywine,10.00 %,Back Road Brewery,No. 9 Barleywine
4224,American Barleywine,12.50 %,FiftyFifty Brewing Co. .,Cherry Annularity
4225,American Barleywine,11.00 %,Broue Pub Brouhaha,Gaz De Course
4226,American Barleywine,10.00 %,Squam Brewing,The Camp Barleywine
4227,American Barleywine,10.30 %,Fitger 's Brewhouse,Ol' Redbeard Barleywine
4228,American Barleywine,11.60 %,Stone Brewing Co. .,Stone Old Guardian Barley Wine Style Ale 2014
4229,American Barleywine,11.00 %,Microbrasserie Du Lac-Saint-Jean,Frappabord
4230,American Barleywine,8.70 %,Port Jeff Brewing Company,Cold North Wind
4231,American Barleywine,12.00 %,Tioga-Sequoia Brewing Company,Smoke Chaser ( Cherrywood Smoked )
4232,American Barleywine,11.00 %,FiftyFifty Brewing Co. .,Old Conundrum - Heaven Hill Rye
4233,American Barleywine,9.70 %,Lompoc Tavern,Old Tavern Rat
4234,American Barleywine,9.50 %,Iron Hill Brewery & Restaurant,Sasquatch
4235,American Barleywine,11.00 %,Barley Creek Brewing Company,Old '99 Barleywine
4236,American Barleywine,9.30 %,Trillium Brewing Company,Old Soul
4237,American Barleywine,9.80 %,Union Craft Brewing Company,Barrel Aged Chessie
4238,American Barleywine,11.00 %,Seventh Son Brewing Co. .,Ladies & Gentlemen
4239,American Barleywine,12.50 %,Boulder Beer / Wilderness Pub,Scourge Of The Dude Barrel Aged Barleywine
4240,American Barleywine,11.00 %,Barrington Brewery & Restaurant,Barrington Yule Fuel
4241,American Barleywine,11.90 %,Walking Man Brewing Co. .,Old Stumblefoot
4242,American Barleywine,9.80 %,Maumee Bay Brewing Company,Brewed Witch
4243,American Barleywine,10.00 %,Equinox Brewing Company,Midwinter Warmer
4244,American Barleywine,11.00 %,Figure 8 Brewing,Jumbo Love
4245,American Barleywine,9.60 %,Bluejacket / Arsenal Restaurant,High Society
4246,American Barleywine,10.00 %,Birrificio Barley,BB10
4247,American Barleywine,9.80 %,Begyle Brewing Company,Barrel Aged Barleywine ( 2015 - Heaven Hill )
4248,American Barleywine,8.00 %,Mad Fox Brewing Company,Slobberknocker
4249,American Barleywine,12.00 %,Martin House Brewing Company,Sugar & Spice
4250,American Barleywine,11.50 %,Boston Beer Works - Canal Street,Hercules Strong Ale
4251,American Barleywine,11.00 %,Beer Here,Yule Ale
4252,American Barleywine,11.70 %,Portside Distillery & Brewery,Big Chuck Barleywine
4253,American Barleywine,9.10 %,Arcade Brewery,Winter Slayer Oat Wine
4254,American Barleywine,9.50 %,Microbrasserie du LiÃ ¨ vre,El Diablo
4255,American Barleywine,16.00 %,Birra Del Borgo,Sedici Gradi
4256,American Barleywine,9.80 %,Wellington County Brewery,Frost Quake Bourbon Barrel Aged Barley Wine
4257,American Barleywine,9.90 %,Brewsters Brewing Company & Restaurant - Oliver Square,Blue Monk Barley Wine
4258,American Barleywine,8.80 %,Motor City Brewing Works,Motor City Winter Ale
4259,American Barleywine,14.00 %,Side Project Brewing,Anabasis
4260,American Barleywine,15.20 %,Brouwerij De Molen,Bommen & Granaten - Cascade Dry Hopped
4261,American Barleywine,8.00 %,Sonoran Brewing Company,Old Saguaro Barleywine Style Ale
4262,American Barleywine,10.50 %,Black Hog Brewing Co. .,Bacchanalian Barleywine
4263,American Barleywine,12.50 %,Empire Brewing Company,Empire Barley Wine
4264,American Barleywine,9.90 %,Selin 's Grove Brewing Company,St. Fillin 's
4265,American Barleywine,10.00 %,Trillium Brewing Company,Day & Night ( Honduran Manasapa Barrington Coffee )
4266,American Barleywine,11.30 %,Nebraska Brewing Company,Fathead Barleywine
4267,American Barleywine,9.00 %,Hopfenstark,Captain Swing
4268,American Barleywine,9.00 %,Green Room Brewing,Undertow
4269,American Barleywine,14.00 %,Devil 's Canyon Brewing Company,Barrel Of Monkeys
4270,American Barleywine,8.70 %,Port Jeff Brewing Company,Apple Brandy Cold North Wind
4271,American Barleywine,10.00 %,Wormtown Brewery,Beer Goggles Barleywine
4272,American Barleywine,12.00 %,Mike Hess Brewing - Miramar,Ordeum Rex
4273,American Barleywine,13.90 %,Hangar 24 Brewery,Barrel Roll No. 4 Hammerhead - Augie _ ™ s Coffee Edition
4274,American Barleywine,-,Peekskill Brewery,Dead To Me
4275,American Barleywine,13.90 %,Hangar 24 Brewery,Barrel Roll No. 4 Hammerhead - Bourbon Chai Edition
4276,American Barleywine,10.00 %,Burnside Brewing Co. .,White Out
4277,American Barleywine,7.50 %,Hood Canal Brewing,Breidablik Barley Wine Style Ale
4278,American Barleywine,10.20 %,Amnesia Brewing,10th Anniversary Barleywine ( 2014 )
4279,American Barleywine,11.50 %,Rahr & Sons Brewing Company,Tenderfoot - Barrel Aged
4280,American Barleywine,13.00 %,Omnipollo,Erzulie
4281,American Barleywine,9.80 %,De Proefbrouwerij ( bvba Andelot ),Maelstrom ( for SNAB )
4282,American Barleywine,9.00 %,Les Brasseurs Du Temps,Mea Magna Culpa
4283,American Barleywine,-,Lost Coast Brewery and Cafe,Fogcutter Barleywine
4284,American Barleywine,9.00 %,Mad Fox Brewing Company,Oak Aged Slobberknocker
4285,American Barleywine,10.50 %,Old Schoolhouse Brewery,Brewers Reserve Barley Wine Style Ale
4286,American Barleywine,12.00 %,Solemn Oath Brewery,Heavyweight Ticklefight Champion Of The World
4287,American Barleywine,9.80 %,Pizza Port Solana Beach,Old Boneyards Barleywine
4288,American Barleywine,9.00 %,Yards Brewing Co. .,Barrel Aged Olde Bartholomew
4289,American Barleywine,9.50 %,Pizza Port Solana Beach,Barbarian Barley Wine
4290,American Barleywine,12.00 %,Crabtree Brewing Company,Woody B. Barley Wine Ale
4291,American Barleywine,9.00 %,Firefly Hollow Brewing Co. .,Ye Olde Twinkler Barleywine
4292,American Barleywine,10.00 %,BrewDog,#Mashtag 2015
4293,American Barleywine,9.60 %,Blue Mountain Brewery,Bluster Barleywine
4294,American Barleywine,10.00 %,Al 's of Hampden / Pizza Boy Brewing,Pizza Boy / Chip Bender - Benders Barleywine
4295,American Barleywine,11.00 %,Jackie O 's Pub & Brewery,Nutted Bourbon Barrel Brick Kiln
4296,American Barleywine,11.50 %,Strange Craft Beer Company,Dr Strangelove
4297,American Barleywine,11.80 %,Blue Hills Brewery,Fortis Pagus
4298,American Barleywine,10.00 %,Telegraph Brewing Company,Obscura Aurantium
4299,American Barleywine,10.90 %,Strange Land Brewery,Bishops Gate
4300,American Barleywine,18.30 %,Mikkeller ApS,Big Worster ( Malaga Edition )
4301,American Barleywine,13.00 %,Hermit Thrush Brewery,Jolly Abbot Barley Wine
4302,American Barleywine,9.00 %,Trinity Brewhouse,Wolf 's Breath Winter Warmer
4303,American Barleywine,10.60 %,Stewart 's Brewing Co. .,Bourbon Barleywine
4304,American Barleywine,11.00 %,Flying Goose Brew Pub & Grille,Isle Of Pines Barley Wine
4305,American Barleywine,10.50 %,Flying Bison Brewing Company,The `` Herc '' C-130 Barleywine Style Ale
4306,American Barleywine,9.50 %,Microbrasserie Le Castor,Grande Reserve Vin No 1
4307,American Barleywine,11.70 %,Tahoe Mountain Brewing Co. .,Auld Bitch Barleywine
4308,American Barleywine,13.50 %,Gigantic Brewing Company,Massive Barleywine
4309,American Barleywine,11.00 %,Devils Backbone Brewing Company,Tectonic Barleywine
4310,American Barleywine,10.20 %,Widmer Brothers Brewing Company,Old Embalmer '13 ( Brothers Reserve ) - Featuring X-431 Hops
4311,American Barleywine,11.50 %,DESTIHL Brewery,Triton Barley Wine
4312,American Barleywine,12.50 %,Hardywood Park Craft Brewery,RVA Beard League
4313,American Barleywine,9.80 %,Max Lager 's American Grill & Brewery,Old 320 Barleywine
4314,American Barleywine,10.20 %,Great Lakes Brewing Co. .,Great Lakes Barley Wine
4315,American Barleywine,11.50 %,Brouwerij Kees,American Barley Wine
4316,American Barleywine,10.00 %,Right Brain Brewery,The Demise
4317,American Barleywine,11.00 %,Bullfrog Brewery,Old Toad Barleywine
4318,American Barleywine,10.20 %,Iron Hill Brewery & Restaurant,The Situation
4319,American Barleywine,9.80 %,Greenbush Brewing Company,2 Biggie ( Collab With Batch Brewing )
4320,American Barleywine,11.00 %,Knee Deep Brewing Company,Stow The Crows
4321,American Barleywine,10.80 %,Relic Brewing Co,Morgue Party
4322,American Barleywine,12.00 %,Odd Side Ales,Colossal Oversight
4323,American Barleywine,-,Fitger 's Brewhouse,Ole ' Redbeard Barleywine ( Bourbon Barrel Aged )
4324,American Barleywine,11.00 %,Beer Here,Farligwine
4325,American Barleywine,11.00 %,Real Ale Brewing Company,Mysterium Verum The Kraken
4326,American Barleywine,9.50 %,Wiseacre Brewing,Bourbon Barrel Aged Snowbeard
4327,American Barleywine,10.00 %,FiftyFifty Brewing Co. .,Old Conundrum - Elijah Craig ( 12 Year )
4328,American Barleywine,10.50 %,Barley Brown 's Brewpub,Sled Wreck Winter Ale
4329,American Barleywine,11.80 %,Parallel 49 Brewing Company,Barrel Aged Series : Barley Wine
4330,American Barleywine,-,Lost Coast Brewery and Cafe,Fogcutter Barleywine ( Oak Aged )
4331,American Barleywine,11.00 %,Bravery Brewing,Batch # 100 Barleywine - Brandy Barrel
4332,American Barleywine,10.90 %,Green Flash Brewing Co. .,Bourbon Barrel Aged Barleywine
4333,American Barleywine,-,Broadway Pub,Elixir De Belphegor
4334,American Barleywine,9.20 %,North Country Brewing,Embalmer
4335,American Barleywine,10.40 %,Aardwolf Brewing Company,Whisperer In Darkness
4336,American Barleywine,10.00 %,Moylan 's Brewery,Old Blarney Barleywine - Bourbon Barrel Aged
4337,American Barleywine,8.50 %,Microbrasserie Le Castor,Vin D'orge AmÃ © ricain
4338,American Barleywine,-,MadTree Brewing,BBA Ye Old Battering Ram
4339,American Barleywine,8.50 %,Draught House Pub & Brewery,Marley 's Gnarley Barley Wine
4340,American Barleywine,9.00 %,The Brew Gentlemen Beer Co. .,Nonstop Forever
4341,American Barleywine,8.30 %,Carolina Brewery,Old Familiar Barleywine
4342,American Barleywine,11.50 %,The Blue Ridge Brewing Co. .,Little Willie Barleywine
4343,American Barleywine,10.00 %,Laurelwood Public House & Brewery,Olde Reliable
4344,American Barleywine,13.00 %,Great Basin Brewing Co. .,Bourbon Barrel Barleywine
